,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
0,301228.SZ,N实朴,36.45,16.37,81.52,205118.0,699081872.0,38.3,38.2,30.51,32.98,20.08,,78.91,154.54,4.74,4374000000.0,947466574.0
1,301158.SZ,德石股份,22.66,3.78,20.02,165356.0,364365952.0,17.9,22.66,19.28,19.45,18.88,1.6,46.38,91.09,2.91,3407395757.0,807909919.0
2,300921.SZ,南凌科技,31.75,5.29,19.99,231780.0,667065776.0,26.27,31.75,24.8,25.18,26.46,2.07,37.66,64.1,5.24,4181073998.0,1953938498.0
3,300250.SZ,初灵信息,15.61,2.6,19.98,331606.0,498365328.0,18.68,15.61,13.18,13.51,13.01,1.14,20.81,66.91,5.16,3434042370.0,2487267382.0
4,300292.SZ,吴通控股,4.63,0.77,19.95,1832160.0,807080832.0,19.43,4.63,3.88,3.88,3.86,1.59,16.53,74.01,4.75,6212371830.0,5132099484.0
5,301235.SZ,N华康,46.62,7.32,18.63,154632.0,753205664.0,23.26,54.8,45.66,50.0,39.3,,66.47,114.89,3.3,4923072000.0,1084466888.0
6,300333.SZ,兆日科技,8.99,1.25,16.15,587153.0,515174512.0,18.99,9.29,7.82,7.82,7.74,2.02,17.63,-124.82,3.84,3020640000.0,2994771877.0
7,301106.SZ,N骏成,43.64,5.89,15.6,82746.0,402287792.0,38.36,57.98,43.5,56.88,37.75,,45.6,38.68,3.04,3167682192.0,791920548.0
8,300890.SZ,翔丰华,54.1,6.85,14.5,81652.0,434759392.0,13.19,56.09,49.86,49.88,47.25,4.93,10.48,71.82,5.01,5410000000.0,4216527870.0
9,301078.SZ,孩子王,19.1,2.34,13.96,254857.0,477544368.0,19.81,20.11,16.79,17.09,16.76,1.43,34.38,65.82,7.21,20780800000.0,1416002681.0
10,300312.SZ,*ST邦讯,3.55,0.4,12.7,184259.0,63270025.0,14.92,3.67,3.2,3.22,3.15,1.43,7.71,-11.24,-4.12,1136142000.0,848786899.0
11,300377.SZ,赢时胜,13.17,1.47,12.56,843979.0,1099556848.0,14.62,13.8,12.09,12.1,11.7,1.19,13.41,35.76,3.4,9898006744.0,8288018021.0
12,688177.SH,百奥泰-U,25.17,2.57,11.37,23796.0,58886641.0,10.04,25.77,23.5,23.89,22.6,3.18,2.48,-69.9,5.5,10422393600.0,2414103077.0
13,300857.SZ,协创数据,34.12,3.41,11.1,94406.0,314429616.0,14.13,35.6,31.26,31.26,30.71,1.27,6.66,50.96,5.54,7047751522.0,4836127242.0
14,300569.SZ,天能重工,13.98,1.35,10.69,288838.0,389536544.0,13.78,14.12,12.38,12.71,12.63,2.8,5.05,29.83,3.18,11147459845.0,7996520059.0
15,002621.SZ,美吉姆,3.91,0.36,10.14,109599.0,41331738.0,8.73,3.91,3.6,3.6,3.55,1.67,1.37,63.55,2.71,3214950306.0,3118348192.0
16,002348.SZ,高乐股份,2.39,0.22,10.14,1175102.0,273668752.0,12.9,2.39,2.11,2.18,2.17,2.19,13.76,-42.57,3.13,2263808000.0,2041629511.0
