,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
17,300631.SZ,久吾高科,36.49,3.63,11.05,346035.0,1229387024.0,16.07,38.38,33.1,34.5,32.86,2.16,32.57,149.3,4.8,3964262288.0,3877384159.0
18,300800.SZ,力合科技,20.76,2.01,10.72,82583.0,169130272.0,17.23,21.79,18.56,18.6,18.75,2.86,5.7,21.72,2.68,4949184000.0,3006048000.0
19,300505.SZ,川金诺,22.94,2.14,10.29,228895.0,547762464.0,19.04,24.96,21.0,21.38,20.8,3.36,25.69,-136.89,3.17,2998192116.0,2043733615.0
20,000732.SZ,泰禾集团,2.38,0.22,10.19,472807.0,108385353.0,10.65,2.38,2.15,2.15,2.16,2.22,1.9,-4.18,0.41,5923585427.0,5916589312.0
21,002574.SZ,明牌珠宝,5.34,0.49,10.1,334053.0,168991122.0,12.58,5.34,4.73,4.79,4.85,3.0,6.33,26.42,0.95,2819520000.0,2819520000.0
22,600961.SH,株冶集团,6.67,0.61,10.07,140364.0,90884448.0,10.56,6.67,6.03,6.05,6.06,4.22,2.66,15.34,-2.67,3518144286.0,3518144286.0
23,002506.SZ,协鑫集成,4.05,0.37,10.05,3026723.0,1193582032.0,10.6,4.05,3.66,3.75,3.68,1.36,5.96,-66.04,5.7,23714785801.0,20555173223.0
24,000822.SZ,山东海化,8.1,0.74,10.05,776357.0,615764096.0,8.42,8.1,7.48,7.71,7.36,2.66,8.67,27.82,2.33,7250244601.0,7250244601.0
25,600744.SH,华银电力,8.21,0.75,10.05,1195335.0,966128976.0,9.52,8.21,7.5,7.55,7.46,1.86,14.44,-35.7,4.98,14623030290.0,6794878440.0
26,000966.SZ,长源电力,11.62,1.06,10.04,1233246.0,1394623200.0,9.28,11.62,10.64,10.75,10.56,1.8,11.13,66.44,3.13,29627054754.0,12878261010.0
27,000993.SZ,闽东电力,10.09,0.92,10.03,429520.0,415059584.0,11.01,10.09,9.08,9.18,9.17,2.3,9.77,-66.03,2.44,4620730181.0,4437053001.0
28,002442.SZ,龙星化工,7.13,0.65,10.03,449456.0,311176336.0,7.72,7.13,6.63,6.71,6.48,1.71,9.39,10.9,2.46,3491418400.0,3413708174.0
29,603159.SH,上海亚虹,16.24,1.48,10.03,44396.0,70521082.0,13.14,16.24,14.3,14.57,14.76,3.36,3.17,44.9,5.03,2273600000.0,2273600000.0
30,600673.SH,东阳光,5.05,0.46,10.02,817822.0,405890528.0,8.93,5.05,4.64,4.65,4.59,7.57,3.33,174.88,2.17,15220181158.0,12409951694.0
31,600409.SH,三友化工,10.87,0.99,10.02,1676754.0,1794778928.0,8.81,10.87,10.0,10.0,9.88,3.82,8.12,9.45,1.83,22439478500.0,22439478500.0
32,603171.SH,税友股份,28.11,2.56,10.02,4043.0,11364901.0,0.0,28.11,28.11,28.11,25.55,2.48,1.0,78.14,4.94,11409567900.0,1140984900.0
33,002024.SZ,苏宁易购,6.15,0.56,10.02,1022042.0,622005424.0,7.69,6.15,5.72,6.15,5.59,1.87,1.35,31.38,0.74,57256743878.0,46670401342.0
34,603179.SH,新泉股份,33.72,3.07,10.02,34190.0,113963852.0,9.82,33.72,30.71,30.9,30.65,2.66,1.07,32.4,3.52,12472180751.0,10792570185.0
35,600426.SH,华鲁恒升,34.6,3.15,10.02,786288.0,2682159648.0,6.36,34.6,32.6,32.6,31.45,2.9,3.73,11.61,4.29,73167155555.0,72977337256.0
36,000831.SZ,五矿稀土,23.4,2.13,10.01,1509013.0,3393748144.0,10.44,23.4,21.18,21.74,21.27,1.98,15.38,56.53,8.95,22952802155.0,22952802155.0
37,001208.SZ,华菱线缆,11.32,1.03,10.01,33129.0,37501654.0,0.0,11.32,11.32,11.32,10.29,3.57,2.48,53.95,4.52,6049679680.0,1512419920.0
38,002080.SZ,中材科技,27.7,2.52,10.01,432460.0,1193992128.0,4.45,27.7,26.58,27.2,25.18,1.6,2.58,20.01,3.68,46484023277.0,46484023277.0
39,002319.SZ,乐通股份,14.4,1.31,10.01,59947.0,84264898.0,7.94,14.4,13.36,13.41,13.09,2.7,3.0,-219.94,20.63,2880000000.0,2880000000.0
40,002664.SZ,长鹰信质,16.27,1.48,10.01,194705.0,310351248.0,11.97,16.27,14.5,14.73,14.79,1.66,4.96,29.46,2.36,6570802200.0,6381506656.0
41,003043.SZ,华亚智能,52.01,4.73,10.0,31978.0,164341311.0,9.94,52.01,47.31,47.31,47.28,2.12,15.99,54.12,5.27,4160800000.0,1040200000.0
42,603876.SH,鼎胜新材,30.57,2.78,10.0,245025.0,721886752.0,10.76,30.57,27.58,28.0,27.79,1.26,5.13,82.58,4.03,14594321015.0,14594321015.0
43,603039.SH,泛微网络,77.44,7.04,10.0,33539.0,254800199.0,7.73,77.44,72.0,72.34,70.4,3.88,1.31,193.58,13.11,20182241890.0,19890717074.0
44,002346.SZ,柘中股份,19.03,1.73,10.0,101779.0,193440295.0,3.06,19.03,18.5,19.03,17.3,0.6,2.58,85.65,3.98,8403180166.0,7509862317.0
45,000526.SZ,学大教育,28.06,2.55,10.0,14368.0,40315317.0,0.0,28.06,28.06,28.06,25.51,0.55,1.49,153.93,3.41,3304421615.0,2699234702.0
46,000803.SZ,北清环能,16.07,1.46,9.99,78029.0,120422069.0,11.77,16.07,14.35,14.69,14.61,3.21,6.11,76.17,4.98,3070828047.0,2052635451.0
47,603496.SH,恒为科技,15.74,1.43,9.99,22165.0,34525600.0,5.03,15.74,15.02,15.18,14.31,1.17,1.11,-39.77,3.93,3132991800.0,3130174481.0
48,603937.SH,丽岛新材,14.97,1.36,9.99,168051.0,247451382.0,10.21,14.97,13.58,13.85,13.61,5.31,8.05,21.99,2.04,3126933600.0,3126933600.0
49,603324.SH,盛剑环境,42.82,3.89,9.99,36940.0,156754783.0,5.7,42.82,40.6,42.6,38.93,0.8,11.92,110.64,4.16,5306254400.0,1326863511.0
50,600851.SH,海欣股份,9.47,0.86,9.99,58014.0,54125025.0,10.1,9.47,8.6,8.6,8.61,0.95,0.79,120.72,2.88,11430826873.0,6990811862.0
51,002679.SZ,福建金森,19.39,1.76,9.98,250896.0,461618400.0,11.23,19.39,17.41,17.66,17.63,1.73,10.64,-70.72,6.18,4571308840.0,4571308840.0
52,000935.SZ,四川双马,17.97,1.63,9.98,114342.0,202531762.0,8.38,17.97,16.6,17.02,16.34,0.59,1.5,16.82,2.61,13719022784.0,13718955576.0
53,605011.SH,杭州热电,13.01,1.18,9.97,3107.0,4041687.0,0.0,13.01,13.01,13.01,11.83,2.15,0.77,24.82,2.91,5205301000.0,521701000.0
54,600172.SH,黄河旋风,8.05,0.73,9.97,1741542.0,1348478608.0,7.92,8.05,7.47,7.47,7.32,1.59,14.23,282.03,3.6,11609585032.0,9854989402.0
55,600032.SH,浙江新能,11.69,1.06,9.97,533513.0,597068368.0,11.19,11.69,10.5,10.62,10.63,1.39,25.65,253.71,3.34,24315200000.0,2431520000.0
56,600354.SH,敦煌种业,7.18,0.65,9.95,856935.0,586182032.0,12.4,7.18,6.37,6.5,6.53,1.87,16.24,58.54,6.05,3789618934.0,3789618934.0
57,600905.SH,三峡能源,6.42,0.58,9.93,16663106.0,10229750016.0,11.47,6.42,5.75,5.85,5.84,1.35,23.98,30.68,2.78,183425820000.0,44615514062.0
58,000762.SZ,西藏矿业,30.52,2.74,9.86,1223352.0,3687795520.0,8.5,30.56,28.2,28.28,27.78,2.02,23.49,197.93,7.8,15895403205.0,15894679209.0
59,300213.SZ,佳讯飞鸿,6.8,0.59,9.5,622483.0,421758112.0,20.13,7.4,6.15,6.22,6.21,4.07,11.4,-200.93,1.91,4054116806.0,3712163874.0
60,300583.SZ,赛托生物,23.96,2.06,9.41,32222.0,77961575.0,15.84,25.98,22.51,22.51,21.9,5.03,3.85,-119.61,1.57,2569771505.0,2006792370.0
61,300339.SZ,润和软件,42.35,3.62,9.35,2136131.0,9275579136.0,18.82,46.3,39.01,39.5,38.73,1.37,27.69,311.46,11.58,33727999116.0,32671468299.0
62,300772.SZ,运达股份,19.48,1.65,9.25,92465.0,174334786.0,12.11,19.72,17.56,17.8,17.83,2.25,5.97,33.84,3.36,5879803928.0,3017302666.0
63,300400.SZ,劲拓股份,19.36,1.61,9.07,120974.0,228344739.0,9.41,19.44,17.77,17.77,17.75,1.46,6.63,33.66,6.59,4697235488.0,3531126776.0
64,002191.SZ,劲嘉股份,11.63,0.96,9.0,654237.0,745312656.0,10.68,11.74,10.6,10.68,10.67,4.68,4.53,16.92,2.25,17036443334.0,16783264293.0
65,300651.SZ,金陵体育,42.36,3.48,8.95,37792.0,158097795.0,19.93,46.0,38.25,38.88,38.88,2.59,5.51,410.34,7.91,5453713601.0,2907715828.0
66,002724.SZ,海洋王,14.9,1.22,8.92,144280.0,212284229.0,8.41,15.05,13.9,14.16,13.68,3.78,3.96,106.36,4.36,11619462917.0,5429368654.0
67,600160.SH,巨化股份,9.93,0.8,8.76,974524.0,963363344.0,6.9,10.04,9.41,9.69,9.13,4.34,3.61,566.16,2.14,26808478584.0,26808478584.0
68,300106.SZ,西部牧业,10.22,0.8,8.49,198845.0,198734448.0,16.67,10.88,9.31,9.41,9.42,3.43,9.41,248.06,3.72,2159816208.0,2159816208.0
69,002015.SZ,协鑫能科,9.91,0.76,8.31,360883.0,343843584.0,10.05,9.97,9.05,9.15,9.15,2.14,7.04,21.63,2.28,13402891602.0,5083168617.0
70,002402.SZ,和而泰,25.4,1.88,7.99,538159.0,1355798880.0,7.48,25.86,24.1,24.25,23.52,3.07,6.71,53.76,7.61,23216029971.0,20365740422.0
71,300287.SZ,飞利信,5.8,0.42,7.81,2600402.0,1464914128.0,13.38,5.93,5.21,5.39,5.38,1.8,22.41,105.17,3.43,8324588086.0,6729882703.0
72,300470.SZ,中密控股,41.19,2.94,7.69,35880.0,143509783.0,7.84,41.25,38.25,38.25,38.25,2.6,1.95,41.3,4.17,8575195839.0,7568364820.0
73,300087.SZ,荃银高科,28.05,2.0,7.68,370697.0,1034246736.0,10.36,29.2,26.5,26.63,26.05,1.98,9.41,-1456.64,17.61,12070758492.0,11050833087.0
74,688183.SH,生益电子,14.92,1.04,7.49,121000.0,178447476.0,8.57,15.18,13.99,14.1,13.88,3.26,11.0,48.2,3.12,12410771931.0,1641271452.0
75,688128.SH,中国电研,23.95,1.65,7.4,136102.0,320275200.0,16.95,25.33,21.55,21.6,22.3,3.02,14.43,51.89,4.14,9687775000.0,2259577336.0
76,300863.SZ,卡倍亿,79.58,5.42,7.31,26308.0,207990858.0,9.26,81.9,75.03,75.03,74.16,4.48,19.05,91.32,7.42,4395203400.0,1098999800.0
77,002625.SZ,光启技术,21.61,1.46,7.25,516865.0,1084441520.0,7.39,21.61,20.12,20.2,20.15,1.57,3.47,427.68,5.89,46560643698.0,32162054453.0
78,002895.SZ,川恒股份,18.25,1.23,7.23,501121.0,924526480.0,7.11,18.72,17.51,18.65,17.02,2.27,10.36,65.32,2.99,8913719750.0,8829715000.0
79,600963.SH,岳阳林纸,9.67,0.65,7.21,1091434.0,1022129104.0,8.54,9.7,8.93,9.03,9.02,0.9,6.17,26.12,2.0,17454863564.0,17111240114.0
80,300581.SZ,晨曦航空,33.05,2.21,7.17,364581.0,1176157760.0,15.05,34.65,30.01,31.34,30.84,1.06,11.79,1639.99,14.22,10218002400.0,10218002400.0
81,603026.SH,石大胜华,188.75,12.57,7.13,117853.0,2106915280.0,8.83,188.75,173.2,176.0,176.18,1.11,5.81,41.23,16.68,38255850000.0,38255850000.0
82,300077.SZ,国民技术,18.05,1.2,7.12,945008.0,1660581952.0,15.67,18.86,16.22,16.9,16.85,1.32,17.34,-154.74,9.24,10064950750.0,9838231469.0
83,300037.SZ,新宙邦,106.99,7.11,7.12,99927.0,1064181488.0,15.1,114.88,99.8,100.68,99.88,1.48,3.38,70.64,8.56,43950733762.0,31612482946.0
84,002805.SZ,丰元股份,26.7,1.77,7.1,170439.0,455307376.0,7.78,27.42,25.48,25.68,24.93,1.65,17.53,100.92,3.89,3881397690.0,2595498323.0
85,002493.SZ,荣盛石化,18.26,1.21,7.1,654331.0,1172125696.0,7.27,18.29,17.05,17.11,17.05,2.3,0.7,17.63,4.67,184892086500.0,171885307507.0
86,301004.SZ,嘉益股份,25.15,1.66,7.07,75659.0,186635354.0,8.85,25.67,23.59,23.9,23.49,0.85,31.91,52.88,4.54,2515000000.0,596332052.0
87,600596.SH,新安股份,17.96,1.18,7.03,842150.0,1518155360.0,7.81,18.46,17.15,17.29,16.78,2.23,11.45,13.21,2.17,14698291333.0,13204019333.0
88,002436.SZ,兴森科技,11.18,0.73,6.99,757297.0,844369968.0,10.05,11.5,10.45,10.47,10.45,2.82,5.95,41.01,5.18,16634876809.0,14224117567.0
89,300608.SZ,思特奇,19.36,1.26,6.96,479761.0,944158064.0,14.09,20.6,18.05,18.05,18.1,1.49,29.41,-26.67,5.3,4063507378.0,3158640280.0
90,002092.SZ,中泰化学,10.36,0.67,6.91,1215334.0,1247042448.0,9.6,10.57,9.64,9.65,9.69,2.07,5.66,7.6,1.13,22237217835.0,22236511542.0
91,601828.SH,美凯龙,13.79,0.89,6.9,224616.0,303274208.0,8.45,13.88,12.79,12.99,12.9,1.14,0.71,18.63,1.11,53849950000.0,43627621107.0
92,301005.SZ,超捷股份,55.3,3.49,6.74,34764.0,186311998.0,10.36,55.87,50.5,51.66,51.81,1.85,24.34,40.88,4.25,3159117736.0,789779448.0
93,002091.SZ,江苏国泰,9.83,0.62,6.73,1068108.0,1047444688.0,9.88,10.13,9.22,9.33,9.21,1.91,7.06,23.13,1.64,15369564758.0,14881235720.0
94,300182.SZ,捷成股份,5.13,0.32,6.65,1507163.0,767980192.0,12.89,5.35,4.73,4.8,4.81,1.7,7.67,34.52,2.07,13209548940.0,10086296666.0
95,300334.SZ,津膜科技,6.9,0.43,6.65,169993.0,114697920.0,8.5,6.97,6.42,6.46,6.47,4.42,5.66,256.84,2.8,2084250956.0,2070748567.0
96,600466.SH,蓝光发展,2.92,0.18,6.57,929743.0,268886992.0,9.85,3.0,2.73,2.74,2.74,2.43,3.06,3.95,0.53,8861996870.0,8861996870.0
97,600470.SH,六国化工,4.93,0.3,6.48,540986.0,267671719.0,10.37,5.09,4.61,4.65,4.63,3.49,10.37,11.72,1.8,2571488000.0,2571488000.0
98,000811.SZ,冰轮环境,11.26,0.68,6.43,538564.0,606036608.0,11.81,11.64,10.39,10.67,10.58,2.07,7.22,40.15,1.88,8398133673.0,8397952263.0
99,688002.SH,睿创微纳,103.12,6.13,6.32,60742.0,620770608.0,7.75,103.9,96.38,96.39,96.99,1.78,2.64,94.98,15.05,45888400000.0,23755926610.0
100,301012.SZ,扬电科技,35.51,2.11,6.32,56478.0,196684111.0,8.98,36.26,33.26,33.26,33.4,1.1,28.36,88.05,5.72,2982840000.0,707080518.0
101,688609.SH,九联科技,17.01,1.01,6.31,227106.0,392943664.0,11.75,17.92,16.04,16.04,16.0,1.3,28.12,-1959.86,7.11,8505000000.0,1373821155.0
102,002139.SZ,拓邦股份,18.1,1.07,6.28,510086.0,904852144.0,6.75,18.18,17.03,17.12,17.03,1.04,5.36,23.41,4.69,22412409563.0,17214550027.0
103,688518.SH,联赢激光,19.08,1.12,6.24,91057.0,173240754.0,8.8,19.58,18.0,18.18,17.96,1.3,3.69,111.78,3.93,5708736000.0,4702983122.0
104,300079.SZ,数码视讯,9.75,0.57,6.21,3316893.0,3155321040.0,9.48,9.95,9.08,9.55,9.18,1.73,26.19,287.3,3.54,13932836405.0,12349706821.0
105,603225.SH,新凤鸣,20.2,1.18,6.2,96972.0,193968317.0,6.78,20.33,19.04,19.2,19.02,1.78,0.71,14.23,2.32,28314886430.0,27741623904.0
106,002285.SZ,世联行,6.34,0.37,6.2,643843.0,403757920.0,9.72,6.55,5.97,6.08,5.97,2.67,3.2,184.14,2.53,12892891316.0,12767088751.0
107,300652.SZ,雷迪克,19.96,1.16,6.17,20997.0,41366366.0,8.46,20.25,18.66,18.66,18.8,2.34,2.51,38.62,1.98,1877839095.0,1666781177.0
108,300708.SZ,聚灿光电,34.28,1.98,6.13,379672.0,1293401296.0,14.43,36.18,31.52,31.95,32.3,1.51,20.1,168.07,7.02,10360637636.0,6475342231.0
109,000695.SZ,滨海能源,6.44,0.37,6.1,54489.0,34281918.0,6.92,6.44,6.02,6.05,6.07,2.4,2.46,-57.2,4.04,1430630151.0,1427885423.0
110,300948.SZ,冠中生态,28.77,1.62,5.97,66996.0,189695651.0,7.62,28.89,26.82,27.0,27.15,1.54,20.18,117.38,5.48,4028087700.0,955110804.0
111,300715.SZ,凯伦股份,23.81,1.33,5.92,41960.0,98918541.0,7.34,24.2,22.55,22.67,22.48,1.43,1.54,42.88,3.16,9289615027.0,6486949927.0
112,300178.SZ,*ST腾邦,2.87,0.16,5.9,263934.0,74651394.0,8.12,2.9,2.68,2.69,2.71,1.98,4.51,-5.95,7.12,1769378801.0,1678148441.0
113,000100.SZ,TCL科技,7.9,0.44,5.9,5596814.0,4315439360.0,7.37,7.9,7.35,7.43,7.46,2.4,4.34,11.53,3.17,110843228060.0,101966994629.0
114,002009.SZ,天奇股份,12.57,0.7,5.9,436250.0,531338240.0,9.18,12.73,11.64,11.72,11.87,1.06,11.79,28.9,2.36,4657806385.0,4650617917.0
115,600201.SH,生物股份,18.22,1.0,5.81,250062.0,435434896.0,9.52,18.24,16.6,17.15,17.22,2.95,2.23,24.27,3.95,20520097191.0,20405693811.0
116,300614.SZ,百川畅银,55.14,3.0,5.75,45850.0,251009144.0,9.34,56.5,51.63,52.1,52.14,1.17,12.05,47.1,6.31,8846356621.0,2097484741.0
117,002201.SZ,九鼎新材,16.97,0.92,5.73,300511.0,504488848.0,10.97,17.5,15.74,16.1,16.05,1.8,6.47,170.94,7.99,7898762152.0,7878992034.0
118,000929.SZ,兰州黄河,11.47,0.62,5.71,182198.0,201074433.0,9.12,11.5,10.51,10.86,10.85,1.31,9.81,64.05,3.23,2130736020.0,2130600938.0
119,603429.SH,集友股份,34.6,1.86,5.68,48038.0,163874721.0,8.8,35.58,32.7,33.15,32.74,2.4,1.29,104.55,10.61,13156267912.0,12890816712.0
120,600869.SH,远东股份,5.03,0.27,5.67,610729.0,305158896.0,9.66,5.2,4.74,4.83,4.76,2.29,2.75,23.32,3.38,11163344312.0,11163344312.0
121,605222.SH,起帆电缆,20.36,1.09,5.66,40628.0,83268782.0,6.75,21.1,19.8,19.95,19.27,2.59,8.13,14.35,2.79,8155808800.0,1018000000.0
122,600678.SH,四川金顶,5.8,0.31,5.65,250908.0,146598887.0,10.93,6.04,5.44,5.46,5.49,5.16,7.19,24.69,10.9,2024142000.0,2024142000.0
123,002620.SZ,瑞和股份,7.71,0.41,5.62,409815.0,311753264.0,11.23,7.92,7.1,7.4,7.3,0.83,13.23,31.58,1.15,2916631320.0,2388851219.0
124,600309.SH,万华化学,118.9,6.24,5.54,408949.0,4787841792.0,4.44,119.0,114.0,114.0,112.66,1.88,2.87,14.1,6.8,373315873831.0,169284638338.0
125,001896.SZ,豫能控股,8.59,0.45,5.53,606504.0,512286544.0,5.9,8.62,8.14,8.14,8.14,1.66,5.27,88.86,1.61,9883549606.0,9883549606.0
126,300795.SZ,*ST米奥,18.17,0.95,5.52,7344.0,13305413.0,9.81,18.8,17.11,17.32,17.22,1.87,1.99,-24.65,4.35,1819979880.0,670762248.0
127,600346.SH,恒力石化,27.0,1.41,5.51,777970.0,2079158512.0,6.64,27.4,25.7,25.7,25.59,1.76,1.11,11.56,3.72,190055694222.0,190055694222.0
128,600055.SH,万东医疗,16.9,0.88,5.49,367653.0,634910272.0,5.12,17.62,16.8,16.9,16.02,2.65,6.8,46.63,3.92,9139793763.0,9139793763.0
129,600171.SH,上海贝岭,31.88,1.66,5.49,1398634.0,4486234112.0,9.73,33.24,30.3,30.86,30.22,1.57,19.96,40.81,6.49,22724552210.0,22343485151.0
130,300472.SZ,新元科技,10.18,0.53,5.49,109050.0,110933345.0,10.36,10.57,9.57,9.65,9.65,3.81,6.44,28.23,2.29,2714203012.0,1724922085.0
131,300234.SZ,开尔新材,10.2,0.53,5.48,559233.0,566807808.0,9.93,10.48,9.52,9.65,9.67,1.66,17.67,-111.97,5.77,5216525677.0,3227426482.0
132,300862.SZ,蓝盾光电,37.4,1.94,5.47,26925.0,99082536.0,6.09,37.4,35.24,35.38,35.46,2.34,8.17,190.45,2.74,4931935382.0,1233078000.0
133,002041.SZ,登海种业,16.2,0.84,5.47,297610.0,474551856.0,7.75,16.45,15.26,15.29,15.36,3.01,3.38,60.46,4.84,14256000000.0,14256000000.0
134,000927.SZ,中国铁物,3.87,0.2,5.45,198620.0,76075554.0,10.9,4.03,3.63,3.67,3.67,3.88,1.25,29.21,3.38,23414868591.0,6173311615.0
135,002539.SZ,云图控股,8.94,0.46,5.42,197712.0,173664644.0,5.42,8.94,8.48,8.54,8.48,2.03,3.01,12.5,2.5,9030294000.0,5868619981.0
136,600862.SH,中航高科,28.9,1.48,5.4,207604.0,582573984.0,7.51,29.06,27.0,27.43,27.42,1.34,1.49,42.44,8.73,40259119192.0,40259119192.0
137,605183.SH,确成股份,17.25,0.87,5.31,69438.0,117908477.0,6.29,17.29,16.26,16.48,16.38,2.46,14.25,26.65,2.91,7141810500.0,840426469.0
138,300628.SZ,亿联网络,85.3,4.3,5.31,46265.0,390768208.0,5.63,86.0,81.44,81.7,81.0,1.35,0.96,51.45,13.76,77024666562.0,40988377581.0
139,300047.SZ,天源迪科,7.55,0.38,5.3,404035.0,300719440.0,8.37,7.7,7.1,7.2,7.17,2.4,7.71,245.26,1.47,4814972274.0,3956386998.0
140,603738.SH,泰晶科技,40.3,2.02,5.28,211567.0,858030752.0,6.79,41.99,39.39,41.78,38.28,2.29,12.43,45.77,8.23,6984143059.0,6858810059.0
141,600505.SH,西昌电力,7.59,0.38,5.27,131534.0,97980312.0,8.74,7.76,7.13,7.21,7.21,1.39,3.61,418.33,2.31,2767067325.0,2767067325.0
142,002089.SZ,ST新海,2.42,0.12,5.22,14736.0,3566112.0,0.0,2.42,2.42,2.42,2.3,0.14,0.12,-124.57,3.27,3326700471.0,2860961762.0
143,600462.SH,ST九有,2.85,0.14,5.17,152273.0,42815231.0,7.38,2.85,2.65,2.73,2.71,1.62,2.85,-50.61,50.22,1663972500.0,1521273000.0
144,600078.SH,*ST澄星,2.65,0.13,5.16,361918.0,94162197.0,7.94,2.65,2.45,2.54,2.52,2.75,5.46,112.59,-3.72,1755818082.0,1755818082.0
145,300353.SZ,东土科技,10.01,0.49,5.15,415499.0,413825456.0,9.87,10.37,9.43,9.52,9.52,1.61,10.89,-40.97,6.6,5114918779.0,3817951938.0
146,300729.SZ,乐歌股份,25.14,1.23,5.14,25276.0,62935841.0,9.74,25.99,23.66,24.0,23.91,1.62,1.46,35.51,4.43,4539413125.0,4346559962.0
147,600652.SH,*ST游久,2.25,0.11,5.14,132372.0,29670692.0,2.8,2.25,2.19,2.21,2.14,0.92,1.59,-50.55,1.09,1873582871.0,1873582871.0
148,600781.SH,ST辅仁,3.9,0.19,5.12,4787.0,1866930.0,0.0,3.9,3.9,3.9,3.71,0.05,0.13,-15.9,0.62,2445914297.0,1459626566.0
149,688067.SH,爱威科技,33.74,1.64,5.11,28849.0,96535428.0,7.2,34.43,32.12,32.3,32.1,1.72,20.84,87.26,5.07,2294320000.0,466974118.0
150,603978.SH,深圳新星,18.98,0.92,5.09,46139.0,85700838.0,6.87,19.06,17.82,18.06,18.06,3.99,2.88,70.33,1.98,3036869638.0,3036869638.0
151,600112.SH,*ST天成,4.54,0.22,5.09,3916.0,1777864.0,0.0,4.54,4.54,4.54,4.32,0.03,0.08,-55.87,-31.46,2311790001.0,2311790001.0
152,603555.SH,*ST贵人,2.48,0.12,5.08,166256.0,39829623.0,7.2,2.48,2.31,2.35,2.36,1.48,1.06,-16.47,-79.97,3897333288.0,3897333288.0
153,603557.SH,ST起步,6.42,0.31,5.07,196101.0,124976672.0,3.76,6.42,6.19,6.22,6.11,0.62,3.97,47.8,2.03,3184385279.0,3171667259.0
154,603900.SH,莱绅通灵,8.29,0.4,5.07,105643.0,86383288.0,7.48,8.37,7.78,7.86,7.89,2.27,3.1,11.36,1.19,2822528134.0,2822528134.0
155,000707.SZ,*ST双环,4.15,0.2,5.06,113573.0,46282243.0,4.81,4.15,3.96,4.03,3.95,0.54,2.45,-12.6,-5.88,1926204925.0,1926198700.0
