,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
0,301022.SZ,N海泰科,58.27,25.98,80.46,83601.0,529146704.0,52.15,72.06,55.22,72.01,32.29,,52.25,91.85,4.59,3729280000.0,932320000.0
1,300491.SZ,通合科技,16.43,2.74,20.01,183957.0,282306288.0,21.62,16.43,13.47,13.63,13.69,4.74,14.52,-179.31,3.7,2641311494.0,2081322070.0
2,300500.SZ,启迪设计,20.75,3.46,20.01,330507.0,645011488.0,18.51,20.75,17.55,17.65,17.29,1.31,21.26,50.76,2.45,3613384748.0,3226436549.0
3,688682.SH,霍莱沃,141.89,23.65,20.0,13358.0,181361696.0,18.14,141.89,120.44,123.0,118.24,1.0,17.77,302.22,9.22,5249930000.0,1066603589.0
4,300802.SZ,矩子科技,42.54,7.09,20.0,152131.0,593534752.0,24.99,42.54,33.68,33.68,35.45,4.82,18.71,69.41,6.59,6910728584.0,3459352077.0
5,300748.SZ,金力永磁,36.18,6.03,20.0,702817.0,2452063104.0,19.93,36.18,30.17,30.66,30.15,2.32,16.94,61.61,11.91,24990706083.0,15007412697.0
6,300490.SZ,华自科技,18.0,3.0,20.0,487816.0,812498784.0,20.87,18.0,14.87,14.93,15.0,1.06,19.5,344.22,2.63,4611087828.0,4502851218.0
7,300582.SZ,英飞特,25.95,4.11,18.82,302215.0,730582416.0,20.6,26.1,21.6,22.11,21.84,1.7,16.01,51.82,6.06,7691069901.0,4897853499.0
8,300631.SZ,久吾高科,27.38,4.18,18.02,238771.0,627418144.0,22.59,27.84,22.6,22.8,23.2,2.59,22.47,112.03,3.6,2974554712.0,2909366355.0
9,300068.SZ,南都电源,11.9,1.74,17.13,1160803.0,1364734944.0,19.98,12.19,10.16,10.34,10.16,6.16,14.05,86.16,1.69,10249183531.0,9831106520.0
10,300591.SZ,万里马,9.3,1.3,16.25,496913.0,439995104.0,20.0,9.6,8.0,8.06,8.0,1.9,24.13,232.38,6.22,3066437013.0,1915045863.0
11,300479.SZ,神思电子,25.5,3.4,15.38,501829.0,1219902848.0,25.2,26.45,20.88,20.88,22.1,1.79,29.6,-258.74,6.94,4323658544.0,4323658544.0
12,300325.SZ,*ST德威,2.63,0.34,14.85,1087878.0,270846960.0,16.59,2.68,2.3,2.35,2.29,1.5,10.92,-13.96,-484.81,2645104314.0,2620883810.0
13,688636.SH,智明达,116.75,14.25,13.9,18937.0,222855041.0,17.76,123.0,104.8,106.48,102.5,2.62,18.61,154.78,7.65,5837500000.0,1187986823.0
14,688699.SH,明微电子,384.75,42.37,12.38,63902.0,2518739008.0,9.89,410.86,377.0,390.4,342.38,3.58,36.18,109.14,24.85,28613088000.0,6795608400.0
15,300359.SZ,全通教育,7.06,0.76,12.06,536242.0,378613040.0,19.52,7.56,6.33,6.4,6.3,5.59,10.05,126.23,6.64,4473663759.0,3766300848.0
16,300108.SZ,吉药控股,4.99,0.51,11.38,1531666.0,746117888.0,14.06,5.18,4.55,4.7,4.48,3.64,34.71,-24.2,-1160.24,3323413223.0,2202212069.0
17,688077.SH,大地熊,47.03,4.77,11.29,42816.0,202471963.0,18.76,50.46,42.53,42.9,42.26,3.12,22.53,31.21,3.99,3762400000.0,893570000.0
18,300608.SZ,思特奇,18.25,1.82,11.08,373804.0,649733712.0,15.09,18.65,16.17,16.18,16.43,1.01,22.91,-25.14,5.0,3830527358.0,2977540553.0
19,300526.SZ,中潜股份,39.6,3.88,10.86,344136.0,1344570736.0,18.39,41.28,34.71,34.91,35.72,1.13,16.85,-124.82,22.57,8088259133.0,8087403298.0
20,688388.SH,嘉元科技,100.1,9.8,10.85,118146.0,1157724112.0,13.05,102.78,91.0,91.0,90.3,1.97,7.14,52.22,8.49,23110687600.0,16559388646.0
21,300127.SZ,银河磁体,18.41,1.8,10.84,277782.0,512280768.0,17.52,19.49,16.58,16.58,16.61,3.37,12.21,32.94,4.44,5949124488.0,4188572137.0
22,300077.SZ,国民技术,16.43,1.56,10.49,1004459.0,1654059472.0,18.83,17.5,14.7,14.84,14.87,1.7,18.43,-140.86,8.41,9161614450.0,8955243381.0
23,300036.SZ,超图软件,23.1,2.15,10.26,459758.0,1020018464.0,15.42,24.0,20.77,21.0,20.95,1.51,12.14,226.2,4.83,10451254044.0,8749834170.0
24,300117.SZ,嘉寓股份,4.74,0.44,10.23,995580.0,461635952.0,16.28,4.95,4.25,4.31,4.3,0.9,13.89,-47.12,2.36,3397442400.0,3397442400.0
25,300410.SZ,正业科技,10.86,1.0,10.14,465394.0,492713440.0,12.68,11.1,9.85,9.86,9.86,1.59,12.77,7.89,5.46,4059962195.0,3957343014.0
26,601866.SH,中远海发,4.02,0.37,10.14,3435161.0,1344084768.0,11.23,4.02,3.61,3.65,3.65,2.08,4.33,14.1,2.45,46664662500.0,31887142500.0
27,603488.SH,展鹏科技,7.87,0.72,10.07,192774.0,150350163.0,10.49,7.87,7.12,7.2,7.15,14.88,6.6,53.56,2.44,2302111938.0,2297964763.0
28,002574.SZ,明牌珠宝,4.81,0.44,10.07,40815.0,19632207.0,0.0,4.81,4.81,4.81,4.37,0.7,0.77,23.8,0.85,2539680000.0,2539680000.0
29,603099.SH,长白山,8.64,0.79,10.06,48352.0,40343024.0,10.32,8.64,7.83,7.86,7.85,4.82,1.81,-14.7,2.36,2304028800.0,2304028800.0
30,002207.SZ,准油股份,6.35,0.58,10.05,91232.0,57294084.0,8.15,6.35,5.88,5.88,5.77,1.91,3.84,-23.49,12.8,1664051650.0,1508310261.0
31,002176.SZ,江特电机,9.31,0.85,10.05,1833915.0,1647183936.0,9.69,9.31,8.49,8.68,8.46,2.3,10.75,54.27,9.68,15885891159.0,15878889778.0
32,600769.SH,祥龙电业,6.25,0.57,10.04,189739.0,114246632.0,10.21,6.25,5.67,5.74,5.68,1.67,5.06,242.65,37.31,2343607500.0,2343607500.0
33,605011.SH,杭州热电,10.75,0.98,10.03,1138.0,1223189.0,0.0,10.75,10.75,10.75,9.77,0.93,0.28,20.51,2.41,4301075000.0,431075000.0
34,002232.SZ,启明信息,12.51,1.14,10.03,181194.0,221035210.0,10.55,12.51,11.31,11.37,11.37,0.97,4.44,228.08,3.91,5110941172.0,5110941172.0
35,002335.SZ,科华数据,23.16,2.11,10.02,288501.0,639059072.0,12.64,23.16,20.5,21.18,21.05,1.03,7.3,27.98,3.21,10689900776.0,9151038675.0
36,600582.SH,天地科技,4.72,0.43,10.02,2262340.0,1020969280.0,13.75,4.72,4.13,4.25,4.29,2.31,5.47,19.57,1.07,19534139570.0,19534139570.0
37,002865.SZ,钧达股份,22.95,2.09,10.02,21684.0,49192637.0,3.36,22.95,22.25,22.5,20.86,1.02,1.69,185.16,2.86,3040191297.0,2952789664.0
38,002411.SZ,延安必康,6.04,0.55,10.02,835980.0,485933456.0,10.56,6.04,5.46,5.55,5.49,1.78,5.46,20.34,1.06,9254994810.0,9254994810.0
39,002288.SZ,超华科技,8.13,0.74,10.01,521494.0,416447088.0,7.58,8.13,7.57,7.57,7.39,1.18,5.61,56.54,4.68,7574263639.0,7555183488.0
40,603629.SH,利通电子,26.37,2.4,10.01,109230.0,266471277.0,16.73,26.37,22.36,23.49,23.97,2.4,36.41,95.96,2.6,2637000000.0,791100000.0
41,000034.SZ,神州数码,22.42,2.04,10.01,545186.0,1167188256.0,12.81,22.42,19.81,20.69,20.38,1.35,10.93,23.8,3.12,14789507743.0,11181528932.0
42,002738.SZ,中矿资源,47.93,4.36,10.01,149229.0,691404416.0,10.74,47.93,43.25,43.26,43.57,1.21,5.75,47.33,4.58,15463446302.0,12448328507.0
43,603717.SH,天域生态,14.74,1.34,10.0,59753.0,85085324.0,10.75,14.74,13.3,13.4,13.4,0.86,2.47,205.35,2.61,4276755578.0,3564076578.0
44,603396.SH,金辰股份,64.02,5.82,10.0,88632.0,525178464.0,15.19,64.02,55.18,56.9,58.2,1.29,8.38,63.99,6.64,6771992963.0,6771992963.0
45,603196.SH,日播时尚,9.02,0.82,10.0,94911.0,83188861.0,10.49,9.02,8.16,8.16,8.2,0.75,3.95,34.81,2.62,2164800000.0,2164800000.0
46,002803.SZ,吉宏股份,29.48,2.68,10.0,212764.0,618745200.0,5.52,29.48,28.0,28.0,26.8,0.96,7.79,30.22,6.09,11155505810.0,8049258438.0
47,002403.SZ,爱仕达,8.14,0.74,10.0,102486.0,80511609.0,11.22,8.14,7.31,7.38,7.4,7.42,3.25,42.68,1.26,2851611320.0,2569136023.0
48,002192.SZ,融捷股份,78.32,7.12,10.0,134933.0,1018102336.0,12.01,78.32,69.77,70.2,71.2,1.69,5.21,2821.07,35.58,20336195499.0,20294296257.0
49,001208.SZ,华菱线缆,9.35,0.85,10.0,6252.0,5845545.0,0.0,9.35,9.35,9.35,8.5,1.89,0.47,44.56,3.73,4996864400.0,1249216100.0
50,603929.SH,亚翔集成,11.78,1.07,9.99,104200.0,121738230.0,10.46,11.78,10.66,10.66,10.71,2.23,4.88,-76.43,2.45,2513380800.0,2513380800.0
51,603171.SH,税友股份,23.23,2.11,9.99,1386.0,3220747.0,0.0,23.23,23.23,23.23,21.12,1.11,0.34,64.58,4.08,9428824700.0,942905700.0
52,002529.SZ,海源复材,11.01,1.0,9.99,589327.0,620413120.0,13.09,11.01,9.7,10.0,10.01,2.61,22.67,-235.69,3.35,2862600000.0,2862600000.0
53,600980.SH,北矿科技,15.76,1.43,9.98,86050.0,132175020.0,9.98,15.76,14.33,14.35,14.33,2.27,5.65,52.02,3.15,2739809713.0,2398827709.0
54,002806.SZ,华锋股份,10.7,0.97,9.97,41563.0,44003153.0,7.4,10.7,9.98,9.98,9.73,2.78,3.59,-35.91,1.98,1927789768.0,1238442214.0
55,603900.SH,莱绅通灵,7.95,0.72,9.96,66108.0,51723278.0,9.54,7.95,7.26,7.26,7.23,2.98,1.94,10.9,1.14,2706767028.0,2706767028.0
56,000633.SZ,合金投资,6.96,0.63,9.95,175731.0,119199312.0,9.79,6.96,6.34,6.4,6.33,3.29,4.56,486.73,16.11,2680340356.0,2680324696.0
57,600428.SH,中远海特,6.3,0.57,9.95,1409771.0,865731488.0,12.04,6.3,5.61,5.64,5.73,1.63,6.57,154.46,1.41,13523899857.0,13523899857.0
58,600252.SH,中恒集团,3.98,0.36,9.94,4180737.0,1649173088.0,8.29,3.98,3.68,3.8,3.62,4.14,12.03,19.16,2.03,13830926445.0,13830926445.0
59,600110.SH,诺德股份,13.4,1.18,9.66,892035.0,1161884880.0,10.47,13.4,12.12,12.4,12.22,1.38,6.74,71.58,5.38,18723399441.0,17730634217.0
60,300350.SZ,华鹏飞,13.56,1.18,9.53,467488.0,631635632.0,16.8,14.34,12.26,12.26,12.38,1.03,14.34,19.82,8.31,7620886503.0,4421040444.0
61,300850.SZ,新强联,92.33,7.82,9.25,29682.0,270061808.0,19.45,99.44,83.0,83.04,84.51,1.59,6.59,57.03,10.48,16637866000.0,4159466500.0
62,002416.SZ,爱施德,11.63,0.96,9.0,668457.0,756903920.0,12.0,11.74,10.46,10.52,10.67,1.91,5.47,22.92,2.59,14412847404.0,14220063046.0
63,600715.SH,文投控股,3.4,0.28,8.97,780409.0,261794411.0,11.86,3.43,3.06,3.11,3.12,3.21,4.21,146.39,2.15,6306501900.0,6306501900.0
64,688258.SH,卓易信息,53.0,4.26,8.74,39109.0,204664010.0,12.31,55.12,49.12,49.21,48.74,1.46,9.23,66.71,5.01,4608699323.0,2245447555.0
65,002756.SZ,永兴材料,66.61,5.34,8.72,219705.0,1436639408.0,13.22,67.4,59.3,60.2,61.27,2.28,8.3,54.47,6.25,27040339492.0,17633252984.0
66,002355.SZ,兴民智通,6.95,0.55,8.59,352133.0,241380480.0,11.09,7.04,6.33,6.4,6.4,2.85,5.71,290.68,1.75,4312964280.0,4289308218.0
67,300035.SZ,中科电气,25.93,2.04,8.54,238183.0,604005824.0,12.14,26.5,23.6,23.71,23.89,1.09,4.51,61.78,7.63,16656545816.0,13691852361.0
68,300418.SZ,昆仑万维,17.8,1.4,8.54,519715.0,935450448.0,9.76,18.78,17.18,17.18,16.4,3.72,5.19,16.68,2.01,20886155278.0,17835684390.0
69,300671.SZ,富满电子,139.49,10.89,8.47,193730.0,2612365600.0,15.86,145.9,125.5,130.58,128.6,1.52,9.45,116.16,26.04,28588823388.0,28588823388.0
70,300605.SZ,恒锋信息,13.09,1.01,8.36,127824.0,163117658.0,10.51,13.2,11.93,12.0,12.08,2.69,12.43,103.55,4.41,2163233359.0,1346326646.0
71,300391.SZ,康跃科技,20.98,1.6,8.26,191358.0,393158880.0,7.33,21.03,19.61,19.61,19.38,1.39,5.46,30.93,8.79,7350051630.0,7350051630.0
72,002274.SZ,华昌化工,10.14,0.77,8.22,1248879.0,1239855536.0,9.93,10.3,9.37,9.6,9.37,2.19,13.31,7.58,3.12,9656977510.0,9511311178.0
73,300432.SZ,富临精工,15.19,1.14,8.11,477532.0,698000832.0,10.75,15.26,13.75,13.93,14.05,2.08,6.6,27.75,5.15,11225899847.0,10986214422.0
74,300160.SZ,秀强股份,7.82,0.58,8.01,783741.0,603197200.0,14.23,8.15,7.12,7.16,7.24,0.83,13.21,66.79,4.7,4836688948.0,4638308271.0
75,000039.SZ,中集集团,19.08,1.38,7.8,599306.0,1112332784.0,10.06,19.28,17.5,17.59,17.7,2.53,3.91,11.38,1.67,68592859297.0,29273898846.0
76,688217.SH,睿昂基因,93.28,6.71,7.75,17229.0,158072048.0,9.82,94.0,85.5,86.97,86.57,2.28,15.24,79.11,6.04,5184228157.0,1054492808.0
77,601339.SH,百隆东方,6.15,0.43,7.52,399130.0,240376783.0,7.17,6.17,5.76,5.95,5.72,2.08,2.66,10.35,1.13,9225000000.0,9225000000.0
78,603558.SH,健盛集团,9.15,0.63,7.39,131138.0,117023484.0,7.16,9.18,8.57,8.65,8.52,2.63,3.34,18.97,1.57,3595425238.0,3595425238.0
79,300224.SZ,正海磁材,11.17,0.76,7.3,344370.0,388224544.0,14.6,11.8,10.28,10.39,10.41,3.04,4.24,78.78,3.45,9161818931.0,9068506203.0
80,600750.SH,江中药业,15.64,1.06,7.27,1361774.0,2147660448.0,7.2,16.04,14.99,16.04,14.58,4.64,21.62,15.46,2.44,9853200000.0,9853200000.0
81,000831.SZ,五矿稀土,19.72,1.33,7.23,1152216.0,2278100560.0,10.93,20.23,18.22,18.28,18.39,2.13,11.75,47.64,7.54,19343130705.0,19343130705.0
82,688689.SH,银河微电,39.1,2.62,7.18,53965.0,203191337.0,9.87,39.36,35.76,36.6,36.48,1.18,18.48,71.22,5.12,5020440000.0,1141847544.0
83,002518.SZ,科士达,14.68,0.98,7.15,171727.0,245690844.0,9.78,14.99,13.65,13.7,13.7,1.74,3.04,24.92,2.96,8550298384.0,8299438030.0
84,300506.SZ,名家汇,6.31,0.42,7.13,515118.0,319041072.0,10.19,6.46,5.86,5.86,5.89,1.54,10.35,20.16,2.99,4133338847.0,3139677989.0
85,300164.SZ,通源石油,4.38,0.29,7.09,575657.0,259979719.0,11.74,4.79,4.31,4.31,4.09,2.34,12.9,88.79,2.44,2249262666.0,1954885025.0
86,300799.SZ,左江科技,56.2,3.72,7.09,20827.0,115871949.0,9.43,57.47,52.52,52.53,52.48,2.12,6.38,68.88,7.89,5736896000.0,1834009725.0
87,002326.SZ,永太科技,20.4,1.35,7.09,962201.0,1914748560.0,11.65,20.92,18.7,19.1,19.05,1.03,14.36,61.32,5.23,17881952418.0,13669642975.0
88,300275.SZ,梅安森,10.28,0.68,7.08,172439.0,174391382.0,12.6,10.65,9.44,9.5,9.6,4.2,13.69,93.57,2.79,1934909361.0,1294523166.0
89,002457.SZ,青龙管业,9.3,0.61,7.02,337529.0,310371536.0,8.63,9.5,8.75,8.79,8.69,2.03,10.09,132.17,1.48,3115425600.0,3110408120.0
90,603229.SH,奥翔药业,37.45,2.45,7.0,73581.0,269727792.0,11.37,38.48,34.5,35.05,35.0,5.05,3.11,51.04,7.65,8958278631.0,8849806504.0
