,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
0,301029.SZ,N怡合达,109.8,95.66,676.52,248648.0,2761789616.0,112.8,118.05,102.1,115.0,14.14,,73.55,178.01,22.83,43921098000.0,3711841594.0
1,001209.SZ,N洪兴,43.03,13.15,44.01,3003.0,12864739.0,24.0,43.03,35.86,35.86,29.88,,1.28,30.65,3.3,4042444744.0,1010624095.0
2,601921.SH,N浙版,14.8,4.52,43.97,23380.0,34515980.0,23.93,14.8,12.34,12.34,10.28,,1.05,28.12,2.92,32888888900.0,3288888900.0
3,300724.SZ,捷佳伟创,168.22,28.04,20.0,111371.0,1838508448.0,13.0,168.22,150.0,150.0,140.18,1.47,6.58,69.2,10.2,58490135214.0,28464382054.0
4,688239.SH,航宇科技,51.78,8.63,20.0,82890.0,394491696.0,19.98,51.78,43.16,43.6,43.15,1.56,29.12,55.74,7.76,7249200000.0,1473943383.0
5,300681.SZ,英搏尔,49.8,8.3,20.0,65726.0,309386464.0,21.98,49.8,40.68,41.5,41.5,3.65,15.05,446.19,6.42,3764880000.0,2174890500.0
6,300545.SZ,联得装备,28.39,4.73,19.99,157187.0,425988656.0,17.58,28.39,24.23,24.3,23.66,9.06,19.86,392.2,3.64,5045991700.0,2247231317.0
7,688560.SH,明冠新材,41.12,6.85,19.99,90916.0,346243584.0,22.24,41.12,33.5,35.87,34.27,2.16,24.63,67.81,5.0,6747287704.0,1518142176.0
8,688685.SH,迈信林,35.42,5.9,19.99,80523.0,264676907.0,17.99,35.42,30.11,30.11,29.52,1.76,35.39,203.35,6.41,3962317345.0,805818389.0
9,300220.SZ,金运激光,23.54,3.92,19.98,273233.0,612986736.0,21.51,23.54,19.32,19.68,19.62,2.29,18.17,-195.03,17.11,3559248000.0,3540209554.0
10,300208.SZ,青岛中程,12.86,2.14,19.96,363719.0,467742384.0,0.0,12.86,12.86,12.86,10.72,0.75,5.29,-709.97,7.18,9638248500.0,8839890981.0
11,688090.SH,瑞松科技,44.3,6.81,18.16,57751.0,245504001.0,16.3,44.99,38.88,39.72,37.49,9.85,12.71,303.97,3.19,2984074048.0,2012499960.0
12,300820.SZ,英杰电气,80.94,12.03,17.46,55427.0,424293200.0,20.17,82.5,68.6,68.91,68.91,1.58,18.6,68.06,7.05,7715767380.0,2412010543.0
13,688333.SH,铂力特,208.22,30.22,16.98,29096.0,605366000.0,16.36,213.6,184.48,184.48,178.0,3.78,6.28,-83.36,14.53,16657600000.0,9641991693.0
14,300589.SZ,江龙船艇,32.45,3.89,13.62,313845.0,991082576.0,20.73,34.27,28.35,28.6,28.56,2.42,30.65,712.48,17.63,6581113110.0,3322454710.0
15,300382.SZ,斯莱克,21.85,2.6,13.51,344625.0,746951792.0,15.9,22.99,19.93,20.5,19.25,2.17,6.1,192.15,11.88,12335967202.0,12334703726.0
16,300842.SZ,帝科股份,71.52,8.14,12.84,67750.0,464035296.0,19.14,75.2,63.07,63.74,63.38,1.43,9.75,58.12,8.26,7152000000.0,4971439164.0
17,688099.SH,晶晨股份,128.77,14.42,12.61,81134.0,1032162640.0,11.36,133.32,120.33,120.33,114.35,2.36,3.84,147.94,17.46,52939922400.0,27239286491.0
18,300581.SZ,晨曦航空,43.96,4.38,11.07,471101.0,1973711248.0,21.1,47.2,38.85,39.1,39.58,1.23,15.24,2181.35,18.91,13591025280.0,13591025280.0
