,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
0,688173.SH,N希荻-U,44.05,10.48,31.22,243355.0,1096268608.0,31.19,51.88,41.41,41.8,33.57,,78.22,401.11,10.35,17620440500.0,1370429198.0
1,301052.SZ,果麦文化,41.03,6.84,20.01,40994.0,161224331.0,19.1,41.03,34.5,35.99,34.19,1.52,24.0,52.8,5.48,2955798615.0,700874993.0
2,688166.SH,博瑞医药,38.28,6.38,20.0,85233.0,326270704.0,0.0,38.28,38.28,38.28,31.9,2.58,4.04,66.55,9.91,15694800000.0,8073740874.0
3,300380.SZ,安硕信息,23.48,3.91,19.98,234419.0,529686096.0,22.89,23.48,19.0,19.08,19.57,4.62,18.55,-430.97,7.14,3310908930.0,2966822608.0
4,300678.SZ,中科信息,26.83,3.46,14.81,352445.0,923355088.0,22.08,28.04,22.88,23.1,23.37,2.29,29.45,337.09,6.41,5068276102.0,3211056416.0
5,688590.SH,新致软件,20.66,2.48,13.64,166781.0,334581488.0,18.21,21.69,18.38,18.68,18.18,2.56,13.91,59.58,3.57,3760580305.0,2476723279.0
6,301012.SZ,扬电科技,46.34,4.73,11.37,51527.0,228899803.0,18.31,47.82,40.2,41.58,41.61,1.82,24.54,78.86,7.08,3892560000.0,973140000.0
7,688488.SH,艾迪药业,16.74,1.63,10.79,204441.0,349360416.0,13.96,18.13,16.02,18.13,15.11,6.18,9.6,794.06,5.22,7030800000.0,3563630200.0
8,600397.SH,安源煤业,3.14,0.29,10.18,1080001.0,330724608.0,7.37,3.14,2.93,2.94,2.85,5.59,10.91,-76.91,5.02,3108474029.0,3108474029.0
9,300328.SZ,宜安科技,9.44,0.87,10.15,491614.0,459893488.0,13.42,9.8,8.65,8.8,8.57,3.85,7.21,3627.73,5.07,6517598784.0,6432567984.0
10,002329.SZ,皇氏集团,5.34,0.49,10.1,548080.0,280225184.0,12.58,5.34,4.73,4.77,4.85,2.25,10.28,186.36,2.27,4472997787.0,2846889252.0
11,002103.SZ,广博股份,5.45,0.5,10.1,299699.0,155072312.0,12.93,5.45,4.81,4.96,4.95,1.64,7.11,95.1,3.59,2911787594.0,2297046445.0
12,000701.SZ,厦门信达,6.0,0.55,10.09,219158.0,127039496.0,13.21,6.0,5.28,5.45,5.45,2.89,5.39,48.44,5.51,3233150256.0,2439669336.0
13,000428.SZ,华天酒店,3.5,0.32,10.06,613122.0,209781721.0,9.75,3.5,3.19,3.28,3.18,1.17,6.02,-11.84,1.93,3566241000.0,3566045000.0
14,000953.SZ,河化股份,7.01,0.64,10.05,310228.0,212742752.0,12.4,7.01,6.22,6.36,6.37,1.5,9.7,586.76,15.07,2566516587.0,2242649750.0
15,600463.SH,空港股份,9.1,0.83,10.04,101824.0,89401452.0,12.82,9.1,8.04,8.1,8.27,1.94,3.39,134.74,2.17,2730000000.0,2730000000.0
16,002316.SZ,亚联发展,9.21,0.84,10.04,1228075.0,1106675616.0,8.72,9.21,8.48,9.16,8.37,1.42,41.85,-34.91,22.99,3620635200.0,2702339652.0
17,002235.SZ,安妮股份,7.24,0.66,10.03,1162230.0,841311136.0,1.37,7.24,7.15,7.24,6.58,2.48,21.2,187.13,3.35,4196103336.0,3969514084.0
18,000620.SZ,新华联,3.62,0.33,10.03,2264554.0,781161520.0,12.77,3.62,3.2,3.28,3.29,1.2,11.94,-2.88,1.43,6866019320.0,6865779586.0
19,603101.SH,汇嘉时代,7.57,0.69,10.03,274103.0,199139675.0,8.58,7.57,6.98,7.05,6.88,2.89,5.83,39.72,2.43,3560928000.0,3560928000.0
20,002419.SZ,天虹股份,8.56,0.78,10.03,858221.0,733656480.0,5.27,8.56,8.15,8.56,7.78,4.67,7.15,30.03,2.42,10274568000.0,10271690650.0
21,002197.SZ,证通电子,10.1,0.92,10.02,755568.0,749461600.0,13.4,10.1,8.87,9.05,9.18,2.39,17.37,234.98,2.05,6205065573.0,4394202778.0
22,600250.SH,南纺股份,5.38,0.49,10.02,138844.0,73224218.0,8.79,5.38,4.95,4.95,4.89,3.93,5.14,-12.77,2.14,1670995069.0,1452801928.0
23,600123.SH,兰花科创,11.09,1.01,10.02,795035.0,845992992.0,8.23,11.09,10.26,10.3,10.08,1.98,6.96,6.75,1.04,12669216000.0,12669216000.0
24,002336.SZ,人人乐,6.26,0.57,10.02,141763.0,85100343.0,11.25,6.26,5.62,5.62,5.69,0.9,3.8,-3.24,3.3,2754400000.0,2336075500.0
25,600476.SH,湘邮科技,13.62,1.24,10.02,72644.0,97114489.0,9.37,13.62,12.46,12.52,12.38,0.76,4.51,-116.14,15.18,2193773400.0,2193773400.0
26,603106.SH,恒银科技,6.92,0.63,10.02,376302.0,250977914.0,11.92,6.92,6.17,6.21,6.29,3.02,7.23,138.25,2.21,3601998400.0,3601998400.0
27,603337.SH,杰克股份,26.7,2.43,10.01,119765.0,316900288.0,4.53,26.7,25.6,26.6,24.27,9.11,2.69,26.53,3.78,11904689484.0,11867835474.0
28,603958.SH,哈森股份,8.8,0.8,10.0,272209.0,230184515.0,13.0,8.8,7.76,8.0,8.0,5.96,12.52,-109.08,2.0,1947968000.0,1912768000.0
29,603176.SH,汇通集团,9.35,0.85,10.0,20079.0,18773968.0,0.0,9.35,9.35,9.35,8.5,1.34,1.72,44.82,4.59,4363271000.0,1090771000.0
30,600866.SH,星湖科技,6.05,0.55,10.0,915102.0,537719184.0,11.27,6.05,5.43,5.48,5.5,1.18,12.38,42.13,2.56,4471065954.0,4471065954.0
31,002530.SZ,金财互联,12.98,1.18,10.0,2241179.0,2883341232.0,4.75,12.98,12.42,12.89,11.8,5.64,34.56,-44.58,5.2,10113992312.0,8418292212.0
32,002095.SZ,生 意 宝,16.94,1.54,10.0,120581.0,196812728.0,10.97,16.94,15.25,15.3,15.4,2.82,4.79,194.21,4.68,4281076800.0,4263488523.0
33,000948.SZ,南天信息,16.29,1.48,9.99,323385.0,521630400.0,8.71,16.29,15.0,15.15,14.81,1.4,9.67,139.81,2.72,6209188878.0,5449034892.0
34,001205.SZ,盛航股份,30.82,2.8,9.99,31501.0,92876097.0,11.17,30.82,27.69,27.85,28.02,1.13,10.48,27.94,2.89,3706618677.0,926654677.0
35,605398.SH,新炬网络,44.91,4.08,9.99,27847.0,121051956.0,11.54,44.91,40.2,40.59,40.83,1.83,14.44,52.22,2.83,2672064521.0,865826941.0
36,600706.SH,曲江文旅,9.47,0.86,9.99,60886.0,57659487.0,0.0,9.47,9.47,9.47,8.61,0.46,2.85,-75.18,2.05,2415416164.0,2021754183.0
37,002879.SZ,长缆科技,27.32,2.48,9.98,61855.0,160619910.0,12.96,27.32,24.1,24.87,24.84,0.99,4.62,35.0,3.28,5275700725.0,3659270060.0
38,605319.SH,无锡振华,18.73,1.7,9.98,92370.0,171248118.0,9.86,18.73,17.05,17.16,17.03,1.42,18.47,44.31,2.16,3746000000.0,936500000.0
39,600847.SH,万里股份,23.69,2.15,9.98,100109.0,232767553.0,9.94,23.69,21.55,23.69,21.54,0.91,6.53,-569.63,5.26,3631378506.0,3631378506.0
40,600756.SH,浪潮软件,20.17,1.83,9.98,993840.0,1952838224.0,14.56,20.17,17.5,17.71,18.34,2.45,30.66,-134.34,3.12,6537071848.0,6537071848.0
41,600546.SH,山煤国际,9.92,0.9,9.98,251020.0,249011771.0,0.0,9.92,9.92,9.92,9.02,0.27,1.27,8.41,2.24,19665964909.0,19665964909.0
42,603023.SH,威帝股份,4.85,0.44,9.98,128246.0,62169214.0,2.95,4.85,4.72,4.84,4.41,1.0,2.28,2709.26,3.6,2726087064.0,2726087064.0
43,603399.SH,吉翔股份,12.68,1.15,9.97,418045.0,518970224.0,8.67,12.68,11.68,11.8,11.53,0.63,8.23,112.73,3.34,6448079869.0,6442082229.0
44,002037.SZ,保利联合,8.38,0.76,9.97,116457.0,95770269.0,10.37,8.38,7.59,7.65,7.62,2.14,3.56,45.66,1.16,4086300089.0,2743345181.0
45,600961.SH,株冶集团,11.14,1.01,9.97,261741.0,284193312.0,10.56,11.14,10.07,10.07,10.13,1.82,4.96,29.8,-4.68,5875881162.0,5875881162.0
46,000677.SZ,恒天海龙,3.53,0.32,9.97,662831.0,229589697.0,10.59,3.53,3.19,3.2,3.21,2.42,7.67,40.1,8.85,3049842156.0,3049842156.0
47,002059.SZ,云南旅游,7.84,0.71,9.96,496711.0,386976768.0,3.65,7.84,7.58,7.58,7.13,0.88,6.8,-461.33,3.3,7937488934.0,5729413796.0
48,000838.SZ,财信发展,7.07,0.64,9.95,417553.0,283927568.0,11.04,7.07,6.36,6.41,6.43,1.46,4.93,-173.5,4.07,7780267542.0,5981986699.0
49,002578.SZ,闽发铝业,4.42,0.4,9.95,547470.0,236209970.0,10.2,4.42,4.01,4.02,4.02,2.98,6.18,66.97,2.99,4367372368.0,3915596999.0
50,600358.SH,国旅联合,4.98,0.45,9.93,374599.0,185665893.0,7.95,4.98,4.62,4.7,4.53,1.89,7.42,180.37,14.29,2514584567.0,2514584567.0
51,000711.SZ,京蓝科技,3.21,0.29,9.93,359509.0,113596637.0,10.96,3.21,2.89,2.92,2.92,1.0,4.37,-7.17,1.7,3285973689.0,2638186733.0
52,002717.SZ,岭南股份,4.54,0.41,9.93,1139300.0,516968496.0,2.91,4.54,4.42,4.54,4.13,0.88,10.12,138.3,1.62,7647259046.0,5110871073.0
53,000622.SZ,恒立实业,4.43,0.4,9.93,291421.0,124134762.0,11.17,4.43,3.98,3.98,4.03,0.85,6.85,-192.68,9.49,1883751180.0,1883751180.0
54,000573.SZ,粤宏远Ａ,3.56,0.32,9.88,355906.0,121059803.0,10.8,3.56,3.21,3.22,3.24,2.31,5.62,12.76,1.36,2272278950.0,2253230889.0
55,300528.SZ,幸福蓝海,6.93,0.59,9.31,269532.0,189248484.0,17.03,7.48,6.4,6.48,6.34,3.62,7.23,-17.17,4.07,2582173814.0,2582173814.0
56,300803.SZ,指南针,42.01,3.56,9.26,125932.0,509084096.0,11.63,42.47,38.0,38.63,38.45,2.69,5.71,77.98,13.42,17014049958.0,9267297782.0
57,300226.SZ,上海钢联,47.4,3.85,8.84,120555.0,562669024.0,14.24,49.8,43.6,43.66,43.55,3.12,6.56,43.06,5.91,9050111388.0,8714604945.0
58,300651.SZ,金陵体育,34.73,2.78,8.7,80788.0,269298560.0,13.24,35.63,31.4,32.31,31.95,2.11,11.11,146.51,6.42,4471385984.0,2525052950.0
59,601666.SH,平煤股份,10.7,0.85,8.63,670169.0,694240448.0,7.92,10.8,10.02,10.19,9.85,1.34,2.88,10.66,1.54,25130838218.0,24906437818.0
60,300325.SZ,*ST德威,2.89,0.22,8.24,401211.0,113375535.0,8.61,2.92,2.69,2.7,2.67,1.51,4.03,-18.54,-38.39,2906597516.0,2879982590.0
61,300587.SZ,天铁股份,19.87,1.47,7.99,207900.0,409428352.0,6.52,20.08,18.88,19.05,18.4,3.71,4.35,32.66,5.0,12482760132.0,9505743939.0
62,300921.SZ,南凌科技,25.25,1.86,7.95,121286.0,313021584.0,20.69,28.07,23.23,23.61,23.39,2.22,19.71,50.98,4.17,3325106093.0,1553919593.0
63,002835.SZ,同为股份,12.78,0.93,7.85,103302.0,128419634.0,9.37,12.91,11.8,11.87,11.85,1.66,8.23,43.17,3.56,2805918038.0,1603623652.0
64,000737.SZ,南风化工,8.27,0.59,7.68,224979.0,182706437.0,10.81,8.45,7.62,7.73,7.68,4.8,4.1,5203.84,3.8,13986946269.0,4538245200.0
65,002990.SZ,盛视科技,32.6,2.32,7.66,51538.0,165444393.0,10.54,33.28,30.09,30.09,30.28,2.1,8.17,39.01,4.18,8414182250.0,2057712000.0
