,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
0,301004,N嘉益,31.89,24.08,308.32,170173.0,544406592.0,74.26,36.0,30.2,31.2,7.81,,71.77,67.05,5.75,3189000000.0,756144300.0
1,688276,N百克,118.5,82.15,226.0,207762.0,2521493296.0,71.2,135.88,110.0,120.0,36.35,,66.11,220.68,15.14,48921622713.0,3723845436.0
2,601528,N瑞丰,11.69,3.57,43.97,14827.0,17240325.0,24.01,11.69,9.74,9.74,8.12,,0.98,17.56,1.41,17644359003.0,1764435901.0
3,300746,汉嘉设计,13.07,2.18,20.02,215470.0,261573331.0,22.22,13.07,10.65,10.81,10.89,8.88,10.29,35.38,2.36,2950399947.0,2736357367.0
4,688081,兴图新科,33.82,5.64,20.01,68446.0,212006900.0,20.65,33.82,28.0,28.06,28.18,4.75,22.19,-31.93,3.5,2489152000.0,1043397730.0
5,688699,明微电子,220.0,36.67,20.0,30994.0,626808960.0,18.74,220.0,185.64,185.8,183.33,1.56,17.55,62.41,14.21,16360960000.0,3885728000.0
6,300309,吉艾科技,3.48,0.58,20.0,1348274.0,443735504.0,19.31,3.48,2.92,2.95,2.9,2.06,16.1,-8.12,864.68,3083710702.0,2914212093.0
7,300500,启迪设计,17.77,2.96,19.99,294474.0,503795728.0,14.99,17.77,15.55,16.1,14.81,7.36,18.94,43.47,2.1,3094450456.0,2763073613.0
8,301009,可靠股份,33.62,5.6,19.99,232645.0,709848224.0,21.73,33.62,27.53,27.56,28.02,0.89,40.1,56.77,6.46,9139933200.0,1950271456.0
9,300093,金刚玻璃,22.7,3.78,19.98,137886.0,292791488.0,20.35,22.7,18.85,18.92,18.92,5.17,6.97,3296.58,9.64,4903200000.0,4487909175.0
10,300350,华鹏飞,10.81,1.8,19.98,427136.0,432601920.0,19.53,10.81,9.05,9.05,9.01,1.85,13.1,15.8,6.62,6075352736.0,3524443009.0
11,300827,上能电气,76.62,12.19,18.92,51200.0,378611888.0,21.56,77.32,63.43,64.4,64.43,3.18,17.09,90.23,6.53,5618820432.0,2295427932.0
12,300218,安利股份,15.13,2.39,18.76,277943.0,387321120.0,19.78,15.28,12.76,13.05,12.74,5.64,12.85,29.74,2.99,3283013310.0,3272261841.0
13,300475,聚隆科技,24.4,3.42,16.3,102223.0,234395423.0,18.16,24.49,20.68,20.68,20.98,3.22,3.32,51.05,7.4,10248000000.0,7520783818.0
14,300672,国科微,100.9,13.52,15.47,146628.0,1375466576.0,22.59,104.86,85.12,85.26,87.38,1.79,8.5,3864.28,14.42,18194050078.0,17415425664.0
15,300926,博俊科技,25.52,3.04,13.52,154742.0,404158240.0,15.44,26.98,23.51,23.51,22.48,7.52,45.92,85.22,4.12,3627244368.0,859989854.0
16,300791,仙乐健康,58.95,6.83,13.1,32671.0,181212777.0,14.37,59.6,52.11,52.11,52.12,1.81,6.35,46.25,4.73,10611000000.0,3032199360.0
17,688518,联赢激光,18.41,2.13,13.08,191117.0,345644784.0,19.23,18.99,15.86,16.54,16.28,2.56,7.75,107.85,3.79,5508272000.0,4537836440.0
18,300819,聚杰微纤,32.11,3.69,12.98,81519.0,260660567.0,19.99,34.1,28.42,28.59,28.42,2.41,27.66,108.71,3.93,3193981700.0,946281700.0
19,300616,尚品宅配,82.5,8.65,11.71,15656.0,124025016.0,12.21,82.54,73.52,74.49,73.85,2.71,1.2,517.84,4.67,16390687500.0,10735334115.0
20,300344,立方数科,6.07,0.63,11.58,315329.0,187165787.0,15.99,6.3,5.43,5.43,5.44,3.25,9.49,17.37,31.22,3011417224.0,2015973808.0
21,688567,孚能科技,34.84,3.55,11.35,195853.0,651027120.0,12.18,34.84,31.03,31.4,31.29,2.36,12.69,-52.93,3.77,37302131825.0,5376200257.0
22,600698,湖南天雁,3.48,0.32,10.13,302635.0,101283964.0,11.08,3.48,3.13,3.18,3.16,0.71,4.1,242.68,4.73,3704146911.0,2566761797.0
23,002662,京威股份,3.59,0.33,10.12,552382.0,189483343.0,11.04,3.59,3.23,3.28,3.26,4.54,3.68,17.24,1.66,5385000000.0,5384932149.0
24,000918,嘉凯城,5.12,0.47,10.11,84510.0,43152586.0,4.73,5.12,4.9,5.12,4.65,0.67,0.47,-14.44,4.33,9237460480.0,9237460480.0
25,002564,天沃科技,4.25,0.39,10.1,703296.0,291831760.0,9.59,4.25,3.88,3.93,3.86,3.45,8.1,191.6,1.47,3694844949.0,3690403299.0
26,603958,哈森股份,7.43,0.68,10.07,74131.0,54538697.0,7.7,7.43,6.91,6.99,6.75,1.5,3.41,46.52,1.64,1614984800.0,1614984800.0
27,600581,八一钢铁,6.56,0.6,10.07,841375.0,534520304.0,10.57,6.56,5.93,6.03,5.96,1.17,5.49,12.98,2.14,10055810027.0,10055810027.0
28,000065,北方国际,8.42,0.77,10.07,384512.0,313982992.0,9.15,8.42,7.72,7.75,7.65,8.35,5.67,24.05,1.17,6521024686.0,5709138092.0
29,002386,天原股份,10.18,0.93,10.05,758561.0,743315264.0,11.03,10.18,9.16,9.27,9.25,1.46,9.72,16.39,1.54,7949124433.0,7946209736.0
30,002530,金财互联,11.61,1.06,10.05,871238.0,990980992.0,9.1,11.61,10.65,10.82,10.55,1.54,13.68,-74.66,4.34,9046490812.0,7394216053.0
31,603105,芯能科技,9.31,0.85,10.05,631765.0,574840240.0,10.52,9.31,8.42,8.43,8.46,4.61,20.49,113.25,3.02,4655000000.0,2870273000.0
32,603628,清源股份,9.64,0.88,10.05,20983.0,20227612.0,0.0,9.64,9.64,9.64,8.76,1.25,0.77,66.87,2.72,2639432000.0,2639432000.0
33,000723,美锦能源,7.67,0.7,10.04,413212.0,316933776.0,0.0,7.67,7.67,7.67,6.97,0.49,1.09,12.88,3.07,32783252428.0,28947377711.0
34,002418,康盛股份,2.74,0.25,10.04,779343.0,208074465.0,10.84,2.74,2.47,2.48,2.49,1.68,6.86,33.4,2.13,3113736000.0,3112018020.0
35,001208,华菱线缆,5.81,0.53,10.04,1428.0,829458.0,0.0,5.81,5.81,5.81,5.28,0.23,0.11,27.69,2.32,3105003440.0,776250860.0
36,601187,厦门银行,10.2,0.93,10.03,560965.0,554431296.0,9.92,10.2,9.28,9.28,9.27,3.81,21.26,12.5,1.43,26919104458.0,2691910448.0
37,002185,华天科技,15.25,1.39,10.03,3622504.0,5472207104.0,9.45,15.25,13.94,13.94,13.86,2.84,13.22,37.06,4.72,41785057554.0,41772631762.0
38,000949,新乡化纤,8.01,0.73,10.03,948083.0,737665984.0,8.24,8.01,7.41,7.41,7.28,1.45,7.54,8.11,2.41,10073824952.0,10070069272.0
39,600586,金晶科技,8.12,0.74,10.03,1351068.0,1081212896.0,10.03,8.12,7.38,7.38,7.38,2.77,9.46,8.16,2.45,11601612400.0,11601612400.0
40,603098,森特股份,38.24,3.48,10.01,144380.0,533672912.0,7.88,38.24,35.5,36.84,34.76,1.48,2.68,111.99,8.08,20603711159.0,20603711159.0
41,000828,东莞控股,12.53,1.14,10.01,377689.0,460660496.0,9.22,12.53,11.48,11.48,11.39,2.71,3.63,13.57,1.62,13025147910.0,13025130994.0
42,600976,健民集团,48.49,4.41,10.0,58984.0,282701904.0,10.37,48.49,43.92,44.07,44.08,2.5,3.87,26.4,5.51,7438298114.0,7381933290.0
43,601696,中银证券,20.13,1.83,10.0,1305435.0,2493204976.0,12.46,20.13,17.85,18.07,18.3,2.58,8.99,53.47,3.66,55921140000.0,29222403127.0
44,601665,齐鲁银行,12.43,1.13,10.0,1658580.0,2025502528.0,6.02,12.43,11.75,11.76,11.3,1.49,36.21,18.91,2.25,56939758342.0,5693975842.0
45,601100,恒立液压,81.51,7.41,10.0,200563.0,1584133824.0,10.4,81.51,73.8,74.1,74.1,1.93,1.54,33.97,13.16,106399893600.0,106399893600.0
46,600996,贵广网络,5.5,0.5,10.0,364179.0,189495475.0,11.8,5.5,4.91,5.0,5.0,2.08,3.46,-7.67,1.37,5784361853.0,5784361853.0
47,600906,财达证券,18.81,1.71,10.0,2196311.0,3968205664.0,12.05,18.81,16.75,16.95,17.1,1.2,43.93,72.61,5.57,61038450000.0,9405000000.0
48,002869,金溢科技,22.22,2.02,10.0,82899.0,176981399.0,9.11,22.22,20.38,20.38,20.2,1.19,5.56,-292.7,1.69,4013734075.0,3314532291.0
49,002258,利尔化学,25.74,2.34,10.0,198032.0,502328144.0,10.81,25.74,23.21,23.5,23.4,1.88,3.79,15.29,3.47,13504317590.0,13437009034.0
50,002232,启明信息,12.1,1.1,10.0,215347.0,256460624.0,9.55,12.1,11.05,11.12,11.0,2.37,5.27,220.61,3.78,4943436306.0,4943436306.0
51,002119,康强电子,13.42,1.22,10.0,226333.0,296548496.0,10.41,13.42,12.15,12.21,12.2,1.62,6.16,55.42,5.07,5036311280.0,4931896970.0
52,001205,盛航股份,31.68,2.88,10.0,98617.0,305662144.0,10.0,31.68,28.8,28.8,28.8,1.13,32.8,28.53,3.14,3810048011.0,952512011.0
53,000929,兰州黄河,11.33,1.03,10.0,209396.0,230665699.0,10.58,11.33,10.24,10.4,10.3,1.45,11.27,63.27,3.19,2104728780.0,2104595347.0
54,000712,锦龙股份,17.71,1.61,10.0,443117.0,772745072.0,9.01,17.71,16.26,16.3,16.1,5.16,5.81,452.53,4.65,15868160000.0,13512184018.0
55,002940,昂利康,36.42,3.31,10.0,60196.0,210666632.0,9.79,36.42,33.18,33.3,33.11,2.16,12.08,26.65,2.6,3494383148.0,1814635896.0
56,603906,龙蟠科技,34.33,3.12,10.0,93078.0,308447648.0,10.99,34.33,30.9,30.9,31.21,1.39,1.93,68.37,8.33,16550196114.0,16550196114.0
57,001207,联科科技,24.87,2.26,10.0,1029.0,2558327.0,0.0,24.87,24.87,24.87,22.61,0.83,0.23,20.64,3.76,4526340000.0,1131585000.0
58,601233,桐昆股份,23.33,2.12,10.0,855827.0,1950323776.0,9.52,23.33,21.31,21.33,21.21,2.37,3.74,7.77,1.87,53368099093.0,53368099093.0
59,003022,联泓新科,32.91,2.99,9.99,207072.0,679281888.0,3.88,32.91,31.75,32.0,29.92,1.4,10.81,40.77,7.69,43953542880.0,6304502880.0
60,600346,恒力石化,25.88,2.35,9.99,709672.0,1803891824.0,7.35,25.88,24.15,24.2,23.53,1.69,1.01,11.08,3.57,182171902462.0,182171902462.0
61,603768,常青股份,16.41,1.49,9.99,23693.0,37664718.0,10.72,16.41,14.81,14.92,14.92,7.2,1.16,24.21,1.86,3347640000.0,3347640000.0
62,002786,银宝山新,7.16,0.65,9.98,80049.0,56261328.0,9.22,7.16,6.56,6.59,6.51,1.41,2.11,-10.26,3.57,3548581920.0,2718938400.0
63,600238,海南椰岛,28.2,2.56,9.98,649900.0,1756257488.0,11.31,28.2,25.3,25.5,25.64,1.04,14.6,906.51,22.62,12639240000.0,12549044556.0
64,000739,普洛药业,27.98,2.54,9.98,257541.0,703438688.0,10.38,27.98,25.34,25.34,25.44,2.75,2.19,37.96,7.16,32975087306.0,32971594815.0
65,600889,南京化纤,6.72,0.61,9.98,187570.0,122966578.0,9.82,6.72,6.12,6.12,6.11,1.56,5.12,5.25,1.62,2461845187.0,2461845187.0
66,002772,众兴菌业,14.11,1.28,9.98,393430.0,555129200.0,0.0,14.11,14.11,14.11,12.83,8.11,15.33,29.87,2.01,5188521665.0,3621563440.0
67,600985,淮北矿业,13.56,1.23,9.98,1242943.0,1649910384.0,8.11,13.56,12.56,12.66,12.33,2.32,14.31,6.79,1.42,32422577387.0,11779757108.0
68,002560,通达股份,6.51,0.59,9.97,277274.0,174990591.0,10.14,6.51,5.91,5.92,5.92,3.61,7.69,45.02,1.46,3428761470.0,2346219194.0
69,002218,拓日新能,5.3,0.48,9.96,150275.0,79645919.0,0.0,5.3,5.3,5.3,4.82,1.07,1.24,24.73,2.07,6552613151.0,6443314961.0
70,000822,山东海化,7.52,0.68,9.94,466277.0,335716368.0,9.8,7.52,6.85,6.85,6.84,1.65,5.21,25.82,2.17,6731091284.0,6731091284.0
71,002620,瑞和股份,6.75,0.61,9.93,569473.0,380087824.0,8.79,6.75,6.21,6.43,6.14,13.04,18.38,27.65,1.01,2553471000.0,2091406709.0
72,002482,广田集团,3.1,0.28,9.93,497808.0,153595324.0,2.84,3.1,3.02,3.07,2.82,4.44,3.26,97.32,0.76,4765566937.0,4740812473.0
73,600375,汉马科技,11.7,1.02,9.55,1584935.0,1822237664.0,10.67,11.75,10.61,11.75,10.68,8.64,28.52,-161.85,2.59,7655483675.0,6502164985.0
74,300354,东华测试,18.65,1.62,9.51,91509.0,164849624.0,13.21,18.87,16.62,16.88,17.03,1.52,12.62,628.87,6.02,2579671749.0,1352494401.0
75,603026,石大胜华,138.5,12.0,9.49,91914.0,1217364864.0,11.1,139.15,125.11,126.43,126.5,1.14,4.53,30.26,12.24,28071180000.0,28071180000.0
76,688050,爱博医疗,349.02,30.02,9.41,10614.0,363563504.0,12.51,357.21,317.3,317.3,319.0,1.65,4.72,254.78,23.61,36695708713.0,7842043125.0
77,300706,阿石创,31.35,2.6,9.04,220997.0,680547120.0,16.24,32.8,28.13,28.13,28.75,1.94,27.08,951.34,9.96,4424112000.0,2558596706.0
78,300896,爱美客,752.52,62.36,9.04,43776.0,3240429152.0,9.71,766.88,699.84,700.0,690.16,1.53,8.87,238.37,38.01,162815227200.0,37158449541.0
79,688366,昊海生科,167.7,13.5,8.75,20082.0,327189424.0,8.37,168.9,155.99,156.0,154.2,1.11,3.58,76.34,5.28,29619526170.0,9400688634.0
80,688580,伟思医疗,159.68,12.67,8.62,9499.0,148250601.0,9.24,161.24,147.66,147.98,147.01,0.96,5.79,87.22,7.6,10913595787.0,2619263136.0
81,300200,高盟新材,11.26,0.89,8.58,266196.0,290258352.0,8.58,11.28,10.39,10.44,10.37,1.37,6.41,20.53,2.61,4799339362.0,4672559802.0
82,300952,恒辉安防,29.18,2.28,8.48,65690.0,189142135.0,9.48,29.5,26.95,26.95,26.9,4.53,19.12,54.93,4.78,4228988915.0,1002695328.0
83,601919,中远海控,28.95,2.26,8.47,3523729.0,9956851456.0,6.11,29.0,27.37,27.8,26.69,1.16,4.07,5.74,5.97,354913371122.0,250628886878.0
84,300718,长盛轴承,14.21,1.1,8.39,84642.0,117300514.0,10.14,14.42,13.09,13.27,13.11,3.5,5.01,25.63,3.17,4223524620.0,2400335438.0
85,300740,水羊股份,22.0,1.7,8.37,190666.0,421399712.0,9.01,23.35,21.52,21.52,20.3,3.25,5.05,73.99,6.52,9043330494.0,8299290318.0
86,688318,财富趋势,189.74,14.32,8.16,21990.0,407774848.0,10.97,193.85,174.6,177.43,175.42,2.86,10.98,60.89,4.29,12649965800.0,3799496824.0
87,000893,亚钾国际,17.19,1.29,8.11,146589.0,245451276.0,11.32,17.48,15.68,15.9,15.9,1.46,3.63,185.58,3.49,13011167246.0,6933457575.0
88,605168,三人行,150.82,11.12,7.96,10563.0,155424501.0,9.3,151.99,139.0,140.56,139.7,2.01,3.48,49.39,6.01,10508805796.0,4573825838.0
89,300208,青岛中程,10.73,0.79,7.95,535372.0,575695232.0,16.3,11.59,9.97,9.97,9.94,2.85,7.79,-592.38,5.99,8041866750.0,7375741075.0
90,603303,得邦照明,16.36,1.19,7.84,248319.0,402324384.0,11.14,16.69,15.0,15.04,15.17,2.43,5.21,20.57,2.61,7802813247.0,7802813247.0
91,601886,江河集团,8.29,0.6,7.8,698070.0,578625920.0,7.8,8.46,7.86,8.04,7.69,5.98,6.05,11.39,1.01,9567074500.0,9567074500.0
92,688626,翔宇医疗,120.0,8.67,7.79,21100.0,250531432.0,7.03,122.0,114.17,114.43,111.33,0.86,5.74,140.57,10.51,19200000000.0,4407478320.0
93,688157,松井股份,121.8,8.8,7.79,10619.0,126539388.0,10.2,123.6,112.07,113.0,113.0,2.09,3.11,106.56,8.64,9695280000.0,4160115540.0
94,601339,百隆东方,5.65,0.4,7.62,251520.0,139844836.0,9.71,5.74,5.23,5.25,5.25,2.62,1.68,9.51,1.04,8475000000.0,8475000000.0
95,300160,秀强股份,8.75,0.61,7.49,1520048.0,1353361040.0,19.04,9.69,8.14,8.22,8.14,3.66,25.63,74.74,5.26,5411896201.0,5189922938.0
96,688016,心脉医疗,429.9,29.9,7.48,5583.0,236266729.0,8.4,433.33,399.75,399.75,400.0,0.99,1.51,76.08,23.17,30943405395.0,15861047006.0
