,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
0,301159.SZ,N三维,60.1,29.82,98.48,124131.0,764875824.0,47.89,71.5,57.0,57.0,30.28,,64.15,-1265.88,5.57,4648735000.0,1162935000.0
1,300461.SZ,田中精机,23.57,3.93,20.01,33699.0,79427600.0,0.0,23.57,23.57,23.57,19.64,3.2,4.6,185.15,15.58,3073622280.0,1725058060.0
2,300546.SZ,雄帝科技,24.11,4.02,20.01,232602.0,556762992.0,8.46,24.11,22.41,22.41,20.09,3.48,26.87,-264.3,3.91,3274493623.0,2087060692.0
3,300939.SZ,秋田微,60.17,10.03,20.0,63538.0,363143472.0,20.82,60.17,49.73,50.3,50.14,12.52,31.77,44.58,4.2,4813600000.0,1203400000.0
4,688075.SH,安旭生物,178.61,29.77,20.0,19858.0,343176192.0,15.76,178.61,155.16,156.28,148.84,1.55,14.12,28.94,5.09,10954758574.0,2511692408.0
5,688068.SH,热景生物,156.56,26.09,20.0,65214.0,992784272.0,11.16,156.56,142.0,142.0,130.47,1.77,14.89,4.95,4.55,9737459147.0,6858231508.0
6,300981.SZ,中红医疗,91.47,11.96,15.04,76385.0,684707664.0,18.61,94.56,79.76,80.0,79.51,5.58,18.33,4.92,2.34,15245304900.0,3811554900.0
7,688355.SH,明志科技,37.06,4.01,12.13,37972.0,135194752.0,15.52,37.79,32.66,33.05,33.05,2.3,14.41,52.54,4.5,4561259266.0,976597708.0
8,300400.SZ,劲拓股份,24.91,2.6,11.65,111645.0,267615604.0,20.48,26.08,21.51,22.65,22.31,5.12,6.88,42.66,7.85,6043808678.0,4043831036.0
9,688606.SH,奥泰生物,135.67,14.07,11.57,20181.0,271504688.0,14.79,139.59,121.6,121.6,121.6,3.2,15.46,11.37,2.45,7313175352.0,1770647350.0
10,300462.SZ,华铭智能,15.42,1.51,10.86,291617.0,457981920.0,19.99,16.69,13.91,13.91,13.91,3.94,21.37,195.84,1.74,2903046686.0,2104455926.0
11,300374.SZ,中铁装配,14.75,1.41,10.57,181725.0,273341216.0,20.01,16.01,13.34,13.34,13.34,6.28,9.6,-10.71,2.84,3627206971.0,2791304367.0
12,002482.SZ,广田集团,3.03,0.28,10.18,440790.0,133555830.0,0.36,3.03,3.02,3.03,2.75,2.04,2.88,-156.07,0.75,4657957361.0,4633777776.0
13,000620.SZ,新华联,2.49,0.23,10.18,884954.0,206903387.0,15.04,2.49,2.15,2.3,2.26,4.13,4.67,-1.98,0.98,4722759146.0,4722594246.0
14,600815.SH,厦工股份,3.59,0.33,10.12,1034808.0,364165040.0,10.74,3.59,3.24,3.25,3.26,4.48,5.83,-459.74,4.68,6368999183.0,6368999183.0
15,002629.SZ,仁智股份,4.57,0.42,10.12,883206.0,388816736.0,10.84,4.57,4.12,4.18,4.15,0.94,25.63,-171.14,67.14,1882602360.0,1574789018.0
16,600212.SH,江泉实业,4.58,0.42,10.1,259685.0,118401978.0,5.53,4.58,4.35,4.38,4.16,1.85,5.07,-11576.69,9.27,2343573236.0,2343573236.0
17,002370.SZ,亚太药业,5.78,0.53,10.1,183860.0,106271080.0,0.0,5.78,5.78,5.78,5.25,0.6,3.64,-24.46,8.58,3101652566.0,2923046046.0
18,603176.SH,汇通集团,3.6,0.33,10.09,3741.0,1346634.0,0.0,3.6,3.6,3.6,3.27,0.58,0.32,17.26,1.77,1679976000.0,419976000.0
19,000778.SZ,新兴铸管,5.35,0.49,10.08,2583139.0,1352227088.0,10.29,5.35,4.85,4.91,4.86,1.81,6.65,8.36,0.91,21351208942.0,20785511070.0
20,300312.SZ,*ST邦讯,4.37,0.4,10.08,468807.0,191304107.0,26.45,4.66,3.61,3.8,3.97,1.76,19.61,-13.84,-5.07,1398574800.0,1044844717.0
21,002694.SZ,顾地科技,6.56,0.6,10.07,60082.0,39413660.0,0.0,6.56,6.56,6.56,5.96,0.47,1.13,-43.08,5.85,3917611008.0,3476603272.0
22,600213.SH,亚星客车,10.07,0.92,10.05,154285.0,150884518.0,10.71,10.07,9.09,9.19,9.15,1.35,7.01,-16.97,-27.79,2215400000.0,2215400000.0
23,603616.SH,韩建河山,8.21,0.75,10.05,360833.0,293101616.0,5.76,8.21,7.78,8.04,7.46,3.33,12.3,58.58,2.81,3131031280.0,2408485600.0
24,600381.SH,青海春天,10.51,0.96,10.05,795860.0,823631504.0,9.01,10.51,9.65,10.51,9.55,2.25,13.56,-77.12,3.07,6170008388.0,6170008388.0
25,000732.SZ,泰禾集团,2.52,0.23,10.04,808234.0,198722444.0,9.61,2.52,2.3,2.3,2.29,2.05,3.25,-6.17,0.47,6272031629.0,6263893304.0
26,603399.SH,吉翔股份,7.89,0.72,10.04,36442.0,28752738.0,0.0,7.89,7.89,7.89,7.17,0.4,0.72,70.14,2.08,4012251591.0,4008519621.0
27,603123.SH,翠微股份,11.95,1.09,10.04,902786.0,1073679088.0,5.99,11.95,11.3,11.95,10.86,3.15,14.63,63.35,2.48,9544903147.0,7374476701.0
28,600053.SH,九鼎投资,17.0,1.55,10.03,98770.0,162666641.0,9.71,17.0,15.5,15.5,15.45,4.94,2.28,85.9,2.68,7370193600.0,7370193600.0
29,601811.SH,新华文轩,10.75,0.98,10.03,132331.0,139488547.0,10.34,10.75,9.74,9.74,9.77,3.03,1.67,14.06,1.26,13263790750.0,8512966925.0
30,002952.SZ,亚世光电,14.92,1.36,10.03,54879.0,79174701.0,10.91,14.92,13.44,13.44,13.56,5.64,7.85,49.12,2.97,2451952800.0,1043297889.0
31,002613.SZ,北玻股份,4.39,0.4,10.03,676038.0,281553328.0,14.04,4.39,3.83,3.88,3.99,2.55,11.84,148.14,2.74,4114176300.0,2505780326.0
32,603138.SH,海量数据,19.32,1.76,10.02,309830.0,592102432.0,9.45,19.32,17.66,17.66,17.56,3.74,12.26,499.13,6.21,5473004183.0,4881478604.0
33,600860.SH,京城股份,24.71,2.25,10.02,748753.0,1814311152.0,7.61,24.71,23.0,23.4,22.46,1.48,23.25,-1281.96,17.31,11984350000.0,7956620000.0
34,000665.SZ,湖北广电,7.69,0.7,10.01,1678131.0,1275107264.0,7.44,7.69,7.17,7.17,6.99,1.03,16.54,-29.75,1.37,7800458160.0,7800013794.0
35,002803.SZ,吉宏股份,23.4,2.13,10.01,329254.0,746893680.0,10.95,23.4,21.07,21.31,21.27,1.33,11.61,27.44,4.8,9067034059.0,6635243230.0
36,001296.SZ,长江材料,47.8,4.35,10.01,102897.0,457767952.0,13.74,47.8,41.83,43.4,43.45,1.64,50.07,36.67,2.59,3929131798.0,982290000.0
37,605069.SH,正和生态,28.14,2.56,10.01,276687.0,723803168.0,17.01,28.14,23.79,24.68,25.58,5.15,67.96,37.06,2.5,4582442654.0,1145610664.0
38,603716.SH,塞力医疗,16.05,1.46,10.01,251677.0,397380240.0,11.51,16.05,14.37,14.74,14.59,3.72,12.5,2877.44,2.16,3290554838.0,3231239687.0
