,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
0,688103.SH,N国力,74.2,62.16,516.28,171725.0,1204436096.0,143.52,79.28,62.0,62.0,12.04,,88.3,103.71,8.23,7077938000.0,1442996338.0
1,300830.SZ,金现代,11.81,1.97,20.02,577540.0,665494768.0,19.41,11.81,9.9,9.94,9.84,6.58,30.2,151.4,4.55,5079776250.0,2258883938.0
2,300327.SZ,中颖电子,75.95,12.66,20.0,181776.0,1293778592.0,20.62,75.95,62.9,63.25,63.29,3.69,5.92,77.28,19.36,23616257712.0,23311680743.0
3,688550.SH,瑞联新材,126.0,21.0,20.0,66469.0,782705472.0,19.05,126.0,106.0,112.04,105.0,4.76,14.05,43.68,3.26,8842878954.0,5959800504.0
4,300933.SZ,中辰股份,13.5,2.25,20.0,212625.0,283594896.0,13.24,13.5,12.01,12.01,11.25,1.9,23.19,73.25,4.71,6189750000.0,1237950000.0
5,300256.SZ,*ST星星,2.88,0.48,20.0,1682043.0,456202192.0,16.67,2.88,2.48,2.54,2.4,3.15,17.56,-1.03,-0.77,2758856820.0,2758516623.0
6,300390.SZ,天华超净,136.09,21.18,18.43,215144.0,2739624272.0,20.52,137.6,114.02,115.01,114.91,0.97,5.53,126.88,35.71,79324212416.0,52948358566.0
7,300655.SZ,晶瑞电材,53.25,7.26,15.79,312526.0,1589247824.0,17.83,54.0,45.8,46.55,45.99,1.85,10.88,78.76,13.06,18139627250.0,15289795401.0
8,300432.SZ,富临精工,41.05,5.08,14.12,444299.0,1738239456.0,16.29,42.0,36.14,36.14,35.97,1.35,6.12,95.12,13.5,30515841280.0,29780020810.0
9,300437.SZ,清水源,13.98,1.73,14.12,404294.0,515327216.0,20.08,14.02,11.56,12.93,12.25,3.38,28.87,-52.94,2.97,3093337307.0,1957427357.0
10,301012.SZ,扬电科技,37.29,4.29,13.0,67867.0,242547174.0,15.06,37.98,33.01,33.01,33.0,2.26,34.08,59.22,5.81,3132360000.0,742524148.0
11,300205.SZ,天喻信息,15.54,1.73,12.53,333143.0,485591632.0,18.54,15.66,13.1,14.01,13.81,2.19,7.82,-247.18,5.09,6683070240.0,6619865766.0
12,688778.SH,厦钨新能,162.0,17.94,12.45,72157.0,1085784032.0,19.03,165.5,138.08,143.49,144.06,1.89,13.91,81.21,11.88,40754707254.0,8402537106.0
13,688037.SH,芯源微,229.0,24.99,12.25,24125.0,525001424.0,16.96,232.02,197.42,202.68,204.01,1.31,5.53,274.25,23.17,19236000000.0,9985487750.0
14,300695.SZ,兆丰股份,56.61,6.16,12.21,21269.0,122073270.0,13.2,60.54,53.88,53.88,50.45,5.95,3.19,33.75,2.0,3774624597.0,3774624597.0
15,300082.SZ,奥克股份,20.58,2.21,12.03,603223.0,1176585584.0,17.58,21.14,17.91,18.0,18.37,1.53,8.9,83.85,4.47,13996420956.0,13946580333.0
16,300018.SZ,中元股份,8.4,0.88,11.7,866241.0,743601296.0,17.29,9.0,7.7,7.7,7.52,2.48,21.38,34.26,3.51,4038984902.0,3402769348.0
17,688536.SH,思瑞浦,639.0,62.01,10.75,7599.0,472945696.0,12.84,654.97,580.88,583.0,576.99,1.95,4.01,165.15,18.46,51120000000.0,12117718035.0
