,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
0,300541.SZ,先进数通,20.26,3.38,20.02,811593.0,1581242096.0,16.71,20.26,17.44,17.44,16.88,1.69,32.49,55.95,5.75,6229105117.0,5061006977.0
1,300468.SZ,四方精创,24.56,4.09,19.98,610241.0,1438287600.0,17.34,24.56,21.01,21.49,20.47,3.1,21.61,97.52,5.85,6957628384.0,6935513480.0
2,301049.SZ,超越科技,31.48,4.11,15.02,85808.0,266445562.0,17.21,32.84,28.13,28.66,27.37,8.64,38.4,31.28,3.3,2967094954.0,703394849.0
3,300334.SZ,津膜科技,10.09,1.29,14.66,371360.0,365538816.0,22.16,10.56,8.61,8.69,8.8,5.84,12.44,164.52,4.03,3047839442.0,3012947001.0
4,000732.SZ,泰禾集团,3.36,0.31,10.16,603549.0,200011926.0,6.23,3.36,3.17,3.17,3.05,0.61,2.43,-8.23,0.62,8362708838.0,8351857739.0
5,002621.SZ,美吉姆,5.24,0.48,10.08,413738.0,204235853.0,13.24,5.24,4.61,4.76,4.76,1.6,5.19,85.17,3.63,4308526753.0,4179065097.0
6,002712.SZ,思美传媒,5.79,0.53,10.08,412343.0,237260996.0,10.46,5.79,5.24,5.24,5.26,1.41,7.18,49.99,1.71,3365162406.0,3324919121.0
7,002494.SZ,华斯股份,6.01,0.55,10.07,544837.0,314406544.0,11.17,6.01,5.4,5.4,5.46,0.98,18.47,303.46,1.49,2317220516.0,1773073427.0
8,002177.SZ,御银股份,6.34,0.58,10.07,2771648.0,1697264192.0,11.81,6.34,5.66,6.18,5.76,4.79,36.41,-49.38,2.97,4825952804.0,4825952804.0
9,600358.SH,国旅联合,6.13,0.56,10.05,798329.0,474683488.0,11.31,6.13,5.5,5.61,5.57,2.21,15.81,222.02,17.59,3095261726.0,3095261726.0
10,600228.SH,返利科技,9.2,0.84,10.05,333471.0,292085072.0,18.18,9.2,7.68,7.68,8.36,3.82,13.82,133.76,22.05,7574056446.0,2220144000.0
11,002314.SZ,南山控股,5.04,0.46,10.04,671769.0,338070128.0,3.49,5.04,4.88,5.04,4.58,1.48,5.02,27.21,1.34,13647223866.0,6744272417.0
12,601068.SH,中铝国际,5.7,0.52,10.04,448163.0,248282067.0,13.32,5.7,5.01,5.12,5.18,1.61,1.75,2952.7,2.71,16866680002.0,14589666802.0
13,000517.SZ,荣安地产,2.85,0.26,10.04,291715.0,83138698.0,0.0,2.85,2.85,2.85,2.59,2.26,1.17,9.19,1.03,9074179082.0,7116399601.0
14,002348.SZ,高乐股份,2.96,0.27,10.04,2479313.0,696897584.0,18.22,2.96,2.47,2.6,2.69,1.86,29.02,-52.72,3.88,2803712000.0,2528545335.0
15,002761.SZ,浙江建投,12.61,1.15,10.03,368931.0,437245616.0,17.1,12.61,10.65,10.97,11.46,1.61,15.16,11.19,2.46,13635698636.0,3068492180.0
16,000965.SZ,天保基建,3.29,0.3,10.03,608772.0,199081050.0,5.35,3.29,3.13,3.29,2.99,3.16,5.49,-37.28,0.69,3651343645.0,3651343645.0
17,002104.SZ,恒宝股份,13.71,1.25,10.03,1085676.0,1483378064.0,4.82,13.71,13.11,13.71,12.46,2.39,18.46,215.82,4.84,9554791763.0,8063080355.0
18,000796.SZ,凯撒旅业,10.75,0.98,10.03,797959.0,842706480.0,6.96,10.75,10.07,10.15,9.77,2.58,9.94,-25.03,12.69,8632252774.0,8627774055.0
19,000428.SZ,华天酒店,4.17,0.38,10.03,824832.0,326094848.0,13.46,4.17,3.66,3.77,3.79,1.31,8.1,-14.1,2.3,4248921420.0,4248687900.0
20,002657.SZ,中科金财,15.04,1.37,10.02,251402.0,351444928.0,12.73,15.04,13.3,13.4,13.67,1.14,8.83,-94.25,2.3,5077153357.0,4282274423.0
21,003037.SZ,三和管桩,12.19,1.11,10.02,140898.0,166348952.0,12.27,12.19,10.83,10.92,11.08,3.01,15.48,72.88,3.66,6141767947.0,1109553097.0
22,002201.SZ,正威新材,19.99,1.82,10.02,181767.0,353355504.0,8.59,19.99,18.43,18.85,18.17,1.89,3.91,215.12,9.25,9304434615.0,9281146185.0
23,002878.SZ,元隆雅图,29.77,2.71,10.01,142084.0,422982608.0,0.0,29.77,29.77,29.77,27.06,6.85,7.6,60.71,7.81,6591497965.0,5563288904.0
24,600996.SH,贵广网络,7.69,0.7,10.01,690331.0,503626304.0,13.02,7.69,6.78,6.87,6.99,1.01,6.56,-10.53,2.11,8087646663.0,8087646663.0
25,600714.SH,金瑞矿业,14.51,1.32,10.01,89471.0,124671570.0,10.84,14.51,13.08,13.23,13.19,1.63,3.1,61.19,6.21,4181437721.0,4181437721.0
26,002530.SZ,金财互联,15.83,1.44,10.01,1626494.0,2517340128.0,10.01,15.83,14.39,14.39,14.39,1.23,25.08,-54.37,6.34,12334707110.0,10266684569.0
27,601999.SH,出版传媒,8.36,0.76,10.0,182200.0,151703334.0,3.68,8.36,8.08,8.33,7.6,1.25,3.31,37.7,1.91,4605646892.0,4605646892.0
28,600706.SH,曲江文旅,13.09,1.19,10.0,558143.0,697239008.0,13.36,13.09,11.5,11.79,11.9,1.17,26.14,-103.92,2.83,3338732586.0,2794589467.0
29,600336.SH,澳柯玛,7.04,0.64,10.0,576656.0,394417216.0,11.88,7.04,6.28,6.39,6.4,6.09,7.29,28.82,2.4,5619086310.0,5568054758.0
30,003040.SZ,楚天龙,28.71,2.61,10.0,199333.0,552693968.0,12.49,28.71,25.45,26.0,26.1,1.91,25.43,363.57,9.83,13239213756.0,2250666332.0
31,002182.SZ,云海金属,23.1,2.1,10.0,783770.0,1768744688.0,12.29,23.1,20.52,20.8,21.0,3.76,14.07,42.48,4.95,14932360628.0,12871132567.0
32,000711.SZ,京蓝科技,5.28,0.48,10.0,2086014.0,1070343184.0,14.17,5.28,4.6,4.73,4.8,1.2,25.38,-11.8,2.8,5404966068.0,4339447337.0
33,003029.SZ,吉大正元,23.88,2.17,10.0,140260.0,323336816.0,12.02,23.88,21.27,21.53,21.71,1.64,12.55,111.04,3.49,4451232000.0,2667962935.0
34,002037.SZ,保利联合,17.94,1.63,9.99,1456593.0,2564800032.0,5.76,17.94,17.0,17.0,16.31,13.11,44.49,97.76,2.49,8747998043.0,5872984790.0
35,002813.SZ,路畅科技,29.39,2.67,9.99,125759.0,353862320.0,14.6,29.39,25.49,26.21,26.72,2.43,10.78,478.71,9.09,3526800000.0,3427687309.0
36,603176.SH,汇通集团,14.64,1.33,9.99,700246.0,941050944.0,19.98,14.64,11.98,12.5,13.31,1.97,60.02,70.18,7.19,6831902400.0,1707902400.0
37,603408.SH,建霖家居,14.76,1.34,9.99,65409.0,94099485.0,10.73,14.76,13.32,13.36,13.42,8.93,5.64,16.5,2.61,6626944800.0,1712435023.0
38,600769.SH,祥龙电业,7.05,0.64,9.98,195103.0,134197683.0,10.92,7.05,6.35,6.35,6.41,3.48,5.2,348.04,39.99,2643589260.0,2643589260.0
39,000701.SZ,厦门信达,7.05,0.64,9.98,425942.0,292194944.0,12.01,7.05,6.28,6.28,6.41,1.65,10.48,56.92,6.48,3798951551.0,2866611470.0
40,600992.SH,贵绳股份,13.44,1.22,9.98,389105.0,505389600.0,12.77,13.44,11.88,11.99,12.22,1.08,15.88,117.59,2.27,3294009600.0,3294009600.0
41,002095.SZ,生 意 宝,16.64,1.51,9.98,32216.0,53147205.0,5.22,16.64,15.85,15.85,15.13,0.55,1.28,190.77,4.6,4205260800.0,4187984004.0
42,600444.SH,国机通用,15.54,1.41,9.98,149062.0,222144012.0,14.08,15.54,13.55,14.03,14.13,1.66,10.18,70.63,3.71,2275396823.0,2275396823.0
43,000920.SZ,沃顿科技,10.48,0.95,9.97,218438.0,222009280.0,11.33,10.48,9.4,9.41,9.53,3.11,5.18,32.21,3.52,4422560000.0,4420250208.0
44,000656.SZ,金科股份,5.08,0.46,9.96,1912874.0,957543296.0,7.14,5.08,4.75,4.75,4.62,1.41,3.6,4.49,0.75,27125756345.0,26983997299.0
45,001227.SZ,兰州银行,6.85,0.62,9.95,3284992.0,2159573920.0,11.24,6.85,6.15,6.17,6.23,1.23,57.67,23.34,1.53,39015525601.0,3901552561.0
46,603843.SH,正平股份,5.53,0.5,9.94,93356.0,51625973.0,0.0,5.53,5.53,5.53,5.03,0.72,1.67,44.53,1.94,3868916501.0,3096823226.0
