,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
0,301010,N晶雪,30.52,22.69,289.78,170689.0,539588096.0,44.7,33.5,30.0,30.5,7.83,,66.67,165.64,4.57,3296160000.0,781390925.0
1,688517,N金冠,15.55,7.84,101.69,203971.0,329134592.0,55.77,19.3,15.0,15.0,7.71,,65.87,297.88,3.28,2116497811.0,481480854.0
2,300984,N金沃,56.73,25.76,83.18,56033.0,331610208.0,29.06,65.0,56.0,56.0,30.97,,46.69,48.23,4.45,2723040000.0,680760000.0
3,601665,N齐银,7.72,2.36,44.03,140633.0,107798143.0,24.07,7.72,6.43,6.43,5.36,,3.07,11.74,1.4,35364033338.0,3536403338.0
4,300338,开元教育,6.35,1.06,20.04,273925.0,170355201.0,16.82,6.35,5.46,5.46,5.29,2.25,9.08,-6.3,5.18,2166521524.0,1915369956.0
5,300484,蓝海华腾,15.7,2.62,20.03,358876.0,518031696.0,22.71,15.7,12.73,13.08,13.08,3.68,23.45,91.79,5.36,3265600000.0,2402806155.0
6,300619,金银河,25.36,4.23,20.02,78570.0,190928297.0,21.53,25.36,20.81,21.11,21.13,4.52,13.88,-44.05,3.88,1894026917.0,1435960092.0
7,300913,兆龙互连,28.91,4.82,20.01,69971.0,196142544.0,17.02,28.91,24.81,24.81,24.09,3.31,22.85,45.04,4.42,3541475000.0,885368750.0
8,300727,润禾材料,34.43,5.74,20.01,103473.0,334659264.0,20.81,34.43,28.46,29.46,28.69,1.18,9.19,52.73,7.05,4368478400.0,3877810135.0
9,300182,捷成股份,5.23,0.87,19.95,3191505.0,1590707440.0,19.5,5.23,4.38,4.46,4.36,2.25,16.23,35.19,2.12,13467045021.0,10282910636.0
10,300061,旗天科技,9.86,1.64,19.95,982672.0,913381072.0,20.56,9.86,8.17,8.29,8.22,2.18,18.06,-100.88,5.08,6516910059.0,5365060224.0
11,300098,高新兴,6.62,1.1,19.93,3561425.0,2292184960.0,21.01,6.62,5.46,5.52,5.52,2.12,25.82,-51.74,3.56,11676769651.0,9131314980.0
12,300977,深圳瑞捷,55.4,7.6,15.9,34399.0,184039866.0,18.77,57.0,48.03,48.03,47.8,5.77,20.48,-386.8,2.87,3722880000.0,930720000.0
13,300046,台基股份,32.4,4.37,15.59,853538.0,2734311520.0,12.91,33.64,30.02,31.11,28.03,3.34,40.05,117.33,7.65,7663616420.0,6905088000.0
14,300811,铂科新材,57.04,7.54,15.23,80742.0,435969520.0,19.6,59.34,49.64,49.64,49.5,1.66,16.0,73.77,6.7,5913907200.0,2879263751.0
15,300035,中科电气,22.71,2.88,14.52,339536.0,742190448.0,15.28,23.04,20.01,20.01,19.83,0.97,6.43,54.11,6.69,14588127863.0,11991591482.0
16,300540,深冷股份,18.85,2.23,13.42,81814.0,148578426.0,14.38,19.0,16.61,16.62,16.62,7.31,9.1,-111.02,4.18,2350444068.0,1694637922.0
17,300820,英杰电气,43.56,5.1,13.26,27427.0,112409725.0,13.96,43.69,38.32,38.7,38.46,3.64,9.2,36.51,3.8,4138635600.0,1298087216.0
18,688131,皓元医药,357.8,39.09,12.27,27018.0,907052208.0,15.44,358.98,309.77,315.0,318.71,1.11,17.72,122.74,15.75,26599570105.0,5454679248.0
19,300821,东岳硅材,12.77,1.33,11.63,658795.0,828419600.0,19.32,13.53,11.32,11.47,11.44,2.57,15.8,30.93,3.65,15324000000.0,5325090000.0
20,688005,容百科技,113.0,11.71,11.56,112113.0,1230292144.0,13.75,115.36,101.43,101.43,101.29,1.05,4.09,105.7,10.96,50554322279.0,30963163900.0
21,300019,硅宝科技,17.03,1.7,11.09,266918.0,454933120.0,17.74,17.9,15.18,15.31,15.33,4.31,9.82,58.9,3.49,6661458206.0,4630916163.0
22,300183,东软载波,17.62,1.7,10.68,400494.0,689937136.0,15.01,18.57,16.18,16.36,15.92,2.14,14.1,135.47,2.69,8151172994.0,5003888594.0
23,688626,翔宇医疗,96.3,9.07,10.4,19675.0,184223622.0,10.32,98.0,89.0,89.24,87.23,1.04,5.36,112.81,8.43,15408000000.0,3537001352.0
24,300680,隆盛科技,25.6,2.41,10.39,174592.0,437325072.0,9.75,26.25,23.99,24.01,23.19,2.35,12.71,60.68,6.17,5167395533.0,3517945626.0
25,000982,中银绒业,2.49,0.23,10.18,2905816.0,696517488.0,13.72,2.49,2.18,2.25,2.26,0.77,6.82,252.19,9.72,10612073862.0,10612073862.0
26,600905,三峡能源,6.0,0.55,10.09,6024392.0,3565611744.0,4.04,6.0,5.78,5.9,5.45,0.36,8.67,28.67,2.6,171426000000.0,41696742114.0
27,600577,精达股份,6.0,0.55,10.09,1068597.0,618066192.0,10.83,6.0,5.41,5.55,5.45,1.47,5.56,25.36,3.04,11528723760.0,11528723760.0
28,000811,冰轮环境,8.53,0.78,10.06,487512.0,406077952.0,10.58,8.53,7.71,7.86,7.75,4.3,6.54,30.42,1.43,6361996468.0,6361859041.0
29,002446,盛路通信,6.89,0.63,10.06,952951.0,636426064.0,10.7,6.89,6.22,6.27,6.26,3.0,11.44,37.5,2.03,6261466261.0,5736941392.0
30,000969,安泰科技,8.54,0.78,10.05,895267.0,753095808.0,10.31,8.54,7.74,7.81,7.76,3.05,8.95,37.7,1.88,8762109148.0,8547098491.0
31,000848,承德露露,9.09,0.83,10.05,693821.0,619091552.0,10.65,9.09,8.21,8.32,8.26,1.87,6.45,11.56,4.28,9784648710.0,9784407789.0
32,600906,财达证券,16.34,1.49,10.03,1782575.0,2788009808.0,10.98,16.34,14.71,14.78,14.85,1.14,35.65,63.07,4.84,53023300000.0,8170000000.0
33,600698,湖南天雁,3.29,0.3,10.03,624086.0,201335168.0,11.04,3.29,2.96,2.98,2.99,2.01,8.46,229.43,4.47,3501909005.0,2426622503.0
34,002861,瀛通通讯,17.55,1.6,10.03,43589.0,75174507.0,11.22,17.55,15.76,15.94,15.95,2.16,4.04,147.53,2.59,2774669268.0,1894963374.0
35,002346,柘中股份,21.07,1.92,10.03,454018.0,912201632.0,11.7,21.07,18.83,19.07,19.15,1.0,11.5,94.83,4.41,9303994015.0,8314913243.0
36,600704,物产中大,9.0,0.82,10.02,621730.0,554201136.0,3.55,9.0,8.71,8.71,8.18,0.23,1.23,12.31,1.77,45559638360.0,45559638360.0
37,600771,广誉远,26.03,2.37,10.02,563560.0,1398002912.0,12.81,26.03,23.0,23.83,23.66,1.23,11.45,619.3,5.3,12806752113.0,12806752113.0
38,002747,埃斯顿,37.68,3.43,10.01,152959.0,558076032.0,10.89,37.68,33.95,34.55,34.25,1.59,2.07,242.15,17.87,31674165056.0,27887540397.0
39,002858,力盛赛车,15.82,1.44,10.01,165766.0,258367795.0,9.39,15.82,14.47,14.47,14.38,3.48,17.05,127.02,5.79,1998382400.0,1538234666.0
40,002725,跃岭股份,7.91,0.72,10.01,44063.0,34458906.0,9.18,7.91,7.25,7.25,7.19,1.52,2.26,206.41,1.99,2024960000.0,1545143853.0
41,002824,和胜股份,33.51,3.05,10.01,63235.0,204195708.0,11.46,33.51,30.02,30.46,30.46,1.24,5.63,42.31,6.78,6150124815.0,3761880988.0
