,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
0,688345,N博力威,85.1,59.19,228.44,161796.0,1427105152.0,84.18,102.0,80.19,101.0,25.91,,79.82,45.47,8.02,8510000000.0,1725080652.0
1,301008,N宏昌,72.67,35.07,93.27,91770.0,709752368.0,35.96,86.0,72.48,79.0,37.6,,55.06,59.31,5.11,4844666691.0,1211166691.0
2,301006,C迈拓,39.06,7.16,22.45,208076.0,760195232.0,40.38,43.38,30.5,31.6,31.9,1.2,62.97,60.15,5.28,5440276800.0,1290604271.0
3,300287,飞利信,5.03,0.84,20.05,2474768.0,1167026736.0,20.53,5.03,4.17,4.2,4.19,4.4,21.33,91.21,2.97,7219427254.0,5836432758.0
4,300998,宁波方正,35.92,5.99,20.01,119117.0,397950672.0,17.44,35.92,30.7,30.8,29.93,1.15,52.48,151.95,7.04,3821888000.0,815362448.0
5,688565,力源科技,21.47,3.58,20.01,96696.0,199745302.0,17.72,21.47,18.3,18.75,17.89,5.68,39.73,137.93,3.7,2296216500.0,522541927.0
6,300811,铂科新材,46.79,7.8,20.01,55887.0,251081759.0,14.72,46.79,41.05,41.05,38.99,4.78,11.07,60.51,5.49,4851187200.0,2361864497.0
7,300996,普联软件,69.41,11.57,20.0,124311.0,823295440.0,11.95,69.41,62.5,64.76,57.84,1.56,59.31,491.54,7.56,6117218659.0,1454845053.0
8,300925,法本信息,51.18,8.53,20.0,128495.0,602366432.0,19.65,51.18,42.8,43.12,42.65,3.56,41.86,78.81,5.81,6626279616.0,1571221906.0
9,300608,思特奇,18.3,3.05,20.0,302410.0,550437408.0,6.03,18.3,17.38,18.3,15.25,2.47,19.12,-24.61,4.89,3749360602.0,2894036865.0
10,300339,润和软件,42.24,7.04,20.0,2396639.0,9459847168.0,16.05,42.24,36.59,37.5,35.2,1.32,31.07,310.65,11.55,33640393924.0,32586607342.0
11,300234,开尔新材,9.96,1.66,20.0,853127.0,807940448.0,17.59,9.96,8.5,8.52,8.3,2.63,26.96,-109.34,5.63,5093783897.0,3151487036.0
12,300663,科蓝软件,36.2,6.03,19.99,504950.0,1714550032.0,16.74,36.2,31.15,32.0,30.17,1.42,21.03,494.54,10.23,11257920464.0,8693298268.0
13,300649,杭州园林,16.93,2.82,19.99,59011.0,97912688.0,16.16,16.93,14.65,14.65,14.11,11.65,5.71,26.12,4.64,2167040000.0,1748385649.0
14,300371,汇中股份,15.19,2.53,19.98,146130.0,206598580.0,19.98,15.19,12.66,12.69,12.66,15.25,13.34,65.52,3.09,2548236729.0,1663906190.0
15,300270,中威电子,7.21,1.2,19.97,136513.0,97504008.0,10.15,7.21,6.6,6.6,6.01,1.36,6.89,-97.41,2.77,2183231462.0,1428253522.0
16,300264,佳创视讯,6.85,1.14,19.96,962679.0,609256464.0,21.89,6.85,5.6,5.67,5.71,1.53,28.85,188.22,11.4,2829735000.0,2285386214.0
17,688609,九联科技,20.48,2.96,16.89,466785.0,887617792.0,22.83,21.0,17.0,17.5,17.52,1.21,57.8,-2359.67,8.56,10240000000.0,1654077440.0
18,300541,先进数通,19.36,2.73,16.42,864261.0,1604652736.0,14.43,19.8,17.4,17.67,16.63,4.49,34.76,56.05,5.8,5934715885.0,4813910677.0
19,300219,鸿利智汇,10.88,1.28,13.33,275192.0,290249776.0,16.25,11.08,9.52,9.61,9.6,12.44,4.38,31.32,3.89,7702425345.0,6829323439.0
20,300897,山科智能,38.95,4.5,13.06,48666.0,184407476.0,18.11,40.94,34.7,34.7,34.45,10.83,28.63,76.57,3.09,2648600000.0,662150000.0
21,300137,先河环保,8.16,0.88,12.09,505023.0,400215168.0,15.25,8.4,7.29,7.3,7.28,4.93,10.61,103.04,2.16,4496425608.0,3885381054.0
22,300319,麦捷科技,10.34,1.1,11.9,646995.0,650068336.0,13.53,10.68,9.43,9.6,9.24,4.67,9.83,27.17,3.33,7196595910.0,6808244887.0
23,688408,中信博,156.0,15.0,10.64,13216.0,203586377.0,16.7,164.55,141.0,142.49,141.0,2.71,4.18,356.96,8.48,21171614880.0,4936982856.0
24,000982,中银绒业,2.17,0.2,10.15,6324394.0,1349219456.0,8.63,2.17,2.0,2.1,1.97,23.57,14.84,219.78,8.47,9248273205.0,9248273205.0
25,000903,云内动力,4.13,0.38,10.13,867470.0,347718944.0,10.93,4.13,3.72,3.76,3.75,3.89,4.4,14.72,1.39,8139407539.0,8139407539.0
26,002137,实益达,7.21,0.66,10.08,107784.0,77712559.0,0.0,7.21,7.21,7.21,6.55,0.93,2.84,79.88,2.84,4163809997.0,2735808623.0
27,600982,宁波能源,3.61,0.33,10.06,411237.0,145544478.0,9.45,3.61,3.3,3.3,3.28,6.01,5.51,22.8,1.13,4035143242.0,2696417300.0
28,601339,百隆东方,5.8,0.53,10.06,186049.0,105187845.0,8.92,5.8,5.33,5.33,5.27,2.02,1.24,9.76,1.06,8700000000.0,8700000000.0
29,002781,奇信股份,8.22,0.75,10.04,135749.0,110366201.0,6.16,8.22,7.76,7.77,7.47,2.5,6.52,-18.52,1.32,1849500000.0,1711227451.0
30,002530,金财互联,8.22,0.75,10.04,178504.0,140890933.0,10.98,8.22,7.4,7.46,7.47,4.98,2.8,-52.86,3.07,6405008999.0,5235181392.0
31,600129,太极集团,20.41,1.86,10.03,275497.0,551081072.0,10.84,20.41,18.4,18.58,18.55,2.79,4.95,114.09,3.48,11366140085.0,11366140085.0
32,603897,长城科技,22.28,2.03,10.02,61079.0,131896576.0,10.86,22.28,20.08,20.08,20.25,3.61,3.42,12.71,2.03,3974850210.0,3974850210.0
33,600096,云天化,14.16,1.29,10.02,1194058.0,1661647408.0,10.64,14.16,12.79,12.95,12.87,1.4,8.77,11.31,3.7,26017529442.0,19273882103.0
