,股票代码,股票名称,最新价格,涨跌额,涨跌幅,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率(动态),市净率,总市值,流通市值
0,301056.SZ,N森赫,14.82,10.89,277.1,425738.0,645449184.0,49.87,16.66,14.7,15.5,3.93,,67.3,70.32,5.63,3953778405.0,937490273.0
1,688187.SH,N时代,57.5,26.12,83.24,1024267.0,5839508224.0,25.94,62.76,54.62,55.11,31.38,,64.63,58.57,2.55,81433622440.0,9113091568.0
2,300148.SZ,天舟文化,4.01,0.67,20.06,1728326.0,648728656.0,20.36,4.01,3.33,3.34,3.34,5.12,22.68,37.3,1.42,3385800765.0,3055383675.0
3,301038.SZ,深水规院,27.4,4.57,20.02,93336.0,248966708.0,17.08,27.4,23.5,23.5,22.83,1.59,33.14,39.83,4.1,3616800000.0,771646746.0
4,300082.SZ,奥克股份,19.97,3.33,20.01,486410.0,902313872.0,20.85,19.97,16.5,16.64,16.64,2.26,7.18,81.36,4.34,13581561054.0,13533197728.0
5,300037.SZ,新宙邦,138.94,23.16,20.0,199822.0,2629164800.0,16.6,138.94,119.72,119.79,115.78,2.13,6.76,65.31,10.29,57075567332.0,41084630805.0
6,300073.SZ,当升科技,85.31,14.22,20.0,434220.0,3516718288.0,20.3,85.31,70.88,71.0,71.09,2.78,9.97,43.28,9.25,38698368097.0,37159823233.0
7,300497.SZ,富祥药业,19.14,3.19,20.0,775181.0,1407206432.0,19.31,19.14,16.06,16.11,15.95,1.95,17.4,34.54,3.45,10527092523.0,8527170153.0
8,300052.SZ,中青宝,9.84,1.64,20.0,358886.0,339150800.0,19.88,9.84,8.21,8.28,8.2,4.6,13.74,112.17,3.65,2590569912.0,2570166210.0
9,300735.SZ,光弘科技,13.85,2.06,17.47,515623.0,685545776.0,19.51,14.1,11.8,11.9,11.79,9.58,6.87,50.0,2.57,10728502512.0,10392928632.0
10,300505.SZ,川金诺,46.18,6.48,16.32,322532.0,1366044048.0,20.53,46.65,38.5,40.11,39.7,1.03,36.2,77.51,6.14,6035605378.0,4114206356.0
11,688148.SH,芳源股份,34.68,4.58,15.22,160712.0,530466768.0,19.1,35.3,29.55,29.55,30.1,2.31,22.24,163.61,13.66,17643103200.0,2505941392.0
