,股票名称,股票代码,形态识别,左底id,左底价格,右底id,右底价格,中顶id,中顶价格,收盘价格,颈线价格,首次突破,突破幅度,当日涨幅,突破放量,当前成交量-手,平均成交量-手
230,中英科技,300936.SZ,True,2021-11-03,38.16,2021-12-24,38.0,2021-12-01,43.98,,,,False,,,,
231,三峡旅游,002627.SZ,True,2021-11-10,5.28,2021-11-29,5.38,2021-11-25,5.55,,,,False,,,,
232,湖南黄金,002155.SZ,True,2021-11-05,10.03,2021-12-02,10.18,2021-11-26,10.83,,,,False,,,,
233,国新文化,600636.SH,True,2021-11-18,9.79,2021-11-29,9.85,2021-11-25,10.14,,,,False,,,,
234,中远海控,601919.SH,True,2021-11-15,14.61,2021-11-26,14.9,2021-11-22,15.38,19.6,15.38,,True,,,,
235,依米康,300249.SZ,True,2021-11-03,6.48,2021-11-24,6.56,2021-11-17,6.87,7.08,6.87,,True,,,,
236,凯撒文化,002425.SZ,True,2021-11-03,7.4,2021-12-06,7.46,2021-11-11,9.13,,,,False,,,,
237,慈文传媒,002343.SZ,True,2021-11-03,4.59,2021-12-06,4.65,2021-11-15,5.12,5.42,5.12,,True,,,,
238,泰山石油,000554.SZ,True,2021-11-09,4.61,2021-11-29,4.65,2021-11-24,4.78,5.41,4.78,,True,,,,
239,中天金融,000540.SZ,True,2021-11-03,2.51,2021-12-10,2.52,2021-11-11,2.83,,,,False,,,,
240,汇嘉时代,603101.SH,True,2021-12-07,5.59,2021-12-08,5.54,2021-12-07,5.59,5.9,5.59,,True,,,,
241,国药现代,600420.SH,True,2021-11-05,9.23,2021-12-14,9.4,2021-11-30,9.71,,,,False,,,,
242,浙江龙盛,600352.SH,True,2021-11-03,12.42,2021-12-20,12.37,2021-11-11,13.0,,,,False,,,,
243,福达股份,603166.SH,True,2021-11-05,8.5,2021-12-24,8.46,2021-11-24,10.3,,,,False,,,,
244,柳钢股份,601003.SH,True,2021-11-05,5.1,2021-12-14,5.15,2021-11-10,5.38,,,,False,,,,
245,东鹏控股,003012.SZ,True,2021-11-08,11.31,2021-11-29,11.5,2021-11-11,12.14,13.79,12.14,,True,,,,
246,正源股份,600321.SH,True,2021-11-03,1.89,2021-11-26,1.9,2021-11-19,1.94,,,,False,,,,
247,百亚股份,003006.SZ,True,2021-11-19,16.85,2021-11-29,16.96,2021-11-24,17.59,,,,False,,,,
248,博创科技,300548.SZ,True,2021-12-07,30.85,2021-12-24,30.28,2021-12-14,32.45,,,,False,,,,
249,易华录,300212.SZ,True,2021-11-03,29.55,2021-12-07,29.92,2021-11-17,34.18,36.34,34.18,,True,,,,
250,信捷电气,603416.SH,True,2021-11-03,45.7,2021-12-20,45.9,2021-11-23,56.77,,,,False,,,,
251,银轮股份,002126.SZ,True,2021-11-03,11.95,2021-12-20,12.06,2021-11-12,13.95,,,,False,,,,
252,博硕科技,300951.SZ,True,2021-11-03,85.31,2021-12-07,86.6,2021-11-24,102.46,,,,False,,,,
253,华达科技,603358.SH,True,2021-11-23,19.69,2021-12-20,19.79,2021-12-06,24.15,,,,False,,,,
254,浪莎股份,600137.SH,True,2021-11-04,14.06,2021-12-24,14.15,2021-11-19,15.29,,,,False,,,,
255,上海银行,601229.SH,True,2021-11-30,7.15,2021-12-20,7.14,2021-12-09,7.22,,,,False,,,,
256,志特新材,300986.SZ,True,2021-11-29,57.67,2021-12-16,57.5,2021-12-08,63.82,66.28,63.82,True,True,2.6006,False,,
257,新洋丰,000902.SZ,True,2021-11-16,15.9,2021-11-25,16.2,2021-11-22,16.71,,,,False,,,,
258,中国外运,601598.SH,True,2021-11-12,4.16,2021-11-29,4.18,2021-11-23,4.36,4.5,4.36,,True,,,,
259,中嘉博创,000889.SZ,True,2021-11-04,3.08,2021-11-29,3.13,2021-11-17,3.43,3.59,3.43,,True,,,,
260,中原证券,601375.SH,True,2021-11-05,4.59,2021-11-29,4.63,2021-11-11,4.75,,,,False,,,,
261,千味央厨,001215.SZ,True,2021-12-06,60.55,2021-12-28,60.29,2021-12-13,67.15,,,,False,,,,
262,东北证券,000686.SZ,True,2021-11-04,8.71,2021-11-30,8.78,2021-11-22,9.21,,,,False,,,,
263,中国黄金,600916.SH,True,2021-12-02,13.95,2021-12-28,13.71,2021-12-17,14.08,,,,False,,,,
264,新希望,000876.SZ,True,2021-12-01,14.19,2021-12-16,14.18,2021-12-03,14.79,,,,False,,,,
265,通源石油,300164.SZ,True,2021-12-07,4.39,2021-12-10,4.35,2021-12-08,4.44,5.29,4.44,,True,,,,
266,三角轮胎,601163.SH,True,2021-11-18,12.8,2021-11-29,13.0,2021-11-26,13.24,13.79,13.24,,True,,,,
267,联明股份,603006.SH,True,2021-11-03,9.76,2021-12-07,9.92,2021-11-09,11.17,,,,False,,,,
268,赣粤高速,600269.SH,True,2021-11-05,3.25,2021-11-29,3.26,2021-11-15,3.32,,,,False,,,,
269,杭齿前进,601177.SH,True,2021-11-03,8.53,2021-12-24,8.57,2021-11-24,9.89,,,,False,,,,
270,江南高纤,600527.SH,True,2021-11-03,2.12,2021-11-29,2.16,2021-11-25,2.23,2.35,2.23,,True,,,,
271,中光防雷,300414.SZ,True,2021-11-03,10.92,2021-12-24,10.9,2021-12-10,12.4,,,,False,,,,
272,天禄科技,301045.SZ,True,2021-11-03,28.12,2021-12-24,28.13,2021-11-25,33.15,,,,False,,,,
273,强力新材,300429.SZ,True,2021-11-08,11.83,2021-12-27,11.64,2021-12-01,12.9,,,,False,,,,
274,澜起科技,688008.SH,True,2021-11-03,72.38,2021-12-14,73.0,2021-11-23,84.08,,,,False,,,,
275,至正股份,603991.SH,True,2021-11-18,41.07,2021-11-29,41.22,2021-11-22,42.88,,,,False,,,,
276,蔚蓝锂芯,002245.SZ,True,2021-11-05,24.17,2021-12-24,24.5,2021-11-30,33.01,,,,False,,,,
277,三湘印象,000863.SZ,True,2021-11-05,2.69,2021-11-29,2.72,2021-11-25,2.84,3.54,2.84,,True,,,,
278,中新赛克,002912.SZ,True,2021-11-03,30.18,2021-12-07,30.63,2021-12-01,32.86,,,,False,,,,
279,金智科技,002090.SZ,True,2021-12-07,9.32,2021-12-09,9.29,2021-12-08,9.4,,,,False,,,,
280,北鼎股份,300824.SZ,True,2021-11-03,18.91,2021-12-06,19.08,2021-11-26,20.33,,,,False,,,,
281,成都先导,688222.SH,True,2021-11-18,22.72,2021-12-23,22.62,2021-12-09,24.43,,,,False,,,,
282,鼎汉技术,300011.SZ,True,2021-11-03,6.84,2021-12-27,6.81,2021-11-12,7.8,,,,False,,,,
283,共创草坪,605099.SH,True,2021-11-03,33.61,2021-12-27,34.18,2021-11-19,38.76,,,,False,,,,
284,传艺科技,002866.SZ,True,2021-11-03,12.05,2021-12-20,12.12,2021-11-19,12.99,,,,False,,,,
285,新疆众和,600888.SH,True,2021-11-05,8.21,2021-12-24,8.12,2021-11-26,10.03,,,,False,,,,
286,广州港,601228.SH,True,2021-11-08,3.12,2021-11-29,3.13,2021-11-23,3.18,3.3,3.18,,True,,,,
287,苏宁环球,000718.SZ,True,2021-11-18,4.4,2021-11-29,4.41,2021-11-25,4.66,,,,False,,,,
288,中信出版,300788.SZ,True,2021-11-10,26.29,2021-12-06,26.35,2021-11-16,27.9,28.89,27.9,,True,,,,
289,水星家纺,603365.SH,True,2021-11-03,15.09,2021-12-06,15.39,2021-11-26,16.58,,,,False,,,,
290,中洲控股,000042.SZ,True,2021-11-09,6.89,2021-12-06,7.01,2021-11-25,7.22,7.73,7.22,,True,,,,
291,坤彩科技,603826.SH,True,2021-11-11,36.3,2021-12-27,37.0,2021-11-26,40.72,,,,False,,,,
292,生益电子,688183.SH,True,2021-11-03,13.16,2021-11-29,13.19,2021-11-17,13.85,,,,False,,,,
293,金证股份,600446.SH,True,2021-11-03,13.18,2021-12-20,13.37,2021-11-15,14.3,,,,False,,,,
294,直真科技,003007.SZ,True,2021-11-05,16.86,2021-12-07,17.02,2021-11-18,19.01,,,,False,,,,
295,节能风电,601016.SH,True,2021-11-16,6.25,2021-11-29,6.29,2021-11-22,6.61,,,,False,,,,
296,再升科技,603601.SH,True,2021-11-04,11.38,2021-12-07,11.49,2021-11-24,12.4,,,,False,,,,
297,学大教育,000526.SZ,True,2021-11-12,17.05,2021-11-26,17.28,2021-11-17,18.06,18.89,18.06,,True,,,,
298,渤海轮渡,603167.SH,True,2021-11-03,7.61,2021-12-07,7.7,2021-12-03,7.94,,,,False,,,,
299,青龙管业,002457.SZ,True,2021-11-05,7.44,2021-11-29,7.51,2021-11-15,7.74,8.28,7.74,,True,,,,
300,健之佳,605266.SH,True,2021-12-06,72.81,2021-12-20,72.2,2021-12-09,77.38,,,,False,,,,
301,森林包装,605500.SH,True,2021-11-03,16.64,2021-11-29,16.86,2021-11-25,17.61,,,,False,,,,
302,中国中车,601766.SH,True,2021-11-03,5.88,2021-11-29,5.95,2021-11-23,6.13,,,,False,,,,
303,罗普斯金,002333.SZ,True,2021-11-04,4.8,2021-12-07,4.86,2021-11-08,5.06,5.35,5.06,,True,,,,
304,丰林集团,601996.SH,True,2021-11-22,2.98,2021-11-25,2.99,2021-11-24,3.0,3.32,3.0,,True,,,,
305,玉龙股份,601028.SH,True,2021-11-03,16.1,2021-12-07,16.19,2021-11-17,17.7,,,,False,,,,
306,四环生物,000518.SZ,True,2021-11-04,3.16,2021-11-24,3.18,2021-11-15,3.25,3.5,3.25,,True,,,,
307,ST辉丰,002496.SZ,True,2021-11-08,2.63,2021-11-29,2.63,2021-11-11,2.72,,,,False,,,,
308,东宝生物,300239.SZ,True,2021-11-05,5.95,2021-12-07,6.02,2021-12-01,6.42,6.8,6.42,,True,,,,
309,亿通科技,300211.SZ,True,2021-11-08,12.5,2021-12-27,12.5,2021-11-12,14.45,,,,False,,,,
310,舒华体育,605299.SH,True,2021-12-02,18.16,2021-12-24,18.11,2021-12-15,19.36,,,,False,,,,
311,湘潭电化,002125.SZ,True,2021-11-16,11.01,2021-12-24,11.2,2021-11-30,13.28,,,,False,,,,
312,鲁泰A,000726.SZ,True,2021-11-30,6.04,2021-12-13,6.0,2021-12-01,6.15,,,,False,,,,
313,恒而达,300946.SZ,True,2021-11-03,73.48,2021-12-24,73.12,2021-11-17,91.75,,,,False,,,,
314,澳弘电子,605058.SH,True,2021-11-03,23.66,2021-12-24,24.02,2021-11-30,26.48,,,,False,,,,
315,三角防务,300775.SZ,True,2021-11-25,45.52,2021-12-20,45.44,2021-11-30,51.89,,,,False,,,,
316,新宁物流,300013.SZ,True,2021-11-03,3.96,2021-11-29,4.01,2021-11-19,4.35,,,,False,,,,
317,炬申股份,001202.SZ,True,2021-11-03,16.41,2021-12-07,16.54,2021-12-01,17.37,19.88,17.37,,True,,,,
318,黄山旅游,600054.SH,True,2021-11-03,8.75,2021-12-06,8.9,2021-11-15,9.58,,,,False,,,,
319,中山公用,000685.SZ,True,2021-11-05,8.29,2021-11-29,8.32,2021-11-23,8.76,,,,False,,,,
320,江苏租赁,600901.SH,True,2021-11-18,5.07,2021-11-29,5.07,2021-11-23,5.11,,,,False,,,,
321,开创国际,600097.SH,True,2021-11-03,9.73,2021-11-29,9.89,2021-11-12,10.5,11.06,10.5,,True,,,,
322,福能东方,300173.SZ,True,2021-11-03,6.3,2021-12-24,6.26,2021-11-23,8.05,,,,False,,,,
323,长城军工,601606.SH,True,2021-11-04,12.07,2021-12-02,12.25,2021-11-17,14.6,,,,False,,,,
324,来伊份,603777.SH,True,2021-11-12,12.26,2021-11-29,12.34,2021-11-24,12.72,15.12,12.72,,True,,,,
325,厦钨新能,688778.SH,True,2021-11-03,100.79,2021-12-27,100.8,2021-11-24,128.16,,,,False,,,,
326,禾盛新材,002290.SZ,True,2021-11-08,7.23,2021-12-24,7.3,2021-11-19,7.73,,,,False,,,,
327,中央商场,600280.SH,True,2021-12-06,2.77,2021-12-08,2.75,2021-12-06,2.77,,,,False,,,,
328,星光农机,603789.SH,True,2021-11-11,12.62,2021-11-29,12.62,2021-11-17,12.64,,,,False,,,,
329,世联行,002285.SZ,True,2021-11-08,3.57,2021-11-29,3.64,2021-11-11,3.86,3.98,3.86,,True,,,,
330,长园集团,600525.SH,True,2021-12-07,5.94,2021-12-27,5.9,2021-12-17,6.36,,,,False,,,,
331,松霖科技,603992.SH,True,2021-11-08,18.68,2021-12-20,18.75,2021-11-19,21.4,,,,False,,,,
332,华立股份,603038.SH,True,2021-12-07,12.68,2021-12-08,12.6,2021-12-07,12.68,13.57,12.68,,True,,,,
333,上海莱士,002252.SZ,True,2021-12-07,6.37,2021-12-08,6.36,2021-12-07,6.37,6.61,6.37,,True,,,,
334,海泰发展,600082.SH,True,2021-11-03,2.71,2021-11-29,2.75,2021-11-16,2.9,,,,False,,,,
335,国瑞科技,300600.SZ,True,2021-11-08,10.1,2021-11-26,10.3,2021-11-18,11.19,,,,False,,,,
336,新野纺织,002087.SZ,True,2021-11-03,3.31,2021-11-29,3.35,2021-11-24,3.45,,,,False,,,,
337,新致软件,688590.SH,True,2021-11-03,16.62,2021-12-07,16.9,2021-11-24,20.04,,,,False,,,,
338,太阳纸业,002078.SZ,True,2021-11-29,11.29,2021-12-27,11.25,2021-12-01,11.93,,,,False,,,,
339,赛伍技术,603212.SH,True,2021-11-05,30.0,2021-12-27,29.5,2021-11-29,39.92,,,,False,,,,
340,兴业证券,601377.SH,True,2021-11-05,8.4,2021-11-30,8.56,2021-11-11,8.88,9.82,8.88,,True,,,,
341,三花智控,002050.SZ,True,2021-11-29,22.6,2021-12-20,22.44,2021-12-02,24.26,,,,False,,,,
342,现代投资,000900.SZ,True,2021-11-03,3.95,2021-11-29,4.0,2021-11-24,4.07,,,,False,,,,
343,奋达科技,002681.SZ,True,2021-11-03,3.59,2021-12-06,3.59,2021-11-17,4.05,,,,False,,,,
344,华侨城A,000069.SZ,True,2021-11-05,5.92,2021-11-30,5.93,2021-11-11,6.64,7.04,6.64,,True,,,,
345,郑州煤电,600121.SH,True,2021-11-16,4.65,2021-11-29,4.72,2021-11-24,4.92,,,,False,,,,
346,ST摩登,002656.SZ,True,2021-11-08,2.61,2021-11-29,2.63,2021-11-19,2.93,,,,False,,,,
347,华扬联众,603825.SH,True,2021-11-03,16.19,2021-12-06,16.46,2021-11-17,19.13,27.0,19.13,,True,,,,
348,若羽臣,003010.SZ,True,2021-11-03,18.99,2021-12-06,19.34,2021-11-24,20.56,22.46,20.56,,True,,,,
349,瀚蓝环境,600323.SH,True,2021-11-05,21.16,2021-12-28,20.87,2021-12-16,22.23,,,,False,,,,
350,闰土股份,002440.SZ,True,2021-11-29,8.93,2021-12-15,8.81,2021-12-03,9.2,,,,False,,,,
351,江龙船艇,300589.SZ,True,2021-11-16,23.01,2021-12-24,23.43,2021-12-08,26.37,,,,False,,,,
352,长春燃气,600333.SH,True,2021-12-07,6.11,2021-12-20,6.0,2021-12-16,6.27,,,,False,,,,
353,九联科技,688609.SH,True,2021-11-03,12.35,2021-12-27,12.58,2021-11-23,14.97,,,,False,,,,
354,重庆钢铁,601005.SH,True,2021-11-16,1.97,2021-11-29,2.0,2021-11-23,2.06,,,,False,,,,
355,东方电缆,603606.SH,True,2021-11-10,46.2,2021-12-24,45.76,2021-11-18,60.1,,,,False,,,,
356,长虹美菱,000521.SZ,True,2021-11-03,3.17,2021-11-29,3.22,2021-11-24,3.35,3.56,3.35,,True,,,,
357,安车检测,300572.SZ,True,2021-11-08,18.0,2021-12-24,18.2,2021-11-30,21.45,,,,False,,,,
358,高盟新材,300200.SZ,True,2021-11-03,8.98,2021-12-24,9.11,2021-12-01,10.25,,,,False,,,,
359,信达地产,600657.SH,True,2021-11-04,3.15,2021-11-30,3.2,2021-11-11,3.35,3.63,3.35,,True,,,,
360,长江投资,600119.SH,True,2021-11-16,7.04,2021-12-06,7.05,2021-11-24,7.41,7.64,7.41,,True,,,,
361,深纺织A,000045.SZ,True,2021-11-03,8.8,2021-12-24,8.96,2021-11-17,10.54,,,,False,,,,
362,银座股份,600858.SH,True,2021-11-04,4.78,2021-12-06,4.86,2021-11-24,5.31,,,,False,,,,
363,哈投股份,600864.SH,True,2021-11-05,5.57,2021-11-29,5.65,2021-11-11,5.8,6.0,5.8,,True,,,,
364,七彩化学,300758.SZ,True,2021-11-08,13.48,2021-12-24,13.71,2021-11-23,15.94,,,,False,,,,
365,健盛集团,603558.SH,True,2021-11-12,10.6,2021-12-20,10.62,2021-12-01,12.26,,,,False,,,,
366,建科机械,300823.SZ,True,2021-11-03,22.36,2021-12-24,22.13,2021-12-02,24.98,,,,False,,,,
367,龙大肉食,002726.SZ,True,2021-11-12,9.72,2021-12-20,9.82,2021-11-26,12.11,,,,False,,,,
368,神农科技,300189.SZ,True,2021-11-03,4.47,2021-12-06,4.48,2021-11-12,4.93,,,,False,,,,
369,南京港,002040.SZ,True,2021-11-03,5.8,2021-11-29,5.82,2021-11-18,5.97,,,,False,,,,
370,中欣氟材,002915.SZ,True,2021-11-05,26.18,2021-12-24,26.68,2021-12-01,34.55,,,,False,,,,
371,大博医疗,002901.SZ,True,2021-11-08,46.3,2021-12-06,46.86,2021-11-25,49.95,,,,False,,,,
372,孚日股份,002083.SZ,True,2021-11-08,4.11,2021-12-13,4.18,2021-12-01,4.31,4.47,4.31,,True,,,,
373,天士力,600535.SH,True,2021-11-08,13.03,2021-11-24,13.09,2021-11-17,13.28,15.04,13.28,,True,,,,
374,国盾量子,688027.SH,True,2021-11-10,169.93,2021-12-24,169.47,2021-11-29,191.82,,,,False,,,,
375,浦东建设,600284.SH,True,2021-11-05,5.7,2021-11-29,5.8,2021-11-24,5.87,6.23,5.87,,True,,,,
376,光迅科技,002281.SZ,True,2021-11-03,22.07,2021-12-24,22.03,2021-11-24,24.26,,,,False,,,,
377,光大银行,601818.SH,True,2021-11-10,3.31,2021-12-20,3.31,2021-12-03,3.41,,,,False,,,,
378,联络互动,002280.SZ,True,2021-11-08,4.49,2021-12-20,4.57,2021-11-30,5.44,,,,False,,,,
379,沪农商行,601825.SH,True,2021-12-07,6.8,2021-12-24,6.73,2021-12-09,6.87,,,,False,,,,
380,洁特生物,688026.SH,True,2021-11-12,68.08,2021-12-21,68.1,2021-11-17,79.95,88.35,79.95,,True,,,,
381,上海能源,600508.SH,True,2021-11-16,10.01,2021-11-29,10.06,2021-11-24,10.54,,,,False,,,,
382,天顺风能,002531.SZ,True,2021-11-24,18.4,2021-12-27,18.13,2021-12-15,21.28,,,,False,,,,
383,重庆水务,601158.SH,True,2021-11-05,6.08,2021-11-25,6.16,2021-11-15,6.41,,,,False,,,,
384,中恒集团,600252.SH,True,2021-11-05,3.03,2021-11-24,3.08,2021-11-16,3.14,3.57,3.14,,True,,,,
385,丸美股份,603983.SH,True,2021-11-03,29.55,2021-11-29,29.92,2021-11-24,31.2,32.51,31.2,,True,,,,
386,凯普生物,300639.SZ,True,2021-11-08,27.3,2021-12-21,27.48,2021-11-30,30.46,,,,False,,,,
387,哈三联,002900.SZ,True,2021-11-05,20.07,2021-12-23,20.44,2021-11-17,22.92,,,,False,,,,
388,国机重装,601399.SH,True,2021-11-26,3.54,2021-12-14,3.52,2021-12-02,3.65,3.85,3.65,,True,,,,
389,一心堂,002727.SZ,True,2021-11-12,33.02,2021-12-02,33.42,2021-11-26,35.65,36.88,35.65,,True,,,,
390,利群股份,601366.SH,True,2021-11-09,5.96,2021-11-24,5.96,2021-11-11,6.01,,,,False,,,,
391,高测股份,688556.SH,True,2021-11-08,67.0,2021-12-27,66.88,2021-11-26,87.52,,,,False,,,,
392,贝仕达克,300822.SZ,True,2021-11-05,22.31,2021-12-24,21.89,2021-11-22,24.99,,,,False,,,,
393,苏州高新,600736.SH,True,2021-11-05,4.24,2021-11-29,4.3,2021-11-23,4.41,4.56,4.41,,True,,,,
394,安必平,688393.SH,True,2021-11-08,28.27,2021-12-07,28.59,2021-11-25,30.94,,,,False,,,,
395,乐普医疗,300003.SZ,True,2021-11-03,21.22,2021-12-17,21.41,2021-11-16,22.53,,,,False,,,,
396,联德股份,605060.SH,True,2021-12-06,16.47,2021-12-27,16.32,2021-12-10,16.89,,,,False,,,,
397,深天马A,000050.SZ,True,2021-11-03,12.3,2021-11-29,12.35,2021-11-23,12.83,,,,False,,,,
398,歌力思,603808.SH,True,2021-11-04,14.08,2021-12-27,14.17,2021-11-15,15.75,,,,False,,,,
399,宁波建工,601789.SH,True,2021-11-05,3.46,2021-11-29,3.49,2021-11-25,3.58,3.74,3.58,,True,,,,
400,电科院,300215.SZ,True,2021-11-11,9.62,2021-12-27,9.72,2021-11-25,11.47,,,,False,,,,
401,吉大正元,003029.SZ,True,2021-11-03,19.76,2021-12-24,19.85,2021-11-30,21.95,,,,False,,,,
402,赛象科技,002337.SZ,True,2021-11-03,3.65,2021-12-07,3.66,2021-11-12,4.42,,,,False,,,,
403,百利电气,600468.SH,True,2021-11-03,5.07,2021-12-27,5.11,2021-11-17,5.87,,,,False,,,,
404,白云山,600332.SH,True,2021-11-03,28.86,2021-11-24,29.12,2021-11-17,29.51,32.59,29.51,,True,,,,
405,金隅集团,601992.SH,True,2021-11-10,2.67,2021-11-26,2.68,2021-11-11,2.75,,,,False,,,,
406,一拖股份,601038.SH,True,2021-11-16,12.19,2021-11-26,12.22,2021-11-23,12.54,13.52,12.54,,True,,,,
407,天元股份,003003.SZ,True,2021-11-03,10.78,2021-12-27,10.85,2021-12-02,11.71,,,,False,,,,
408,珀莱雅,603605.SH,True,2021-11-15,188.89,2021-11-26,191.08,2021-11-19,198.37,209.0,198.37,,True,,,,
409,智明达,688636.SH,True,2021-11-05,137.32,2021-12-27,136.1,2021-11-18,166.06,,,,False,,,,
410,科信技术,300565.SZ,True,2021-11-03,11.5,2021-12-24,11.46,2021-12-01,13.73,,,,False,,,,
411,山东墨龙,002490.SZ,True,2021-11-08,4.02,2021-11-29,4.07,2021-11-19,4.33,6.06,4.33,,True,,,,
412,ST中安,600654.SH,True,2021-11-03,1.86,2021-11-26,1.86,2021-11-19,1.94,2.18,1.94,,True,,,,
413,福建金森,002679.SZ,True,2021-11-08,12.93,2021-12-21,13.05,2021-12-01,15.14,,,,False,,,,
414,格林精密,300968.SZ,True,2021-11-04,12.68,2021-12-07,12.83,2021-11-15,14.75,,,,False,,,,
415,泛海控股,000046.SZ,True,2021-11-09,1.72,2021-11-29,1.72,2021-11-11,1.8,1.88,1.8,,True,,,,
416,梦网科技,002123.SZ,True,2021-12-07,17.16,2021-12-20,16.98,2021-12-14,18.3,,,,False,,,,
417,京投发展,600683.SH,True,2021-12-07,5.41,2021-12-28,5.35,2021-12-21,6.12,,,,False,,,,
418,通化东宝,600867.SH,True,2021-12-06,10.75,2021-12-15,10.61,2021-12-09,10.94,,,,False,,,,
419,荣丰控股,000668.SZ,True,2021-11-03,13.53,2021-12-08,13.48,2021-11-11,14.34,15.03,14.34,,True,,,,
420,金房节能,001210.SZ,True,2021-12-06,35.06,2021-12-20,35.05,2021-12-15,36.41,,,,False,,,,
421,中科星图,688568.SH,True,2021-11-03,67.31,2021-12-07,68.47,2021-11-22,78.8,,,,False,,,,
422,珍宝岛,603567.SH,True,2021-12-03,14.82,2021-12-23,14.77,2021-12-06,15.6,,,,False,,,,
423,鞍钢股份,000898.SZ,True,2021-11-16,3.59,2021-11-30,3.63,2021-11-24,3.76,,,,False,,,,
424,拓斯达,300607.SZ,True,2021-11-03,15.21,2021-12-27,15.07,2021-11-15,16.66,,,,False,,,,
425,中国人寿,601628.SH,True,2021-11-10,28.55,2021-11-29,28.82,2021-11-24,29.56,,,,False,,,,
426,中国铝业,601600.SH,True,2021-11-16,5.2,2021-11-30,5.2,2021-11-24,5.4,6.21,5.4,,True,,,,
427,新时达,002527.SZ,True,2021-11-03,7.51,2021-12-27,7.65,2021-11-25,8.5,,,,False,,,,
428,佳禾食品,605300.SH,True,2021-11-03,18.01,2021-12-06,18.33,2021-11-24,21.15,,,,False,,,,
429,山石网科,688030.SH,True,2021-11-03,27.19,2021-12-27,27.45,2021-12-01,30.99,,,,False,,,,
430,东鹏饮料,605499.SH,True,2021-11-10,175.0,2021-12-20,176.14,2021-12-13,195.61,,,,False,,,,
431,威派格,603956.SH,True,2021-11-03,15.84,2021-12-07,16.0,2021-12-02,17.47,,,,False,,,,
432,博济医药,300404.SZ,True,2021-11-08,12.6,2021-12-24,12.54,2021-11-19,15.71,,,,False,,,,
433,宏昌电子,603002.SH,True,2021-11-03,7.02,2021-12-27,7.11,2021-12-01,8.45,,,,False,,,,
434,吉华集团,603980.SH,True,2021-11-05,5.94,2021-11-29,6.02,2021-11-15,6.15,,,,False,,,,
435,正帆科技,688596.SH,True,2021-11-08,23.28,2021-12-24,23.66,2021-11-22,29.74,,,,False,,,,
436,金螳螂,002081.SZ,True,2021-11-05,5.62,2021-11-30,5.68,2021-11-24,5.9,6.09,5.9,,True,,,,
437,秀强股份,300160.SZ,True,2021-12-07,7.56,2021-12-24,7.47,2021-12-21,8.05,,,,False,,,,
438,元力股份,300174.SZ,True,2021-11-03,15.92,2021-12-24,16.16,2021-12-01,19.07,,,,False,,,,
439,赣能股份,000899.SZ,True,2021-11-10,4.99,2021-11-30,5.05,2021-11-24,5.22,5.83,5.22,,True,,,,
440,普莱柯,603566.SH,True,2021-11-08,17.98,2021-12-17,18.11,2021-11-19,19.6,21.37,19.6,,True,,,,
441,新华锦,600735.SH,True,2021-11-09,6.43,2021-12-27,6.49,2021-12-03,7.4,,,,False,,,,
442,乔治白,002687.SZ,True,2021-11-16,6.66,2021-12-20,6.65,2021-11-29,7.79,,,,False,,,,
443,普联软件,300996.SZ,True,2021-11-03,30.53,2021-12-27,30.64,2021-12-01,37.41,,,,False,,,,
444,浙商中拓,000906.SZ,True,2021-11-03,10.14,2021-12-07,10.29,2021-11-19,11.22,,,,False,,,,
445,每日互动,300766.SZ,True,2021-11-03,14.01,2021-11-29,14.11,2021-11-24,15.12,,,,False,,,,
446,ST天马,002122.SZ,True,2021-11-05,2.84,2021-12-27,2.86,2021-12-01,3.14,,,,False,,,,
447,西安饮食,000721.SZ,True,2021-11-03,3.58,2021-11-29,3.61,2021-11-15,3.81,4.0,3.81,,True,,,,
448,长沙银行,601577.SH,True,2021-11-05,7.73,2021-11-29,7.81,2021-11-15,7.92,,,,False,,,,
449,珠江钢琴,002678.SZ,True,2021-11-05,6.53,2021-11-29,6.57,2021-11-17,6.73,6.98,6.73,,True,,,,
450,豫园股份,600655.SH,True,2021-11-09,9.51,2021-11-29,9.52,2021-11-16,10.03,,,,False,,,,
451,百合花,603823.SH,True,2021-11-05,14.3,2021-12-24,14.38,2021-11-22,15.32,,,,False,,,,
452,麒盛科技,603610.SH,True,2021-12-07,25.52,2021-12-27,25.29,2021-12-14,27.0,,,,False,,,,
453,*ST亚星,600319.SH,True,2021-11-05,5.39,2021-12-24,5.42,2021-11-29,5.86,,,,False,,,,
454,金陵饭店,601007.SH,True,2021-11-05,5.27,2021-12-06,5.36,2021-11-25,5.57,,,,False,,,,
455,英威腾,002334.SZ,True,2021-11-03,7.41,2021-12-27,7.3,2021-11-29,8.59,,,,False,,,,
456,华发股份,600325.SH,True,2021-11-09,5.16,2021-11-30,5.25,2021-11-11,5.49,5.96,5.49,,True,,,,
457,大唐发电,601991.SH,True,2021-11-16,2.51,2021-11-30,2.53,2021-11-24,2.6,3.25,2.6,,True,,,,
458,艾迪精密,603638.SH,True,2021-12-06,30.91,2021-12-23,30.78,2021-12-13,32.34,,,,False,,,,
459,宏达股份,600331.SH,True,2021-11-16,3.25,2021-12-27,3.26,2021-12-06,3.68,,,,False,,,,
460,欣贺股份,003016.SZ,True,2021-11-05,10.02,2021-12-06,10.2,2021-11-16,11.65,,,,False,,,,
