,股票名称,股票代码,形态识别,左底id,左底价格,右底id,右底价格,中顶id,中顶价格,收盘价格,颈线价格,首次突破,突破幅度,当日涨幅,突破放量,当前成交量-手,平均成交量-手
178,水星家纺,603365.SH,True,2021-12-24 00:00:00,16.09,2022-01-25 00:00:00,16.1,2022-01-17 00:00:00,17.88,,,,False,,,,
179,中洲控股,000042.SZ,True,2021-12-28 00:00:00,7.73,2022-01-27 00:00:00,7.76,2022-01-10 00:00:00,8.7,,,,False,,,,
180,广宇集团,002133.SZ,True,2021-12-29 00:00:00,3.09,2022-01-25 00:00:00,3.15,2022-01-13 00:00:00,3.43,3.81,3.43,,True,,,,
181,坤彩科技,603826.SH,True,2022-01-14 00:00:00,36.63,2022-01-21 00:00:00,37.29,2022-01-18 00:00:00,37.8,52.3,37.8,,True,,,,
182,生益电子,688183.SH,True,2022-01-27 00:00:00,12.26,2022-02-14 00:00:00,12.24,2022-02-09 00:00:00,12.77,,,,False,,,,
183,协和电子,605258.SH,True,2022-01-27 00:00:00,27.26,2022-02-11 00:00:00,26.93,2022-02-09 00:00:00,28.28,,,,False,,,,
184,金洲管道,002443.SZ,True,2021-12-24 00:00:00,7.45,2022-01-28 00:00:00,7.5,2022-01-07 00:00:00,9.77,,,,False,,,,
185,再升科技,603601.SH,True,2022-01-28 00:00:00,10.13,2022-02-24 00:00:00,9.97,2022-02-18 00:00:00,10.44,,,,False,,,,
186,青龙管业,002457.SZ,True,2021-12-24 00:00:00,8.05,2022-01-25 00:00:00,8.05,2022-01-07 00:00:00,10.13,,,,False,,,,
187,富安娜,002327.SZ,True,2021-12-28 00:00:00,8.48,2022-02-24 00:00:00,8.45,2022-01-12 00:00:00,9.49,,,,False,,,,
188,健之佳,605266.SH,True,2021-12-24 00:00:00,73.0,2022-02-25 00:00:00,73.09,2022-01-11 00:00:00,86.6,,,,False,,,,
189,税友股份,603171.SH,True,2022-01-14 00:00:00,32.15,2022-01-28 00:00:00,32.26,2022-01-19 00:00:00,40.47,,,,False,,,,
190,科力远,600478.SH,True,2022-01-27 00:00:00,6.06,2022-02-24 00:00:00,5.97,2022-02-09 00:00:00,6.3,,,,False,,,,
191,中国中车,601766.SH,True,2022-01-28 00:00:00,5.82,2022-02-24 00:00:00,5.8,2022-02-10 00:00:00,6.08,,,,False,,,,
192,熙菱信息,300588.SZ,True,2021-12-27 00:00:00,13.11,2022-02-17 00:00:00,12.88,2022-01-20 00:00:00,18.3,,,,False,,,,
193,岭南控股,000524.SZ,True,2021-12-24 00:00:00,7.1,2022-01-27 00:00:00,7.14,2022-01-25 00:00:00,8.14,8.85,8.14,,True,,,,
194,天房发展,600322.SH,True,2022-01-25 00:00:00,2.03,2022-02-07 00:00:00,2.02,2022-01-26 00:00:00,2.12,,,,False,,,,
195,八亿时空,688181.SH,True,2022-01-25 00:00:00,43.56,2022-02-14 00:00:00,43.21,2022-02-10 00:00:00,44.86,,,,False,,,,
196,曲美家居,603818.SH,True,2022-01-27 00:00:00,11.33,2022-02-11 00:00:00,11.15,2022-02-10 00:00:00,11.95,12.75,11.95,,True,,,,
197,天喻信息,300205.SZ,True,2021-12-27 00:00:00,12.31,2022-01-27 00:00:00,12.55,2022-01-17 00:00:00,14.9,17.24,14.9,,True,,,,
198,利欧股份,002131.SZ,True,2022-01-27 00:00:00,2.28,2022-02-07 00:00:00,2.26,2022-01-28 00:00:00,2.31,,,,False,,,,
199,鲁泰A,000726.SZ,True,2021-12-28 00:00:00,6.26,2022-01-25 00:00:00,6.37,2022-01-11 00:00:00,6.99,,,,False,,,,
200,中科金财,002657.SZ,True,2022-01-11 00:00:00,11.71,2022-01-27 00:00:00,11.85,2022-01-21 00:00:00,15.59,,,,False,,,,
201,顶固集创,300749.SZ,True,2022-01-27 00:00:00,8.26,2022-02-07 00:00:00,8.14,2022-01-28 00:00:00,8.49,,,,False,,,,
202,盘龙药业,002864.SZ,True,2022-01-27 00:00:00,25.08,2022-02-11 00:00:00,24.9,2022-02-09 00:00:00,26.1,,,,False,,,,
203,新宁物流,300013.SZ,True,2022-01-27 00:00:00,3.86,2022-02-24 00:00:00,3.8,2022-02-09 00:00:00,4.1,,,,False,,,,
204,立华股份,300761.SZ,True,2022-01-25 00:00:00,33.54,2022-02-15 00:00:00,33.21,2022-02-10 00:00:00,38.73,,,,False,,,,
205,*ST博信,600083.SH,True,2021-12-31 00:00:00,5.72,2022-01-25 00:00:00,5.78,2022-01-17 00:00:00,6.5,9.55,6.5,,True,,,,
206,福能东方,300173.SZ,True,2022-01-27 00:00:00,5.5,2022-02-07 00:00:00,5.49,2022-01-28 00:00:00,5.67,,,,False,,,,
207,合锻智能,603011.SH,True,2021-12-24 00:00:00,6.99,2022-01-27 00:00:00,7.0,2021-12-29 00:00:00,9.31,,,,False,,,,
208,交大昂立,600530.SH,True,2021-12-24 00:00:00,3.85,2022-01-27 00:00:00,3.89,2022-01-07 00:00:00,5.97,,,,False,,,,
209,义翘神州,301047.SZ,True,2022-01-27 00:00:00,316.66,2022-02-14 00:00:00,315.05,2022-02-09 00:00:00,327.36,,,,False,,,,
210,中央商场,600280.SH,True,2022-01-27 00:00:00,2.72,2022-02-24 00:00:00,2.67,2022-02-08 00:00:00,2.9,,,,False,,,,
211,星期六,002291.SZ,True,2022-01-26 00:00:00,17.04,2022-02-22 00:00:00,16.75,2022-02-10 00:00:00,18.79,,,,False,,,,
212,金诚信,603979.SH,True,2022-01-11 00:00:00,20.14,2022-01-27 00:00:00,20.32,2022-01-18 00:00:00,22.77,23.8,22.77,,True,,,,
213,长园集团,600525.SH,True,2022-01-27 00:00:00,5.19,2022-02-14 00:00:00,5.17,2022-02-09 00:00:00,5.36,,,,False,,,,
214,老板电器,002508.SZ,True,2022-01-28 00:00:00,34.47,2022-02-24 00:00:00,34.02,2022-02-09 00:00:00,36.58,,,,False,,,,
215,上海医药,601607.SH,True,2022-01-28 00:00:00,18.88,2022-02-24 00:00:00,18.55,2022-02-09 00:00:00,19.56,,,,False,,,,
216,上海莱士,002252.SZ,True,2021-12-24 00:00:00,6.6,2022-02-17 00:00:00,6.59,2022-01-17 00:00:00,7.58,,,,False,,,,
217,三花智控,002050.SZ,True,2022-01-27 00:00:00,18.96,2022-02-11 00:00:00,18.83,2022-02-08 00:00:00,19.45,20.32,19.45,True,True,1.8546,False,,
218,莱美药业,300006.SZ,True,2022-01-27 00:00:00,5.2,2022-02-22 00:00:00,5.17,2022-02-09 00:00:00,5.46,,,,False,,,,
219,华润微,688396.SH,True,2022-01-28 00:00:00,54.69,2022-02-21 00:00:00,54.2,2022-02-10 00:00:00,57.1,,,,False,,,,
220,金力永磁,300748.SZ,True,2022-01-27 00:00:00,35.3,2022-02-11 00:00:00,35.24,2022-02-09 00:00:00,36.45,39.53,36.45,,True,,,,
221,华侨城A,000069.SZ,True,2021-12-24 00:00:00,6.83,2022-02-25 00:00:00,6.9,2022-01-19 00:00:00,8.17,,,,False,,,,
222,国金证券,600109.SH,True,2022-01-27 00:00:00,10.35,2022-02-25 00:00:00,10.25,2022-02-21 00:00:00,10.68,,,,False,,,,
223,荣联科技,002642.SZ,True,2021-12-28 00:00:00,5.57,2022-01-28 00:00:00,5.67,2022-01-24 00:00:00,7.13,,,,False,,,,
224,舒泰神,300204.SZ,True,2022-01-07 00:00:00,15.6,2022-02-07 00:00:00,15.75,2022-01-19 00:00:00,28.13,,,,False,,,,
225,贵阳银行,601997.SH,True,2021-12-29 00:00:00,6.49,2022-01-28 00:00:00,6.52,2022-01-20 00:00:00,6.79,,,,False,,,,
226,腾龙股份,603158.SH,True,2022-01-28 00:00:00,14.27,2022-02-17 00:00:00,14.22,2022-02-10 00:00:00,15.44,,,,False,,,,
227,若羽臣,003010.SZ,True,2022-01-27 00:00:00,18.79,2022-02-24 00:00:00,18.5,2022-02-10 00:00:00,19.45,,,,False,,,,
228,美克家居,600337.SH,True,2022-01-25 00:00:00,3.41,2022-02-24 00:00:00,3.37,2022-02-08 00:00:00,3.62,,,,False,,,,
229,松井股份,688157.SH,True,2022-01-27 00:00:00,92.66,2022-02-14 00:00:00,92.3,2022-02-10 00:00:00,98.43,104.99,98.43,True,True,7.2969,True,415724,195741.28205128206
230,仙琚制药,002332.SZ,True,2022-01-27 00:00:00,10.84,2022-02-17 00:00:00,10.79,2022-02-10 00:00:00,11.4,,,,False,,,,
231,闰土股份,002440.SZ,True,2021-12-24 00:00:00,8.95,2022-02-24 00:00:00,8.93,2022-01-11 00:00:00,10.0,,,,False,,,,
232,江龙船艇,300589.SZ,True,2022-01-28 00:00:00,20.87,2022-02-11 00:00:00,20.74,2022-02-09 00:00:00,21.8,,,,False,,,,
233,凯迪股份,605288.SH,True,2022-01-27 00:00:00,54.29,2022-02-14 00:00:00,53.99,2022-02-08 00:00:00,57.02,,,,False,,,,
234,豪能股份,603809.SH,True,2022-01-11 00:00:00,18.84,2022-02-25 00:00:00,19.12,2022-02-10 00:00:00,21.98,,,,False,,,,
235,荣盛石化,002493.SZ,True,2021-12-24 00:00:00,17.48,2022-01-27 00:00:00,17.72,2022-01-13 00:00:00,19.47,,,,False,,,,
236,铁龙物流,600125.SH,True,2021-12-28 00:00:00,5.14,2022-01-25 00:00:00,5.19,2022-01-10 00:00:00,5.69,,,,False,,,,
237,南风化工,000737.SZ,True,2021-12-24 00:00:00,7.31,2022-01-18 00:00:00,7.38,2022-01-04 00:00:00,7.65,8.2,7.65,,True,,,,
238,青青稞酒,002646.SZ,True,2022-01-28 00:00:00,17.26,2022-02-25 00:00:00,17.11,2022-02-21 00:00:00,18.55,,,,False,,,,
239,瀛通通讯,002861.SZ,True,2022-01-27 00:00:00,11.93,2022-02-15 00:00:00,11.71,2022-02-09 00:00:00,12.39,,,,False,,,,
240,银座股份,600858.SH,True,2022-01-27 00:00:00,4.97,2022-02-24 00:00:00,4.93,2022-02-08 00:00:00,5.36,,,,False,,,,
241,会通股份,688219.SH,True,2022-01-27 00:00:00,10.77,2022-02-24 00:00:00,10.74,2022-02-09 00:00:00,11.16,,,,False,,,,
242,德美化工,002054.SZ,True,2021-12-24 00:00:00,9.1,2022-01-27 00:00:00,9.27,2022-01-13 00:00:00,10.81,,,,False,,,,
243,浙矿股份,300837.SZ,True,2022-01-27 00:00:00,47.0,2022-02-11 00:00:00,46.68,2022-02-07 00:00:00,48.74,,,,False,,,,
244,雷曼光电,300162.SZ,True,2022-01-27 00:00:00,8.99,2022-02-24 00:00:00,8.87,2022-02-09 00:00:00,9.64,,,,False,,,,
245,大博医疗,002901.SZ,True,2022-01-25 00:00:00,46.81,2022-02-24 00:00:00,45.95,2022-02-10 00:00:00,49.95,,,,False,,,,
246,工商银行,601398.SH,True,2021-12-31 00:00:00,4.63,2022-01-17 00:00:00,4.65,2022-01-10 00:00:00,4.75,,,,False,,,,
247,迦南科技,300412.SZ,True,2021-12-24 00:00:00,13.51,2022-02-11 00:00:00,13.31,2022-01-17 00:00:00,24.82,,,,False,,,,
248,光大银行,601818.SH,True,2021-12-24 00:00:00,3.32,2022-01-28 00:00:00,3.34,2022-01-20 00:00:00,3.45,,,,False,,,,
249,联络互动,002280.SZ,True,2022-01-27 00:00:00,3.53,2022-02-24 00:00:00,3.49,2022-02-21 00:00:00,3.84,,,,False,,,,
250,沃格光电,603773.SH,True,2021-12-29 00:00:00,20.27,2022-02-14 00:00:00,19.97,2022-01-18 00:00:00,24.76,,,,False,,,,
251,天顺风能,002531.SZ,True,2022-01-13 00:00:00,16.37,2022-01-19 00:00:00,16.37,2022-01-18 00:00:00,16.85,20.5,16.85,,True,,,,
252,万邦德,002082.SZ,True,2022-01-27 00:00:00,11.64,2022-02-11 00:00:00,11.51,2022-02-09 00:00:00,12.09,,,,False,,,,
253,元利科技,603217.SH,True,2022-01-28 00:00:00,39.0,2022-02-14 00:00:00,38.4,2022-02-08 00:00:00,40.7,42.56,40.7,,True,,,,
254,金科股份,000656.SZ,True,2021-12-30 00:00:00,4.39,2022-02-07 00:00:00,4.4,2022-01-20 00:00:00,5.37,,,,False,,,,
255,利群股份,601366.SH,True,2021-12-24 00:00:00,6.17,2022-01-17 00:00:00,6.29,2022-01-17 00:00:00,6.29,6.8,6.29,,True,,,,
256,獐子岛,002069.SZ,True,2021-12-24 00:00:00,3.06,2022-01-27 00:00:00,3.12,2022-01-18 00:00:00,4.26,,,,False,,,,
257,王府井,600859.SH,True,2022-01-19 00:00:00,26.3,2022-02-25 00:00:00,26.16,2022-02-10 00:00:00,29.17,,,,False,,,,
258,易瑞生物,300942.SZ,True,2021-12-28 00:00:00,26.44,2022-02-24 00:00:00,26.03,2022-01-14 00:00:00,40.8,,,,False,,,,
259,东南网架,002135.SZ,True,2021-12-27 00:00:00,9.9,2022-02-14 00:00:00,9.99,2022-01-10 00:00:00,12.47,,,,False,,,,
260,科陆电子,002121.SZ,True,2022-01-25 00:00:00,4.95,2022-02-16 00:00:00,4.86,2022-02-09 00:00:00,5.08,,,,False,,,,
261,深天马A,000050.SZ,True,2022-01-27 00:00:00,11.83,2022-02-25 00:00:00,11.78,2022-02-09 00:00:00,12.29,,,,False,,,,
262,仁东控股,002647.SZ,True,2022-01-27 00:00:00,8.21,2022-02-24 00:00:00,8.19,2022-02-10 00:00:00,9.5,,,,False,,,,
263,嘉麟杰,002486.SZ,True,2021-12-28 00:00:00,2.73,2022-02-24 00:00:00,2.74,2022-01-06 00:00:00,3.75,,,,False,,,,
264,福能股份,600483.SH,True,2022-01-27 00:00:00,12.66,2022-02-22 00:00:00,12.42,2022-02-10 00:00:00,13.92,,,,False,,,,
265,吉大正元,003029.SZ,True,2022-01-28 00:00:00,19.84,2022-02-07 00:00:00,19.56,2022-01-28 00:00:00,19.84,23.45,19.84,,True,,,,
266,中岩大地,003001.SZ,True,2021-12-29 00:00:00,20.26,2022-01-18 00:00:00,20.62,2022-01-10 00:00:00,21.76,22.7,21.76,,True,,,,
267,南京证券,601990.SH,True,2022-01-27 00:00:00,8.95,2022-02-24 00:00:00,8.84,2022-02-10 00:00:00,9.27,,,,False,,,,
268,珀莱雅,603605.SH,True,2022-01-28 00:00:00,169.05,2022-02-10 00:00:00,168.22,2022-02-07 00:00:00,172.58,182.79,172.58,,True,,,,
269,大秦铁路,601006.SH,True,2021-12-28 00:00:00,6.32,2022-01-17 00:00:00,6.44,2022-01-11 00:00:00,6.58,6.84,6.58,,True,,,,
270,新力金融,600318.SH,True,2022-01-27 00:00:00,10.28,2022-02-07 00:00:00,10.09,2022-01-28 00:00:00,10.36,13.5,10.36,,True,,,,
271,双良节能,600481.SH,True,2022-01-11 00:00:00,9.6,2022-01-27 00:00:00,9.66,2022-01-18 00:00:00,10.75,12.3,10.75,,True,,,,
272,山东墨龙,002490.SZ,True,2022-01-27 00:00:00,4.61,2022-02-15 00:00:00,4.59,2022-02-08 00:00:00,4.84,,,,False,,,,
273,重庆啤酒,600132.SH,True,2022-01-11 00:00:00,126.38,2022-01-19 00:00:00,127.5,2022-01-18 00:00:00,130.82,135.61,130.82,,True,,,,
274,利君股份,002651.SZ,True,2022-01-27 00:00:00,9.9,2022-02-22 00:00:00,9.85,2022-02-09 00:00:00,10.37,,,,False,,,,
275,华宏科技,002645.SZ,True,2021-12-24 00:00:00,22.06,2022-02-22 00:00:00,21.9,2022-01-14 00:00:00,25.45,,,,False,,,,
276,三利谱,002876.SZ,True,2022-01-27 00:00:00,51.26,2022-02-24 00:00:00,50.85,2022-02-16 00:00:00,55.3,,,,False,,,,
277,拉卡拉,300773.SZ,True,2022-01-27 00:00:00,25.37,2022-02-24 00:00:00,25.29,2022-02-09 00:00:00,29.77,,,,False,,,,
278,爱尔眼科,300015.SZ,True,2022-01-27 00:00:00,32.23,2022-02-07 00:00:00,32.11,2022-01-28 00:00:00,32.27,35.38,32.27,,True,,,,
279,光明地产,600708.SH,True,2021-12-29 00:00:00,2.36,2022-01-25 00:00:00,2.39,2022-01-21 00:00:00,2.57,,,,False,,,,
280,萃华珠宝,002731.SZ,True,2021-12-24 00:00:00,9.24,2022-02-14 00:00:00,9.32,2022-01-06 00:00:00,11.83,,,,False,,,,
281,拓斯达,300607.SZ,True,2022-01-27 00:00:00,13.26,2022-02-14 00:00:00,13.13,2022-02-09 00:00:00,13.86,,,,False,,,,
282,深南电路,002916.SZ,True,2022-01-13 00:00:00,110.0,2022-02-18 00:00:00,108.75,2022-01-20 00:00:00,120.21,,,,False,,,,
283,引力传媒,603598.SH,True,2021-12-27 00:00:00,10.3,2022-02-24 00:00:00,10.41,2022-01-20 00:00:00,20.19,,,,False,,,,
284,中材科技,002080.SZ,True,2022-01-25 00:00:00,28.61,2022-02-22 00:00:00,28.21,2022-02-07 00:00:00,30.69,,,,False,,,,
285,煜邦电力,688597.SH,True,2022-01-28 00:00:00,14.84,2022-02-15 00:00:00,14.72,2022-02-10 00:00:00,15.75,,,,False,,,,
286,中天科技,600522.SH,True,2022-01-13 00:00:00,13.95,2022-01-25 00:00:00,14.06,2022-01-18 00:00:00,14.73,18.5,14.73,,True,,,,
287,南纺股份,600250.SH,True,2021-12-24 00:00:00,4.77,2022-01-27 00:00:00,4.86,2022-01-25 00:00:00,5.76,,,,False,,,,
288,中国软件,600536.SH,True,2022-01-27 00:00:00,45.48,2022-02-14 00:00:00,44.61,2022-02-09 00:00:00,46.79,,,,False,,,,
289,龙宇燃油,603003.SH,True,2021-12-24 00:00:00,7.06,2022-02-17 00:00:00,7.13,2022-01-19 00:00:00,8.45,9.15,8.45,True,True,9.976,True,24010762,9543221.717948718
290,金杯电工,002533.SZ,True,2022-01-27 00:00:00,7.6,2022-02-14 00:00:00,7.5,2022-02-10 00:00:00,8.08,,,,False,,,,
291,东鹏饮料,605499.SH,True,2022-01-14 00:00:00,154.66,2022-02-11 00:00:00,153.94,2022-01-20 00:00:00,175.79,,,,False,,,,
292,赢时胜,300377.SZ,True,2022-01-11 00:00:00,11.55,2022-01-27 00:00:00,11.7,2022-01-20 00:00:00,14.96,,,,False,,,,
293,天山铝业,002532.SZ,True,2021-12-29 00:00:00,8.1,2022-01-28 00:00:00,8.23,2022-01-11 00:00:00,9.15,,,,False,,,,
294,明阳智能,601615.SH,True,2022-01-11 00:00:00,22.41,2022-01-19 00:00:00,22.57,2022-01-14 00:00:00,23.37,25.29,23.37,,True,,,,
295,贵航股份,600523.SH,True,2022-01-28 00:00:00,18.98,2022-02-07 00:00:00,18.82,2022-01-28 00:00:00,18.98,21.88,18.98,,True,,,,
296,*ST中葡,600084.SH,True,2021-12-27 00:00:00,3.92,2022-01-25 00:00:00,3.95,2022-01-12 00:00:00,4.32,,,,False,,,,
297,爱婴室,603214.SH,True,2021-12-29 00:00:00,20.84,2022-01-27 00:00:00,21.01,2022-01-20 00:00:00,24.74,,,,False,,,,
298,友邦吊顶,002718.SZ,True,2022-01-27 00:00:00,12.18,2022-02-11 00:00:00,11.95,2022-01-28 00:00:00,12.76,,,,False,,,,
299,*ST百花,600721.SH,True,2021-12-29 00:00:00,6.86,2022-01-27 00:00:00,6.93,2022-01-04 00:00:00,7.74,8.5,7.74,,True,,,,
300,固德威,688390.SH,True,2022-01-13 00:00:00,339.5,2022-02-14 00:00:00,338.46,2022-01-26 00:00:00,409.18,,,,False,,,,
301,北辰实业,601588.SH,True,2021-12-24 00:00:00,2.47,2022-02-25 00:00:00,2.5,2022-01-10 00:00:00,3.06,,,,False,,,,
302,岩石股份,600696.SH,True,2022-01-28 00:00:00,29.1,2022-02-14 00:00:00,29.03,2022-02-07 00:00:00,29.5,31.66,29.5,,True,,,,
303,西安饮食,000721.SZ,True,2021-12-27 00:00:00,3.94,2022-01-27 00:00:00,3.96,2022-01-14 00:00:00,5.2,,,,False,,,,
304,创识科技,300941.SZ,True,2022-01-27 00:00:00,39.96,2022-02-07 00:00:00,39.64,2022-01-28 00:00:00,40.43,,,,False,,,,
305,长沙银行,601577.SH,True,2021-12-31 00:00:00,7.81,2022-01-28 00:00:00,7.85,2022-01-11 00:00:00,8.21,,,,False,,,,
306,广大特材,688186.SH,True,2022-01-20 00:00:00,32.81,2022-02-14 00:00:00,32.27,2022-01-26 00:00:00,35.55,,,,False,,,,
307,通鼎互联,002491.SZ,True,2022-01-27 00:00:00,4.63,2022-02-07 00:00:00,4.62,2022-01-28 00:00:00,4.86,,,,False,,,,
308,盛路通信,002446.SZ,True,2021-12-27 00:00:00,5.78,2022-01-20 00:00:00,5.84,2022-01-17 00:00:00,6.17,,,,False,,,,
309,国邦医药,605507.SH,True,2021-12-24 00:00:00,27.86,2022-02-24 00:00:00,27.45,2022-01-20 00:00:00,32.9,,,,False,,,,
310,*ST浪奇,000523.SZ,True,2021-12-24 00:00:00,3.1,2022-02-17 00:00:00,3.15,2022-01-26 00:00:00,3.62,,,,False,,,,
311,中国核电,601985.SH,True,2022-01-28 00:00:00,7.05,2022-02-24 00:00:00,6.96,2022-02-10 00:00:00,7.75,,,,False,,,,
312,中国银行,601988.SH,True,2021-12-24 00:00:00,3.05,2022-01-17 00:00:00,3.09,2022-01-07 00:00:00,3.14,,,,False,,,,
313,奥泰生物,688606.SH,True,2022-01-05 00:00:00,119.61,2022-02-24 00:00:00,118.38,2022-01-14 00:00:00,228.0,,,,False,,,,
314,英飞特,300582.SZ,True,2022-01-27 00:00:00,17.18,2022-02-14 00:00:00,16.9,2022-02-09 00:00:00,18.0,,,,False,,,,
315,利安隆,300596.SZ,True,2022-01-27 00:00:00,41.67,2022-02-14 00:00:00,41.0,2022-02-10 00:00:00,44.69,,,,False,,,,
316,三峡水利,600116.SH,True,2021-12-29 00:00:00,10.57,2022-02-14 00:00:00,10.55,2022-01-04 00:00:00,12.83,,,,False,,,,
317,东材科技,601208.SH,True,2022-01-27 00:00:00,15.29,2022-02-15 00:00:00,15.0,2022-02-07 00:00:00,16.09,,,,False,,,,
318,航发控制,000738.SZ,True,2022-01-27 00:00:00,23.56,2022-02-08 00:00:00,23.38,2022-01-28 00:00:00,23.58,24.72,23.58,,True,,,,
319,道道全,002852.SZ,True,2022-01-27 00:00:00,13.0,2022-02-07 00:00:00,12.9,2022-01-28 00:00:00,13.2,,,,False,,,,
320,普门科技,688389.SH,True,2022-01-27 00:00:00,17.16,2022-02-14 00:00:00,16.95,2022-02-09 00:00:00,17.77,,,,False,,,,
321,华星创业,300025.SZ,True,2021-12-24 00:00:00,4.14,2022-02-15 00:00:00,4.14,2022-01-04 00:00:00,5.14,,,,False,,,,
322,深圳机场,000089.SZ,True,2021-12-24 00:00:00,7.21,2022-01-17 00:00:00,7.34,2022-01-04 00:00:00,7.49,,,,False,,,,
323,登云股份,002715.SZ,True,2022-01-27 00:00:00,12.05,2022-02-11 00:00:00,11.96,2022-02-08 00:00:00,12.62,13.46,12.62,,True,,,,
324,华西证券,002926.SZ,True,2022-01-28 00:00:00,9.04,2022-02-24 00:00:00,8.92,2022-02-10 00:00:00,9.41,,,,False,,,,
325,捷捷微电,300623.SZ,True,2022-01-27 00:00:00,26.45,2022-02-14 00:00:00,26.3,2022-02-09 00:00:00,27.35,,,,False,,,,
326,明德生物,002932.SZ,True,2021-12-28 00:00:00,71.0,2022-02-24 00:00:00,71.96,2022-01-14 00:00:00,112.74,,,,False,,,,
327,西仪股份,002265.SZ,True,2022-01-27 00:00:00,16.83,2022-02-18 00:00:00,16.78,2022-02-14 00:00:00,18.47,,,,False,,,,
328,三维股份,603033.SH,True,2022-01-28 00:00:00,22.13,2022-02-11 00:00:00,22.01,2022-02-09 00:00:00,22.96,27.44,22.96,,True,,,,
329,东方雨虹,002271.SZ,True,2022-01-13 00:00:00,46.37,2022-02-24 00:00:00,46.31,2022-01-20 00:00:00,52.39,,,,False,,,,
330,*ST升达,002259.SZ,True,2022-01-27 00:00:00,3.46,2022-02-25 00:00:00,3.41,2022-02-09 00:00:00,3.64,,,,False,,,,
331,东土科技,300353.SZ,True,2021-12-24 00:00:00,9.29,2022-01-27 00:00:00,9.3,2022-01-19 00:00:00,11.31,,,,False,,,,
332,艾为电子,688798.SH,True,2022-01-21 00:00:00,166.9,2022-02-14 00:00:00,166.7,2022-01-24 00:00:00,182.61,,,,False,,,,
333,金石亚药,300434.SZ,True,2022-01-27 00:00:00,8.95,2022-02-11 00:00:00,8.89,2022-02-09 00:00:00,9.35,,,,False,,,,
334,常青股份,603768.SH,True,2022-01-25 00:00:00,15.67,2022-02-24 00:00:00,15.55,2022-02-08 00:00:00,16.4,,,,False,,,,
335,方大特钢,600507.SH,True,2021-12-27 00:00:00,7.68,2022-01-28 00:00:00,7.72,2022-01-11 00:00:00,8.44,,,,False,,,,
336,华明装备,002270.SZ,True,2022-01-28 00:00:00,7.91,2022-02-11 00:00:00,7.88,2022-02-09 00:00:00,8.38,8.89,8.38,,True,,,,
337,博士眼镜,300622.SZ,True,2022-01-27 00:00:00,18.03,2022-02-15 00:00:00,17.81,2022-02-10 00:00:00,18.53,,,,False,,,,
338,陕鼓动力,601369.SH,True,2022-01-27 00:00:00,10.16,2022-02-14 00:00:00,10.1,2022-02-09 00:00:00,10.82,,,,False,,,,
339,中广核技,000881.SZ,True,2022-01-27 00:00:00,8.7,2022-02-24 00:00:00,8.68,2022-02-09 00:00:00,9.17,,,,False,,,,
340,特一药业,002728.SZ,True,2022-01-27 00:00:00,14.52,2022-02-17 00:00:00,14.39,2022-02-10 00:00:00,15.61,,,,False,,,,
341,牧原股份,002714.SZ,True,2021-12-29 00:00:00,51.53,2022-01-25 00:00:00,52.0,2022-01-10 00:00:00,59.28,,,,False,,,,
342,辽宁成大,600739.SH,True,2022-01-28 00:00:00,16.63,2022-02-24 00:00:00,16.4,2022-02-09 00:00:00,17.5,,,,False,,,,
343,机器人,300024.SZ,True,2022-01-27 00:00:00,10.01,2022-02-07 00:00:00,9.94,2022-01-28 00:00:00,10.11,,,,False,,,,
344,基蛋生物,603387.SH,True,2022-01-27 00:00:00,18.42,2022-02-22 00:00:00,18.21,2022-02-09 00:00:00,18.97,,,,False,,,,
345,天地源,600665.SH,True,2021-12-30 00:00:00,3.09,2022-01-25 00:00:00,3.09,2022-01-13 00:00:00,3.45,,,,False,,,,
346,ST目药,600671.SH,True,2021-12-24 00:00:00,8.48,2022-01-27 00:00:00,8.64,2022-01-11 00:00:00,10.59,,,,False,,,,
347,上海钢联,300226.SZ,True,2022-01-14 00:00:00,40.16,2022-01-27 00:00:00,40.63,2022-01-21 00:00:00,47.4,,,,False,,,,
348,奥普光电,002338.SZ,True,2022-01-27 00:00:00,20.3,2022-02-11 00:00:00,20.29,2022-02-09 00:00:00,21.48,,,,False,,,,
349,上海家化,600315.SH,True,2022-01-14 00:00:00,37.57,2022-01-17 00:00:00,37.91,2022-01-17 00:00:00,37.91,,,,False,,,,
350,赛托生物,300583.SZ,True,2021-12-24 00:00:00,23.12,2022-02-17 00:00:00,23.19,2022-01-11 00:00:00,29.35,,,,False,,,,
351,洋河股份,002304.SZ,True,2022-01-14 00:00:00,154.1,2022-01-17 00:00:00,155.12,2022-01-17 00:00:00,155.12,163.3,155.12,,True,,,,
352,春秋航空,601021.SH,True,2021-12-24 00:00:00,53.67,2022-02-24 00:00:00,53.5,2022-02-09 00:00:00,60.25,,,,False,,,,
353,贵研铂业,600459.SH,True,2022-01-07 00:00:00,22.86,2022-01-28 00:00:00,23.1,2022-01-20 00:00:00,24.87,26.3,24.87,,True,,,,
354,川发龙蟒,002312.SZ,True,2022-01-27 00:00:00,11.2,2022-02-14 00:00:00,11.02,2022-02-09 00:00:00,11.79,12.43,11.79,,True,,,,
355,杭州柯林,688611.SH,True,2022-01-25 00:00:00,59.37,2022-02-14 00:00:00,58.22,2022-02-09 00:00:00,67.42,,,,False,,,,
