,股票名称,股票代码,形态识别,左底id,左底价格,右底id,右底价格,中顶id,中顶价格,收盘价格,颈线价格,首次突破,突破幅度,当日涨幅,突破放量,当前成交量-手,平均成交量-手
65,交通银行,601328.SH,True,2021-09-29,4.49,2021-10-28,4.51,2021-10-11,4.57,,,,False,,,,
66,南山智尚,300918.SZ,True,2021-09-29,8.73,2021-10-27,8.9,2021-10-14,9.43,9.75,9.43,,True,,,,
67,四方科技,603339.SH,True,2021-10-12,10.27,2021-10-28,10.28,2021-10-20,11.18,12.19,11.18,,True,,,,
68,新兴铸管,000778.SZ,True,2021-11-02,3.66,2021-11-10,3.65,2021-11-04,3.73,,,,False,,,,
69,巨星农牧,603477.SH,True,2021-09-30,12.28,2021-11-26,12.14,2021-10-22,15.81,,,,False,,,,
70,华工科技,000988.SZ,True,2021-09-29,28.5,2021-11-18,28.37,2021-11-12,31.81,,,,False,,,,
71,华联控股,000036.SZ,True,2021-10-26,4.03,2021-10-28,4.04,2021-10-27,4.07,4.52,4.07,,True,,,,
72,尔康制药,300267.SZ,True,2021-09-29,3.94,2021-11-08,3.94,2021-10-13,4.35,,,,False,,,,
73,圣泉集团,605589.SH,True,2021-10-21,28.98,2021-10-28,29.45,2021-10-22,31.88,39.39,31.88,,True,,,,
74,华鲁恒升,600426.SH,True,2021-11-09,27.8,2021-11-10,27.36,2021-11-09,27.8,29.4,27.8,,True,,,,
75,三诺生物,300298.SZ,True,2021-09-29,23.21,2021-10-29,23.47,2021-10-18,26.75,29.79,26.75,,True,,,,
76,潮宏基,002345.SZ,True,2021-11-08,4.65,2021-11-10,4.59,2021-11-09,4.69,4.97,4.69,,True,,,,
77,中国电信,601728.SH,True,2021-10-22,4.14,2021-11-18,4.18,2021-10-28,4.41,,,,False,,,,
78,数据港,603881.SH,True,2021-10-12,30.82,2021-10-28,31.2,2021-10-19,33.54,34.75,33.54,,True,,,,
79,山东高速,600350.SH,True,2021-11-05,5.04,2021-11-30,4.98,2021-11-15,5.18,,,,False,,,,
80,横店影视,603103.SH,True,2021-11-02,11.71,2021-11-29,11.68,2021-11-15,12.31,,,,False,,,,
81,科汇股份,688681.SH,True,2021-10-22,16.36,2021-10-28,16.48,2021-10-26,17.17,22.76,17.17,,True,,,,
82,光启技术,002625.SZ,True,2021-10-21,20.32,2021-10-27,20.43,2021-10-25,20.8,23.17,20.8,,True,,,,
83,ST沪科,600608.SH,True,2021-11-05,5.24,2021-11-29,5.19,2021-11-09,5.68,,,,False,,,,
84,洪汇新材,002802.SZ,True,2021-10-22,18.98,2021-11-02,19.23,2021-10-27,20.2,20.93,20.2,,True,,,,
85,佛塑科技,000973.SZ,True,2021-10-13,4.44,2021-11-05,4.45,2021-10-25,4.7,5.03,4.7,,True,,,,
86,旗天科技,300061.SZ,True,2021-09-29,5.92,2021-10-28,6.01,2021-10-20,7.36,10.57,7.36,,True,,,,
87,易尚展示,002751.SZ,True,2021-09-29,16.81,2021-10-28,17.01,2021-10-25,18.36,20.58,18.36,,True,,,,
88,富春染织,605189.SH,True,2021-09-29,20.99,2021-11-02,21.03,2021-10-15,22.46,23.4,22.46,,True,,,,
89,德展健康,000813.SZ,True,2021-11-08,3.57,2021-11-12,3.55,2021-11-09,3.63,3.86,3.63,,True,,,,
90,内蒙一机,600967.SH,True,2021-09-30,9.77,2021-10-28,9.88,2021-10-18,10.16,,,,False,,,,
91,中国一重,601106.SH,True,2021-11-01,3.37,2021-11-17,3.31,2021-11-03,3.62,,,,False,,,,
92,香飘飘,603711.SH,True,2021-09-29,14.0,2021-10-27,14.26,2021-10-13,15.69,,,,False,,,,
93,聚飞光电,300303.SZ,True,2021-09-29,5.56,2021-10-28,5.56,2021-10-13,6.41,,,,False,,,,
94,世华科技,688093.SH,True,2021-09-29,36.51,2021-11-03,36.55,2021-10-25,42.26,,,,False,,,,
95,爱科科技,688092.SH,True,2021-09-29,31.7,2021-10-28,31.74,2021-10-26,34.46,42.3,34.46,,True,,,,
96,四川成渝,601107.SH,True,2021-10-25,3.29,2021-11-16,3.33,2021-10-27,3.7,,,,False,,,,
97,南山铝业,600219.SH,True,2021-10-12,4.13,2021-11-16,4.05,2021-10-18,4.7,,,,False,,,,
98,民和股份,002234.SZ,True,2021-10-15,15.02,2021-11-30,15.21,2021-11-04,17.75,,,,False,,,,
99,锦富技术,300128.SZ,True,2021-10-22,3.38,2021-10-27,3.38,2021-10-26,3.57,3.98,3.57,,True,,,,
100,爱美客,300896.SZ,True,2021-11-05,564.0,2021-11-18,561.0,2021-11-16,587.65,,,,False,,,,
101,万胜智能,300882.SZ,True,2021-10-15,18.22,2021-10-28,18.31,2021-10-22,21.3,22.68,21.3,,True,,,,
102,双林股份,300100.SZ,True,2021-09-29,8.63,2021-10-28,8.75,2021-10-13,9.37,10.65,9.37,,True,,,,
103,丰原药业,000153.SZ,True,2021-10-18,9.73,2021-11-05,9.88,2021-10-21,11.59,12.56,11.59,,True,,,,
104,厦门国贸,600755.SH,True,2021-11-09,6.68,2021-11-10,6.59,2021-11-09,6.68,,,,False,,,,
105,翔港科技,603499.SH,True,2021-09-29,6.99,2021-10-28,7.05,2021-10-25,7.32,8.55,7.32,,True,,,,
106,阿石创,300706.SZ,True,2021-09-29,24.8,2021-10-28,25.27,2021-10-26,28.48,31.22,28.48,,True,,,,
107,盛和资源,600392.SH,True,2021-10-12,18.68,2021-11-16,18.95,2021-10-26,21.44,22.33,21.44,,True,,,,
108,杭氧股份,002430.SZ,True,2021-11-08,24.46,2021-11-10,24.22,2021-11-09,24.58,26.09,24.58,,True,,,,
109,报喜鸟,002154.SZ,True,2021-11-04,4.47,2021-11-12,4.4,2021-11-09,4.62,5.57,4.62,,True,,,,
110,东华科技,002140.SZ,True,2021-10-13,11.12,2021-11-16,10.96,2021-10-26,13.69,,,,False,,,,
111,神马股份,600810.SH,True,2021-11-09,10.87,2021-11-11,10.76,2021-11-09,10.87,11.92,10.87,,True,,,,
112,东方能源,000958.SZ,True,2021-11-08,4.41,2021-11-16,4.4,2021-11-12,4.47,4.74,4.47,,True,,,,
113,协创数据,300857.SZ,True,2021-09-29,23.18,2021-10-28,23.24,2021-10-15,24.96,27.44,24.96,,True,,,,
114,昇兴股份,002752.SZ,True,2021-09-29,5.07,2021-10-28,5.1,2021-10-15,5.35,8.23,5.35,,True,,,,
115,瑞达期货,002961.SZ,True,2021-11-05,23.14,2021-11-18,22.76,2021-11-11,23.78,,,,False,,,,
116,博杰股份,002975.SZ,True,2021-10-21,51.18,2021-10-29,51.3,2021-10-26,54.3,62.48,54.3,,True,,,,
117,深圳燃气,601139.SH,True,2021-11-02,8.78,2021-11-16,8.72,2021-11-08,9.19,,,,False,,,,
118,华旺科技,605377.SH,True,2021-09-29,15.49,2021-10-28,15.58,2021-10-25,16.28,17.06,16.28,,True,,,,
119,新安股份,600596.SH,True,2021-11-05,25.5,2021-11-16,25.19,2021-11-12,27.2,,,,False,,,,
120,华泰证券,601688.SH,True,2021-11-05,15.49,2021-11-18,15.41,2021-11-12,16.08,,,,False,,,,
121,合诚股份,603909.SH,True,2021-11-09,13.48,2021-11-10,13.46,2021-11-09,13.48,15.38,13.48,,True,,,,
122,浙商证券,601878.SH,True,2021-10-12,12.11,2021-11-18,11.91,2021-11-11,12.87,,,,False,,,,
123,工业富联,601138.SH,True,2021-10-28,11.16,2021-11-29,10.98,2021-11-19,11.91,,,,False,,,,
124,新赛股份,600540.SH,True,2021-10-28,5.53,2021-11-30,5.44,2021-11-09,6.14,,,,False,,,,
125,国电电力,600795.SH,True,2021-11-08,2.48,2021-11-16,2.45,2021-11-09,2.5,,,,False,,,,
126,嘉寓股份,300117.SZ,True,2021-09-29,4.06,2021-11-03,4.14,2021-10-27,4.45,,,,False,,,,
127,银都股份,603277.SH,True,2021-11-08,17.44,2021-11-11,17.25,2021-11-09,17.65,19.05,17.65,,True,,,,
128,上港集团,600018.SH,True,2021-11-09,4.63,2021-11-12,4.62,2021-11-11,4.68,,,,False,,,,
129,英洛华,000795.SZ,True,2021-09-29,5.07,2021-10-28,5.16,2021-10-27,5.29,10.18,5.29,,True,,,,
130,首钢股份,000959.SZ,True,2021-11-09,5.33,2021-11-16,5.29,2021-11-11,5.52,6.34,5.52,,True,,,,
131,三峡旅游,002627.SZ,True,2021-11-05,5.35,2021-11-10,5.28,2021-11-08,5.41,,,,False,,,,
132,富奥股份,000030.SZ,True,2021-09-29,5.66,2021-10-29,5.66,2021-10-15,6.3,8.1,6.3,,True,,,,
133,国新文化,600636.SH,True,2021-10-28,9.84,2021-11-18,9.79,2021-11-05,10.22,,,,False,,,,
134,瑞丰银行,601528.SH,True,2021-09-30,10.13,2021-11-02,10.33,2021-10-18,11.7,,,,False,,,,
135,飞科电器,603868.SH,True,2021-09-30,39.13,2021-10-29,39.85,2021-10-19,42.13,,,,False,,,,
136,科远智慧,002380.SZ,True,2021-10-21,12.71,2021-11-03,12.78,2021-10-25,13.49,,,,False,,,,
137,恒实科技,300513.SZ,True,2021-11-08,11.43,2021-11-10,11.42,2021-11-09,11.59,13.93,11.59,,True,,,,
138,沪硅产业-U,688126.SH,True,2021-10-21,27.1,2021-10-27,27.14,2021-10-25,27.89,29.64,27.89,,True,,,,
139,五洲新春,603667.SH,True,2021-10-29,14.51,2021-11-16,14.5,2021-11-05,18.09,19.19,18.09,,True,,,,
140,长城科技,603897.SH,True,2021-11-05,44.1,2021-11-10,43.46,2021-11-09,44.59,63.7,44.59,,True,,,,
141,泸州老窖,000568.SZ,True,2021-09-29,211.5,2021-11-12,210.0,2021-10-14,238.89,,,,False,,,,
142,老百姓,603883.SH,True,2021-10-29,43.75,2021-11-30,43.08,2021-11-05,46.8,,,,False,,,,
143,万华化学,600309.SH,True,2021-11-09,96.66,2021-11-29,95.0,2021-11-19,100.24,,,,False,,,,
144,顺钠股份,000533.SZ,True,2021-10-22,2.89,2021-11-02,2.9,2021-11-01,3.01,3.79,3.01,,True,,,,
145,博创科技,300548.SZ,True,2021-10-21,29.39,2021-10-27,29.4,2021-10-26,30.48,33.88,30.48,,True,,,,
146,欧派家居,603833.SH,True,2021-10-28,121.28,2021-11-29,119.31,2021-11-12,130.2,,,,False,,,,
147,京东方A,000725.SZ,True,2021-10-27,4.85,2021-11-30,4.82,2021-11-11,5.05,,,,False,,,,
148,中原传媒,000719.SZ,True,2021-09-30,6.78,2021-10-28,6.85,2021-10-15,7.07,,,,False,,,,
149,上海银行,601229.SH,True,2021-11-08,7.22,2021-11-30,7.15,2021-11-11,7.28,,,,False,,,,
150,中国外运,601598.SH,True,2021-11-09,4.23,2021-11-12,4.16,2021-11-11,4.24,4.4,4.24,True,True,5.2632,True,66867473,29564174.102564104
151,派瑞股份,300831.SZ,True,2021-10-26,13.83,2021-10-28,13.88,2021-10-27,14.27,22.92,14.27,,True,,,,
152,中嘉博创,000889.SZ,True,2021-09-29,3.03,2021-10-27,3.06,2021-10-18,3.47,,,,False,,,,
153,厦门象屿,600057.SH,True,2021-11-05,7.25,2021-11-10,7.21,2021-11-09,7.28,7.61,7.28,,True,,,,
154,大名城,600094.SH,True,2021-10-28,3.54,2021-11-30,3.52,2021-11-11,3.79,,,,False,,,,
155,中国核建,601611.SH,True,2021-10-15,8.26,2021-10-29,8.36,2021-10-27,8.9,9.97,8.9,,True,,,,
156,天利科技,300399.SZ,True,2021-09-29,9.68,2021-10-27,9.71,2021-10-11,11.22,11.59,11.22,True,True,1.6667,True,3279900,1890342.358974359
157,中国通号,688009.SH,True,2021-11-02,4.89,2021-11-30,4.86,2021-11-15,5.0,,,,False,,,,
158,中光防雷,300414.SZ,True,2021-09-29,9.78,2021-10-27,9.9,2021-10-11,10.87,11.55,10.87,,True,,,,
159,广汇汽车,600297.SH,True,2021-11-09,2.55,2021-11-29,2.5,2021-11-16,2.61,,,,False,,,,
160,伊之密,300415.SZ,True,2021-09-29,16.35,2021-10-28,16.59,2021-10-11,17.83,18.75,17.83,,True,,,,
161,至正股份,603991.SH,True,2021-10-22,40.02,2021-10-28,40.4,2021-10-27,41.39,44.3,41.39,,True,,,,
162,海联金汇,002537.SZ,True,2021-09-29,5.15,2021-10-28,5.22,2021-10-11,5.56,7.66,5.56,,True,,,,
163,步步高,002251.SZ,True,2021-10-28,6.53,2021-11-29,6.5,2021-11-17,6.86,,,,False,,,,
164,安靠智电,300617.SZ,True,2021-10-13,53.75,2021-10-28,53.88,2021-10-25,58.0,90.63,58.0,,True,,,,
165,高能环境,603588.SH,True,2021-11-09,15.03,2021-11-10,14.87,2021-11-09,15.03,15.73,15.03,,True,,,,
166,重庆燃气,600917.SH,True,2021-11-02,8.21,2021-11-12,8.06,2021-11-04,8.37,,,,False,,,,
167,天赐材料,002709.SZ,True,2021-10-14,128.92,2021-11-19,127.6,2021-10-29,164.93,,,,False,,,,
168,仁和药业,000650.SZ,True,2021-09-29,8.19,2021-10-27,8.3,2021-10-13,9.0,,,,False,,,,
169,三六零,601360.SH,True,2021-10-18,11.77,2021-11-29,11.89,2021-11-10,12.43,,,,False,,,,
170,共创草坪,605099.SH,True,2021-09-30,28.95,2021-10-28,29.24,2021-10-20,31.8,35.78,31.8,,True,,,,
171,锦浪科技,300763.SZ,True,2021-10-11,229.21,2021-11-25,225.6,2021-10-25,290.13,,,,False,,,,
172,东百集团,600693.SH,True,2021-11-09,3.85,2021-11-12,3.84,2021-11-10,3.87,,,,False,,,,
173,探路者,300005.SZ,True,2021-09-29,8.28,2021-11-05,8.34,2021-10-08,9.02,10.14,9.02,,True,,,,
174,乐山电力,600644.SH,True,2021-10-15,6.41,2021-11-11,6.5,2021-11-04,7.58,,,,False,,,,
175,东箭科技,300978.SZ,True,2021-09-29,15.57,2021-10-28,15.65,2021-10-21,18.2,21.98,18.2,,True,,,,
176,苏宁环球,000718.SZ,True,2021-11-05,4.46,2021-11-18,4.4,2021-11-11,4.67,,,,False,,,,
177,南极电商,002127.SZ,True,2021-09-29,6.42,2021-11-30,6.53,2021-10-21,7.7,,,,False,,,,
178,中信出版,300788.SZ,True,2021-11-09,26.35,2021-11-10,26.29,2021-11-09,26.35,,,,False,,,,
179,九牧王,601566.SH,True,2021-11-09,12.83,2021-11-10,12.72,2021-11-09,12.83,,,,False,,,,
180,坤彩科技,603826.SH,True,2021-11-09,36.83,2021-11-11,36.3,2021-11-09,36.83,39.9,36.83,,True,,,,
181,优德精密,300549.SZ,True,2021-09-29,16.2,2021-10-28,16.4,2021-10-20,17.8,18.92,17.8,,True,,,,
182,地铁设计,003013.SZ,True,2021-09-29,18.04,2021-10-27,18.22,2021-10-11,18.79,19.73,18.79,,True,,,,
183,节能风电,601016.SH,True,2021-10-14,6.3,2021-11-16,6.25,2021-10-27,7.83,,,,False,,,,
184,再升科技,603601.SH,True,2021-10-19,11.08,2021-10-29,11.14,2021-10-27,11.52,12.27,11.52,,True,,,,
185,学大教育,000526.SZ,True,2021-11-08,17.3,2021-11-12,17.05,2021-11-09,17.37,,,,False,,,,
186,君禾股份,603617.SH,True,2021-09-29,9.65,2021-10-28,9.65,2021-10-08,10.21,13.35,10.21,,True,,,,
187,健之佳,605266.SH,True,2021-09-29,70.52,2021-10-28,71.6,2021-10-13,81.46,,,,False,,,,
188,税友股份,603171.SH,True,2021-11-08,29.25,2021-11-10,29.16,2021-11-09,29.33,34.55,29.33,,True,,,,
189,荣晟环保,603165.SH,True,2021-09-29,13.03,2021-11-01,13.09,2021-10-25,14.29,19.8,14.29,,True,,,,
190,三维化学,002469.SZ,True,2021-09-29,5.68,2021-11-05,5.71,2021-10-19,6.6,,,,False,,,,
191,腾景科技,688195.SH,True,2021-10-22,18.2,2021-10-28,18.23,2021-10-26,18.86,38.7,18.86,,True,,,,
192,亿通科技,300211.SZ,True,2021-09-29,12.31,2021-11-08,12.5,2021-11-01,13.87,,,,False,,,,
193,凤竹纺织,600493.SH,True,2021-09-30,4.88,2021-10-28,4.89,2021-10-19,5.43,5.8,5.43,,True,,,,
194,恒而达,300946.SZ,True,2021-10-12,73.22,2021-11-03,73.48,2021-10-25,86.9,,,,False,,,,
195,力盛赛车,002858.SZ,True,2021-09-29,13.9,2021-11-02,13.92,2021-10-12,15.82,16.91,15.82,,True,,,,
196,顶固集创,300749.SZ,True,2021-10-21,8.33,2021-10-27,8.43,2021-10-22,8.9,9.53,8.9,,True,,,,
197,葵花药业,002737.SZ,True,2021-09-29,13.74,2021-10-27,14.0,2021-10-13,14.3,14.8,14.3,,True,,,,
198,国光电器,002045.SZ,True,2021-10-21,10.39,2021-10-28,10.48,2021-10-26,11.26,13.76,11.26,,True,,,,
199,炬申股份,001202.SZ,True,2021-09-29,15.93,2021-10-28,16.12,2021-10-19,17.55,,,,False,,,,
200,*ST东洋,002086.SZ,True,2021-09-29,1.68,2021-10-28,1.68,2021-10-21,1.81,,,,False,,,,
201,康泰生物,300601.SZ,True,2021-10-12,104.63,2021-11-11,105.76,2021-10-25,118.0,,,,False,,,,
202,*ST博信,600083.SH,True,2021-11-05,5.34,2021-11-29,5.32,2021-11-09,5.62,,,,False,,,,
203,长城军工,601606.SH,True,2021-09-29,10.68,2021-10-28,10.79,2021-10-15,11.7,12.65,11.7,,True,,,,
204,洛阳钼业,603993.SH,True,2021-11-05,5.49,2021-11-16,5.41,2021-11-08,5.65,5.89,5.65,,True,,,,
205,中央商场,600280.SH,True,2021-10-25,2.82,2021-11-29,2.8,2021-10-26,3.1,,,,False,,,,
206,ST安控,300370.SZ,True,2021-09-29,2.35,2021-10-28,2.35,2021-10-15,2.79,,,,False,,,,
207,星光农机,603789.SH,True,2021-10-13,12.62,2021-10-27,12.62,2021-10-18,12.66,,,,False,,,,
208,悦安新材,688786.SH,True,2021-10-12,43.04,2021-10-27,43.62,2021-10-14,47.0,58.99,47.0,,True,,,,
209,松霖科技,603992.SH,True,2021-09-29,18.01,2021-10-27,18.15,2021-10-12,20.72,,,,False,,,,
210,贵州茅台,600519.SH,True,2021-11-03,1765.0,2021-11-10,1753.99,2021-11-08,1820.1,1930.77,1820.1,,True,,,,
211,西安银行,600928.SH,True,2021-11-05,4.26,2021-11-30,4.25,2021-11-15,4.31,,,,False,,,,
212,宝新能源,000690.SZ,True,2021-11-09,5.29,2021-11-12,5.21,2021-11-09,5.29,,,,False,,,,
213,国脉科技,002093.SZ,True,2021-09-29,5.6,2021-10-27,5.66,2021-10-15,6.29,,,,False,,,,
214,赛伍技术,603212.SH,True,2021-10-12,29.25,2021-10-28,29.79,2021-10-25,31.71,37.61,31.71,,True,,,,
215,国信证券,002736.SZ,True,2021-11-05,10.99,2021-11-29,10.97,2021-11-11,11.29,,,,False,,,,
216,三花智控,002050.SZ,True,2021-09-29,22.68,2021-11-29,22.6,2021-11-16,25.11,,,,False,,,,
217,迈瑞医疗,300760.SZ,True,2021-10-20,356.95,2021-11-30,358.43,2021-11-05,398.89,,,,False,,,,
218,上海临港,600848.SH,True,2021-11-09,14.23,2021-11-29,14.09,2021-11-15,14.58,,,,False,,,,
219,海尔智家,600690.SH,True,2021-10-20,25.6,2021-11-10,25.23,2021-10-22,27.71,,,,False,,,,
220,吉翔股份,603399.SH,True,2021-10-22,5.25,2021-10-28,5.29,2021-10-27,5.45,7.61,5.45,,True,,,,
221,华测检测,300012.SZ,True,2021-10-12,24.7,2021-11-30,24.71,2021-10-18,27.93,,,,False,,,,
222,创业环保,600874.SH,True,2021-10-21,6.04,2021-11-02,6.12,2021-11-01,6.3,6.53,6.3,,True,,,,
223,奋达科技,002681.SZ,True,2021-10-15,3.53,2021-10-28,3.53,2021-10-19,3.67,,,,False,,,,
224,洁美科技,002859.SZ,True,2021-10-25,27.4,2021-10-29,27.56,2021-10-27,27.9,33.55,27.9,,True,,,,
225,申华控股,600653.SH,True,2021-11-09,1.82,2021-11-10,1.81,2021-11-09,1.82,2.2,1.82,,True,,,,
226,宝钢包装,601968.SH,True,2021-09-30,8.73,2021-11-29,8.87,2021-11-04,9.77,,,,False,,,,
227,贵阳银行,601997.SH,True,2021-11-05,6.5,2021-11-30,6.48,2021-11-11,6.56,,,,False,,,,
228,松芝股份,002454.SZ,True,2021-10-12,7.44,2021-10-29,7.49,2021-10-19,8.39,9.94,8.39,,True,,,,
229,江龙船艇,300589.SZ,True,2021-09-29,21.47,2021-10-28,21.7,2021-10-22,23.59,26.1,23.59,,True,,,,
230,重庆钢铁,601005.SH,True,2021-11-05,2.0,2021-11-16,1.97,2021-11-11,2.06,,,,False,,,,
231,索通发展,603612.SH,True,2021-11-05,18.8,2021-11-16,18.62,2021-11-15,19.15,20.92,19.15,,True,,,,
232,阳光诺和,688621.SH,True,2021-11-08,119.18,2021-11-22,117.77,2021-11-16,126.75,,,,False,,,,
233,光大证券,601788.SH,True,2021-11-05,14.54,2021-11-30,14.45,2021-11-11,15.1,,,,False,,,,
234,精工钢构,600496.SH,True,2021-10-19,3.81,2021-11-02,3.86,2021-10-26,4.0,,,,False,,,,
235,荣盛石化,002493.SZ,True,2021-11-05,15.62,2021-11-16,15.47,2021-11-09,15.81,,,,False,,,,
236,青青稞酒,002646.SZ,True,2021-11-02,18.58,2021-11-15,18.39,2021-11-04,19.19,20.12,19.19,,True,,,,
237,贝泰妮,300957.SZ,True,2021-09-29,200.02,2021-11-29,198.0,2021-11-03,245.01,,,,False,,,,
238,深纺织A,000045.SZ,True,2021-10-25,8.49,2021-10-28,8.51,2021-10-27,8.72,9.8,8.72,,True,,,,
239,新媒股份,300770.SZ,True,2021-09-29,45.61,2021-10-27,46.06,2021-10-26,47.25,58.08,47.25,,True,,,,
240,祥源新材,300980.SZ,True,2021-10-21,36.68,2021-11-03,36.77,2021-10-25,39.09,46.11,39.09,,True,,,,
241,*ST厦华,600870.SH,True,2021-09-29,4.59,2021-11-25,4.58,2021-10-29,5.6,,,,False,,,,
242,浙矿股份,300837.SZ,True,2021-10-22,40.65,2021-10-28,41.41,2021-10-26,43.18,,,,False,,,,
243,人福医药,600079.SH,True,2021-09-29,19.87,2021-10-28,20.25,2021-10-22,21.52,,,,False,,,,
244,工商银行,601398.SH,True,2021-11-08,4.63,2021-11-29,4.58,2021-11-15,4.67,,,,False,,,,
245,隆鑫通用,603766.SH,True,2021-09-29,4.26,2021-10-28,4.26,2021-10-11,4.9,5.54,4.9,,True,,,,
246,炬华科技,300360.SZ,True,2021-10-22,7.63,2021-10-28,7.71,2021-10-26,7.98,13.71,7.98,,True,,,,
247,光大银行,601818.SH,True,2021-11-09,3.32,2021-11-10,3.31,2021-11-09,3.32,,,,False,,,,
248,弘讯科技,603015.SH,True,2021-09-29,6.99,2021-10-28,7.0,2021-10-08,7.35,8.14,7.35,,True,,,,
249,上海能源,600508.SH,True,2021-11-08,10.18,2021-11-16,10.01,2021-11-11,10.27,,,,False,,,,
250,广电电气,601616.SH,True,2021-10-22,3.14,2021-10-28,3.14,2021-10-27,3.24,3.64,3.24,,True,,,,
251,中马传动,603767.SH,True,2021-09-29,6.43,2021-10-27,6.55,2021-10-22,6.8,7.32,6.8,,True,,,,
252,三峡能源,600905.SH,True,2021-10-13,6.49,2021-11-26,6.5,2021-11-01,7.78,,,,False,,,,
253,国机重装,601399.SH,True,2021-10-22,3.41,2021-10-28,3.41,2021-10-25,3.55,,,,False,,,,
254,中谷物流,603565.SH,True,2021-10-22,28.9,2021-10-29,28.99,2021-10-26,30.7,,,,False,,,,
255,雄韬股份,002733.SZ,True,2021-10-15,16.32,2021-10-28,16.34,2021-10-25,17.41,20.23,17.41,,True,,,,
256,王府井,600859.SH,True,2021-09-29,28.78,2021-11-30,28.29,2021-10-26,32.69,,,,False,,,,
257,百川能源,600681.SH,True,2021-11-02,4.74,2021-11-12,4.7,2021-11-04,4.88,5.4,4.88,,True,,,,
258,东南网架,002135.SZ,True,2021-10-13,9.03,2021-11-25,8.98,2021-11-04,11.85,,,,False,,,,
259,贵州三力,603439.SH,True,2021-09-29,12.29,2021-10-28,12.46,2021-10-13,13.36,14.0,13.36,,True,,,,
260,长航凤凰,000520.SZ,True,2021-11-02,3.23,2021-11-10,3.22,2021-11-03,3.35,,,,False,,,,
261,中南文化,002445.SZ,True,2021-09-29,2.42,2021-10-28,2.42,2021-10-18,2.69,,,,False,,,,
262,万泽股份,000534.SZ,True,2021-10-22,12.94,2021-11-05,12.95,2021-10-29,13.32,16.57,13.32,,True,,,,
263,金隅集团,601992.SH,True,2021-10-27,2.7,2021-11-10,2.67,2021-10-29,2.81,,,,False,,,,
264,大秦铁路,601006.SH,True,2021-11-09,6.2,2021-11-29,6.09,2021-11-11,6.26,,,,False,,,,
265,海程邦达,603836.SH,True,2021-09-29,18.05,2021-10-28,18.15,2021-10-15,18.94,25.89,18.94,,True,,,,
266,新能泰山,000720.SZ,True,2021-10-13,4.72,2021-10-27,4.78,2021-10-14,5.1,5.93,5.1,,True,,,,
267,利君股份,002651.SZ,True,2021-10-28,11.21,2021-11-29,11.13,2021-11-09,12.92,,,,False,,,,
268,梦网科技,002123.SZ,True,2021-09-29,17.31,2021-11-18,17.42,2021-10-22,21.78,,,,False,,,,
269,亿利达,002686.SZ,True,2021-09-29,5.29,2021-10-28,5.3,2021-10-25,5.66,6.33,5.66,,True,,,,
270,荣丰控股,000668.SZ,True,2021-09-29,13.3,2021-11-02,13.52,2021-10-14,15.17,,,,False,,,,
271,*ST麦趣,002719.SZ,True,2021-09-29,9.68,2021-10-28,9.75,2021-10-13,10.38,,,,False,,,,
272,同仁堂,600085.SH,True,2021-09-29,31.17,2021-10-28,31.56,2021-10-19,34.1,36.31,34.1,,True,,,,
273,深南电路,002916.SZ,True,2021-10-25,86.53,2021-10-28,87.35,2021-10-26,90.15,105.0,90.15,,True,,,,
274,睿智医药,300149.SZ,True,2021-11-08,14.01,2021-11-23,13.98,2021-11-16,14.58,,,,False,,,,
275,中国人寿,601628.SH,True,2021-11-05,28.84,2021-11-10,28.55,2021-11-08,28.98,,,,False,,,,
276,节能国祯,300388.SZ,True,2021-10-26,7.04,2021-11-02,7.04,2021-11-01,7.2,7.6,7.2,,True,,,,
277,兴业银行,601166.SH,True,2021-11-02,18.02,2021-11-30,18.01,2021-11-11,18.89,,,,False,,,,
278,中国太保,601601.SH,True,2021-09-30,27.14,2021-11-30,27.09,2021-10-22,29.84,,,,False,,,,
279,贵航股份,600523.SH,True,2021-09-29,14.49,2021-10-28,14.75,2021-10-14,15.24,21.11,15.24,,True,,,,
280,财达证券,600906.SH,True,2021-11-02,11.28,2021-11-18,11.19,2021-11-11,12.04,,,,False,,,,
281,神工股份,688233.SH,True,2021-10-12,65.27,2021-10-28,66.0,2021-10-25,84.82,98.88,84.82,,True,,,,
282,赣能股份,000899.SZ,True,2021-11-08,5.03,2021-11-10,4.99,2021-11-09,5.04,,,,False,,,,
283,华孚时尚,002042.SZ,True,2021-09-29,4.29,2021-11-29,4.29,2021-10-08,4.93,,,,False,,,,
284,铁科轨道,688569.SH,True,2021-09-29,17.56,2021-10-28,17.63,2021-10-14,18.18,,,,False,,,,
285,星湖科技,600866.SH,True,2021-09-29,3.84,2021-10-27,3.91,2021-10-08,4.32,4.5,4.32,,True,,,,
286,普联软件,300996.SZ,True,2021-09-29,29.94,2021-11-02,30.12,2021-10-20,32.68,35.34,32.68,,True,,,,
287,今飞凯达,002863.SZ,True,2021-09-29,4.98,2021-10-28,5.0,2021-10-11,5.15,5.87,5.15,,True,,,,
288,泸天化,000912.SZ,True,2021-11-05,4.83,2021-11-16,4.81,2021-11-12,4.95,5.12,4.95,,True,,,,
289,国泰君安,601211.SH,True,2021-11-05,16.92,2021-11-29,16.68,2021-11-11,17.37,,,,False,,,,
290,加加食品,002650.SZ,True,2021-10-22,4.42,2021-10-28,4.44,2021-10-26,4.61,5.72,4.61,,True,,,,
