,股票名称,股票代码,形态识别,左底id,左底价格,右底id,右底价格,中顶id,中顶价格,收盘价格,颈线价格,首次突破,突破幅度,当日涨幅,突破放量,当前成交量-手,平均成交量-手
0,长江健康,002435.SZ,True,2021-11-09,20.507119592090884,2021-12-06,20.592558128884022,2021-11-25,21.575178534300317,22.515096869008815,21.575178534300317,,True,,,,
1,中原环保,000544.SZ,True,2021-11-09,11.490315655242002,2021-12-13,11.509050937214255,2021-12-01,12.257602385475943,,,,False,,,,
2,达实智能,002421.SZ,True,2021-11-08,62.38412690578055,2021-12-07,63.29081571756762,2021-12-01,66.55513673688087,70.00062501514054,66.55513673688087,,True,,,,
3,康尼机电,603111.SH,True,2021-11-08,12.958467670297063,2021-12-07,13.087307463879032,2021-12-01,13.65407286788794,,,,False,,,,
4,武进不锈,603878.SH,True,2021-11-08,14.453358376814574,2021-11-29,14.707356438664236,2021-11-23,15.146029390796846,16.16192071773279,15.146029390796846,,True,,,,
5,凯因科技,688687.SH,True,2021-12-07,22.94764852543446,2021-12-17,22.857279399716894,2021-12-14,23.60043496995997,27.476921410428858,23.60043496995997,,True,,,,
6,盘江股份,600395.SH,True,2021-11-16,29.747510102864677,2021-11-29,30.17306014187225,2021-11-24,31.449787376876262,,,,False,,,,
7,石英股份,603688.SH,True,2021-11-16,92.40731109592684,2021-12-20,92.83612489864431,2021-12-02,101.67028206184915,,,,False,,,,
8,北斗星通,002151.SZ,True,2021-12-02,225.59699668999892,2021-12-24,223.85274583927378,2021-12-14,230.2487427169489,,,,False,,,,
9,申达股份,600626.SH,True,2021-11-08,10.20850463724197,2021-12-06,10.40979961407326,2021-12-01,10.927407086643868,11.445024103280831,10.927407086643868,,True,,,,
