,股票名称,股票代码,形态识别,左底id,左底价格,右底id,右底价格,中顶id,中顶价格,收盘价格,颈线价格,首次突破,突破幅度,当日涨幅,突破放量,当前成交量-手,平均成交量-手
85,科伦药业,002422.SZ,True,2021-11-12,18.18,2021-12-20,18.11,2021-12-01,19.26,20.18,19.26,True,True,4.1817,True,40045777,10884127.692307692
210,锦富技术,300128.SZ,True,2021-11-26,3.83,2021-12-07,3.88,2021-12-06,4.11,4.32,4.11,True,True,4.3478,True,98584088,35278161.51282051
579,九鼎投资,600053.SH,True,2021-12-06,15.3,2021-12-24,15.04,2021-12-10,16.49,17.0,16.49,True,True,10.0324,True,9877026,3009132
692,无锡银行,600908.SH,True,2021-11-29,5.55,2021-12-03,5.61,2021-12-03,5.61,5.79,5.61,True,True,1.9366,True,38481238,15761902.76923077
1047,雅戈尔,600177.SH,True,2021-11-29,6.54,2021-12-06,6.62,2021-12-03,6.69,6.92,6.69,True,True,1.3177,True,13721438,9109808.923076924
1094,*ST云城,600239.SH,True,2021-11-25,2.3,2021-12-31,2.31,2021-12-10,2.42,2.51,2.42,True,True,1.6194,True,22992005,12252358.435897436
