,股票名称,股票代码,形态识别,左底id,左底价格,右底id,右底价格,中顶id,中顶价格,收盘价格,颈线价格,首次突破,突破幅度,当日涨幅,突破放量,当前成交量-手,平均成交量-手
85,科伦药业,002422.SZ,TRUE,2021/11/12,18.1799824,2021/12/20,18.10997739,2021/12/1,19.25997457,20.18,19.25997457,TRUE,TRUE,4.1817,TRUE,40045777,10884127.69
124,田中精机,300461.SZ,TRUE,2021/12/13,19.27000588,2021/12/24,18.89998313,2021/12/16,20.25999958,23.57,20.25999958,TRUE,TRUE,20.0102,TRUE,3369860,2778091.436
212,锦富技术,300128.SZ,TRUE,2021/11/26,3.829996183,2021/12/7,3.879995385,2021/12/6,4.109994804,4.32,4.109994804,TRUE,TRUE,4.3478,TRUE,98584088,35278161.51
461,雄塑科技,300599.SZ,TRUE,2021/12/6,10.30999848,2021/12/24,10.11999293,2021/12/10,10.5299898,11.14,10.5299898,TRUE,TRUE,3.2437,TRUE,24601130,4085519.641
581,九鼎投资,600053.SH,TRUE,2021/12/6,15.29999906,2021/12/24,15.03999095,2021/12/10,16.48999396,17,16.48999396,TRUE,TRUE,10.0324,TRUE,9877026,3009132
695,无锡银行,600908.SH,TRUE,2021/11/29,5.550001784,2021/12/3,5.609997673,2021/12/3,5.609997673,5.79,5.609997673,TRUE,TRUE,1.9366,TRUE,38481238,15761902.77
1052,雅戈尔,600177.SH,TRUE,2021/11/29,6.540004579,2021/12/6,6.620001657,2021/12/3,6.689999118,6.92,6.689999118,TRUE,TRUE,1.3177,TRUE,13721438,9109808.923
1100,*ST云城,600239.SH,TRUE,2021/11/25,2.300001616,2021/12/31,2.310001211,2021/12/10,2.42000231,2.51,2.42000231,TRUE,TRUE,1.6194,TRUE,22992005,12252358.44
