,数据日期,N日数据,股票代码,股票名称,所属行业板块,所属地区板块,当日收盘价(元),当日涨跌幅(%),当日持股数(股),当日持股市值(元),当日持股总占比,当日流通市值(元),当日总市值(元),当期增持股数(股),当期增持市值(元),当期市值增减幅,当期流通股占比变动,当期总占比变动
15,2021-07-26,jd,'000333',美的集团,家电行业,广东板块,64.68,-3.405,1175400062.0,76024876010.16,0.166700392931299,445732750848.0,456056969472.72,112450241.0,8879185175.82,0.104941503593376,0.0162250923587685,0.01584159221717
16,2021-07-26,m,'000333',美的集团,家电行业,广东板块,64.68,-3.405,1175400062.0,76024876010.16,0.166700392931299,445732750848.0,456056969472.72,21794812.0,1629408263.49,0.0192957475971418,0.00323469569208607,0.00315957024102298
17,2021-07-26,10,'000333',美的集团,家电行业,广东板块,64.68,-3.405,1175400062.0,76024876010.16,0.166700392931299,445732750848.0,456056969472.72,1973138.0,233330019.5,0.00281251699082771,0.000479130164048109,0.000468198606208424
18,2021-07-26,5,'000333',美的集团,家电行业,广东板块,64.68,-3.405,1175400062.0,76024876010.16,0.166700392931299,445732750848.0,456056969472.72,-10681212.0,-676739085.88,-0.00813469079187326,-0.00140118996309859,-0.00136837903930977
19,2021-07-26,3,'000333',美的集团,家电行业,广东板块,64.68,-3.405,1175400062.0,76024876010.16,0.166700392931299,445732750848.0,456056969472.72,-15745670.0,-1021430237.1,-0.0126124300287152,-0.00218001325586497,-0.00213066211123854
20,2021-07-26,1,'000333',美的集团,家电行业,广东板块,64.68,-3.405,1175400062.0,76024876010.16,0.166700392931299,445732750848.0,456056969472.72,-13521357.0,-874561370.76,-0.0109855472045859,-0.00189526660930122,-0.00185236155985272
21,2021-07-26,y,'600036',招商银行,银行,广东板块,47.7,-4.6953,1380140754.0,65832713965.8,0.0547243934731018,984000649263.3,1202986635167.7,418659396.0,20969248322.53,0.630691540195488,0.0293955010947531,0.0240444833858232
22,2021-07-26,jd,'600036',招商银行,银行,广东板块,47.7,-4.6953,1380140754.0,65832713965.8,0.0547243934731018,984000649263.3,1202986635167.7,99123964.0,5479196748.97,0.0808701980170067,0.00502187990408156,0.00410772068589915
23,2021-07-26,m,'600036',招商银行,银行,广东板块,47.7,-4.6953,1380140754.0,65832713965.8,0.0547243934731018,984000649263.3,1202986635167.7,24890445.0,1322666503.71,0.0177446791385578,0.00116576405391975,0.000953553890301486
24,2021-07-26,10,'600036',招商银行,银行,广东板块,47.7,-4.6953,1380140754.0,65832713965.8,0.0547243934731018,984000649263.3,1202986635167.7,13246163.0,707260318.92,0.0102662948029138,0.000680255011787559,0.000556424613287794
25,2021-07-26,5,'600036',招商银行,银行,广东板块,47.7,-4.6953,1380140754.0,65832713965.8,0.0547243934731018,984000649263.3,1202986635167.7,-1449481.0,-43961488.19,-0.000625998108686766,-4.19252122699149e-05,-3.42933453191248e-05
26,2021-07-26,3,'600036',招商银行,银行,广东板块,47.7,-4.6953,1380140754.0,65832713965.8,0.0547243934731018,984000649263.3,1202986635167.7,-1343878.0,-38846818.7,-0.000565787061744678,-3.78897782906383e-05,-3.09925026168168e-05
27,2021-07-26,1,'600036',招商银行,银行,广东板块,47.7,-4.6953,1380140754.0,65832713965.8,0.0547243934731018,984000649263.3,1202986635167.7,-11319800.0,-539954460.0,-0.00775322079241702,-0.000522969119250464,-0.00042777029922313
28,2021-07-26,y,'000858',五粮液,酿酒行业,四川板块,249.54,-7.9901,231990128.0,57890816541.12,0.0597665008164574,968572835737.2,968616461567.7,-42785942.0,-10416553653.64,-0.17714600970457,-0.0128234737000991,-0.012540030909897
29,2021-07-26,jd,'000858',五粮液,酿酒行业,四川板块,249.54,-7.9901,231990128.0,57890816541.12,0.0597665008164574,968572835737.2,968616461567.7,18528944.0,5398089625.84,0.093366770497044,0.00525060684635315,0.00513451676492905
30,2021-07-26,m,'000858',五粮液,酿酒行业,四川板块,249.54,-7.9901,231990128.0,57890816541.12,0.0597665008164574,968572835737.2,968616461567.7,11142578.0,3175914586.29,0.0491307626580327,0.00279546447393898,0.00279533856810923
31,2021-07-26,10,'000858',五粮液,酿酒行业,四川板块,249.54,-7.9901,231990128.0,57890816541.12,0.0597665008164574,968572835737.2,968616461567.7,4198006.0,1249128359.7,0.0202385415566157,0.00118775207856771,0.00118769858301719
32,2021-07-26,5,'000858',五粮液,酿酒行业,四川板块,249.54,-7.9901,231990128.0,57890816541.12,0.0597665008164574,968572835737.2,968616461567.7,201430.0,131429590.73,0.0020186667115636,0.000120549319560686,0.000120543890100842
33,2021-07-26,3,'000858',五粮液,酿酒行业,四川板块,249.54,-7.9901,231990128.0,57890816541.12,0.0597665008164574,968572835737.2,968616461567.7,-2067352.0,-507611256.43,-0.00771191999362117,-0.000465042801450104,-0.000465021856236765
34,2021-07-26,1,'000858',五粮液,酿酒行业,四川板块,249.54,-7.9901,231990128.0,57890816541.12,0.0597665008164574,968572835737.2,968616461567.7,-1912805.0,-477321359.7,-0.00752435890375652,-0.000453432929259731,-0.000453412506947186
35,2021-07-26,y,'601012',隆基股份,材料行业,陕西板块,88.45,-4.1608,583416470.0,51603186771.5,0.107781556845628,478765065936.3,478775667022.6,179548416.4,16184837588.322,1.28738565478103,0.0809469070407028,0.0808510463279577
36,2021-07-26,jd,'601012',隆基股份,材料行业,陕西板块,88.45,-4.1608,583416470.0,51603186771.5,0.107781556845628,478765065936.3,478775667022.6,64514681.4000001,6529689923.14201,0.200715754331626,0.018269894548371,0.018269490015012
37,2021-07-26,m,'601012',隆基股份,材料行业,陕西板块,88.45,-4.1608,583416470.0,51603186771.5,0.107781556845628,478765065936.3,478775667022.6,-5586191.0,-451559615.25,-0.00911053156535037,-0.000991371335464456,-0.000991349384446879
38,2021-07-26,10,'601012',隆基股份,材料行业,陕西板块,88.45,-4.1608,583416470.0,51603186771.5,0.107781556845628,478765065936.3,478775667022.6,1624785.0,200563376.29,0.00377294519721682,0.000405530376220524,0.000405521396936881
39,2021-07-26,5,'601012',隆基股份,材料行业,陕西板块,88.45,-4.1608,583416470.0,51603186771.5,0.107781556845628,478765065936.3,478775667022.6,1242092.0,130729008.53,0.00254826383706186,0.000274077170741578,0.000274071102104552
40,2021-07-26,3,'601012',隆基股份,材料行业,陕西板块,88.45,-4.1608,583416470.0,51603186771.5,0.107781556845628,478765065936.3,478775667022.6,-7177119.0,-642028368.84,-0.0116603021903166,-0.00127225427149752,-0.00127222610114916
41,2021-07-26,1,'601012',隆基股份,材料行业,陕西板块,88.45,-4.1608,583416470.0,51603186771.5,0.107781556845628,478765065936.3,478775667022.6,-5300947.0,-468868762.15,-0.00862958217945845,-0.000938581601817925,-0.000938560819674541
42,2021-07-26,y,'601888',中国中免,旅游酒店,北京板块,262.98,-5.2939,186172478.0,48959638264.44,0.0953520153284952,513462018561.12,513462018561.12,-34017358.0,-9123014356.59,-0.200447485978854,-0.0226054043032337,-0.0226054043032337
43,2021-07-26,jd,'601888',中国中免,旅游酒店,北京板块,262.98,-5.2939,186172478.0,48959638264.44,0.0953520153284952,513462018561.12,513462018561.12,-2009739.0,-400714133.48,-0.00712982744281521,-0.000687182351215359,-0.000687182351215359
44,2021-07-26,m,'601888',中国中免,旅游酒店,北京板块,262.98,-5.2939,186172478.0,48959638264.44,0.0953520153284952,513462018561.12,513462018561.12,-3897046.0,-1095360813.01,-0.0195898706807208,-0.00190703407627735,-0.00190703407627735
45,2021-07-26,10,'601888',中国中免,旅游酒店,北京板块,262.98,-5.2939,186172478.0,48959638264.44,0.0953520153284952,513462018561.12,513462018561.12,-3918246.0,-1121836393.82,-0.0206565771697281,-0.0020111000732491,-0.0020111000732491
46,2021-07-26,5,'601888',中国中免,旅游酒店,北京板块,262.98,-5.2939,186172478.0,48959638264.44,0.0953520153284952,513462018561.12,513462018561.12,-1565070.0,-451733700.5,-0.00829094457983981,-0.000797204149781154,-0.000797204149781154
47,2021-07-26,3,'601888',中国中免,旅游酒店,北京板块,262.98,-5.2939,186172478.0,48959638264.44,0.0953520153284952,513462018561.12,513462018561.12,-492774.0,-139729394.42,-0.00262937230052027,-0.000251379559957467,-0.000251379559957467
48,2021-07-26,1,'601888',中国中免,旅游酒店,北京板块,262.98,-5.2939,186172478.0,48959638264.44,0.0953520153284952,513462018561.12,513462018561.12,159277.0,41886665.46,0.000810937569580244,7.72583777514303e-05,7.72583777514303e-05
49,2021-07-26,y,'000651',格力电器,家电行业,广东板块,47.63,-2.8356,1000879721.0,47671901111.23,0.166377077249299,284276516325.89,286529261719.14,11030806.0,1067866572.27,0.0189365936962868,0.00313969155020849,0.00311589183495806
50,2021-07-26,jd,'000651',格力电器,家电行业,广东板块,47.63,-2.8356,1000879721.0,47671901111.23,0.166377077249299,284276516325.89,286529261719.14,-9145477.0,-190872060.81,-0.00316970016298533,-0.000536249132449569,-0.000532184218284755
51,2021-07-26,m,'000651',格力电器,家电行业,广东板块,47.63,-2.8356,1000879721.0,47671901111.23,0.166377077249299,284276516325.89,286529261719.14,-19018948.0,-895063064.68,-0.0170573370827356,-0.00291479391196126,-0.00289187726980734
52,2021-07-26,10,'000651',格力电器,家电行业,广东板块,47.63,-2.8356,1000879721.0,47671901111.23,0.166377077249299,284276516325.89,286529261719.14,-6156623.0,-252830878.43,-0.00513214030301684,-0.000865930949132427,-0.000859122841838859
53,2021-07-26,5,'000651',格力电器,家电行业,广东板块,47.63,-2.8356,1000879721.0,47671901111.23,0.166377077249299,284276516325.89,286529261719.14,-4667901.0,-192666904.45,-0.00372191060832682,-0.000627058671824564,-0.00062212862200775
54,2021-07-26,3,'000651',格力电器,家电行业,广东板块,47.63,-2.8356,1000879721.0,47671901111.23,0.166377077249299,284276516325.89,286529261719.14,-10868242.0,-511290156.15,-0.0101171828721163,-0.00171502926655705,-0.00170154539319506
55,2021-07-26,1,'000651',格力电器,家电行业,广东板块,47.63,-2.8356,1000879721.0,47671901111.23,0.166377077249299,284276516325.89,286529261719.14,-11862246.0,-564998776.98,-0.0113808681963401,-0.00193114016916696,-0.0019159571924137
56,2021-07-26,y,'601318',中国平安,保险,广东板块,54.5,-5.4476,859859190.0,46862325855.0,0.0470376277158804,590380215141.0,996273156845.0,42558509.0,4810075995.86,0.0770531545066453,0.00581349082334327,0.00344500897110852
57,2021-07-26,jd,'601318',中国平安,保险,广东板块,54.5,-5.4476,859859190.0,46862325855.0,0.0470376277158804,590380215141.0,996273156845.0,-38518330.0,-2853599950.69,-0.0420046663815657,-0.00348354257803013,-0.0020643079686932
58,2021-07-26,m,'601318',中国平安,保险,广东板块,54.5,-5.4476,859859190.0,46862325855.0,0.0470376277158804,590380215141.0,996273156845.0,3806816.0,275151634.65,0.00487294056442685,0.000385084605851928,0.000228196786080546
59,2021-07-26,10,'601318',中国平安,保险,广东板块,54.5,-5.4476,859859190.0,46862325855.0,0.0470376277158804,590380215141.0,996273156845.0,18257720.0,1141693454.59,0.0228379217641471,0.001774302945688,0.00105143187649244
60,2021-07-26,5,'601318',中国平安,保险,广东板块,54.5,-5.4476,859859190.0,46862325855.0,0.0470376277158804,590380215141.0,996273156845.0,-3731728.0,-176350234.42,-0.00344070351879529,-0.000274296347949376,-0.000162544916323523
61,2021-07-26,3,'601318',中国平安,保险,广东板块,54.5,-5.4476,859859190.0,46862325855.0,0.0470376277158804,590380215141.0,996273156845.0,287063.0,57062685.48,0.00114299222051465,9.06964537038532e-05,5.37456936205872e-05
62,2021-07-26,1,'601318',中国平安,保险,广东板块,54.5,-5.4476,859859190.0,46862325855.0,0.0470376277158804,590380215141.0,996273156845.0,-10088144.0,-549803848.0,-0.0109645507338141,-0.000880538825987862,-0.000521797358440318
63,2021-07-26,y,'600276',恒瑞医药,医药制造,江苏板块,59.22,-3.6917,768724216.0,45523848071.52,0.120160517126463,377084389547.88,378858623116.68,25040128.2,2474843674.52,0.0425258266159647,0.00494003642149962,0.00492978499597682
64,2021-07-26,jd,'600276',恒瑞医药,医药制造,江苏板块,59.22,-3.6917,768724216.0,45523848071.52,0.120160517126463,377084389547.88,378858623116.68,-27913622.8,-2280859784.78,-0.0410406971721593,-0.00516762234067238,-0.0051429532787114
65,2021-07-26,m,'600276',恒瑞医药,医药制造,江苏板块,59.22,-3.6917,768724216.0,45523848071.52,0.120160517126463,377084389547.88,378858623116.68,9686192.0,610754805.38,0.0118329886388034,0.00141054786865402,0.00140394212913468
66,2021-07-26,10,'600276',恒瑞医药,医药制造,江苏板块,59.22,-3.6917,768724216.0,45523848071.52,0.120160517126463,377084389547.88,378858623116.68,8685864.0,554836079.38,0.0115654409731705,0.00138047184367476,0.00137400695324761
67,2021-07-26,5,'600276',恒瑞医药,医药制造,江苏板块,59.22,-3.6917,768724216.0,45523848071.52,0.120160517126463,377084389547.88,378858623116.68,5544818.0,369057392.91,0.00793272342899815,0.000950777291103061,0.000946324704086694
68,2021-07-26,3,'600276',恒瑞医药,医药制造,江苏板块,59.22,-3.6917,768724216.0,45523848071.52,0.120160517126463,377084389547.88,378858623116.68,-4882599.0,-289492891.75,-0.00594175802219027,-0.000721880145608675,-0.000718499507268038
69,2021-07-26,1,'600276',恒瑞医药,医药制造,江苏板块,59.22,-3.6917,768724216.0,45523848071.52,0.120160517126463,377084389547.88,378858623116.68,-4276501.0,-253254389.22,-0.00532810274712782,-0.000646818357209271,-0.000643789240878657
70,2021-07-26,y,'000001',平安银行,银行,广东板块,18.8,-6.4677,2218127456.0,41700796172.8,0.114301597758389,364828184130.0,364831262122.4,578088854.0,11594736700.12,0.529969639809376,0.0447893303345661,0.0447889483150037
71,2021-07-26,jd,'000001',平安银行,银行,广东板块,18.8,-6.4677,2218127456.0,41700796172.8,0.114301597758389,364828184130.0,364831262122.4,60956861.0,1498398137.41,0.0301874281334374,0.00335567639959677,0.00335564808857322
72,2021-07-26,m,'000001',平安银行,银行,广东板块,18.8,-6.4677,2218127456.0,41700796172.8,0.114301597758389,364828184130.0,364831262122.4,-11279094.0,-259983931.37,-0.00505267575814857,-0.000580470522017291,-0.000580465624729036
73,2021-07-26,10,'000001',平安银行,银行,广东板块,18.8,-6.4677,2218127456.0,41700796172.8,0.114301597758389,364828184130.0,364831262122.4,9079953.0,166709213.32,0.00356647253399815,0.000405988195712586,0.000405984770489173
74,2021-07-26,5,'000001',平安银行,银行,广东板块,18.8,-6.4677,2218127456.0,41700796172.8,0.114301597758389,364828184130.0,364831262122.4,18448776.0,362412141.48,0.00776788567040999,0.000880504415321289,0.000880496986720234
75,2021-07-26,3,'000001',平安银行,银行,广东板块,18.8,-6.4677,2218127456.0,41700796172.8,0.114301597758389,364828184130.0,364831262122.4,16086706.0,315089600.78,0.00699705690692591,0.000793981211035589,0.000793974512409712
76,2021-07-26,1,'000001',平安银行,银行,广东板块,18.8,-6.4677,2218127456.0,41700796172.8,0.114301597758389,364828184130.0,364831262122.4,7870761.0,147970306.8,0.00333070218614139,0.000379356897226236,0.000379353696684595
77,2021-07-26,y,'300760',迈瑞医疗,医疗行业,广东板块,410.35,-5.6667,85111003.0,34925300081.05,0.0700103763022346,204819745232.4,498858911003.1,21802909.0,8974441424.52,0.416948144309447,0.0528839517077674,0.021712907751587
78,2021-07-26,jd,'300760',迈瑞医疗,医疗行业,广东板块,410.35,-5.6667,85111003.0,34925300081.05,0.0700103763022346,204819745232.4,498858911003.1,12292086.0,5746431500.23,0.190346839971037,0.027769784085717,0.0114016207311168
79,2021-07-26,m,'300760',迈瑞医疗,医疗行业,广东板块,410.35,-5.6667,85111003.0,34925300081.05,0.0700103763022346,204819745232.4,498858911003.1,3728917.0,1723983641.1,0.0458603702208641,0.00747737204694527,0.00307003323762153
80,2021-07-26,10,'300760',迈瑞医疗,医疗行业,广东板块,410.35,-5.6667,85111003.0,34925300081.05,0.0700103763022346,204819745232.4,498858911003.1,3520300.0,1629436819.97,0.0435465075704861,0.0071183054783648,0.00292260894294422
81,2021-07-26,5,'300760',迈瑞医疗,医疗行业,广东板块,410.35,-5.6667,85111003.0,34925300081.05,0.0700103763022346,204819745232.4,498858911003.1,2070599.0,963663633.52,0.0252854473990576,0.00420671133757006,0.00172717681377049
82,2021-07-26,3,'300760',迈瑞医疗,医疗行业,广东板块,410.35,-5.6667,85111003.0,34925300081.05,0.0700103763022346,204819745232.4,498858911003.1,1004130.0,478349802.15,0.0124775771279042,0.00210254047965808,0.000863253709387382
83,2021-07-26,1,'300760',迈瑞医疗,医疗行业,广东板块,410.35,-5.6667,85111003.0,34925300081.05,0.0700103763022346,204819745232.4,498858911003.1,-940111.0,-385774548.85,-0.0103059449449235,-0.00177675248384337,-0.000729492814611809
84,2021-07-26,y,'603288',海天味业,食品饮料,广东板块,116.04,-1.985,265470269.0,30805170014.76,0.0630185089329791,488827338766.8,488827338766.8,-3861173.8,-1076790202.67,-0.0352247570605618,-0.00227305013577982,-0.00227305013577982
85,2021-07-26,jd,'603288',海天味业,食品饮料,广东板块,116.04,-1.985,265470269.0,30805170014.76,0.0630185089329791,488827338766.8,488827338766.8,6995564.19999999,1022833292.43,0.0307378198572091,0.00188052493141105,0.00188052493141105
86,2021-07-26,m,'603288',海天味业,食品饮料,广东板块,116.04,-1.985,265470269.0,30805170014.76,0.0630185089329791,488827338766.8,488827338766.8,3632644.0,454821429.13,0.0133607890520601,0.000830455553167463,0.000830455553167463
87,2021-07-26,10,'603288',海天味业,食品饮料,广东板块,116.04,-1.985,265470269.0,30805170014.76,0.0630185089329791,488827338766.8,488827338766.8,3658898.0,460169386.89,0.0150392498556272,0.000934688528970458,0.000934688528970458
88,2021-07-26,5,'603288',海天味业,食品饮料,广东板块,116.04,-1.985,265470269.0,30805170014.76,0.0630185089329791,488827338766.8,488827338766.8,2599209.0,312369931.39,0.0096940851203254,0.000604925425315257,0.000604925425315257
89,2021-07-26,3,'603288',海天味业,食品饮料,广东板块,116.04,-1.985,265470269.0,30805170014.76,0.0630185089329791,488827338766.8,488827338766.8,1559293.0,185348805.43,0.0058938875276347,0.000369242370245925,0.000369242370245925
90,2021-07-26,1,'603288',海天味业,食品饮料,广东板块,116.04,-1.985,265470269.0,30805170014.76,0.0630185089329791,488827338766.8,488827338766.8,271396.0,31492791.84,0.00100305435511472,6.31463678754482e-05,6.31463678754482e-05
91,2021-07-26,y,'600887',伊利股份,食品饮料,内蒙古,33.08,-2.9912,758721020.0,25098491341.6,0.124735791016358,196172242837.96,201213229475.64,-25176874.0,-1484648330.46,-0.0535613901385206,-0.00711611076142154,-0.00690179603676515
92,2021-07-26,jd,'600887',伊利股份,食品饮料,内蒙古,33.08,-2.9912,758721020.0,25098491341.6,0.124735791016358,196172242837.96,201213229475.64,-2673212.0,-19933333.73,-0.000659945626295053,-8.47316533762525e-05,-8.26088748016462e-05
93,2021-07-26,m,'600887',伊利股份,食品饮料,内蒙古,33.08,-2.9912,758721020.0,25098491341.6,0.124735791016358,196172242837.96,201213229475.64,23748590.0,858234845.59,0.0314407716110691,0.00389665707678349,0.00379903428971886
94,2021-07-26,10,'600887',伊利股份,食品饮料,内蒙古,33.08,-2.9912,758721020.0,25098491341.6,0.124735791016358,196172242837.96,201213229475.64,-12460426.0,-434591342.53,-0.0162637713248802,-0.00211497761450873,-0.00206199116862983
95,2021-07-26,5,'600887',伊利股份,食品饮料,内蒙古,33.08,-2.9912,758721020.0,25098491341.6,0.124735791016358,196172242837.96,201213229475.64,1660669.0,62913676.35,0.00237029636401984,0.000302594545714304,0.000295013657193426
96,2021-07-26,3,'600887',伊利股份,食品饮料,内蒙古,33.08,-2.9912,758721020.0,25098491341.6,0.124735791016358,196172242837.96,201213229475.64,-3932251.0,-132385960.7,-0.00496669640448096,-0.000638737912729482,-0.000622735638468292
97,2021-07-26,1,'600887',伊利股份,食品饮料,内蒙古,33.08,-2.9912,758721020.0,25098491341.6,0.124735791016358,196172242837.96,201213229475.64,-1419296.0,-46950311.68,-0.0018112997768569,-0.000232173176982921,-0.000226356552072876
98,2021-07-26,y,'600900',长江电力,电力行业,北京板块,18.84,0.2661,1327911170.0,25017846442.8,0.0583906160252844,428456627893.2,428456627893.2,24831176.0,468785568.22,0.0192793113353943,0.00114193113178408,0.00114193113178408
99,2021-07-26,jd,'600900',长江电力,电力行业,北京板块,18.84,0.2661,1327911170.0,25017846442.8,0.0583906160252844,428456627893.2,428456627893.2,93385612.0,1857979890.58,0.0730589966221215,0.00396595536273771,0.00396595536273771
100,2021-07-26,m,'600900',长江电力,电力行业,北京板块,18.84,0.2661,1327911170.0,25017846442.8,0.0583906160252844,428456627893.2,428456627893.2,-2644203.0,-65628854.5,-0.00241786307888166,-0.000141461640328002,-0.000141461640328002
101,2021-07-26,10,'600900',长江电力,电力行业,北京板块,18.84,0.2661,1327911170.0,25017846442.8,0.0583906160252844,428456627893.2,428456627893.2,1215701.0,7881872.13,0.00029764432190617,1.73637242783379e-05,1.73637242783379e-05
102,2021-07-26,5,'600900',长江电力,电力行业,北京板块,18.84,0.2661,1327911170.0,25017846442.8,0.0583906160252844,428456627893.2,428456627893.2,19068211.0,362989693.03,0.0142956867288096,0.000822747548027636,0.000822747548027636
103,2021-07-26,3,'600900',长江电力,电力行业,北京板块,18.84,0.2661,1327911170.0,25017846442.8,0.0583906160252844,428456627893.2,428456627893.2,2799065.0,52627168.05,0.00208917712707684,0.00012173120379387,0.00012173120379387
104,2021-07-26,1,'600900',长江电力,电力行业,北京板块,18.84,0.2661,1327911170.0,25017846442.8,0.0583906160252844,428456627893.2,428456627893.2,-1612454.0,-30378633.36,-0.00121603309230799,-7.10911411172801e-05,-7.10911411172801e-05
105,2021-07-26,y,'603259',药明康德,医疗行业,江苏板块,148.74,-3.4156,162895323.0,24229050343.02,0.0551713031901302,378727173726.66,439160377624.62,-43917542.2,-5683071358.5,-0.295893778268758,-0.0369292214917098,-0.0225759917642081
106,2021-07-26,jd,'603259',药明康德,医疗行业,江苏板块,148.74,-3.4156,162895323.0,24229050343.02,0.0551713031901302,378727173726.66,439160377624.62,-16411400.2,-2415150121.97,-0.114698624755563,-0.0115677081390248,-0.00696727248265312
107,2021-07-26,m,'603259',药明康德,医疗行业,江苏板块,148.74,-3.4156,162895323.0,24229050343.02,0.0551713031901302,378727173726.66,439160377624.62,-10340818.0,-1610216286.49,-0.0613121453815754,-0.00418555869409098,-0.00360208726380577
108,2021-07-26,10,'603259',药明康德,医疗行业,江苏板块,148.74,-3.4156,162895323.0,24229050343.02,0.0551713031901302,378727173726.66,439160377624.62,-1682860.0,-279193012.85,-0.0105564137892785,-0.000682322949573448,-0.000588503562442355
109,2021-07-26,5,'603259',药明康德,医疗行业,江苏板块,148.74,-3.4156,162895323.0,24229050343.02,0.0551713031901302,378727173726.66,439160377624.62,3895849.0,607604799.2,0.0227669137527451,0.00142167772907115,0.001226039542077
110,2021-07-26,3,'603259',药明康德,医疗行业,江苏板块,148.74,-3.4156,162895323.0,24229050343.02,0.0551713031901302,378727173726.66,439160377624.62,3163917.0,486262429.4,0.0182509029094379,0.0011449222079985,0.000987368565255212
111,2021-07-26,1,'603259',药明康德,医疗行业,江苏板块,148.74,-3.4156,162895323.0,24229050343.02,0.0551713031901302,378727173726.66,439160377624.62,536741.0,79834856.34,0.00319298278948967,0.000203597826556534,0.000175580570008882
112,2021-07-26,y,'600406',国电南瑞,输配电气,江苏板块,29.81,8.4,802148997.0,23912061600.57,0.144641003155303,164307572766.92,165320075766.45,215427025.2,5497656421.436,0.576471589192137,0.0900577548334605,0.0571860210428014
113,2021-07-26,jd,'600406',国电南瑞,输配电气,江苏板块,29.81,8.4,802148997.0,23912061600.57,0.144641003155303,164307572766.92,165320075766.45,45318047.2,1162391974.926,0.0581313667740681,0.00795562998360918,0.00790690571864831
