,DQCode,DQName,DateType,HYCode,HYName,HdDate,Hkcode,JG_SUM,LTSZ,LTZB,LTZB_One,Market,NewPrice,ORIGINALCODE,ORIGINALCODE_DQ,SCode,SName,ShareHold,ShareHold_Before_One,ShareHold_Chg_One,ShareSZ,ShareSZ_Before_One,ShareSZ_Chg_One,ShareSZ_Chg_Rate_One,SharesRate,ZSZ,ZZB,ZZB_One,Zdf
0,020007,贵州板块,y,016031,酿酒行业,2022-01-07,1000002162,97.0,2439536127600.0,0.0709830800531572,-0.0106887192242393,001,1942.0,477,173,600519,贵州茅台,89168789.0,0.0,-14867639.0,173165788238.0,0.0,-28193380376.74,-0.129061962549379,7.09,2439536127600.0,0.0709830800531572,-0.0106887192242393,-2.029
1,020007,贵州板块,jd,016031,酿酒行业,2022-01-07,1000002162,97.0,2439536127600.0,0.0709830800531572,0.000546430175238437,001,1942.0,477,173,600519,贵州茅台,89168789.0,0.0,445047.0,173165788238.0,0.0,1111183792.8,0.00773664825800674,7.09,2439536127600.0,0.0709830800531572,0.000546430175238437,-2.029
2,020007,贵州板块,m,016031,酿酒行业,2022-01-07,1000002162,97.0,2439536127600.0,0.0709830800531572,0.000403242989801097,001,1942.0,477,173,600519,贵州茅台,89168789.0,0.0,500466.0,173165788238.0,0.0,990751731.33,0.00571289655104406,7.09,2439536127600.0,0.0709830800531572,0.000403242989801097,-2.029
3,020007,贵州板块,10,016031,酿酒行业,2022-01-07,1000002162,97.0,2439536127600.0,0.0709830800531572,-0.000918756150464876,001,1942.0,477,173,600519,贵州茅台,89168789.0,0.0,-1123211.0,173165788238.0,0.0,-2352367037.08,-0.0127823002586104,7.09,2439536127600.0,0.0709830800531572,-0.000918756150464876,-2.029
4,020007,贵州板块,5,016031,酿酒行业,2022-01-07,1000002162,97.0,2439536127600.0,0.0709830800531572,-0.000431067407301314,001,1942.0,477,173,600519,贵州茅台,89168789.0,0.0,-546372.0,173165788238.0,0.0,-1123624802.06,-0.00603583522191544,7.09,2439536127600.0,0.0709830800531572,-0.000431067407301314,-2.029
5,020007,贵州板块,3,016031,酿酒行业,2022-01-07,1000002162,97.0,2439536127600.0,0.0709830800531572,-2.99538569164565e-05,001,1942.0,477,173,600519,贵州茅台,89168789.0,0.0,-36199.0,173165788238.0,0.0,-77183619.18,-0.000421814631710588,7.09,2439536127600.0,0.0709830800531572,-2.99538569164565e-05,-2.029
6,020007,贵州板块,1,016031,酿酒行业,2022-01-07,1000002162,97.0,2439536127600.0,0.0709830800531572,0.00010940291876418,001,1942.0,477,173,600519,贵州茅台,89168789.0,0.0,140278.0,173165788238.0,0.0,272419876.0,0.00154368195448244,7.09,2439536127600.0,0.0709830800531572,0.00010940291876418,-2.029
7,020003,福建板块,y,016074,电池,2022-01-07,1001194744,32.0,1100670649749.0,0.0977814344997235,0.0743448029413185,003,539.9,1033,151,300750,宁德时代,199342758.0,0.0,69724736.0,107625155044.2,0.0,35797674858.07,0.708149287237906,8.55,1258426562880.0,0.0855235881209405,0.0394032767866031,-0.29
8,020003,福建板块,jd,016074,电池,2022-01-07,1001194744,32.0,1100670649749.0,0.0977814344997235,0.0288842465469302,003,539.9,1033,151,300750,宁德时代,199342758.0,0.0,49132024.0,107625155044.2,0.0,28932693893.12,0.390301973244571,8.55,1258426562880.0,0.0855235881209405,0.025172756326694,-0.29
9,020003,福建板块,m,016074,电池,2022-01-07,1001194744,32.0,1100670649749.0,0.0977814344997235,0.00195662262186369,003,539.9,1033,151,300750,宁德时代,199342758.0,0.0,4047396.0,107625155044.2,0.0,2509006429.33,0.0204248652135204,8.55,1258426562880.0,0.0855235881209405,0.00171134109533705,-0.29
10,020003,福建板块,10,016074,电池,2022-01-07,1001194744,32.0,1100670649749.0,0.0977814344997235,0.00171834011634063,003,539.9,1033,151,300750,宁德时代,199342758.0,0.0,3514034.0,107625155044.2,0.0,2116120797.17,0.0178886181404725,8.55,1258426562880.0,0.0855235881209405,0.00150292960124266,-0.29
11,020003,福建板块,5,016074,电池,2022-01-07,1001194744,32.0,1100670649749.0,0.0977814344997235,-0.000156769478683849,003,539.9,1033,151,300750,宁德时代,199342758.0,0.0,-360486.0,107625155044.2,0.0,-188563479.79,-0.0016003701887193,8.55,1258426562880.0,0.0855235881209405,-0.000137116911748007,-0.29
12,020003,福建板块,3,016074,电池,2022-01-07,1001194744,32.0,1100670649749.0,0.0977814344997235,-0.00022565989037202,003,539.9,1033,151,300750,宁德时代,199342758.0,0.0,-491809.0,107625155044.2,0.0,-261709264.43,-0.00230211925523779,8.55,1258426562880.0,0.0855235881209405,-0.000197371245557334,-0.29
13,020003,福建板块,1,016074,电池,2022-01-07,1001194744,32.0,1100670649749.0,0.0977814344997235,-0.000152820268463733,003,539.9,1033,151,300750,宁德时代,199342758.0,0.0,-312454.0,107625155044.2,0.0,-168693914.6,-0.00156043026396694,8.55,1258426562880.0,0.0855235881209405,-0.000133662773137786,-0.29
14,020005,广东板块,y,016019,家电行业,2022-01-07,1000240855,82.0,531137817254.86,0.177367766216232,0.0169303792321371,003,77.78,456,153,000333,美的集团,1211194757.0,0.0,151939071.0,94206728199.46,0.0,11734552531.36,0.109684271668198,17.33,543313411419.04,0.173392973962134,0.0165265730274375,3.7343
15,020005,广东板块,jd,016019,家电行业,2022-01-07,1000240855,82.0,531137817254.86,0.177367766216232,-0.0038927732289786,003,77.78,456,153,000333,美的集团,1211194757.0,0.0,-25715303.0,94206728199.46,0.0,-1837360295.4,-0.021469052345395,17.33,543313411419.04,0.173392973962134,-0.00380376924392011,3.7343
16,020005,广东板块,m,016019,家电行业,2022-01-07,1000240855,82.0,531137817254.86,0.177367766216232,-0.00346797775264406,003,77.78,456,153,000333,美的集团,1211194757.0,0.0,-22882597.0,94206728199.46,0.0,-1662740832.84,-0.0191848987213754,17.33,543313411419.04,0.173392973962134,-0.00339024085804883,3.7343
17,020005,广东板块,10,016019,家电行业,2022-01-07,1000240855,82.0,531137817254.86,0.177367766216232,-0.00181347880269217,003,77.78,456,153,000333,美的集团,1211194757.0,0.0,-11918451.0,94206728199.46,0.0,-887062600.36,-0.0101221185281806,17.33,543313411419.04,0.173392973962134,-0.0017728285388812,3.7343
18,020005,广东板块,5,016019,家电行业,2022-01-07,1000240855,82.0,531137817254.86,0.177367766216232,-0.00100946797445899,003,77.78,456,153,000333,美的集团,1211194757.0,0.0,-6756298.0,94206728199.46,0.0,-509833928.51,-0.00565981186377321,17.33,543313411419.04,0.173392973962134,-0.000986845907489118,3.7343
19,020005,广东板块,3,016019,家电行业,2022-01-07,1000240855,82.0,531137817254.86,0.177367766216232,-0.000802175232784338,003,77.78,456,153,000333,美的集团,1211194757.0,0.0,-5448524.0,94206728199.46,0.0,-412809254.07,-0.00450241240804437,17.33,543313411419.04,0.173392973962134,-0.000784198573497704,3.7343
20,020005,广东板块,1,016019,家电行业,2022-01-07,1000240855,82.0,531137817254.86,0.177367766216232,-9.66137561615894e-05,003,77.78,456,153,000333,美的集团,1211194757.0,0.0,-635998.0,94206728199.46,0.0,-49467924.44,-0.000544422771920542,17.33,543313411419.04,0.173392973962134,-9.444865244617e-05,3.7343
21,020005,广东板块,y,016029,银行,2022-01-07,1000002452,76.0,1011849724242.45,0.0728448669863834,0.0220486764101094,001,49.05,475,153,600036,招商银行,1502712713.0,0.0,414727915.0,73708058572.65,0.0,22023397365.63,0.418058157828369,7.28,1237033426729.05,0.0595845326245937,0.0180350398489004,1.8692
22,020005,广东板块,jd,016029,银行,2022-01-07,1000002452,76.0,1011849724242.45,0.0728448669863834,0.00338360520142934,001,49.05,475,153,600036,招商银行,1502712713.0,0.0,62411800.0,73708058572.65,0.0,3601690509.37,0.0484622366339924,7.28,1237033426729.05,0.0595845326245937,0.00276766974605085,1.8692
23,020005,广东板块,m,016029,银行,2022-01-07,1000002452,76.0,1011849724242.45,0.0728448669863834,0.00164862860639966,001,49.05,475,153,600036,招商银行,1502712713.0,0.0,31843959.0,73708058572.65,0.0,1763050816.22,0.0231220275860714,7.28,1237033426729.05,0.0595845326245937,0.0013485200680265,1.8692
24,020005,广东板块,10,016029,银行,2022-01-07,1000002452,76.0,1011849724242.45,0.0728448669863834,-0.000442211325526566,001,49.05,475,153,600036,招商银行,1502712713.0,0.0,-9997319.0,73708058572.65,0.0,-461864725.31,-0.00603047026012052,7.28,1237033426729.05,0.0595845326245937,-0.000361713271543591,1.8692
