,数据日期,N日数据,股票代码,股票名称,所属行业板块,所属地区板块,当日收盘价(元),当日涨跌幅(%),当日持股数(股),当日持股市值(元),当日持股总占比,当日流通市值(元),当日总市值(元),当期增持股数(股),当期增持市值(元),当期市值增减幅,当期流通股占比变动,当期总占比变动
88,2022-01-07,5,'603288',海天味业,食品饮料,广东板块,109.29,-0.2191,288345898.0,31513323192.42,0.0684488271223355,460392449619.3,460392449619.3,7032476.0,763580001.57,0.0259298722968593,0.00173158200908033,0.00173158200908033
89,2022-01-07,3,'603288',海天味业,食品饮料,广东板块,109.29,-0.2191,288345898.0,31513323192.42,0.0684488271223355,460392449619.3,460392449619.3,5494031.0,600290505.93,0.0200139451826184,0.00134382893803895,0.00134382893803895
90,2022-01-07,1,'603288',海天味业,食品饮料,广东板块,109.29,-0.2191,288345898.0,31513323192.42,0.0684488271223355,460392449619.3,460392449619.3,1326130.0,144932747.7,0.00461021977345314,0.000314112827022314,0.000314112827022314
91,2022-01-07,y,'000001',平安银行,银行,广东板块,17.2,0.4673,1781010594.0,30633382216.8,0.0917766722413348,333778976970.0,333781793005.6,-164225661.0,-1591959121.3,-0.040156455946474,-0.00402529023440051,-0.00402525627400831
92,2022-01-07,jd,'000001',平安银行,银行,广东板块,17.2,0.4673,1781010594.0,30633382216.8,0.0917766722413348,333778976970.0,333781793005.6,-368319025.0,-6608474115.1,-0.167101499338529,-0.0185077164801967,-0.0185075603351056
93,2022-01-07,m,'000001',平安银行,银行,广东板块,17.2,0.4673,1781010594.0,30633382216.8,0.0917766722413348,333778976970.0,333781793005.6,-134797047.0,-2360280726.61,-0.0667390564452286,-0.00658872575429198,-0.00658867016681935
94,2022-01-07,10,'000001',平安银行,银行,广东板块,17.2,0.4673,1781010594.0,30633382216.8,0.0917766722413348,333778976970.0,333781793005.6,-19033565.0,-330256259.56,-0.0104304263045713,-0.000967508270271648,-0.000967500107640283
95,2022-01-07,5,'000001',平安银行,银行,广东板块,17.2,0.4673,1781010594.0,30633382216.8,0.0917766722413348,333778976970.0,333781793005.6,33739897.0,578252769.47,0.0196757609035181,0.00177158174974258,0.00177156680333933
96,2022-01-07,3,'000001',平安银行,银行,广东板块,17.2,0.4673,1781010594.0,30633382216.8,0.0917766722413348,333778976970.0,333781793005.6,31798157.0,545494032.81,0.0187185606342826,0.00168726957286858,0.0016872553377866
97,2022-01-07,1,'000001',平安银行,银行,广东板块,17.2,0.4673,1781010594.0,30633382216.8,0.0917766722413348,333778976970.0,333781793005.6,8257642.0,142031442.4,0.00467985632334715,0.000427513865685427,0.000427510258855185
98,2022-01-07,y,'300124',汇川技术,电子元件,广东板块,66.39,0.3932,445385535.0,29569145668.65,0.169027943934742,148356596472.09,174936433469.64,180361776.0,13196122143.53,0.816556426903322,0.0984657024055941,0.0805267903025454
99,2022-01-07,jd,'300124',汇川技术,电子元件,广东板块,66.39,0.3932,445385535.0,29569145668.65,0.169027943934742,148356596472.09,174936433469.64,114172510.0,7746669782.99,0.333078662027821,0.0531525084657877,0.0420905847109108
100,2022-01-07,m,'300124',汇川技术,电子元件,广东板块,66.39,0.3932,445385535.0,29569145668.65,0.169027943934742,148356596472.09,174936433469.64,16692484.0,1199487446.36,0.0426981536147058,0.00860159899894157,0.00697112283673524
101,2022-01-07,10,'300124',汇川技术,电子元件,广东板块,66.39,0.3932,445385535.0,29569145668.65,0.169027943934742,148356596472.09,174936433469.64,-5141769.0,-352244394.38,-0.0108169501995423,-0.00218979578622759,-0.00185591893017154
102,2022-01-07,5,'300124',汇川技术,电子元件,广东板块,66.39,0.3932,445385535.0,29569145668.65,0.169027943934742,148356596472.09,174936433469.64,-2125103.0,-137883835.25,-0.0044422286296464,-0.000889610863425881,-0.000754443412757503
103,2022-01-07,3,'300124',汇川技术,电子元件,广东板块,66.39,0.3932,445385535.0,29569145668.65,0.169027943934742,148356596472.09,174936433469.64,-2834709.0,-188397150.85,-0.00602181543227714,-0.00120785476032272,-0.00102433334051702
104,2022-01-07,1,'300124',汇川技术,电子元件,广东板块,66.39,0.3932,445385535.0,29569145668.65,0.169027943934742,148356596472.09,174936433469.64,-92690.0,-6153689.1,-0.000208886583891225,-4.16421203863554e-05,-3.53150177345584e-05
105,2022-01-07,y,'300059',东方财富,互联网服务,上海板块,33.75,-0.6184,874565549.0,29516587278.75,0.0843659935546193,290007349211.25,349863565106.25,375818395.833333,13495246843.67,1.04390642510024,0.0572859905532693,0.0474363133868466
106,2022-01-07,jd,'300059',东方财富,互联网服务,上海板块,33.75,-0.6184,874565549.0,29516587278.75,0.0843659935546193,290007349211.25,349863565106.25,238862674.0,9005904772.09,0.446340455678931,0.0332498820916562,0.0274522441395073
