,»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
0,2011-10-28,sh601100,N∫„¡¢,23.78,24.1,22.2,23.0,23.0,0.78,3.3913,78.9855,66347839,1546351315.0,9987600000.0,1997520000.0
1,2011-10-31,sh601100,∫„¡¢”Õ∏◊,24.59,25.35,24.11,24.75,23.78,0.81,3.4062,41.1094,34531918,850092341.0,10327800000.0,2065560000.0
2,2011-11-01,sh601100,∫„¡¢”Õ∏◊,24.82,25.55,24.51,24.95,24.59,0.23,0.9353,31.3498,26333826,656522625.0,10424400000.0,2084880000.0
3,2011-11-02,sh601100,∫„¡¢”Õ∏◊,25.7,25.84,24.18,24.4,24.82,0.88,3.5455,26.5313,22286307,558689980.0,10794000000.0,2158800000.0
4,2011-11-03,sh601100,∫„¡¢”Õ∏◊,24.32,25.55,24.12,25.2,25.7,-1.38,-5.3696,33.7627,28360661,702329338.0,10214400000.0,2042880000.0
5,2011-11-04,sh601100,∫„¡¢”Õ∏◊,24.63,25.2,24.4,24.8,24.32,0.31,1.2747,22.0842,18550764,459297823.0,10344600000.0,2068920000.0
6,2011-11-07,sh601100,∫„¡¢”Õ∏◊,23.49,24.39,23.45,24.3,24.63,-1.14,-4.6285,17.9228,15055149,358211824.0,9865800000.0,1973160000.0
7,2011-11-08,sh601100,∫„¡¢”Õ∏◊,23.89,24.08,23.36,23.4,23.49,0.4,1.7029,12.6229,10603255,250849043.0,10033800000.0,2006760000.0
8,2011-11-09,sh601100,∫„¡¢”Õ∏◊,23.98,24.05,23.5,23.9,23.89,0.09,0.3767,9.3331,7839781,186629165.0,10071600000.0,2014320000.0
9,2011-11-10,sh601100,∫„¡¢”Õ∏◊,23.54,24.24,23.46,23.7,23.98,-0.44,-1.8349,9.642,8099292,193114696.0,9886800000.0,1977360000.0
10,2011-11-11,sh601100,∫„¡¢”Õ∏◊,22.97,23.58,22.68,23.35,23.54,-0.57,-2.4214,14.1385,11876301,273134628.0,9647400000.0,1929480000.0
11,2011-11-14,sh601100,∫„¡¢”Õ∏◊,23.36,23.53,22.93,23.1,22.97,0.39,1.6979,11.2174,9422592,218651311.0,9811200000.0,1962240000.0
12,2011-11-15,sh601100,∫„¡¢”Õ∏◊,23.35,23.48,23.03,23.23,23.36,-0.01,-0.0428,7.7255,6489412,150692018.0,9807000000.0,1961400000.0
13,2011-11-16,sh601100,∫„¡¢”Õ∏◊,23.02,23.79,22.89,23.33,23.35,-0.33,-1.4133,9.5195,7996344,187224918.0,9668400000.0,1933680000.0
14,2011-11-17,sh601100,∫„¡¢”Õ∏◊,23.13,23.48,22.96,22.96,23.02,0.11,0.4778,5.2787,4434115,102889742.0,9714600000.0,1942920000.0
15,2011-11-18,sh601100,∫„¡¢”Õ∏◊,22.05,23.13,22.01,22.99,23.13,-1.08,-4.6693,9.4335,7924121,178022584.0,9261000000.0,1852200000.0
16,2011-11-21,sh601100,∫„¡¢”Õ∏◊,22.31,22.38,21.72,22.05,22.05,0.26,1.1791,5.3151,4464663,98743589.0,9370200000.0,1874040000.0
17,2011-11-22,sh601100,∫„¡¢”Õ∏◊,21.9,22.18,21.4,22.01,22.31,-0.41,-1.8377,5.09,4275566,93172233.0,9198000000.0,1839600000.0
18,2011-11-23,sh601100,∫„¡¢”Õ∏◊,21.76,22.2,21.65,21.97,21.9,-0.14,-0.6393,3.7089,3115460,68251277.0,9139200000.0,1827840000.0
19,2011-11-24,sh601100,∫„¡¢”Õ∏◊,21.47,21.81,21.3,21.48,21.76,-0.29,-1.3327,4.3418,3647137,78614767.0,9017400000.0,1803480000.0
20,2011-11-25,sh601100,∫„¡¢”Õ∏◊,21.63,21.89,21.41,21.49,21.47,0.16,0.7452,4.3958,3692473,79918823.0,9084600000.0,1816920000.0
21,2011-11-28,sh601100,∫„¡¢”Õ∏◊,21.86,21.96,21.58,21.62,21.63,0.23,1.0633,4.3239,3632108,79146761.0,9181200000.0,1836240000.0
22,2011-11-29,sh601100,∫„¡¢”Õ∏◊,21.94,22.08,21.68,22.01,21.86,0.08,0.366,4.0772,3424842,74917319.0,9214800000.0,1842960000.0
23,2011-11-30,sh601100,∫„¡¢”Õ∏◊,20.58,21.98,20.54,21.85,21.94,-1.36,-6.1987,7.1207,5981380,126185661.0,8643600000.0,1728720000.0
24,2011-12-01,sh601100,∫„¡¢”Õ∏◊,20.62,21.33,20.59,21.15,20.58,0.04,0.1944,7.4775,6281101,131750032.0,8660400000.0,1732080000.0
25,2011-12-02,sh601100,∫„¡¢”Õ∏◊,20.36,20.49,19.8,20.39,20.62,-0.26,-1.2609,5.4827,4605432,92853779.0,8551200000.0,1710240000.0
