,»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
0,2021-01-07,sh688617,Nª›Ã©,257.02,274.89,220.0,221.73,74.46,182.56,245.1786,68.7822,9442710,2299752160.0,17135523400.0,3528478251.38
1,2021-01-08,sh688617,ª›Ã©“Ω¡∆,226.0,261.99,220.0,260.0,257.02,-31.02,-12.0691,28.9244,3970859,918642670.0,15067420000.0,3102622694.0
2,2021-01-11,sh688617,ª›Ã©“Ω¡∆,220.1,239.5,202.0,212.0,226.0,-5.9,-2.6106,16.4998,2265158,517873903.0,14674067000.0,3021625021.9
3,2021-01-12,sh688617,ª›Ã©“Ω¡∆,214.0,232.0,210.01,214.0,220.1,-6.1,-2.7715,9.2797,1273951,280184427.0,14267380000.0,2937881666.0
4,2021-01-13,sh688617,ª›Ã©“Ω¡∆,211.8,218.6,200.0,210.94,214.0,-2.2,-1.028,9.5637,1312944,275375232.0,14120706000.0,2907679144.2
5,2021-01-14,sh688617,ª›Ã©“Ω¡∆,215.72,221.98,190.01,211.58,211.8,3.92,1.8508,10.1805,1397627,284814236.0,14382052400.0,2961494546.68
6,2021-01-15,sh688617,ª›Ã©“Ω¡∆,230.82,236.5,212.0,212.01,215.72,15.1,6.9998,9.8105,1346830,303604107.0,15388769400.0,3168793673.58
7,2021-01-18,sh688617,ª›Ã©“Ω¡∆,234.6,238.05,215.02,231.11,230.82,3.78,1.6376,6.0633,832398,187893366.0,15640782000.0,3220687097.4
8,2021-01-19,sh688617,ª›Ã©“Ω¡∆,222.0,237.0,222.0,229.0,234.6,-12.6,-5.3708,4.9978,686124,156983221.0,14800740000.0,3047709018.0
9,2021-01-20,sh688617,ª›Ã©“Ω¡∆,233.55,243.0,216.88,217.0,222.0,11.55,5.2027,6.062,832214,192733942.0,15570778500.0,3206272257.45
10,2021-01-21,sh688617,ª›Ã©“Ω¡∆,239.98,248.45,226.12,238.29,233.55,6.43,2.7532,5.7422,788320,186135061.0,15999466600.0,3294545991.62
11,2021-01-22,sh688617,ª›Ã©“Ω¡∆,251.0,251.06,232.0,238.45,239.98,11.02,4.592,5.7211,785422,191502538.0,16734170000.0,3445833169.0
12,2021-01-25,sh688617,ª›Ã©“Ω¡∆,257.0,267.9,246.0,260.0,251.0,6.0,2.3904,6.2151,853229,218883624.0,17134190000.0,3528203683.0
13,2021-01-26,sh688617,ª›Ã©“Ω¡∆,237.1,254.68,235.66,251.0,257.0,-19.9,-7.7432,4.3252,593788,144231029.0,15807457000.0,3255008144.9
14,2021-01-27,sh688617,ª›Ã©“Ω¡∆,234.9,239.7,223.07,238.5,237.1,-2.2,-0.9279,4.1779,573553,133480997.0,15660783000.0,3224805623.1
15,2021-01-28,sh688617,ª›Ã©“Ω¡∆,216.23,236.89,216.02,236.89,234.9,-18.67,-7.9481,3.6999,507934,113465591.0,14416054100.0,2968496040.37
16,2021-01-29,sh688617,ª›Ã©“Ω¡∆,210.61,219.99,200.11,215.0,216.23,-5.62,-2.5991,7.2669,997635,207386057.0,14041368700.0,2891342325.59
17,2021-02-01,sh688617,ª›Ã©“Ω¡∆,225.8,229.0,206.1,206.1,210.61,15.19,7.2124,4.4559,611722,133178524.0,15054086000.0,3099877010.2
18,2021-02-02,sh688617,ª›Ã©“Ω¡∆,227.9,232.76,218.18,225.56,225.8,2.1,0.93,2.6613,365348,82582843.0,15194093000.0,3128706690.1
19,2021-02-03,sh688617,ª›Ã©“Ω¡∆,228.0,229.98,218.11,226.12,227.9,0.1,0.0439,2.5385,348500,78208869.0,15200760000.0,3130079532.0
20,2021-02-04,sh688617,ª›Ã©“Ω¡∆,217.06,227.85,215.0,221.26,228.0,-10.94,-4.7982,2.683,368327,80935691.0,14471390200.0,2979890628.14
21,2021-02-05,sh688617,ª›Ã©“Ω¡∆,213.51,223.6,212.02,222.49,217.06,-3.55,-1.6355,1.5826,217263,47488592.0,14234711700.0,2931154740.69
22,2021-02-08,sh688617,ª›Ã©“Ω¡∆,209.51,215.0,208.28,213.5,213.51,-4.0,-1.8734,1.5489,212642,44772355.0,13968031700.0,2876241064.69
23,2021-02-09,sh688617,ª›Ã©“Ω¡∆,218.88,220.0,208.15,208.15,209.51,9.37,4.4723,1.7701,243001,52650043.0,14592729600.0,3004876350.72
24,2021-02-10,sh688617,ª›Ã©“Ω¡∆,215.5,232.0,214.88,218.11,218.88,-3.38,-1.5442,2.6248,360349,80691457.0,14367385000.0,2958474294.5
25,2021-02-18,sh688617,ª›Ã©“Ω¡∆,212.9,219.42,210.58,215.5,215.5,-2.6,-1.2065,1.2835,176203,37682661.0,14194043000.0,2922780405.1
26,2021-02-19,sh688617,ª›Ã©“Ω¡∆,208.99,212.88,197.0,212.88,212.9,-3.91,-1.8365,3.1257,429108,87615797.0,13933363300.0,2869102286.81
27,2021-02-22,sh688617,ª›Ã©“Ω¡∆,214.6,227.75,207.39,207.39,208.99,5.61,2.6843,3.7368,513009,111597880.0,14307382000.0,2946118717.4
28,2021-02-23,sh688617,ª›Ã©“Ω¡∆,220.0,223.61,211.18,218.0,214.6,5.4,2.5163,1.3149,180515,39562201.0,14667400000.0,3020252180.0
29,2021-02-24,sh688617,ª›Ã©“Ω¡∆,221.88,227.05,215.55,223.55,220.0,1.88,0.8545,1.4578,200131,44555120.0,14792739600.0,3046061607.72
30,2021-02-25,sh688617,ª›Ã©“Ω¡∆,224.28,227.0,216.71,226.87,221.88,2.4,1.0817,1.8362,252085,56081303.0,14952747600.0,3079009813.32
31,2021-02-26,sh688617,ª›Ã©“Ω¡∆,221.85,223.98,210.0,220.33,224.28,-2.43,-1.0835,1.7331,237924,51433551.0,14790739500.0,3045649755.15
32,2021-03-01,sh688617,ª›Ã©“Ω¡∆,215.75,220.57,215.5,219.1,221.85,-6.1,-2.7496,1.5849,217583,47318318.0,14384052500.0,2961906399.25
33,2021-03-02,sh688617,ª›Ã©“Ω¡∆,215.0,218.4,207.01,215.75,215.75,-0.75,-0.3476,1.7924,246063,51939260.0,14334050000.0,2951610085.0
34,2021-03-03,sh688617,ª›Ã©“Ω¡∆,209.28,213.21,208.1,212.05,215.0,-5.72,-2.6605,0.926,127130,26805083.0,13952697600.0,2873083528.32
