,ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
0,2020-08-28,sh688017,NÂÌµÄ,58.93,69.8,58.92,65.0,35.06,23.87,68.0833,69.35,19101030,1194658275.0,7096156131.0,1623105395.27
1,2020-08-31,sh688017,ÂÌµÄÐ³²¨,54.95,59.9,52.22,59.8,58.93,-3.98,-6.7538,39.8412,10973437,601375484.0,6616897665.0,1513484498.05
2,2020-09-01,sh688017,ÂÌµÄÐ³²¨,60.62,62.5,54.7,54.7,54.95,5.67,10.3185,37.6144,10360124,613981352.0,7299660354.0,1669652962.18
3,2020-09-02,sh688017,ÂÌµÄÐ³²¨,66.9,68.88,59.06,59.1,60.62,6.28,10.3596,39.2921,10822205,687342069.0,8055877230.0,1842622619.1
4,2020-09-03,sh688017,ÂÌµÄÐ³²¨,77.84,80.6,68.1,69.0,66.9,10.94,16.3528,31.9494,8799798,645447661.0,9373235928.0,2143942371.76
5,2020-09-04,sh688017,ÂÌµÄÐ³²¨,79.4,80.0,71.9,75.02,77.84,1.56,2.0041,15.9899,4404086,335212486.0,9561085980.0,2186909356.6
6,2020-09-07,sh688017,ÂÌµÄÐ³²¨,78.0,86.8,75.06,79.99,79.4,-1.4,-1.7632,20.0376,5518931,442077110.0,9392502600.0,2148349242.0
7,2020-09-08,sh688017,ÂÌµÄÐ³²¨,77.19,79.5,70.0,75.1,78.0,-0.81,-1.0385,13.4043,3691942,273168715.0,9294965073.0,2126039461.41
8,2020-09-09,sh688017,ÂÌµÄÐ³²¨,72.0,75.22,71.07,74.98,77.19,-5.19,-6.7237,6.8941,1898848,139440409.0,8670002400.0,1983091608.0
9,2020-09-10,sh688017,ÂÌµÄÐ³²¨,71.89,76.67,70.1,73.0,72.0,-0.11,-0.1528,6.413,1766340,129895470.0,8656756563.0,1980061884.71
10,2020-09-11,sh688017,ÂÌµÄÐ³²¨,73.91,75.8,68.88,70.22,71.89,2.02,2.8098,5.6877,1566550,114804926.0,8899998297.0,2035698621.49
11,2020-09-14,sh688017,ÂÌµÄÐ³²¨,74.73,78.78,73.45,74.51,73.91,0.82,1.1095,6.8582,1888945,143911470.0,8998739991.0,2058283831.47
