,ШеЦк,ЙЩЦБДњТы,УћГЦ,ЪеХЬМл,зюИпМл,зюЕЭМл,ПЊХЬМл,ЧАЪеХЬ,еЧЕјЖю,еЧЕјЗљ,ЛЛЪжТЪ,ГЩНЛСП,ГЩНЛН№Жю,змЪажЕ,СїЭЈЪажЕ
165,2021-06-18,sz300999,Н№Сњгу,87.5,89.28,86.0,88.85,88.52,-1.02,-1.1523,6.5403,25703879,2249543714.68,474389259400.0,34387920700.0
166,2021-06-21,sz300999,Н№Сњгу,86.3,88.0,85.28,87.0,87.5,-1.2,-1.3714,4.2386,16657874,1439280885.06,467883349557.0,33916314930.4
167,2021-06-22,sz300999,Н№Сњгу,88.16,88.63,86.6,86.6,86.3,1.86,2.1553,4.6354,18217253,1600998937.33,477967509814.0,34647303873.3
168,2021-06-23,sz300999,Н№Сњгу,88.81,89.85,86.65,88.19,88.16,0.65,0.7373,4.6381,18227801,1610545976.93,481491544312.0,34902756998.5
169,2021-06-24,sz300999,Н№Сњгу,86.49,88.31,85.73,87.81,88.81,-2.32,-2.6123,3.838,15083716,1308856673.59,468913451949.0,33990985843.9
170,2021-06-25,sz300999,Н№Сњгу,88.46,88.86,85.31,86.51,86.49,1.97,2.2777,4.8152,18924070,1652620099.02,479593987275.0,34765205315.7
171,2021-06-28,sz300999,Н№Сњгу,88.0,89.27,87.4,88.22,88.46,-0.46,-0.52,3.6783,14456041,1276407884.66,477100055168.0,34584423104.0
172,2021-06-29,sz300999,Н№Сњгу,84.3,88.8,83.84,88.09,88.0,-3.7,-4.2045,5.7295,22517019,1927978692.41,457040166485.0,33130305314.4
173,2021-06-30,sz300999,Н№Сњгу,84.96,85.56,83.85,84.42,84.3,0.66,0.7829,3.3922,13331331,1126727178.77,460618416899.0,33389688487.7
174,2021-07-01,sz300999,Н№Сњгу,81.89,84.9,81.7,84.89,84.96,-3.07,-3.6135,4.7842,18802054,1552056562.95,443974130883.0,32183163727.1
175,2021-07-02,sz300999,Н№Сњгу,80.05,83.0,80.01,81.3,81.89,-1.84,-2.2469,3.6991,14537647,1177169405.89,433998402457.0,31460034880.4
176,2021-07-05,sz300999,Н№Сњгу,80.47,81.65,79.33,79.89,80.05,0.42,0.5247,2.7085,10644578,857695516.27,436275470902.0,31625096899.8
177,2021-07-06,sz300999,Н№Сњгу,79.5,80.86,78.2,80.47,80.47,-0.97,-1.2054,3.5956,14130771,1119101549.34,431016527112.0,31243882236.0
178,2021-07-07,sz300999,Н№Сњгу,81.6,82.82,78.78,79.0,79.5,2.1,2.6415,4.2047,16524560,1345401400.65,442401869338.0,32069192332.8
179,2021-07-08,sz300999,Н№Сњгу,80.28,82.01,80.15,81.21,81.6,-1.32,-1.6176,3.2433,12746199,1032684535.08,435245368510.0,31550425986.2
180,2021-07-09,sz300999,Н№Сњгу,79.86,80.19,77.51,79.51,80.28,-0.42,-0.5232,3.1463,12365305,975377236.13,432968300065.0,31385363966.9
181,2021-07-12,sz300999,Н№Сњгу,82.58,83.37,79.59,80.1,79.86,2.72,3.406,4.4774,17596462,1443334904.54,447715029043.0,32454337044.6
182,2021-07-13,sz300999,Н№Сњгу,82.28,83.37,81.68,82.6,82.58,-0.3,-0.3633,2.9245,11493451,948294868.37,446088551582.0,32336435602.2
183,2021-07-14,sz300999,Н№Сњгу,80.48,81.78,80.2,81.68,82.28,-1.8,-2.1877,2.7424,10777955,871253056.42,436329686817.0,31629026947.8
184,2021-07-15,sz300999,Н№Сњгу,82.99,83.46,79.68,80.5,80.48,2.51,3.1188,4.9752,19552606,1608444926.24,449937881573.0,32615469015.9
185,2021-07-16,sz300999,Н№Сњгу,80.6,82.85,80.47,82.49,82.99,-2.39,-2.8799,3.6453,14326204,1162050558.24,436980277802.0,31676187524.8
186,2021-07-19,sz300999,Н№Сњгу,81.0,81.24,78.58,79.91,80.6,0.4,0.4963,2.6966,10597650,847311574.24,439148914416.0,31833389448.0
187,2021-07-20,sz300999,Н№Сњгу,79.12,80.44,79.0,79.68,81.0,-1.88,-2.321,2.5393,9979638,792889942.37,428956322328.0,31094540409.0
188,2021-07-21,sz300999,Н№Сњгу,75.98,80.25,74.35,79.06,79.12,-3.14,-3.9687,7.8448,30830636,2369787712.23,411932524905.0,29860505311.8
189,2021-07-22,sz300999,Н№Сњгу,75.0,76.8,74.45,75.0,75.98,-0.98,-1.2898,4.2416,16669884,1254001932.79,406619365200.0,29475360600.0
190,2021-07-23,sz300999,Н№Сњгу,73.46,74.81,72.88,74.81,75.0,-1.54,-2.0533,3.6986,14535705,1070949065.45,398270114235.0,28870133195.7
191,2021-07-26,sz300999,Н№Сњгу,71.88,73.57,70.0,73.47,73.46,-1.58,-2.1508,4.3591,17131645,1224533718.5,389703999608.0,28249185599.0
192,2021-07-27,sz300999,Н№Сњгу,68.65,72.68,68.6,72.17,71.88,-3.23,-4.4936,4.2295,16622204,1170271695.43,372192258946.0,26979780069.2
193,2021-07-28,sz300999,Н№Сњгу,69.64,69.92,66.5,68.31,68.65,0.99,1.4421,4.1291,16227499,1109664570.67,377559634567.0,27368854829.1
194,2021-07-29,sz300999,Н№Сњгу,69.36,70.99,68.67,70.11,69.64,-0.28,-0.4021,3.6664,14408934,1001597512.37,376041588937.0,27258813482.9
195,2021-07-30,sz300999,Н№Сњгу,67.7,69.0,66.9,69.0,69.36,-1.66,-2.3933,3.6835,14476392,977698394.74,367041746987.0,26606425501.6
196,2021-08-02,sz300999,Н№Сњгу,72.58,74.4,66.61,67.02,67.7,4.88,7.2083,7.1162,27966822,1977144756.21,393499113683.0,28524288964.6
197,2021-08-03,sz300999,Н№Сњгу,73.01,73.58,70.82,71.41,72.58,0.43,0.5924,4.3813,17218732,1244093119.92,395830398043.0,28693281032.1
198,2021-08-04,sz300999,Н№Сњгу,72.06,72.9,71.52,72.51,73.01,-0.95,-1.3012,3.0315,11913981,858415442.42,390679886084.0,28319926464.5
199,2021-08-05,sz300999,Н№Сњгу,72.48,74.96,71.01,71.24,72.06,0.42,0.5828,4.8778,19169979,1406590085.76,392956954529.0,28484988483.8
200,2021-08-06,sz300999,Н№Сњгу,71.09,72.35,70.85,71.5,72.48,-1.39,-1.9178,2.9029,11408528,813525807.44,385420942294.0,27938711800.7
201,2021-08-09,sz300999,Н№Сњгу,74.91,75.99,70.15,70.25,71.09,3.82,5.3735,6.4404,25311029,1880529735.41,406131421962.0,29439990167.3
202,2021-08-10,sz300999,Н№Сњгу,77.09,77.77,73.6,74.61,74.91,2.18,2.9102,6.5318,25670441,1942489699.02,417950491510.0,30296740648.7
203,2021-08-11,sz300999,Н№Сњгу,76.54,78.99,76.0,76.22,77.09,-0.55,-0.7135,5.3349,20966547,1619937935.85,414968616165.0,30080588004.3
204,2021-08-12,sz300999,Н№Сњгу,73.04,75.85,72.98,74.8,76.54,-3.5,-4.5728,5.6338,22290594,1647496644.09,395993045789.0,28899043504.3
205,2021-08-13,sz300999,Н№Сњгу,72.8,73.91,71.88,72.89,73.04,-0.24,-0.3286,3.1522,12472134,907865946.65,394691863821.0,28804084982.4
206,2021-08-16,sz300999,Н№Сњгу,73.07,73.79,71.98,72.9,72.8,0.27,0.3709,2.5588,10124127,738039135.23,396155693536.0,28910913319.6
207,2021-08-17,sz300999,Н№Сњгу,70.98,73.56,70.7,73.56,73.07,-2.09,-2.8603,2.9425,11642432,836220711.27,384824567225.0,28083982857.8
208,2021-08-18,sz300999,Н№Сњгу,70.98,71.68,70.15,71.0,70.98,0.0,0.0,2.1892,8661672,613290576.1,384824567225.0,28083982857.8
209,2021-08-19,sz300999,Н№Сњгу,70.49,71.94,70.01,70.98,70.98,-0.49,-0.6903,2.1016,8315307,589081392.21,382167987373.0,27890109208.9
210,2021-08-20,sz300999,Н№Сњгу,69.12,70.25,68.57,70.0,70.49,-1.37,-1.9435,2.4708,9776141,675976473.39,374740406968.0,27348054313.0
211,2021-08-23,sz300999,Н№Сњгу,69.85,70.32,68.7,68.93,69.12,0.73,1.0561,1.9501,7715888,538196893.34,378698168790.0,27636886483.8
212,2021-08-24,sz300999,Н№Сњгу,71.21,72.0,69.5,69.8,69.85,1.36,1.947,2.6901,10643810,755682832.29,386071533279.0,28174984774.7
213,2021-08-25,sz300999,Н№Сњгу,70.53,71.97,70.2,71.24,71.21,-0.68,-0.9549,2.1401,8467380,600031565.46,382384851034.0,27905935629.2
214,2021-08-26,sz300999,Н№Сњгу,68.27,70.42,68.25,70.42,70.53,-2.26,-3.2043,2.7364,10826871,748005342.89,370132054163.0,27011742881.2
215,2021-08-27,sz300999,Н№Сњгу,68.09,69.29,67.84,68.05,68.27,-0.18,-0.2637,1.8474,7309512,499862103.21,369156167686.0,26940523989.7
216,2021-08-30,sz300999,Н№Сњгу,68.49,68.86,67.48,68.09,68.09,0.4,0.5875,2.1408,8470388,577480235.13,371324804301.0,27098788192.9
217,2021-08-31,sz300999,Н№Сњгу,67.59,69.33,66.64,68.45,68.49,-0.9,-1.3141,2.7673,10949121,738559598.11,366445371918.0,26742693735.7
218,2021-09-01,sz300999,Н№Сњгу,68.72,69.2,65.5,67.01,67.59,1.13,1.6718,3.7605,14878945,1003547883.0,372571770354.0,27189790109.8
219,2021-09-02,sz300999,Н№Сњгу,67.6,69.11,67.48,68.73,68.72,-1.12,-1.6298,2.2734,8995034,611877695.76,366499587834.0,26746650340.8
220,2021-09-03,sz300999,Н№Сњгу,67.88,68.55,66.3,66.99,67.6,0.28,0.4142,2.2265,8809564,596132072.17,368017633464.0,26857435283.0
221,2021-09-06,sz300999,Н№Сњгу,70.62,71.25,67.22,68.35,67.88,2.74,4.0365,4.6206,18282059,1278162514.25,382872794272.0,27941545075.0
222,2021-09-07,sz300999,Н№Сњгу,69.88,70.62,69.49,70.61,70.62,-0.74,-1.0479,2.7011,10687081,747171491.75,378860816536.0,27648756299.0
223,2021-09-08,sz300999,Н№Сњгу,69.16,70.3,69.0,69.88,69.88,-0.72,-1.0303,2.2134,8757360,608055008.79,374957270630.0,27363880733.3
224,2021-09-09,sz300999,Н№Сњгу,69.21,69.85,68.36,69.07,69.16,0.05,0.0723,2.1348,8446751,583527364.67,375228350207.0,27383663758.7
225,2021-09-10,sz300999,Н№Сњгу,68.63,69.87,68.37,69.14,69.21,-0.58,-0.838,2.1481,8499130,586322955.16,372083827116.0,27154180664.0
226,2021-09-13,sz300999,Н№Сњгу,67.17,68.4,67.01,68.4,68.63,-1.46,-2.1273,2.2114,8749473,590069024.06,364168303473.0,26576516322.4
227,2021-09-14,sz300999,Н№Сњгу,66.74,68.19,66.27,67.18,67.17,-0.43,-0.6402,2.2493,8899682,597978291.81,361837019113.0,26406382303.9
228,2021-09-15,sz300999,Н№Сњгу,67.25,67.67,65.77,66.3,66.74,0.51,0.7642,2.4417,9660950,644951534.73,364602030796.0,26608169163.0
229,2021-09-16,sz300999,Н№Сњгу,68.21,69.08,66.3,67.0,67.25,0.96,1.4275,3.4279,13562754,921386081.86,369806758671.0,26988003250.7
230,2021-09-17,sz300999,Н№Сњгу,68.3,69.29,66.83,67.85,68.21,0.09,0.1319,2.791,11043044,751482738.65,370294701909.0,27023612696.4
231,2021-09-22,sz300999,Н№Сњгу,66.98,67.99,66.82,67.13,68.3,-1.32,-1.9327,1.5927,6301603,422795691.87,363138201081.0,26501340825.8
232,2021-09-23,sz300999,Н№Сњгу,67.17,68.1,66.9,66.95,66.98,0.19,0.2837,1.5737,6226699,418978297.1,364168303473.0,26576516322.4
233,2021-09-24,sz300999,Н№Сњгу,69.75,71.72,67.18,67.3,67.17,2.58,3.841,5.3035,20983711,1467635520.39,378156009636.0,27597320433.0
234,2021-09-27,sz300999,Н№Сњгу,73.25,75.6,69.1,69.1,69.75,3.5,5.0179,7.1501,28290094,2067810719.2,397131580012.0,28982132211.0
235,2021-09-28,sz300999,Н№Сњгу,70.84,72.5,70.22,72.48,73.25,-2.41,-3.2901,3.6339,14377902,1018516173.7,384065544410.0,28028590386.7
236,2021-09-29,sz300999,Н№Сњгу,69.2,70.81,68.7,70.1,70.84,-1.64,-2.3151,2.7135,10736131,746078762.85,375174134291.0,27379707153.6
237,2021-09-30,sz300999,Н№Сњгу,69.42,70.89,69.13,69.84,69.2,0.22,0.3179,2.3507,9300745,649046222.64,376366884429.0,27466752465.4
238,2021-10-08,sz300999,Н№Сњгу,72.22,72.41,69.42,70.0,69.42,2.8,4.0334,3.9707,15710366,1126530697.55,391547340730.0,28574601887.8
239,2021-10-11,sz300999,Н№Сњгу,70.75,73.5,70.68,72.23,72.22,-1.47,-2.0354,3.6418,14409169,1034921967.27,383577601172.0,27992980941.0
240,2021-10-12,sz300999,Н№Сњгу,71.28,72.1,68.8,70.24,70.75,0.53,0.7491,3.6644,14498423,1025044244.77,386451044686.0,28202681010.2
241,2021-10-13,sz300999,Н№Сњгу,73.38,74.99,70.56,71.01,71.28,2.1,2.9461,5.5966,22143730,1614342780.59,397836386912.0,29033568077.0
242,2021-10-14,sz300999,Н№Сњгу,71.58,74.24,71.49,72.21,73.38,-1.8,-2.453,4.0787,16137773,1172220951.27,388077522147.0,28321379162.6
243,2021-10-15,sz300999,Н№Сњгу,67.96,71.81,67.84,71.71,71.58,-3.62,-5.0573,5.2677,28559552,1985836162.56,368451360787.0,36845417664.1
244,2021-10-18,sz300999,Н№Сњгу,62.81,66.95,61.45,66.8,67.96,-5.15,-7.578,7.4058,40151418,2540742795.64,340530164376.0,34053276684.6
245,2021-10-19,sz300999,Н№Сњгу,62.45,63.29,61.6,62.02,62.81,-0.36,-0.5732,3.1166,16897154,1056859674.42,338578391423.0,33858097897.7
246,2021-10-20,sz300999,Н№Сњгу,61.92,63.05,61.83,62.46,62.45,-0.53,-0.8487,2.4298,13173367,818591764.32,335704947909.0,33570751350.2
247,2021-10-21,sz300999,Н№Сњгу,62.28,62.96,60.4,62.02,61.92,0.36,0.5814,4.0162,21774181,1343502252.27,337656720862.0,33765930137.2
248,2021-10-22,sz300999,Н№Сњгу,63.24,64.37,61.86,61.99,62.28,0.96,1.5414,3.7532,20348701,1280819949.86,342861448737.0,34286406902.3
249,2021-10-25,sz300999,Н№Сњгу,62.48,63.6,62.05,63.25,63.24,-0.76,-1.2018,2.0105,10900041,680922243.26,338741039169.0,33874362796.6
250,2021-10-26,sz300999,Н№Сњгу,61.89,63.21,61.85,62.77,62.48,-0.59,-0.9443,2.1148,11465730,715655590.16,335542300163.0,33554486451.3
251,2021-10-27,sz300999,Н№Сњгу,59.53,61.89,59.16,61.89,61.89,-2.36,-3.8132,3.7357,20253772,1217645280.13,322747344138.0,32274981070.4
252,2021-10-28,sz300999,Н№Сњгу,59.7,60.58,59.2,59.2,59.53,0.17,0.2856,2.1181,11483383,688874538.75,323669014699.0,32367148830.9
253,2021-10-29,sz300999,Н№Сњгу,60.88,61.65,59.31,59.31,59.7,1.18,1.9765,2.9715,16110301,981065614.21,330066492712.0,33006901521.4
254,2021-11-01,sz300999,Н№Сњгу,60.3,61.3,57.84,59.0,60.88,-0.58,-0.9527,3.5648,19327106,1156801702.79,326921969621.0,32692446809.1
255,2021-11-02,sz300999,Н№Сњгу,64.0,64.8,59.68,60.28,60.3,3.7,6.136,8.4978,46072161,2910424512.16,346981858304.0,34698451008.0
256,2021-11-03,sz300999,Н№Сњгу,64.2,65.55,62.44,64.0,64.0,0.2,0.3125,6.3411,34379109,2199789743.72,348066176611.0,34806883667.4
257,2021-11-04,sz300999,Н№Сњгу,68.76,70.46,64.37,64.94,64.2,4.56,7.1028,10.1512,55036306,3675939852.93,372788634015.0,37279148301.7
258,2021-11-05,sz300999,Н№Сњгу,67.13,69.98,67.1,68.0,68.76,-1.63,-2.3706,5.7392,31115627,2120994587.39,363951439812.0,36395422127.6
259,2021-11-08,sz300999,Н№Сњгу,66.2,67.98,65.5,67.21,67.13,-0.93,-1.3854,4.1035,22247719,1481734558.58,358909359683.0,35891210261.4
260,2021-11-09,sz300999,Н№Сњгу,65.62,67.32,65.0,67.32,66.2,-0.58,-0.8761,3.3948,18405405,1210863963.35,355764836592.0,35576755549.1
261,2021-11-10,sz300999,Н№Сњгу,64.92,66.22,64.15,65.62,65.62,-0.7,-1.0667,3.0918,16762351,1091416346.17,351969722517.0,35197241241.2
262,2021-11-11,sz300999,Н№Сњгу,64.35,65.76,63.6,65.2,64.92,-0.57,-0.878,3.5845,19433827,1252284639.02,348879415342.0,34888208161.9
263,2021-11-12,sz300999,Н№Сњгу,63.83,64.98,63.76,64.37,64.35,-0.52,-0.8081,2.6049,14122658,907224195.66,346060187743.0,34606283247.5
264,2021-11-15,sz300999,Н№Сњгу,65.85,66.97,63.51,63.6,63.83,2.02,3.1647,5.3645,29084223,1910727608.68,357011802646.0,35701453107.4
265,2021-11-16,sz300999,Н№Сњгу,66.1,66.68,64.7,65.53,65.85,0.25,0.3797,3.6907,20009431,1314075966.96,358367200530.0,35836993931.7
266,2021-11-17,sz300999,Н№Сњгу,64.97,66.09,64.65,66.09,66.1,-1.13,-1.7095,2.5643,13902833,904789848.17,352240802094.0,35224349406.1
267,2021-11-18,sz300999,Н№Сњгу,64.54,65.61,64.09,64.72,64.97,-0.43,-0.6618,1.7586,9534420,616905353.1,349909517733.0,34991219188.4
268,2021-11-19,sz300999,Н№Сњгу,64.63,65.0,64.13,64.43,64.54,0.09,0.1394,1.7438,9454186,609564666.8,350397460972.0,35040013885.1
269,2021-11-22,sz300999,Н№Сњгу,64.98,65.45,64.3,64.46,64.63,0.35,0.5415,2.2643,12276401,796593832.36,352295018009.0,35229771039.1
270,2021-11-23,sz300999,Н№Сњгу,64.79,65.6,64.5,65.18,64.98,-0.19,-0.2924,2.0513,11121289,721894222.84,351264915617.0,35126760012.6
271,2021-11-24,sz300999,Н№Сњгу,62.21,65.3,62.18,64.65,64.79,-2.58,-3.9821,4.3121,23378527,1472614813.49,337277209455.0,33727978706.4
272,2021-11-25,sz300999,Н№Сњгу,62.3,62.48,61.6,62.27,62.21,0.09,0.1447,1.9799,10734392,666320633.41,337765152693.0,33776773403.1
273,2021-11-26,sz300999,Н№Сњгу,61.47,62.2,61.33,62.0,62.3,-0.83,-1.3323,1.7291,9374280,577929931.91,333265231718.0,33326777866.6
274,2021-11-29,sz300999,Н№Сњгу,62.04,62.33,60.3,60.5,61.47,0.57,0.9273,2.0818,11286657,696116027.27,336355538893.0,33635810945.9
275,2021-11-30,sz300999,Н№Сњгу,61.52,62.55,61.08,62.04,62.04,-0.52,-0.8382,2.1683,11755566,725010755.91,333536311295.0,33353886031.4
276,2021-12-01,sz300999,Н№Сњгу,61.2,61.89,60.65,61.7,61.52,-0.32,-0.5202,1.9647,10652040,651300512.14,331801402003.0,33180393776.4
277,2021-12-02,sz300999,Н№Сњгу,60.89,61.81,60.7,61.3,61.2,-0.31,-0.5065,1.8738,10158842,620715895.62,330120708627.0,33012323154.3
278,2021-12-03,sz300999,Н№Сњгу,62.14,62.27,60.89,61.15,60.89,1.25,2.0529,2.3304,12634565,779051386.99,336897698047.0,33690027275.6
279,2021-12-06,sz300999,Н№Сњгу,61.19,62.22,61.0,62.16,62.14,-0.95,-1.5288,2.0593,11164929,685849442.12,331747186088.0,33174972143.4
280,2021-12-07,sz300999,Н№Сњгу,63.26,63.58,61.27,61.55,61.19,2.07,3.3829,4.4944,24366932,1532844620.64,342969880567.0,34297250168.2
281,2021-12-08,sz300999,Н№Сњгу,63.62,63.84,62.46,63.35,63.26,0.36,0.5691,3.2481,17609891,1113331319.53,344921653520.0,34492428955.1
282,2021-12-09,sz300999,Н№Сњгу,64.75,66.0,63.31,63.63,63.62,1.13,1.7762,5.6849,30821210,2001146070.35,351048051956.0,35105073480.8
283,2021-12-10,sz300999,Н№Сњгу,64.26,65.58,63.82,64.0,64.75,-0.49,-0.7568,4.3019,23323198,1514219549.54,348391472103.0,34839413465.2
284,2021-12-13,sz300999,Н№Сњгу,64.5,65.88,64.31,65.0,64.26,0.24,0.3735,3.2871,17821371,1156368895.84,349692654072.0,34969532656.5
285,2021-12-14,sz300999,Н№Сњгу,64.35,65.05,63.53,64.0,64.5,-0.15,-0.2326,2.4578,13325160,856985649.15,348879415342.0,34888208161.9
286,2021-12-15,sz300999,Н№Сњгу,62.82,64.42,62.7,64.3,64.35,-1.53,-2.3776,2.7386,14847897,940986837.01,340584380292.0,34058698317.5
287,2021-12-16,sz300999,Н№Сњгу,63.38,63.5,62.22,62.77,62.82,0.56,0.8914,2.0224,10964788,690012178.74,343620471552.0,34362309763.9
288,2021-12-17,sz300999,Н№Сњгу,62.19,63.28,62.19,63.15,63.38,-1.19,-1.8776,1.57,8511736,532176296.91,337168777624.0,33717135440.4
289,2021-12-20,sz300999,Н№Сњгу,61.48,62.8,61.44,62.2,62.19,-0.71,-1.1417,1.7744,9620138,595337606.97,333319447633.0,33332199499.6
290,2021-12-21,sz300999,Н№Сњгу,61.91,61.91,61.22,61.22,61.48,0.43,0.6994,1.6744,9078072,558580543.94,335650731994.0,33565329717.3
291,2021-12-22,sz300999,Н№Сњгу,61.8,62.56,61.65,61.8,61.91,-0.11,-0.1777,1.4523,7873946,488040207.29,335054356925.0,33505691754.6
292,2021-12-23,sz300999,Н№Сњгу,62.15,62.26,61.5,61.54,61.8,0.35,0.5663,1.3676,7414784,458968198.82,336951913962.0,33695448908.5
293,2021-12-24,sz300999,Н№Сњгу,63.56,64.36,61.96,62.25,62.15,1.41,2.2687,3.6449,19761084,1252454549.95,344596358028.0,34459899157.3
294,2021-12-27,sz300999,Н№Сњгу,64.66,64.8,62.99,64.0,63.56,1.1,1.7306,3.0871,16752187,1071369074.75,350560108718.0,35087561292.0
295,2021-12-28,sz300999,Н№Сњгу,63.8,64.96,63.44,64.3,64.66,-0.86,-1.33,2.2563,12243664,784221090.9,345897539997.0,34620884788.6
296,2021-12-29,sz300999,Н№Сњгу,62.48,64.24,62.36,63.61,63.8,-1.32,-2.069,2.1763,11809828,744570182.73,338741039169.0,33904590620.6
297,2021-12-30,sz300999,Н№Сњгу,62.9,63.17,62.1,62.11,62.48,0.42,0.6722,1.3397,7270002,456295428.86,341018107614.0,34132502401.3
298,2021-12-31,sz300999,Н№Сњгу,62.93,63.2,62.31,62.6,62.9,0.03,0.0477,1.3549,7352321,461751352.45,341180755360.0,34148781814.2
299,2022-01-04,sz300999,Н№Сњгу,64.5,64.75,62.39,62.9,62.93,1.57,2.4948,3.2525,17649857,1128020826.34,349692654072.0,35000737756.5
300,2022-01-05,sz300999,Н№Сњгу,66.46,68.29,64.01,64.1,64.5,1.96,3.0388,6.8505,37174145,2481339295.41,360318973483.0,36064326066.6
301,2022-01-06,sz300999,Н№Сњгу,65.26,66.24,64.36,65.92,66.46,-1.2,-1.8056,3.9007,21167055,1378564014.41,353813063639.0,35413149550.2
302,2022-01-07,sz300999,Н№Сњгу,65.51,66.29,64.7,65.0,65.26,0.25,0.3831,3.0267,16424302,1077209498.08,355168461523.0,35548811324.5
303,2022-01-10,sz300999,Н№Сњгу,65.34,65.49,63.63,65.49,65.51,-0.17,-0.2595,2.2165,12027697,778541479.51,354246790962.0,35456561318.0
304,2022-01-11,sz300999,Н№Сњгу,64.25,65.98,63.9,65.0,65.34,-1.09,-1.6682,2.0657,11209393,727074653.44,348337256188.0,34865075982.2
305,2022-01-12,sz300999,Н№Сњгу,65.79,66.23,64.26,64.6,64.25,1.54,2.3969,2.5983,14099855,919639834.29,356686507153.0,35700752511.6
306,2022-01-13,sz300999,Н№Сњгу,65.15,66.52,65.02,65.65,65.79,-0.64,-0.9728,2.8017,15203204,999997402.85,353216688570.0,35353458369.6
307,2022-01-14,sz300999,Н№Сњгу,63.85,66.31,63.62,64.81,65.15,-1.3,-1.9954,3.0157,16364738,1061061954.41,346168619574.0,34648017143.4
308,2022-01-17,sz300999,Н№Сњгу,62.51,63.57,61.86,63.57,63.85,-1.34,-2.0987,2.7395,14865817,928080494.0,338903686915.0,33920870033.5
309,2022-01-18,sz300999,Н№Сњгу,62.85,62.91,62.03,62.39,62.51,0.34,0.5439,1.4942,8108318,507815699.91,340747028038.0,34105370046.5
310,2022-01-19,sz300999,Н№Сњгу,61.91,62.71,61.4,62.47,62.85,-0.94,-1.4956,2.0373,11055302,685339536.07,335650731994.0,33595281775.3
311,2022-01-20,sz300999,Н№Сњгу,61.98,62.48,61.57,61.63,61.91,0.07,0.1131,1.4176,7692577,477594063.58,336030243401.0,33633267072.1
312,2022-01-21,sz300999,Н№Сњгу,61.29,62.03,60.74,62.0,61.98,-0.69,-1.1133,1.5165,8228986,503565697.07,332289345241.0,33258840575.1
313,2022-01-24,sz300999,Н№Сњгу,61.04,61.41,60.6,60.79,61.29,-0.25,-0.4079,0.9929,5388193,328235723.86,330933947357.0,33123178800.9
314,2022-01-25,sz300999,Н№Сњгу,58.42,60.98,58.35,60.71,61.04,-2.62,-4.2923,2.3127,12550029,745613087.36,316729377533.0,31701443406.7
315,2022-01-26,sz300999,Н№Сњгу,59.1,59.27,58.11,58.6,58.42,0.68,1.164,1.3617,7389093,434412945.97,320416059778.0,32070443432.7
316,2022-01-27,sz300999,Н№Сњгу,57.18,59.23,57.05,58.9,59.1,-1.92,-3.2487,1.6848,9142286,530359055.71,310006604028.0,31028561006.5
317,2022-01-28,sz300999,Н№Сњгу,57.03,58.17,57.03,57.5,57.18,-0.15,-0.2623,1.2976,7041374,404896400.2,309193365298.0,30947163941.9
318,2022-02-07,sz300999,Н№Сњгу,57.37,58.48,57.0,58.16,57.03,0.34,0.5962,1.3522,7337911,422806366.11,311036706420.0,31131663954.9
319,2022-02-08,sz300999,Н№Сњгу,57.03,57.4,55.66,57.37,57.37,-0.34,-0.5926,1.7792,9654705,544301871.59,309193365298.0,30947163941.9
320,2022-02-09,sz300999,Н№Сњгу,58.25,58.57,56.8,57.01,57.03,1.22,2.1392,1.757,9534213,551649737.15,315807706972.0,31609193400.2
321,2022-02-10,sz300999,Н№Сњгу,58.1,58.22,57.62,58.2,58.25,-0.15,-0.2575,1.0355,5618873,325440839.74,314994468242.0,31527796335.7
322,2022-02-11,sz300999,Н№Сњгу,57.93,58.58,57.63,58.07,58.1,-0.17,-0.2926,1.1396,6184120,359476581.67,314072797680.0,31435546329.2
323,2022-02-14,sz300999,Н№Сњгу,56.76,58.0,56.51,57.63,57.93,-1.17,-2.0197,1.2014,6519352,371586489.43,307729535583.0,30800649225.7
324,2022-02-15,sz300999,Н№Сњгу,57.35,57.69,56.5,56.65,56.76,0.59,1.0395,1.0546,5722688,327866508.07,310928274590.0,31120811013.0
325,2022-02-16,sz300999,Н№Сњгу,57.9,58.23,57.45,57.6,57.35,0.55,0.959,1.0815,5868804,339563837.57,313910149934.0,31419266916.3
326,2022-02-17,sz300999,Н№Сњгу,57.59,58.13,57.35,57.8,57.9,-0.31,-0.5354,1.0991,5964357,344542397.01,312229456558.0,31251046316.2
327,2022-02-18,sz300999,Н№Сњгу,57.66,57.66,56.76,57.11,57.59,0.07,0.1215,0.8372,4543055,259996463.79,312608967966.0,31289031613.0
328,2022-02-21,sz300999,Н№Сњгу,57.92,58.09,57.38,57.66,57.66,0.26,0.4509,1.0473,5683312,328010062.97,314018581765.0,31430119858.2
329,2022-02-22,sz300999,Н№Сњгу,56.89,57.44,56.61,57.4,57.92,-1.03,-1.7783,1.1997,6510063,370218905.78,308434342483.0,30871193348.3
