,»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
0,2018-03-30,sh603214,N∞Æ”§ “,28.73,28.73,23.94,23.94,19.95,8.78,44.01,0.078,19504,559871.0,2873000000.0,718250000.0
1,2018-04-02,sh603214,∞Æ”§ “,31.6,31.6,31.6,31.6,28.73,2.87,9.9896,0.0606,15158,478993.0,3160000000.0,790000000.0
2,2018-04-03,sh603214,∞Æ”§ “,34.76,34.76,34.76,34.76,31.6,3.16,10.0,0.1081,27036,939771.0,3476000000.0,869000000.0
3,2018-04-04,sh603214,∞Æ”§ “,38.24,38.24,38.24,38.24,34.76,3.48,10.0115,0.237,59257,2265988.0,3824000000.0,956000000.0
4,2018-04-09,sh603214,∞Æ”§ “,42.06,42.06,42.06,42.06,38.24,3.82,9.9895,0.7864,196605,8269206.0,4206000000.0,1051500000.0
5,2018-04-10,sh603214,∞Æ”§ “,46.27,46.27,46.27,46.27,42.06,4.21,10.0095,0.5605,140122,6483445.0,4627000000.0,1156750000.0
6,2018-04-11,sh603214,∞Æ”§ “,50.9,50.9,50.9,50.9,46.27,4.63,10.0065,2.5912,647790,32972511.0,5090000000.0,1272500000.0
7,2018-04-12,sh603214,∞Æ”§ “,55.99,55.99,55.99,55.99,50.9,5.09,10.0,1.3972,349306,19557643.0,5599000000.0,1399750000.0
8,2018-04-13,sh603214,∞Æ”§ “,61.59,61.59,61.59,61.59,55.99,5.6,10.0018,1.813,453248,27915544.0,6159000000.0,1539750000.0
9,2018-04-16,sh603214,∞Æ”§ “,66.0,67.1,61.0,61.59,61.59,4.41,7.1603,74.7705,18692619,1206344011.0,6600000000.0,1650000000.0
10,2018-04-17,sh603214,∞Æ”§ “,59.44,65.8,59.4,61.34,66.0,-6.56,-9.9394,52.3026,13075644,811009942.0,5944000000.0,1486000000.0
11,2018-04-18,sh603214,∞Æ”§ “,56.58,58.5,53.68,58.5,59.44,-2.86,-4.8116,41.234,10308509,573053925.0,5658000000.0,1414500000.0
12,2018-04-19,sh603214,∞Æ”§ “,56.12,60.0,55.12,55.18,56.58,-0.46,-0.813,38.7704,9692589,561113577.0,5612000000.0,1403000000.0
13,2018-04-20,sh603214,∞Æ”§ “,50.51,54.84,50.51,54.44,56.12,-5.61,-9.9964,33.0276,8256898,431388604.0,5051000000.0,1262750000.0
14,2018-04-23,sh603214,∞Æ”§ “,51.96,53.26,49.7,49.8,50.51,1.45,2.8707,27.293,6823261,355091699.0,5196000000.0,1299000000.0
15,2018-04-24,sh603214,∞Æ”§ “,57.16,57.16,50.75,51.56,51.96,5.2,10.0077,30.4578,7614447,418226330.0,5716000000.0,1429000000.0
16,2018-04-25,sh603214,∞Æ”§ “,58.76,60.53,55.21,58.0,57.16,1.6,2.7992,49.9504,12487603,721212650.0,5876000000.0,1469000000.0
17,2018-04-26,sh603214,∞Æ”§ “,53.42,57.77,53.0,57.26,58.76,-5.34,-9.0878,30.6297,7657417,427848038.0,5342000000.0,1335500000.0
