,日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
0,2021-08-06,sh688148,N芳源,34.8,39.48,30.0,35.0,4.58,30.22,659.8253,80.171,57930755,2003551346.0,17704152000.0,2514612469.2
1,2021-08-09,sh688148,芳源股份,37.8,37.83,31.89,34.2,34.8,3.0,8.6207,55.4047,40034853,1391253105.0,19230372000.0,2731389406.2
2,2021-08-10,sh688148,芳源股份,34.49,37.34,33.11,36.11,37.8,-3.31,-8.7566,39.0306,28203094,992662466.0,17546442600.0,2492212185.71
3,2021-08-11,sh688148,芳源股份,33.8,36.66,33.8,34.19,34.49,-0.69,-2.0006,27.2559,19694837,691903597.0,17195412000.0,2442353490.2
4,2021-08-12,sh688148,芳源股份,35.0,35.25,31.0,32.97,33.8,1.2,3.5503,31.7038,22908868,759009222.0,17805900000.0,2529064265.0
5,2021-08-13,sh688148,芳源股份,31.3,34.39,31.3,33.9,35.0,-3.7,-10.5714,26.0749,18841481,620632513.0,15923562000.0,2261706042.7
6,2021-08-16,sh688148,芳源股份,28.2,30.8,28.13,30.4,31.3,-3.1,-9.9042,18.0963,13076230,379730531.0,14346468000.0,2037703207.8
7,2021-08-17,sh688148,芳源股份,28.0,29.69,27.63,28.71,28.2,-0.2,-0.7092,14.1367,10215066,292701664.0,14244720000.0,2023251412.0
8,2021-08-18,sh688148,芳源股份,28.37,28.66,27.61,27.7,28.0,0.37,1.3214,11.7176,8467035,238453897.0,14432953800.0,2049987234.23
9,2021-08-19,sh688148,芳源股份,29.91,30.43,28.0,28.0,28.37,1.54,5.4283,15.7796,11402213,336366975.0,15216413400.0,2161266061.89
10,2021-08-20,sh688148,芳源股份,29.29,29.92,28.53,29.35,29.91,-0.62,-2.0729,11.2783,8149561,237353748.0,14900994600.0,2116465494.91
11,2021-08-23,sh688148,芳源股份,30.75,31.73,28.53,29.5,29.29,1.46,4.9846,18.3861,13285604,401298438.0,15643755000.0,2221963604.25
12,2021-08-24,sh688148,芳源股份,32.4,33.15,30.2,30.24,30.75,1.65,5.3659,21.2412,15348667,490670363.0,16483176000.0,2341190919.6
13,2021-08-25,sh688148,芳源股份,31.6,32.56,30.68,31.93,32.4,-0.8,-2.4691,11.1869,8083539,254694019.0,16076184000.0,2283383736.4
14,2021-08-26,sh688148,芳源股份,30.72,31.86,30.5,31.18,31.6,-0.88,-2.7848,7.6805,5549860,172745926.0,15628492800.0,2219795834.88
15,2021-08-27,sh688148,芳源股份,30.7,32.28,30.2,30.35,30.72,-0.02,-0.0651,10.9226,7892553,246839471.0,15618318000.0,2218350655.3
16,2021-08-30,sh688148,芳源股份,29.49,31.55,28.18,31.5,30.7,-1.21,-3.9414,14.3301,10354779,307914055.0,15002742600.0,2130917290.71
