,хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
0,2020-05-21,sh688516,N╟бльн╛,62.2,64.64,55.0,55.02,23.28,38.92,167.1821,73.4794,14857807,899312199.0,6137274000.0,1257706329.8
1,2020-05-22,sh688516,╟бльн╛,64.3,70.1,61.52,61.6,62.2,2.1,3.3762,63.8303,12906722,845383815.0,6344481000.0,1300169083.7
2,2020-05-25,sh688516,╟бльн╛,56.68,64.2,55.43,64.2,64.3,-7.62,-11.8507,48.8717,9882032,578682764.0,5592615600.0,1146089948.12
3,2020-05-26,sh688516,╟бльн╛,61.16,64.22,55.4,55.5,56.68,4.48,7.904,51.4763,10408688,620106602.0,6034657200.0,1236677156.44
4,2020-05-27,sh688516,╟бльн╛,58.89,60.98,56.88,59.27,61.16,-2.27,-3.7116,43.1841,8731981,512032410.0,5810676300.0,1190776941.51
5,2020-05-28,sh688516,╟бльн╛,56.4,59.8,54.5,58.31,58.89,-2.49,-4.2282,35.0342,7084046,399717593.0,5564988000.0,1140428247.6
6,2020-05-29,sh688516,╟бльн╛,53.98,56.7,53.9,55.5,56.4,-2.42,-4.2908,28.7042,5804096,318518861.0,5326206600.0,1091494978.82
7,2020-06-01,sh688516,╟бльн╛,57.87,58.44,53.98,54.88,53.98,3.89,7.2064,37.7857,7640402,431970281.0,5710032900.0,1170152175.33
8,2020-06-02,sh688516,╟бльн╛,60.13,60.78,56.65,57.39,57.87,2.26,3.9053,40.1899,8126534,476043484.0,5933027100.0,1215850186.67
9,2020-06-03,sh688516,╟бльн╛,57.97,59.99,57.8,59.0,60.13,-2.16,-3.5922,26.3459,5327243,311980974.0,5719899900.0,1172174211.23
10,2020-06-04,sh688516,╟бльн╛,58.13,59.69,57.41,57.5,57.97,0.16,0.276,21.0101,4248309,248371269.0,5735687100.0,1175409468.67
11,2020-06-05,sh688516,╟бльн╛,56.16,57.88,55.5,57.88,58.13,-1.97,-3.389,19.7851,4000624,225141468.0,5541307200.0,1135575361.44
12,2020-06-08,sh688516,╟бльн╛,57.21,58.85,55.38,56.4,56.16,1.05,1.8697,21.6382,4375313,250820315.0,5644910700.0,1156806738.39
13,2020-06-09,sh688516,╟бльн╛,55.3,57.0,54.7,56.21,57.21,-1.91,-3.3386,16.0845,3252335,180633547.0,5456451000.0,1118185852.7
14,2020-06-10,sh688516,╟бльн╛,52.81,55.49,52.46,55.49,55.3,-2.49,-4.5027,19.2814,3898764,208567819.0,5210762700.0,1067837158.79
15,2020-06-11,sh688516,╟бльн╛,53.3,53.98,52.53,52.9,52.81,0.49,0.9279,11.3756,2300183,122274436.0,5259111000.0,1077745134.7
16,2020-06-12,sh688516,╟бльн╛,52.26,52.97,51.24,51.3,53.3,-1.04,-1.9512,10.3123,2085175,108830483.0,5156494200.0,1056715961.34
17,2020-06-15,sh688516,╟бльн╛,51.37,53.18,51.2,52.89,52.26,-0.89,-1.703,11.1534,2255260,117482606.0,5068677900.0,1038719841.83
18,2020-06-16,sh688516,╟бльн╛,53.0,53.2,51.2,51.9,51.37,1.63,3.1731,12.2881,2484701,130072282.0,5229510000.0,1071679027.0
19,2020-06-17,sh688516,╟бльн╛,53.77,53.97,52.55,53.0,53.0,0.77,1.4528,12.5245,2532502,135025152.0,5305485900.0,1087248703.43
20,2020-06-18,sh688516,╟бльн╛,53.39,54.82,53.32,53.58,53.77,-0.38,-0.7067,10.8959,2203186,118922463.0,5267991300.0,1079564967.01
21,2020-06-19,sh688516,╟бльн╛,52.55,53.54,52.5,53.44,53.39,-0.84,-1.5733,7.9938,1616377,85343203.0,5185108500.0,1062579865.45
22,2020-06-22,sh688516,╟бльн╛,53.63,54.08,52.12,52.57,52.55,1.08,2.0552,9.5834,1937800,103497026.0,5291672100.0,1084417853.17
23,2020-06-23,sh688516,╟бльн╛,53.35,53.79,52.5,53.77,53.63,-0.28,-0.5221,7.9367,1604825,85183022.0,5264044500.0,1078756152.65
24,2020-06-24,sh688516,╟бльн╛,54.1,54.99,53.02,53.35,53.35,0.75,1.4058,11.3578,2296580,124514614.0,5338047000.0,1093921421.9
