,ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
0,2020-02-26,sh688086,N×Ï¾§,78.24,86.98,77.8,85.0,21.49,56.75,264.0763,69.4283,30306866,2440902906.0,14895448794.7,3415336235.52
1,2020-02-27,sh688086,×Ï¾§´æ´¢,69.91,74.7,68.01,72.5,78.24,-8.33,-10.6467,41.8983,18289465,1298434979.0,13309570874.7,3051714675.68
2,2020-02-28,sh688086,×Ï¾§´æ´¢,67.67,73.89,63.8,66.0,69.91,-2.24,-3.2041,34.9366,15250554,1049376086.0,12883116308.0,2953934088.16
3,2020-03-02,sh688086,×Ï¾§´æ´¢,68.82,72.58,68.1,71.0,67.67,1.15,1.6994,28.4885,12435801,873653372.0,13102055036.5,3004133943.36
4,2020-03-03,sh688086,×Ï¾§´æ´¢,74.39,79.5,67.13,69.4,68.82,5.57,8.0936,39.7245,17340560,1277129412.0,14162480008.2,3247275850.72
5,2020-03-04,sh688086,×Ï¾§´æ´¢,70.75,73.45,68.19,72.0,74.39,-3.64,-4.8931,25.3309,11057464,781157473.0,13469491337.2,3088382396.0
6,2020-03-05,sh688086,×Ï¾§´æ´¢,72.21,79.99,72.19,77.01,70.75,1.46,2.0636,22.9488,10017621,754592822.0,13747448331.6,3152114386.08
7,2020-03-06,sh688086,×Ï¾§´æ´¢,70.37,72.48,68.67,69.01,72.21,-1.84,-2.5481,14.4682,6315670,443834960.0,13397146366.1,3071794617.76
8,2020-03-09,sh688086,×Ï¾§´æ´¢,64.52,68.93,64.34,68.91,70.37,-5.85,-8.3132,17.3354,7567255,501293857.0,12283414573.6,2816430136.96
9,2020-03-10,sh688086,×Ï¾§´æ´¢,67.3,67.9,63.38,63.55,64.52,2.78,4.3087,14.6138,6379229,419951742.0,12812675151.9,2937782830.4
10,2020-03-11,sh688086,×Ï¾§´æ´¢,62.39,67.5,62.0,67.2,67.3,-4.91,-7.2957,18.9216,8259658,533960662.0,11877901972.2,2723451274.72
11,2020-03-12,sh688086,×Ï¾§´æ´¢,59.0,61.28,57.5,60.0,62.39,-3.39,-5.4336,17.7059,7728977,458738833.0,11232508677.0,2575470832.0
12,2020-03-13,sh688086,×Ï¾§´æ´¢,57.47,59.18,54.37,55.0,59.0,-1.53,-2.5932,13.2035,5763599,326483852.0,10941224977.4,2508683198.56
13,2020-03-16,sh688086,×Ï¾§´æ´¢,54.55,60.43,54.55,57.6,57.47,-2.92,-5.0809,13.611,5941481,341321828.0,10385310988.6,2381219218.4
14,2020-03-17,sh688086,×Ï¾§´æ´¢,61.19,62.6,54.36,56.3,54.55,6.64,12.1723,25.4857,11125015,657537867.0,11649444168.6,2671068817.12
15,2020-03-18,sh688086,×Ï¾§´æ´¢,59.51,63.28,58.95,61.18,61.19,-1.68,-2.7455,22.6498,9887107,605463070.0,11329603243.5,2597733376.48
16,2020-03-19,sh688086,×Ï¾§´æ´¢,63.31,64.3,59.99,60.19,59.51,3.8,6.3855,21.8655,9544719,595088999.0,12053052954.9,2763611158.88
17,2020-03-20,sh688086,×Ï¾§´æ´¢,61.24,63.1,60.01,63.0,63.31,-2.07,-3.2696,15.2542,6658772,408456316.0,11658963243.7,2673251419.52
18,2020-03-23,sh688086,×Ï¾§´æ´¢,54.94,59.43,54.5,58.2,61.24,-6.3,-10.2874,15.6695,6840038,384711121.0,10459559774.8,2398243517.12
19,2020-03-24,sh688086,×Ï¾§´æ´¢,57.96,59.39,55.32,57.0,54.94,3.02,5.4969,16.1019,7028795,404207386.0,11034511913.9,2530072702.08
20,2020-03-25,sh688086,×Ï¾§´æ´¢,58.37,60.75,57.12,60.0,57.96,0.41,0.7074,12.0912,5278043,310835947.0,11112568330.1,2547970041.76
21,2020-03-26,sh688086,×Ï¾§´æ´¢,56.42,57.89,55.55,56.0,58.37,-1.95,-3.3408,8.1086,3539564,200108907.0,10741324399.3,2462848548.16
22,2020-03-27,sh688086,×Ï¾§´æ´¢,54.94,57.99,54.87,57.29,56.42,-1.48,-2.6232,7.3792,3221157,180060333.0,10459559774.8,2398243517.12
23,2020-03-30,sh688086,×Ï¾§´æ´¢,51.01,53.4,50.25,53.4,54.94,-3.93,-7.1533,9.939,4338561,221758245.0,9711360468.03,2226690968.48
24,2020-03-31,sh688086,×Ï¾§´æ´¢,50.17,52.78,49.68,51.68,51.01,-0.84,-1.6467,6.407,2796791,143619355.0,9551440005.51,2190023248.16
25,2020-04-01,sh688086,×Ï¾§´æ´¢,50.27,52.0,50.08,50.1,50.17,0.1,0.1993,6.1535,2686136,137086782.0,9570478155.81,2194388452.96
26,2020-04-02,sh688086,×Ï¾§´æ´¢,53.35,53.85,49.78,49.98,50.27,3.08,6.1269,9.5115,4151973,215329315.0,10156853185.0,2328836760.8
27,2020-04-03,sh688086,×Ï¾§´æ´¢,51.11,52.9,50.87,52.4,53.35,-2.24,-4.1987,6.9667,3041095,157194484.0,9730398618.33,2231056173.28
28,2020-04-07,sh688086,×Ï¾§´æ´¢,52.4,52.9,51.9,52.68,51.11,1.29,2.524,6.7383,2941419,154045599.0,9975990757.2,2287367315.2
29,2020-04-08,sh688086,×Ï¾§´æ´¢,52.62,53.51,51.6,52.0,52.4,0.22,0.4198,5.3603,2339866,123465091.0,10017874687.9,2296970765.76
30,2020-04-09,sh688086,×Ï¾§´æ´¢,51.9,53.22,51.5,53.0,52.62,-0.72,-1.3683,5.3808,2348808,122548507.0,9880800005.7,2265541291.2
31,2020-04-10,sh688086,×Ï¾§´æ´¢,50.43,52.36,50.18,52.2,51.9,-1.47,-2.8324,5.5854,2438120,124584905.0,9600939196.29,2201372780.64
32,2020-04-13,sh688086,×Ï¾§´æ´¢,47.36,50.22,47.25,50.05,50.43,-3.07,-6.0876,8.6841,3790774,183139265.0,9016467982.08,2067360993.28
33,2020-04-14,sh688086,×Ï¾§´æ´¢,48.8,48.89,47.9,48.1,47.36,1.44,3.0405,5.0489,2203954,106665166.0,9290617346.4,2130219942.4
34,2020-04-15,sh688086,×Ï¾§´æ´¢,48.86,50.22,48.5,48.95,48.8,0.06,0.123,5.4159,2364167,116489995.0,9302040236.58,2132839065.28
35,2020-04-16,sh688086,×Ï¾§´æ´¢,49.38,49.79,48.23,48.4,48.86,0.52,1.0643,3.9435,1721437,84473890.0,9401038618.14,2155538130.24
36,2020-04-17,sh688086,×Ï¾§´æ´¢,51.09,51.87,49.91,49.91,49.38,1.71,3.4629,9.5167,4154218,211809013.0,9726590988.27,2230183132.32
37,2020-04-20,sh688086,×Ï¾§´æ´¢,51.84,52.66,50.0,50.58,51.09,0.75,1.468,6.7048,2926788,150414589.0,9869377115.52,2262922168.32
38,2020-04-21,sh688086,×Ï¾§´æ´¢,51.72,52.88,50.84,51.5,51.84,-0.12,-0.2315,5.4,2357210,121964675.0,9846531335.16,2257683922.56
39,2020-04-22,sh688086,×Ï¾§´æ´¢,54.06,54.64,50.96,50.96,51.72,2.34,4.5244,9.5167,4154230,221632105.0,10292024052.2,2359829714.88
40,2020-04-23,sh688086,×Ï¾§´æ´¢,53.28,54.7,52.79,54.11,54.06,-0.78,-1.4428,5.9916,2615463,139655553.0,10143526479.8,2325781117.44
41,2020-04-24,sh688086,×Ï¾§´æ´¢,52.63,54.14,52.34,53.48,53.28,-0.65,-1.22,5.5533,2424108,128588786.0,10019778502.9,2297407286.24
