,ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
0,2020-08-13,sh688185,N¿µÏ£Åµ,393.11,477.0,374.4,470.0,209.71,183.4,87.4541,69.528,15747230,6442658051.0,97275029795.9,8903448540.06
1,2020-08-14,sh688185,¿µÏ£Åµ,349.6,385.0,343.55,376.5,393.11,-43.51,-11.0681,37.8491,8572341,3091017596.0,86508484690.4,7918001601.6
2,2020-08-17,sh688185,¿µÏ£Åµ,364.73,379.35,356.02,359.8,349.6,15.13,4.3278,28.8103,6525162,2411490160.0,90252401662.3,8260677128.58
3,2020-08-18,sh688185,¿µÏ£Åµ,374.3,378.88,346.8,364.73,364.73,9.57,2.6239,29.5759,6698564,2430837163.0,92620497195.7,8477425627.8
4,2020-08-19,sh688185,¿µÏ£Åµ,351.0,366.4,351.0,366.0,374.3,-23.3,-6.225,15.5929,3531597,1259196637.0,86854914549.0,7949709846.0
5,2020-08-20,sh688185,¿µÏ£Åµ,346.33,358.51,340.5,345.0,351.0,-4.67,-1.3305,10.332,2340069,817978366.0,85699323520.7,7843940202.18
6,2020-08-21,sh688185,¿µÏ£Åµ,349.03,357.36,346.01,351.15,346.33,2.7,0.7796,9.3772,2123822,748773573.0,86367438248.0,7905091816.38
7,2020-08-24,sh688185,¿µÏ£Åµ,308.39,339.61,303.0,339.61,349.03,-40.64,-11.6437,18.8967,4279872,1350669024.0,76311074352.6,6984646778.94
8,2020-08-25,sh688185,¿µÏ£Åµ,285.88,305.0,285.54,300.0,308.39,-22.51,-7.2992,16.5676,3752363,1098057901.0,70740977126.1,6474823506.48
9,2020-08-26,sh688185,¿µÏ£Åµ,279.6,292.9,276.36,281.03,285.88,-6.28,-2.1967,9.8377,2228125,634585171.0,69186991760.4,6332589381.6
10,2020-08-27,sh688185,¿µÏ£Åµ,270.0,281.87,264.77,278.51,279.6,-9.6,-3.4335,11.2304,2543551,687025257.0,66811472730.0,6115161420.0
11,2020-08-28,sh688185,¿µÏ£Åµ,261.7,273.0,256.43,271.0,270.0,-8.3,-3.0741,14.9344,3382452,885340435.0,64757638568.3,5927176828.2
12,2020-08-31,sh688185,¿µÏ£Åµ,255.58,264.18,249.5,259.04,261.7,-6.12,-2.3386,15.128,3426305,872922767.0,63243245186.4,5788566502.68
13,2020-09-01,sh688185,¿µÏ£Åµ,259.0,265.88,253.51,254.7,255.58,3.42,1.3381,8.263,1871468,487737594.0,64089523841.0,5866025214.0
14,2020-09-02,sh688185,¿µÏ£Åµ,263.53,268.0,249.23,257.5,259.0,4.53,1.749,13.3141,3015471,780388299.0,65210471883.5,5968624033.38
15,2020-09-03,sh688185,¿µÏ£Åµ,283.99,292.0,257.0,260.0,263.53,20.46,7.7638,18.2475,4132819,1157409352.0,70273296817.0,6432017376.54
16,2020-09-04,sh688185,¿µÏ£Åµ,285.65,289.98,276.0,276.0,283.99,1.66,0.5845,9.9761,2259472,645047370.0,70684063649.4,6469614294.9
17,2020-09-07,sh688185,¿µÏ£Åµ,279.05,288.0,264.48,283.0,285.65,-6.6,-2.3105,12.8108,2901488,802119911.0,69050894315.9,6320132571.3
18,2020-09-08,sh688185,¿µÏ£Åµ,296.25,307.27,278.24,279.5,279.05,17.2,6.1638,14.1412,3202797,948323906.0,73307032578.8,6709691002.5
19,2020-09-09,sh688185,¿µÏ£Åµ,306.5,321.0,285.29,289.79,296.25,10.25,3.4599,16.005,3624922,1107955566.0,75843394043.5,6941840649.0
20,2020-09-10,sh688185,¿µÏ£Åµ,300.0,322.2,296.0,306.0,306.5,-6.5,-2.1207,11.8796,2690585,829552753.0,74234969700.0,6794623800.0
21,2020-09-11,sh688185,¿µÏ£Åµ,317.14,319.8,295.03,300.0,300.0,17.14,5.7133,10.9575,2481736,774412105.0,78476260968.9,7182823306.44
22,2020-09-14,sh688185,¿µÏ£Åµ,317.8,330.99,310.4,318.03,317.14,0.66,0.2081,10.5646,2392744,765092256.0,78639577902.2,7197771478.8
23,2020-09-15,sh688185,¿µÏ£Åµ,307.0,319.0,301.07,318.49,317.8,-10.8,-3.3984,8.6727,1964261,606144113.0,75967118993.0,6953165022.0
24,2020-09-16,sh688185,¿µÏ£Åµ,303.54,315.0,302.12,304.3,307.0,-3.46,-1.127,5.7567,1303819,400713994.0,75110942342.5,6874800360.84
25,2020-09-17,sh688185,¿µÏ£Åµ,285.04,299.66,281.0,299.66,303.54,-18.5,-6.0947,11.1731,2530563,732316150.0,70533119211.0,6455798559.84
26,2020-09-18,sh688185,¿µÏ£Åµ,291.9,293.39,283.01,286.0,285.04,6.86,2.4067,6.1229,1386766,400619968.0,72230625518.1,6611168957.4
