,日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
0,2021-01-20,sh605228,N神通,8.48,8.48,7.07,7.07,5.89,2.59,43.9728,0.8489,679153,5750757.0,3561600000.0,678400000.0
1,2021-01-21,sh605228,神通科技,9.33,9.33,9.33,9.33,8.48,0.85,10.0236,0.254,203215,1895996.0,3918600000.0,746400000.0
2,2021-01-22,sh605228,神通科技,10.26,10.26,10.26,10.26,9.33,0.93,9.9678,0.3595,287576,2950530.0,4309200000.0,820800000.0
3,2021-01-25,sh605228,神通科技,11.29,11.29,11.29,11.29,10.26,1.03,10.039,0.4568,365442,4125840.0,4741800000.0,903200000.0
4,2021-01-26,sh605228,神通科技,12.42,12.42,12.42,12.42,11.29,1.13,10.0089,0.5982,478553,5943628.0,5216400000.0,993600000.0
5,2021-01-27,sh605228,神通科技,13.66,13.66,13.66,13.66,12.42,1.24,9.9839,0.5529,442348,6042474.0,5737200000.0,1092800000.0
6,2021-01-28,sh605228,神通科技,12.29,15.03,12.29,15.03,13.66,-1.37,-10.0293,14.1401,11312100,148907943.0,5161800000.0,983200000.0
7,2021-01-29,sh605228,神通科技,11.86,12.99,11.06,11.06,12.29,-0.43,-3.4988,48.444,38755225,447887523.0,4981200000.0,948800000.0
8,2021-02-01,sh605228,神通科技,11.43,11.99,10.68,11.1,11.86,-0.43,-3.6256,34.592,27673625,313744073.0,4800600000.0,914400000.0
9,2021-02-02,sh605228,神通科技,12.57,12.57,11.04,11.1,11.43,1.14,9.9738,42.8573,34285872,416078721.0,5279400000.0,1005600000.0
10,2021-02-03,sh605228,神通科技,11.36,12.13,11.31,11.8,12.57,-1.21,-9.6261,40.693,32554432,379405578.0,4771200000.0,908800000.0
11,2021-02-04,sh605228,神通科技,10.23,11.34,10.23,11.12,11.36,-1.13,-9.9472,27.6171,22093677,235284476.0,4296600000.0,818400000.0
12,2021-02-05,sh605228,神通科技,9.81,10.42,9.77,10.07,10.23,-0.42,-4.1056,21.2433,16994610,170612296.0,4120200000.0,784800000.0
13,2021-02-08,sh605228,神通科技,9.61,10.22,9.51,9.69,9.81,-0.2,-2.0387,15.9272,12741782,124922158.0,4036200000.0,768800000.0
14,2021-02-09,sh605228,神通科技,9.22,9.58,9.13,9.48,9.61,-0.39,-4.0583,18.1182,14494549,134506826.0,3872400000.0,737600000.0
15,2021-02-10,sh605228,神通科技,9.11,9.35,9.1,9.3,9.22,-0.11,-1.1931,12.528,10022411,92145094.0,3826200000.0,728800000.0
16,2021-02-18,sh605228,神通科技,9.49,9.58,9.15,9.21,9.11,0.38,4.1712,15.7255,12580373,117914816.0,3985800000.0,759200000.0
17,2021-02-19,sh605228,神通科技,9.75,9.86,9.31,9.4,9.49,0.26,2.7397,15.9172,12733733,122540661.0,4095000000.0,780000000.0
18,2021-02-22,sh605228,神通科技,9.49,9.87,9.48,9.69,9.75,-0.26,-2.6667,17.775,14219974,137726554.0,3985800000.0,759200000.0
19,2021-02-23,sh605228,神通科技,9.25,9.48,9.18,9.48,9.49,-0.24,-2.529,11.8984,9518737,88177021.0,3885000000.0,740000000.0
20,2021-02-24,sh605228,神通科技,10.18,10.18,9.34,9.35,9.25,0.93,10.0541,31.6154,25292337,254172062.0,4275600000.0,814400000.0
21,2021-02-25,sh605228,神通科技,10.5,10.95,9.93,10.03,10.18,0.32,3.1434,41.691,33352830,348823791.0,4410000000.0,840000000.0
22,2021-02-26,sh605228,神通科技,10.13,10.3,9.78,10.01,10.5,-0.37,-3.5238,22.0108,17608622,177073091.0,4254600000.0,810400000.0
23,2021-03-01,sh605228,神通科技,10.46,10.64,9.95,10.11,10.13,0.33,3.2577,21.0777,16862144,173267291.0,4393200000.0,836800000.0
24,2021-03-02,sh605228,神通科技,10.09,10.35,10.0,10.28,10.46,-0.37,-3.5373,13.3954,10716352,108347096.0,4237800000.0,807200000.0
25,2021-03-03,sh605228,神通科技,9.97,10.1,9.65,10.1,10.09,-0.12,-1.1893,13.8417,11073397,109046388.0,4187400000.0,797600000.0
26,2021-03-04,sh605228,神通科技,9.52,9.9,9.5,9.82,9.97,-0.45,-4.5135,13.2635,10610772,102082674.0,3998400000.0,761600000.0
27,2021-03-05,sh605228,神通科技,9.58,9.6,9.34,9.35,9.52,0.06,0.6303,7.3366,5869315,55716529.0,4023600000.0,766400000.0
28,2021-03-08,sh605228,神通科技,9.46,9.67,9.41,9.67,9.58,-0.12,-1.2526,7.813,6250360,59385583.0,3973200000.0,756800000.0
29,2021-03-09,sh605228,神通科技,9.19,9.49,9.01,9.4,9.46,-0.27,-2.8541,8.4157,6732578,61916621.0,3859800000.0,735200000.0
30,2021-03-10,sh605228,神通科技,9.51,9.6,9.18,9.21,9.19,0.32,3.482,10.6562,8524960,80012364.0,3994200000.0,760800000.0
31,2021-03-11,sh605228,神通科技,9.56,9.62,9.31,9.42,9.51,0.05,0.5258,8.354,6683235,63411467.0,4015200000.0,764800000.0
32,2021-03-12,sh605228,神通科技,9.28,9.55,9.27,9.46,9.56,-0.28,-2.9289,7.0566,5645315,52794147.0,3897600000.0,742400000.0
33,2021-03-15,sh605228,神通科技,9.46,9.73,9.08,9.24,9.28,0.18,1.9397,8.4108,6728637,63250707.0,3973200000.0,756800000.0
34,2021-03-16,sh605228,神通科技,9.73,9.75,9.35,9.41,9.46,0.27,2.8541,11.9104,9528348,91471820.0,4086600000.0,778400000.0
35,2021-03-17,sh605228,神通科技,10.7,10.7,9.7,9.8,9.73,0.97,9.9692,19.5761,15660893,163902380.0,4494000000.0,856000000.0
36,2021-03-18,sh605228,神通科技,11.05,11.54,10.7,10.9,10.7,0.35,3.271,42.5006,34000493,375738243.0,4641000000.0,884000000.0
37,2021-03-19,sh605228,神通科技,10.71,11.32,10.32,10.56,11.05,-0.34,-3.0769,28.103,22482425,244148341.0,4498200000.0,856800000.0
38,2021-03-22,sh605228,神通科技,11.23,11.46,10.8,10.93,10.71,0.52,4.8553,29.4864,23589105,262184723.0,4716600000.0,898400000.0
39,2021-03-23,sh605228,神通科技,10.82,12.12,10.76,11.5,11.23,-0.41,-3.6509,36.5476,29238075,337531356.0,4544400000.0,865600000.0
