,晩豚,紘同旗鷹,兆各,辺徒勺,恷互勺,恷詰勺,蝕徒勺,念辺徒,嫻鋸駆,嫻鋸嫌,算返楕,撹住楚,撹住署駆,悳偏峙,送宥偏峙
949,2021-11-01,sz002913,安平慎,75.87,78.0,71.45,71.66,71.11,4.76,6.6939,1.5224,2231471,168287816.31,12046197188.3,11121065266.3
950,2021-11-02,sz002913,安平慎,77.4,80.32,75.31,75.86,75.87,1.53,2.0166,2.3387,3428132,268488746.67,12289121686.8,11345333486.4
951,2021-11-03,sz002913,安平慎,74.67,77.8,74.0,77.8,77.4,-2.73,-3.5271,1.3335,1954608,147019943.52,11855668169.9,10945168623.1
952,2021-11-04,sz002913,安平慎,74.84,75.5,73.88,74.68,74.67,0.17,0.2277,0.8605,1261300,94152660.25,11882659780.9,10970087314.2
953,2021-11-05,sz002913,安平慎,74.04,77.28,73.73,75.56,74.84,-0.8,-1.0689,1.2123,1776975,133132724.61,11755640435.3,10852822885.4
954,2021-11-08,sz002913,安平慎,71.9,73.5,71.17,73.18,74.04,-2.14,-2.8903,1.1587,1698359,122101239.42,11415863685.8,10539140538.4
955,2021-11-09,sz002913,安平慎,75.7,76.88,71.23,72.0,71.9,3.8,5.2851,1.5041,2204680,164108912.1,12019205577.4,11096146575.2
956,2021-11-10,sz002913,安平慎,75.69,78.0,73.58,75.99,75.7,-0.01,-0.0132,1.438,2107791,158805442.85,12017617835.6,11094680769.8
957,2021-11-11,sz002913,安平慎,75.9,77.19,74.7,75.61,75.69,0.21,0.2774,1.2665,1856375,141032086.5,12050960413.8,11125462682.4
958,2021-11-12,sz002913,安平慎,79.68,80.97,75.02,75.14,75.9,3.78,4.9802,1.7477,2561845,202633313.65,12651126821.8,11679537108.5
959,2021-11-15,sz002913,安平慎,79.06,82.27,78.43,81.3,79.68,-0.62,-0.7781,1.5431,2261889,181359726.1,12552686828.9,11588657176.2
960,2021-11-16,sz002913,安平慎,74.72,79.88,74.18,79.03,79.06,-4.34,-5.4895,1.8076,2649653,202244955.17,11863606879.0,10952497649.9
961,2021-11-17,sz002913,安平慎,75.33,75.69,74.03,74.03,74.72,0.61,0.8164,0.8096,1186689,89092875.53,11960459130.1,11041911776.9
962,2021-11-18,sz002913,安平慎,74.88,77.43,74.3,75.4,75.33,-0.45,-0.5974,1.1149,1634213,123433290.42,11889010748.2,10975950535.7
963,2021-11-19,sz002913,安平慎,74.75,75.47,73.4,74.64,74.88,-0.13,-0.1736,0.8428,1235400,91887766.0,11868370104.5,10956895066.0
964,2021-11-22,sz002913,安平慎,79.84,81.47,74.8,74.83,74.75,5.09,6.8094,1.956,2888589,227507783.09,12676530690.9,11790791319.7
965,2021-11-23,sz002913,安平慎,77.9,80.79,77.59,80.08,79.84,-1.94,-2.4299,1.2024,1775742,139355473.38,12368508777.8,11504291630.8
966,2021-11-24,sz002913,安平慎,79.85,80.48,77.38,78.44,77.9,1.95,2.5032,1.3537,1999152,158784874.9,12678118432.7,11792268122.2
967,2021-11-25,sz002913,安平慎,83.3,84.19,79.21,79.87,79.85,3.45,4.3206,1.8819,2779230,228884395.04,13225889360.6,12301764991.6
968,2021-11-26,sz002913,安平慎,81.45,84.65,80.28,82.88,83.3,-1.85,-2.2209,1.5843,2339723,192189401.47,12932157123.9,12028556525.4
969,2021-11-29,sz002913,安平慎,80.3,80.9,78.51,80.0,81.45,-1.15,-1.4119,0.9071,1339661,107117990.44,12749566814.6,11858724235.6
970,2021-11-30,sz002913,安平慎,80.17,82.22,79.1,80.31,80.3,-0.13,-0.1619,1.1676,1724296,139001225.85,12728926170.9,11839525802.8
971,2021-12-01,sz002913,安平慎,81.3,81.58,79.5,80.16,80.17,1.13,1.4095,0.8679,1281655,102956062.88,12908340996.6,12006404487.6
972,2021-12-02,sz002913,安平慎,87.28,89.43,80.1,81.78,81.3,5.98,7.3555,2.7943,4126698,350838043.39,13857810605.0,12889532394.6
973,2021-12-03,sz002913,安平慎,84.96,88.02,84.02,86.41,87.28,-2.32,-2.6581,2.1359,3154328,269708876.05,13489454502.7,12546914209.9
974,2021-12-06,sz002913,安平慎,82.53,85.0,82.37,84.39,84.96,-2.43,-2.8602,1.0835,1600076,134091687.39,13103633240.5,12188051197.6
975,2021-12-07,sz002913,安平慎,81.9,84.57,80.71,82.99,82.53,-0.63,-0.7634,1.1,1624413,133910059.03,13003605505.8,12095012638.8
976,2021-12-08,sz002913,安平慎,83.5,83.68,82.0,82.28,81.9,1.6,1.9536,0.707,1044142,86805824.45,13257644197.0,12331301042.0
977,2021-12-09,sz002913,安平慎,83.9,85.6,82.8,83.49,83.5,0.4,0.479,0.8478,1252034,105421683.52,13321153869.8,12390373142.8
978,2021-12-10,sz002913,安平慎,83.7,84.21,81.6,83.59,83.9,-0.2,-0.2384,0.6873,1014950,84105116.15,13289399033.4,12360837092.4
979,2021-12-13,sz002913,安平慎,82.98,84.44,81.8,84.0,83.7,-0.72,-0.8602,0.7241,1069364,88674605.36,13175081622.4,12254507311.0
980,2021-12-14,sz002913,安平慎,83.9,85.0,81.81,82.99,82.98,0.92,1.1087,0.8759,1293523,108317781.25,13321153869.8,12390373142.8
981,2021-12-15,sz002913,安平慎,84.2,85.85,83.0,83.68,83.9,0.3,0.3576,0.9306,1374383,116725519.92,13368786124.4,12434677218.4
982,2021-12-16,sz002913,安平慎,83.59,84.98,83.19,84.33,84.2,-0.61,-0.7245,0.7844,1158448,96891637.96,13271933873.4,12344592264.7
983,2021-12-17,sz002913,安平慎,78.28,83.06,78.16,83.01,83.59,-5.31,-6.3524,1.4618,2158785,172242771.1,12428842967.0,11560410126.6
984,2021-12-20,sz002913,安平慎,74.85,77.97,74.72,77.88,78.28,-3.43,-4.3817,0.8531,1259864,95803340.27,11884247522.7,11053866862.2
985,2021-12-21,sz002913,安平慎,75.15,75.99,74.7,74.83,74.85,0.3,0.4008,0.5428,801568,60231779.62,11931879777.3,11098170937.8
986,2021-12-22,sz002913,安平慎,76.08,76.55,75.01,75.15,75.15,0.93,1.2375,0.6697,988956,75093042.72,12079539766.6,11235513572.2
987,2021-12-23,sz002913,安平慎,76.62,77.5,75.28,76.15,76.08,0.54,0.7098,0.5014,740427,56794363.83,12165277824.8,11315260908.2
988,2021-12-24,sz002913,安平慎,79.76,82.88,76.36,76.63,76.62,3.14,4.0981,2.0132,2973066,240022404.09,12663828756.3,11778976899.5
989,2021-12-27,sz002913,安平慎,78.51,82.73,78.11,79.44,79.76,-1.25,-1.5672,1.0122,1494838,119261599.78,12465361028.8,11594376584.5
990,2021-12-28,sz002913,安平慎,79.35,80.29,78.25,78.42,78.51,0.84,1.0699,0.513,757630,59881999.4,12598731341.7,11718427996.2
991,2021-12-29,sz002913,安平慎,77.88,79.13,77.29,78.84,79.35,-1.47,-1.8526,0.7553,1115461,87055598.83,12365333294.2,11501338025.8
992,2021-12-30,sz002913,安平慎,80.03,81.0,77.22,77.43,77.88,2.15,2.7607,1.1055,1632565,130582925.93,12706697785.5,11818850567.6
993,2021-12-31,sz002913,安平慎,78.42,80.67,78.0,80.51,80.03,-1.61,-2.0117,1.0614,1567494,123837970.55,12451071352.4,11581085361.8
994,2022-01-04,sz002913,安平慎,78.14,78.97,76.33,78.41,78.42,-0.28,-0.3571,0.9556,1411207,109518486.49,12406614581.5,11539734891.3
995,2022-01-05,sz002913,安平慎,75.36,78.58,74.8,77.95,78.14,-2.78,-3.5577,0.7658,1131000,86030847.05,11965222355.5,11129183790.7
996,2022-01-06,sz002913,安平慎,76.21,76.68,75.2,75.68,75.36,0.85,1.1279,0.4219,623068,47359880.32,12100180410.2,11254712004.9
997,2022-01-07,sz002913,安平慎,75.66,76.74,75.22,76.59,76.21,-0.55,-0.7217,0.5955,879509,66727660.5,12012854610.1,11173487866.3
998,2022-01-10,sz002913,安平慎,75.36,76.49,73.9,75.3,75.66,-0.3,-0.3965,0.6633,979586,73714446.22,11965222355.5,11129183790.7
999,2022-01-11,sz002913,安平慎,73.32,76.11,72.84,75.05,75.36,-2.04,-2.707,0.7064,1043227,76940689.8,11641323024.2,10827916076.6
1000,2022-01-12,sz002913,安平慎,75.7,75.8,73.42,73.44,73.32,2.38,3.246,0.4506,665463,49708348.35,12019205577.4,11179395076.4
1001,2022-01-13,sz002913,安平慎,74.9,75.7,74.53,75.6,75.7,-0.8,-1.0568,0.4626,683149,51290610.16,11892186231.8,11061250874.8
1002,2022-01-14,sz002913,安平慎,75.13,75.44,74.03,74.88,74.9,0.23,0.3071,0.2724,402289,30143504.83,11928704293.7,11095217332.8
1003,2022-01-17,sz002913,安平慎,76.4,76.9,75.0,75.13,75.13,1.27,1.6904,0.4239,626000,47792941.76,12130347504.8,11282771252.8
1004,2022-01-18,sz002913,安平慎,75.68,76.88,75.6,76.38,76.4,-0.72,-0.9424,0.3535,522098,39747999.5,12016030093.8,11176441471.4
1005,2022-01-19,sz002913,安平慎,75.01,76.12,74.51,75.71,75.68,-0.67,-0.8853,0.2439,360159,27025928.71,11909651391.8,11077495702.5
1006,2022-01-20,sz002913,安平慎,72.32,75.23,72.32,74.55,75.01,-2.69,-3.5862,0.4925,727359,53353194.88,11482548842.2,10680235824.6
1007,2022-01-21,sz002913,安平慎,71.5,73.46,70.0,72.0,72.32,-0.82,-1.1338,0.4808,710013,50951362.69,11352354013.0,10559138018.0
1008,2022-01-24,sz002913,安平慎,70.68,71.75,70.12,70.74,71.5,-0.82,-1.1469,0.505,745749,52799647.63,11222159183.8,10438040211.4
1009,2022-01-25,sz002913,安平慎,69.11,71.55,69.11,70.64,70.68,-1.57,-2.2213,0.4235,625493,43758632.66,10972883718.0,10206182215.7
1010,2022-01-26,sz002913,安平慎,68.08,69.92,67.8,69.22,69.11,-1.03,-1.4904,0.4146,612273,42036620.83,10809346310.6,10054071556.2
1011,2022-01-27,sz002913,安平慎,66.34,68.99,66.31,68.3,68.08,-1.74,-2.5558,0.31,457844,30858376.1,10684381933.3,9797107917.68
1012,2022-01-28,sz002913,安平慎,66.03,67.05,65.5,66.92,66.34,-0.31,-0.4673,0.2817,415997,27608068.8,10634454914.9,9751327039.56
1013,2022-02-07,sz002913,安平慎,66.77,68.62,66.16,67.33,66.03,0.74,1.1207,0.3998,590414,39648429.37,10753635539.5,9860610426.04
1014,2022-02-08,sz002913,安平慎,67.19,67.34,66.15,67.04,66.77,0.42,0.629,0.2674,394904,26358351.01,10821278596.6,9922636131.88
1015,2022-02-09,sz002913,安平慎,68.6,68.64,66.5,67.1,67.19,1.41,2.0985,0.4359,643707,43517539.5,11048366002.8,10130865287.2
1016,2022-02-10,sz002913,安平慎,68.61,71.0,68.0,68.39,68.6,0.01,0.0146,0.6111,902450,62637225.54,11049976551.8,10132342089.7
1017,2022-02-11,sz002913,安平慎,66.95,68.62,66.85,68.59,68.61,-1.66,-2.4195,0.2436,359712,24370135.78,10782625421.1,9887192871.4
1018,2022-02-14,sz002913,安平慎,64.99,67.0,64.81,67.0,66.95,-1.96,-2.9276,0.3232,477282,31312431.34,10466957821.0,9597739577.48
1019,2022-02-15,sz002913,安平慎,66.36,66.61,64.99,64.99,64.99,1.37,2.108,0.273,403236,26583911.23,10687603031.3,9800061522.72
1020,2022-02-16,sz002913,安平慎,65.81,66.86,64.55,66.38,66.36,-0.55,-0.8288,0.6448,952199,62277618.29,10599022837.4,9718837384.12
1021,2022-02-17,sz002913,安平慎,66.46,67.21,65.0,65.72,65.81,0.65,0.9877,0.402,593654,39268191.34,10703708521.1,9814829547.92
1022,2022-02-18,sz002913,安平慎,64.85,66.07,64.5,65.92,66.46,-1.61,-2.4225,0.593,875725,56834407.59,10444410135.3,9577064342.2
1023,2022-02-21,sz002913,安平慎,66.24,66.48,64.56,65.0,64.85,1.39,2.1434,0.4326,638911,42075151.9,10668276443.5,9782339892.48
1024,2022-02-22,sz002913,安平慎,67.01,68.21,64.6,66.0,66.24,0.77,1.1624,0.9291,1372087,91204568.0,10792288715.0,9896053686.52
