,ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
0,2019-11-01,sh688058,N±¦À¼µÂ,100.2,118.95,96.75,99.0,79.3,20.9,26.3556,74.6948,6794764,700801188.0,4008000000.0,911489340.0
1,2019-11-04,sh688058,±¦À¼µÂ,93.7,100.8,93.2,98.95,100.2,-6.5,-6.487,41.9755,3818383,365652465.0,3748000000.0,852360790.0
2,2019-11-05,sh688058,±¦À¼µÂ,90.0,91.3,84.62,91.0,93.7,-3.7,-3.9488,42.8609,3898930,342751449.0,3600000000.0,818703000.0
3,2019-11-06,sh688058,±¦À¼µÂ,87.7,89.8,86.55,88.15,90.0,-2.3,-2.5556,19.3439,1759660,154998681.0,3508000000.0,797780590.0
4,2019-11-07,sh688058,±¦À¼µÂ,90.18,93.88,87.26,87.26,87.7,2.48,2.8278,27.6331,2513696,228295158.0,3607200000.0,820340406.0
5,2019-11-08,sh688058,±¦À¼µÂ,87.15,91.47,87.08,89.6,90.18,-3.03,-3.3599,20.1877,1836411,162845970.0,3486000000.0,792777405.0
6,2019-11-11,sh688058,±¦À¼µÂ,80.5,85.8,80.5,85.8,87.15,-6.65,-7.6305,17.2108,1565612,129884464.0,3220000000.0,732284350.0
7,2019-11-12,sh688058,±¦À¼µÂ,79.93,82.49,79.35,80.79,80.5,-0.57,-0.7081,11.1896,1017884,82175971.0,3197200000.0,727099231.0
8,2019-11-13,sh688058,±¦À¼µÂ,80.93,81.69,79.38,80.0,79.93,1.0,1.2511,8.6303,785069,63321477.0,3237200000.0,736195931.0
9,2019-11-14,sh688058,±¦À¼µÂ,85.37,87.48,80.84,81.2,80.93,4.44,5.4862,23.4407,2132334,182118997.0,3414800000.0,776585279.0
10,2019-11-15,sh688058,±¦À¼µÂ,86.63,88.42,83.54,85.01,85.37,1.26,1.4759,17.9357,1631556,140837455.0,3465200000.0,788047121.0
