,ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
0,2020-12-02,sh688557,NÀ¼½£,65.75,77.0,65.51,70.01,27.7,38.05,137.3646,74.2678,12282081,872858730.0,4778052500.0,1087344175.5
1,2020-12-03,sh688557,À¼½£ÖÇÄÜ,57.6,62.55,57.5,59.53,65.75,-8.15,-12.3954,46.8857,7753748,459113228.0,4185792000.0,952563110.4
2,2020-12-04,sh688557,À¼½£ÖÇÄÜ,56.91,59.85,56.52,57.0,57.6,-0.69,-1.1979,26.1971,4332365,251091009.0,4135649700.0,941152198.14
3,2020-12-07,sh688557,À¼½£ÖÇÄÜ,53.59,57.0,53.5,56.98,56.91,-3.32,-5.8338,24.9252,4122017,224948918.0,3894385300.0,886247518.86
4,2020-12-08,sh688557,À¼½£ÖÇÄÜ,51.59,53.98,51.51,53.69,53.59,-2.0,-3.732,16.6425,2752262,144299470.0,3749045300.0,853172410.86
5,2020-12-09,sh688557,À¼½£ÖÇÄÜ,51.9,53.2,51.3,51.8,51.59,0.31,0.6009,15.1578,2506730,131134805.0,3771573000.0,858299052.6
6,2020-12-10,sh688557,À¼½£ÖÇÄÜ,49.3,52.18,49.2,51.81,51.9,-2.6,-5.0096,14.2454,2355839,118089807.0,3582631000.0,815301412.2
7,2020-12-11,sh688557,À¼½£ÖÇÄÜ,47.29,49.63,46.57,49.5,49.3,-2.01,-4.0771,13.9649,2309446,110081187.0,3436564300.0,782060928.66
8,2020-12-14,sh688557,À¼½£ÖÇÄÜ,46.59,47.68,46.2,47.11,47.29,-0.7,-1.4802,7.7158,1276002,59723589.0,3385695300.0,770484640.86
9,2020-12-15,sh688557,À¼½£ÖÇÄÜ,48.12,48.35,46.0,46.59,46.59,1.53,3.284,11.1396,1842217,87164797.0,3496880400.0,795787098.48
10,2020-12-16,sh688557,À¼½£ÖÇÄÜ,46.1,48.68,46.0,47.83,48.12,-2.02,-4.1978,9.0343,1494050,70636347.0,3350087000.0,762381239.4
11,2020-12-17,sh688557,À¼½£ÖÇÄÜ,46.4,46.98,44.7,45.55,46.1,0.3,0.6508,8.2812,1369511,62784495.0,3371888000.0,767342505.6
12,2020-12-18,sh688557,À¼½£ÖÇÄÜ,45.32,46.38,45.01,46.38,46.4,-1.08,-2.3276,6.3956,1057673,48172054.0,3293404400.0,749481947.28
13,2020-12-21,sh688557,À¼½£ÖÇÄÜ,45.3,45.88,45.06,45.4,45.32,-0.02,-0.0441,4.8345,799506,36286182.0,3291951000.0,749151196.2
14,2020-12-22,sh688557,À¼½£ÖÇÄÜ,43.45,45.5,43.33,45.3,45.3,-1.85,-4.0839,9.0327,1493790,65846805.0,3157511500.0,718556721.3
15,2020-12-23,sh688557,À¼½£ÖÇÄÜ,42.3,43.88,42.23,43.23,43.45,-1.15,-2.6467,5.7538,951532,40666750.0,3073941000.0,699538534.2
16,2020-12-24,sh688557,À¼½£ÖÇÄÜ,40.15,42.2,40.04,42.01,42.3,-2.15,-5.0827,8.057,1332430,54399865.0,2917700500.0,663982793.1
17,2020-12-25,sh688557,À¼½£ÖÇÄÜ,40.76,42.34,39.62,40.25,40.15,0.61,1.5193,7.6062,1257887,51867790.0,2962029200.0,674070701.04
18,2020-12-28,sh688557,À¼½£ÖÇÄÜ,39.15,41.72,38.71,41.05,40.76,-1.61,-3.95,6.1216,1012358,40165637.0,2845030500.0,647445239.1
19,2020-12-29,sh688557,À¼½£ÖÇÄÜ,39.16,40.25,38.66,38.66,39.15,0.01,0.0255,4.0103,663203,26202505.0,2845757200.0,647610614.64
20,2020-12-30,sh688557,À¼½£ÖÇÄÜ,40.43,41.0,39.3,39.48,39.16,1.27,3.2431,5.4975,909144,36805730.0,2938048100.0,668613308.22
21,2020-12-31,sh688557,À¼½£ÖÇÄÜ,40.47,42.45,40.3,42.45,40.43,0.04,0.0989,4.2336,700135,28517264.0,2940954900.0,669274810.38
22,2021-01-04,sh688557,À¼½£ÖÇÄÜ,42.17,42.68,40.03,40.47,40.47,1.7,4.2006,7.2331,1196181,50032097.0,3064493900.0,697388652.18
23,2021-01-05,sh688557,À¼½£ÖÇÄÜ,41.9,42.6,41.2,42.18,42.17,-0.27,-0.6403,5.2572,869407,36426017.0,3044873000.0,692923512.6
24,2021-01-06,sh688557,À¼½£ÖÇÄÜ,40.05,41.99,40.05,41.99,41.9,-1.85,-4.4153,5.4636,903548,36626809.0,2910433500.0,662329037.7
25,2021-01-07,sh688557,À¼½£ÖÇÄÜ,37.85,40.2,37.6,40.2,40.05,-2.2,-5.4931,6.2644,1035975,39880824.0,2750559500.0,625946418.9
26,2021-01-08,sh688557,À¼½£ÖÇÄÜ,38.16,38.38,36.83,37.79,37.85,0.31,0.819,4.2568,703963,26565262.0,2773087200.0,631073060.64
27,2021-01-11,sh688557,À¼½£ÖÇÄÜ,36.8,38.46,36.42,37.61,38.16,-1.36,-3.5639,4.9097,811939,30028809.0,2674256000.0,608581987.2
28,2021-01-12,sh688557,À¼½£ÖÇÄÜ,36.6,37.2,36.42,36.96,36.8,-0.2,-0.5435,2.6666,440990,16183799.0,2659722000.0,605274476.4
29,2021-01-13,sh688557,À¼½£ÖÇÄÜ,35.61,36.66,35.58,36.54,36.6,-0.99,-2.7049,4.5448,751598,27023515.0,2587778700.0,588902297.94
30,2021-01-14,sh688557,À¼½£ÖÇÄÜ,36.5,37.51,34.86,35.71,35.61,0.89,2.4993,5.1252,847576,30779821.0,2652455000.0,603620721.0
31,2021-01-15,sh688557,À¼½£ÖÇÄÜ,38.11,38.49,36.12,36.49,36.5,1.61,4.411,5.9555,984887,37226544.0,2769453700.0,630246182.94
32,2021-01-18,sh688557,À¼½£ÖÇÄÜ,37.57,38.3,37.32,38.01,38.11,-0.54,-1.417,4.0091,663006,24922426.0,2730211900.0,621315903.78
33,2021-01-19,sh688557,À¼½£ÖÇÄÜ,37.91,38.88,37.22,37.27,37.57,0.34,0.905,5.0513,835363,31963095.0,2754919700.0,626938672.14
34,2021-01-20,sh688557,À¼½£ÖÇÄÜ,37.84,38.5,37.5,37.9,37.91,-0.07,-0.1846,2.7634,456993,17310133.0,2749832800.0,625781043.36
35,2021-01-21,sh688557,À¼½£ÖÇÄÜ,37.78,38.48,37.29,38.17,37.84,-0.06,-0.1586,2.436,402859,15184380.0,2745472600.0,624788790.12
36,2021-01-22,sh688557,À¼½£ÖÇÄÜ,36.09,37.77,35.96,37.4,37.78,-1.69,-4.4733,4.3331,716587,26184635.0,2622660300.0,596840323.86
37,2021-01-25,sh688557,À¼½£ÖÇÄÜ,37.04,37.04,35.2,35.98,36.09,0.95,2.6323,4.1887,692708,25203160.0,2691696800.0,612551000.16
38,2021-01-26,sh688557,À¼½£ÖÇÄÜ,36.8,37.75,36.53,36.96,37.04,-0.24,-0.6479,2.8155,465613,17213293.0,2674256000.0,608581987.2
