,ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
0,2019-03-22,sz300765,NÐÂÅµÍþ,35.24,35.24,29.36,29.36,24.47,10.77,44.0131,0.0818,40922,1437133.28,7048000000.0,1762000000.0
1,2019-03-25,sz300765,ÐÂÅµÍþ,38.76,38.76,38.76,38.76,35.24,3.52,9.9886,0.0226,11300,437988.0,7752000000.0,1938000000.0
2,2019-03-26,sz300765,ÐÂÅµÍþ,42.64,42.64,42.64,42.64,38.76,3.88,10.0103,0.0465,23242,991038.88,8528000000.0,2132000000.0
3,2019-03-27,sz300765,ÐÂÅµÍþ,46.9,46.9,46.9,46.9,42.64,4.26,9.9906,0.1604,80215,3762083.5,9380000000.0,2345000000.0
4,2019-03-28,sz300765,ÐÂÅµÍþ,51.59,51.59,51.59,51.59,46.9,4.69,10.0,0.2943,147132,7590539.88,10318000000.0,2579500000.0
5,2019-03-29,sz300765,ÐÂÅµÍþ,52.99,56.75,51.7,56.75,51.59,1.4,2.7137,50.0164,25008188,1336483786.63,10598000000.0,2649500000.0
6,2019-04-01,sz300765,ÐÂÅµÍþ,54.49,55.58,52.36,53.79,52.99,1.5,2.8307,37.3124,18656191,1010300813.24,10898000000.0,2724500000.0
7,2019-04-02,sz300765,ÐÂÅµÍþ,53.2,54.9,52.8,54.0,54.49,-1.29,-2.3674,27.4896,13744812,736446200.28,10640000000.0,2660000000.0
8,2019-04-03,sz300765,ÐÂÅµÍþ,50.93,52.4,50.8,52.08,53.2,-2.27,-4.2669,25.3857,12692852,652651693.03,10186000000.0,2546500000.0
9,2019-04-04,sz300765,ÐÂÅµÍþ,51.25,51.98,50.7,50.91,50.93,0.32,0.6283,21.2508,10625376,545374923.94,10250000000.0,2562500000.0
10,2019-04-08,sz300765,ÐÂÅµÍþ,53.2,53.98,51.0,51.42,51.25,1.95,3.8049,28.2172,14108608,745014040.51,10640000000.0,2660000000.0
11,2019-04-09,sz300765,ÐÂÅµÍþ,48.81,51.97,48.5,51.94,53.2,-4.39,-8.2519,25.1324,12566205,622442789.84,9762000000.0,2440500000.0
12,2019-04-10,sz300765,ÐÂÅµÍþ,48.36,49.12,48.02,48.36,48.81,-0.45,-0.9219,10.7138,5356907,260237250.21,9672000000.0,2418000000.0
13,2019-04-11,sz300765,ÐÂÅµÍþ,48.44,49.5,48.38,48.38,48.36,0.08,0.1654,8.8833,4441632,216728519.35,9688000000.0,2422000000.0
14,2019-04-12,sz300765,ÐÂÅµÍþ,46.78,48.38,46.67,48.0,48.44,-1.66,-3.4269,11.9826,5991323,282733899.44,9356000000.0,2339000000.0
15,2019-04-15,sz300765,ÐÂÅµÍþ,46.48,47.58,46.4,47.35,46.78,-0.3,-0.6413,8.5408,4270394,200812535.81,9296000000.0,2324000000.0
16,2019-04-16,sz300765,ÐÂÅµÍþ,46.76,46.88,46.01,46.1,46.48,0.28,0.6024,7.4894,3744684,174191999.48,9352000000.0,2338000000.0
17,2019-04-17,sz300765,ÐÂÅµÍþ,46.77,47.28,46.55,46.7,46.76,0.01,0.0214,7.4396,3719788,174820703.13,9354000000.0,2338500000.0
18,2019-04-18,sz300765,ÐÂÅµÍþ,45.81,46.59,45.27,46.53,46.77,-0.96,-2.0526,10.9942,5497078,252405351.53,9162000000.0,2290500000.0
19,2019-04-19,sz300765,ÐÂÅµÍþ,45.9,46.27,45.56,45.8,45.81,0.09,0.1965,5.8772,2938615,134947666.94,9180000000.0,2295000000.0
20,2019-04-22,sz300765,ÐÂÅµÍþ,45.29,46.04,44.7,46.04,45.9,-0.61,-1.329,8.7993,4399673,199112227.62,9058000000.0,2264500000.0
21,2019-04-23,sz300765,ÐÂÅµÍþ,45.9,46.26,44.8,45.2,45.29,0.61,1.3469,9.5954,4797694,219204968.39,9180000000.0,2295000000.0
22,2019-04-24,sz300765,ÐÂÅµÍþ,44.5,45.48,44.06,45.32,45.9,-1.4,-3.0501,8.8465,4423237,197432952.79,8900000000.0,2225000000.0
23,2019-04-25,sz300765,ÐÂÅµÍþ,42.26,44.77,42.24,44.26,44.5,-2.24,-5.0337,8.5828,4291385,187172328.12,8452000000.0,2113000000.0
24,2019-04-26,sz300765,ÐÂÅµÍþ,41.74,42.47,41.51,42.26,42.26,-0.52,-1.2305,5.622,2810979,117958256.09,8348000000.0,2087000000.0
25,2019-04-29,sz300765,ÐÂÅµÍþ,40.82,42.5,40.77,41.5,41.74,-0.92,-2.2041,6.6378,3318904,138975430.63,8164000000.0,2041000000.0
26,2019-04-30,sz300765,ÐÂÅµÍþ,41.21,41.6,40.4,40.98,40.82,0.39,0.9554,4.8513,2425645,99621062.19,8242000000.0,2060500000.0
27,2019-05-06,sz300765,ÐÂÅµÍþ,38.34,40.98,37.85,39.87,41.21,-2.87,-6.9643,7.9268,3963382,155894859.73,7668000000.0,1917000000.0
28,2019-05-07,sz300765,ÐÂÅµÍþ,41.72,42.02,38.38,38.58,38.34,3.38,8.8159,9.9484,4974216,198868403.0,8344000000.0,2086000000.0
29,2019-05-08,sz300765,ÐÂÅµÍþ,40.43,41.43,40.08,40.29,41.72,-1.29,-3.092,6.9599,3479961,142125492.42,8086000000.0,2021500000.0
30,2019-05-09,sz300765,ÐÂÅµÍþ,39.73,40.9,39.56,39.56,40.43,-0.7,-1.7314,4.4217,2210855,88839958.39,7946000000.0,1986500000.0
31,2019-05-10,sz300765,ÐÂÅµÍþ,40.28,40.77,38.01,40.0,39.73,0.55,1.3843,6.7836,3391797,135713703.46,8056000000.0,2014000000.0
32,2019-05-13,sz300765,ÐÂÅµÍþ,41.28,41.36,39.67,39.98,40.28,1.0,2.4826,6.7126,3356294,137213286.83,8256000000.0,2064000000.0
33,2019-05-14,sz300765,ÐÂÅµÍþ,40.42,41.27,40.25,40.72,41.28,-0.86,-2.0833,4.7604,2380191,96751057.26,8084000000.0,2021000000.0
34,2019-05-15,sz300765,ÐÂÅµÍþ,41.16,41.43,40.53,40.97,40.42,0.74,1.8308,5.1432,2571600,105627620.68,8232000000.0,2058000000.0
35,2019-05-16,sz300765,ÐÂÅµÍþ,40.76,41.19,40.59,41.19,41.16,-0.4,-0.9718,4.0441,2022058,82594232.33,8152000000.0,2038000000.0
36,2019-05-17,sz300765,ÐÂÅµÍþ,38.38,40.96,38.3,40.85,40.76,-2.38,-5.8391,6.145,3072488,121427247.17,7676000000.0,1919000000.0
37,2019-05-20,sz300765,ÐÂÅµÍþ,37.05,38.64,36.5,38.49,38.38,-1.33,-3.4653,4.7871,2393551,88668352.92,7410000000.0,1852500000.0
38,2019-05-21,sz300765,ÐÂÅµÍþ,37.53,37.87,37.05,37.05,37.05,0.48,1.2955,3.353,1676492,62926224.08,7506000000.0,1876500000.0
39,2019-05-22,sz300765,ÐÂÅµÍþ,36.97,37.65,36.86,37.5,37.53,-0.56,-1.4921,2.8818,1440892,53607638.9,7394000000.0,1848500000.0
40,2019-05-23,sz300765,ÐÂÅµÍþ,36.56,37.44,36.54,36.9,36.97,-0.41,-1.109,3.1461,1573046,58113524.76,7312000000.0,1828000000.0
41,2019-05-24,sz300765,ÐÂÅµÍþ,36.99,37.18,36.45,36.45,36.56,0.43,1.1761,2.8328,1416403,52185043.5,7398000000.0,1849500000.0
42,2019-05-27,sz300765,ÐÂÅµÍþ,37.65,37.82,36.6,36.6,36.99,0.66,1.7843,3.8806,1940313,72546562.39,7530000000.0,1882500000.0
43,2019-05-28,sz300765,ÐÂÅµÍþ,37.15,37.98,37.08,37.7,37.65,-0.5,-1.328,3.6308,1815415,68214180.17,7430000000.0,1857500000.0
44,2019-05-29,sz300765,ÐÂÅµÍþ,37.62,38.5,36.92,37.15,37.15,0.47,1.2651,4.4396,2219797,84120401.33,7524000000.0,1881000000.0
45,2019-05-30,sz300765,ÐÂÅµÍþ,38.48,38.48,37.14,37.25,37.62,0.86,2.286,5.3486,2674306,101255575.87,7696000000.0,1924000000.0
46,2019-05-31,sz300765,ÐÂÅµÍþ,40.29,40.91,38.01,38.05,38.48,1.81,4.7037,11.353,5676482,226847776.51,8058000000.0,2014500000.0
47,2019-06-03,sz300765,ÐÂÅµÍþ,38.76,40.15,38.5,39.88,40.29,-1.53,-3.7975,6.5783,3289147,128613502.06,7752000000.0,1938000000.0
48,2019-06-04,sz300765,ÐÂÅµÍþ,37.33,38.71,37.3,38.71,38.76,-1.43,-3.6894,4.7651,2382527,89950344.28,7466000000.0,1866500000.0
49,2019-06-05,sz300765,ÐÂÅµÍþ,36.98,37.88,36.8,37.75,37.33,-0.35,-0.9376,3.3881,1694064,63107500.18,7396000000.0,1849000000.0
50,2019-06-06,sz300765,ÐÂÅµÍþ,36.02,37.4,35.88,36.98,36.98,-0.96,-2.596,3.4388,1719387,63009302.32,7204000000.0,1801000000.0
51,2019-06-10,sz300765,ÐÂÅµÍþ,36.42,36.78,36.0,36.28,36.02,0.4,1.1105,2.0844,1042176,37972256.12,7284000000.0,1821000000.0
52,2019-06-11,sz300765,ÐÂÅµÍþ,37.57,37.6,36.4,36.4,36.42,1.15,3.1576,3.8241,1912029,71263157.84,7514000000.0,1878500000.0
53,2019-06-12,sz300765,ÐÂÅµÍþ,37.12,37.75,37.11,37.35,37.57,-0.45,-1.1978,3.1273,1563672,58430563.41,7424000000.0,1856000000.0
54,2019-06-13,sz300765,ÐÂÅµÍþ,37.38,37.6,37.1,37.39,37.12,0.26,0.7004,2.7526,1376310,51459623.14,7476000000.0,1869000000.0
55,2019-06-14,sz300765,ÐÂÅµÍþ,35.89,37.75,35.78,37.75,37.38,-1.49,-3.9861,4.1579,2078964,76137293.56,7178000000.0,1794500000.0
56,2019-06-17,sz300765,ÐÂÅµÍþ,35.88,36.22,35.45,36.2,35.89,-0.01,-0.0279,2.1146,1057296,37982390.0,7176000000.0,1794000000.0
57,2019-06-18,sz300765,ÐÂÅµÍþ,36.91,37.13,35.9,35.98,35.88,1.03,2.8707,3.9698,1984889,72851642.39,7382000000.0,1845500000.0
58,2019-06-19,sz300765,ÐÂÅµÍþ,37.04,37.8,37.0,37.48,36.91,0.13,0.3522,3.8153,1907669,71115867.62,7408000000.0,1852000000.0
59,2019-06-20,sz300765,ÐÂÅµÍþ,37.2,37.36,36.53,37.0,37.04,0.16,0.432,3.6929,1846431,68404653.55,7440000000.0,1860000000.0
60,2019-06-21,sz300765,ÐÂÅµÍþ,37.65,37.96,37.37,37.46,37.2,0.45,1.2097,4.9013,2450629,92362535.74,7530000000.0,1882500000.0
61,2019-06-24,sz300765,ÐÂÅµÍþ,38.4,38.83,37.55,37.63,37.65,0.75,1.992,6.0058,3002878,114842315.58,7680000000.0,1920000000.0
62,2019-06-25,sz300765,ÐÂÅµÍþ,37.15,38.15,36.92,38.15,38.4,-1.25,-3.2552,4.7524,2376201,89096343.55,7430000000.0,1857500000.0
63,2019-06-26,sz300765,ÐÂÅµÍþ,37.51,37.84,36.8,37.0,37.15,0.36,0.969,2.9715,1485770,55778606.28,7502000000.0,1875500000.0
