,�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
0,2020-11-12,sz300884,N菸騵親,76.6,83.6,70.0,70.0,24.87,51.73,208.0016,65.6507,18679406,1423167430.17,9192000000.0,2179478811.6
1,2020-11-13,sz300884,C菸騵親,74.26,81.6,70.03,70.6,76.6,-2.34,-3.0548,52.2885,14877507,1123059946.49,8911200000.0,2112899432.76
2,2020-11-16,sz300884,C菸騵親,71.26,73.48,67.99,71.66,74.26,-3.0,-4.0399,40.9624,11654928,821354882.88,8551200000.0,2027541254.76
3,2020-11-17,sz300884,C菸騵親,74.66,77.76,69.2,70.0,71.26,3.4,4.7713,46.4937,13228719,979799991.09,8959200000.0,2124280523.16
4,2020-11-18,sz300884,C菸騵親,69.9,74.38,68.88,73.0,74.66,-4.76,-6.3756,40.6914,11577803,816745784.84,8388000000.0,1988845547.4
5,2020-11-19,sz300884,菸騵親,66.2,68.88,65.3,68.38,69.9,-3.7,-5.2933,31.5273,8970363,599192851.96,7944000000.0,1883570461.2
6,2020-11-20,sz300884,菸騵親,66.93,67.21,63.81,65.4,66.2,0.73,1.1027,29.5031,8394441,549607777.21,8031600000.0,1904340951.18
7,2020-11-23,sz300884,菸騵親,64.02,66.18,63.87,66.18,66.93,-2.91,-4.3478,20.5081,5835110,376742580.88,7682400000.0,1821543518.52
8,2020-11-24,sz300884,菸騵親,64.82,66.22,63.88,63.88,64.02,0.8,1.2496,19.8682,5653038,368547998.73,7778400000.0,1844305699.32
9,2020-11-25,sz300884,菸騵親,61.89,65.34,61.71,65.02,64.82,-2.93,-4.5202,21.055,5990709,374399763.11,7426800000.0,1760939212.14
10,2020-11-26,sz300884,菸騵親,61.95,62.87,61.31,61.5,61.89,0.06,0.0969,14.4564,4113245,255345774.0,7434000000.0,1762646375.7
11,2020-11-27,sz300884,菸騵親,60.78,62.3,58.82,62.0,61.95,-1.17,-1.8886,18.9426,5389700,325663461.51,7293600000.0,1729356686.28
12,2020-11-30,sz300884,菸騵親,60.1,61.0,59.67,60.36,60.78,-0.68,-1.1188,10.6919,3042134,183516267.94,7212000000.0,1710008832.6
13,2020-12-01,sz300884,菸騵親,60.35,60.91,59.85,60.29,60.1,0.25,0.416,11.0189,3135183,189538617.52,7242000000.0,1717122014.1
14,2020-12-02,sz300884,菸騵親,61.36,62.49,60.03,60.35,60.35,1.01,1.6736,15.4454,4394637,270299668.42,7363200000.0,1745859267.36
15,2020-12-03,sz300884,菸騵親,58.21,61.15,58.21,61.15,61.36,-3.15,-5.1336,17.2036,4894884,289731276.78,6985200000.0,1656233180.46
16,2020-12-04,sz300884,菸騵親,58.41,59.28,57.6,58.17,58.21,0.2,0.3436,10.486,2983556,174461496.89,7009200000.0,1661923725.66
17,2020-12-07,sz300884,菸騵親,58.69,58.87,57.72,58.39,58.41,0.28,0.4794,8.0957,2303441,134436159.56,7042800000.0,1669890488.94
18,2020-12-08,sz300884,菸騵親,56.61,58.99,56.5,58.6,58.69,-2.08,-3.544,11.1105,3161241,182059114.14,6793200000.0,1610708818.86
19,2020-12-09,sz300884,菸騵親,55.55,56.94,54.58,56.66,56.61,-1.06,-1.8725,12.8771,3663888,204658813.36,6666000000.0,1580548929.3
