,日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
0,2006-11-10,sz002083,孚日股份,0.0,0.0,0.0,0.0,6.69,,,0.0,0,0.0,2176593145.74,0.0
1,2006-11-24,sz002083,N 孚  日,8.84,9.45,8.78,9.25,6.69,2.15,32.1375,57.6888,36459337,326726710.49,3574456174.64,558688000.0
2,2006-11-27,sz002083,孚日股份,8.55,8.69,8.42,8.6,8.84,-0.29,-3.2805,15.9293,10067341,85957382.86,3457194603.3,540360000.0
3,2006-11-28,sz002083,孚日股份,8.65,8.68,8.43,8.5,8.55,0.1,1.1696,12.8368,8112844,69477876.53,3497629627.9,546680000.0
4,2006-11-29,sz002083,孚日股份,8.8,8.9,8.5,8.6,8.65,0.15,1.7341,16.6127,10499201,92283016.75,3558282164.8,556160000.0
5,2006-11-30,sz002083,孚日股份,8.77,8.86,8.7,8.8,8.8,-0.03,-0.3409,11.1349,7037256,61699223.35,3546151657.42,554264000.0
6,2006-12-01,sz002083,孚日股份,8.69,8.77,8.6,8.76,8.77,-0.08,-0.9122,9.0496,5719377,49557396.97,3513803637.74,549208000.0
7,2006-12-04,sz002083,孚日股份,8.72,8.84,8.6,8.68,8.69,0.03,0.3452,7.2349,4572435,39875260.65,3525934145.12,551104000.0
8,2006-12-05,sz002083,孚日股份,8.81,8.82,8.63,8.7,8.72,0.09,1.0321,10.8953,6885850,60068922.45,3562325667.26,556792000.0
9,2006-12-06,sz002083,孚日股份,9.03,9.16,8.66,8.81,8.81,0.22,2.4972,17.631,11142779,99531748.14,3651282721.38,570696000.0
10,2006-12-07,sz002083,孚日股份,9.11,9.29,8.91,9.0,9.03,0.08,0.8859,16.4261,10381299,94192480.43,3683630741.06,575752000.0
11,2006-12-08,sz002083,孚日股份,8.72,9.25,8.71,9.1,9.11,-0.39,-4.281,10.32,6522239,58345450.63,3525934145.12,551104000.0
12,2006-12-11,sz002083,孚日股份,8.91,9.09,8.72,8.72,8.72,0.19,2.1789,5.5098,3482164,31028084.64,3602760691.86,563112000.0
13,2006-12-12,sz002083,孚日股份,8.76,8.93,8.7,8.91,8.91,-0.15,-1.6835,4.4415,2807034,24688956.06,3542108154.96,553632000.0
14,2006-12-13,sz002083,孚日股份,8.86,8.87,8.72,8.76,8.76,0.1,1.1416,3.982,2516621,22155862.3,3582543179.56,559952000.0
15,2006-12-14,sz002083,孚日股份,8.91,9.08,8.86,8.91,8.86,0.05,0.5643,5.5575,3512340,31388393.2,3602760691.86,563112000.0
16,2006-12-15,sz002083,孚日股份,8.86,9.05,8.83,9.03,8.91,-0.05,-0.5612,6.4386,4069168,36292212.64,3582543179.56,559952000.0
17,2006-12-18,sz002083,孚日股份,9.01,9.14,8.91,9.05,8.86,0.15,1.693,9.7462,6159602,55615780.72,3643195716.46,569432000.0
18,2006-12-19,sz002083,孚日股份,9.19,9.19,8.9,9.03,9.01,0.18,1.9978,10.6329,6719997,60859016.37,3715978760.74,580808000.0
19,2006-12-20,sz002083,孚日股份,9.15,9.22,9.06,9.14,9.19,-0.04,-0.4353,7.2331,4571297,41802614.74,3699804750.9,578280000.0
20,2006-12-21,sz002083,孚日股份,8.99,9.28,8.97,9.2,9.15,-0.16,-1.7486,6.3954,4041865,36876950.03,3635108711.54,568168000.0
21,2006-12-22,sz002083,孚日股份,8.79,8.96,8.75,8.9,8.99,-0.2,-2.2247,6.6586,4208213,37163966.3,3554238662.34,555528000.0
22,2006-12-25,sz002083,孚日股份,8.75,8.88,8.67,8.67,8.79,-0.04,-0.4551,3.965,2505861,21981406.18,3538064652.5,553000000.0
23,2006-12-26,sz002083,孚日股份,8.59,8.86,8.55,8.75,8.75,-0.16,-1.8286,4.3896,2774221,24010229.89,3473368613.14,542888000.0
24,2006-12-27,sz002083,孚日股份,8.61,8.69,8.56,8.59,8.59,0.02,0.2328,3.2077,2027290,17453200.29,3481455618.06,544152000.0
25,2006-12-28,sz002083,孚日股份,8.5,8.67,8.43,8.62,8.61,-0.11,-1.2776,4.1296,2609913,22192304.01,3436977091.0,537200000.0
26,2006-12-29,sz002083,孚日股份,8.66,8.7,8.5,8.56,8.5,0.16,1.8824,4.1995,2654081,22890252.28,3501673130.36,547312000.0
27,2007-01-04,sz002083,孚日股份,8.66,8.99,8.58,8.73,8.66,0.0,0.0,7.9568,5028685,44423826.94,3501673130.36,547312000.0
28,2007-01-05,sz002083,孚日股份,8.77,8.78,8.52,8.64,8.66,0.11,1.2702,4.3643,2758223,23883704.95,3546151657.42,554264000.0
29,2007-01-08,sz002083,孚日股份,8.95,8.96,8.71,8.78,8.77,0.18,2.0525,6.1997,3918232,34637849.26,3618934701.7,565640000.0
30,2007-01-09,sz002083,孚日股份,9.03,9.09,8.95,9.03,8.95,0.08,0.8939,10.5823,6688039,60373066.93,3651282721.38,570696000.0
31,2007-01-10,sz002083,孚日股份,9.06,9.12,8.92,9.0,9.03,0.03,0.3322,7.9557,5028002,45326079.8,3663413228.76,572592000.0
32,2007-01-11,sz002083,孚日股份,9.21,9.5,9.08,9.1,9.06,0.15,1.6556,13.7011,8659086,80206893.2,3724065765.66,582072000.0
33,2007-01-12,sz002083,孚日股份,8.82,9.27,8.72,9.15,9.21,-0.39,-4.2345,7.8086,4935014,44277593.49,3566369169.72,557424000.0
34,2007-01-15,sz002083,孚日股份,9.12,9.16,8.85,8.94,8.82,0.3,3.4014,7.0969,4485260,40550470.8,3687674243.52,576384000.0
35,2007-01-16,sz002083,孚日股份,9.45,9.57,8.95,9.19,9.12,0.33,3.6184,12.3183,7785140,71981466.95,3821109824.7,597240000.0
36,2007-01-17,sz002083,孚日股份,9.28,9.77,9.15,9.56,9.45,-0.17,-1.7989,14.0081,8853120,84182887.26,3752370282.88,586496000.0
37,2007-01-18,sz002083,孚日股份,9.7,9.75,9.31,9.31,9.28,0.42,4.5259,13.5062,8535892,81595438.25,3922197386.2,613040000.0
38,2007-01-19,sz002083,孚日股份,9.74,9.96,9.61,9.72,9.7,0.04,0.4124,10.841,6851502,66857542.09,3938371396.04,615568000.0
39,2007-01-22,sz002083,孚日股份,10.37,10.71,10.21,10.32,9.74,0.63,6.4682,15.6588,9896361,103038484.88,4193112051.02,655384000.0
40,2007-01-23,sz002083,孚日股份,0.0,0.0,0.0,0.0,10.37,,,0.0,0,0.0,4193112051.02,655384000.0
41,2007-01-24,sz002083,孚日股份,10.34,10.57,10.12,10.48,10.37,-0.03,-0.2893,9.155,5785991,59547562.56,4180981543.64,653488000.0
42,2007-01-25,sz002083,孚日股份,9.85,10.38,9.8,10.38,10.34,-0.49,-4.7389,8.4299,5327728,53438487.16,3982849923.1,622520000.0
43,2007-01-26,sz002083,孚日股份,9.88,9.98,9.45,9.7,9.85,0.03,0.3046,7.0331,4444898,43106667.51,3994980430.48,624416000.0
44,2007-01-29,sz002083,孚日股份,10.25,10.35,9.83,9.95,9.88,0.37,3.7449,7.7632,4906334,49474957.45,4144590021.5,647800000.0
45,2007-01-30,sz002083,孚日股份,10.45,10.65,10.19,10.46,10.25,0.2,1.9512,12.3086,7779056,81236249.65,4225460070.7,660440000.0
46,2007-01-31,sz002083,孚日股份,9.8,10.45,9.7,10.41,10.45,-0.65,-6.2201,7.753,4899881,49385671.57,3962632410.8,619360000.0
47,2007-02-01,sz002083,孚日股份,9.81,10.2,9.5,10.2,9.8,0.01,0.102,7.305,4616736,45162520.38,3966675913.26,619992000.0
48,2007-02-02,sz002083,孚日股份,9.62,9.99,9.6,9.78,9.81,-0.19,-1.9368,3.6032,2277215,22297842.46,3889849366.52,607984000.0
49,2007-02-05,sz002083,孚日股份,9.64,9.76,9.55,9.6,9.62,0.02,0.2079,3.7273,2355660,22665007.1,3897936371.44,609248000.0
50,2007-02-06,sz002083,孚日股份,9.85,9.87,9.61,9.7,9.64,0.21,2.1784,3.2438,2050081,20025661.73,3982849923.1,622520000.0
51,2007-02-07,sz002083,孚日股份,9.79,9.95,9.72,9.89,9.85,-0.06,-0.6091,3.9512,2497139,24539390.96,3958588908.34,618728000.0
52,2007-02-08,sz002083,孚日股份,9.78,9.83,9.63,9.75,9.79,-0.01,-0.1021,4.1232,2605877,25325346.57,3954545405.88,618096000.0
53,2007-02-09,sz002083,孚日股份,9.7,9.89,9.67,9.82,9.78,-0.08,-0.818,3.1031,1961148,19121921.1,3922197386.2,613040000.0
54,2007-02-12,sz002083,孚日股份,10.67,10.67,9.7,9.7,9.7,0.97,10.0,9.6956,6127623,63475761.89,4314417124.82,674344000.0
55,2007-02-13,sz002083,孚日股份,11.74,11.74,10.73,10.86,10.67,1.07,10.0281,23.0379,14559983,164607656.08,4747071888.04,741968000.0
56,2007-02-14,sz002083,孚日股份,12.01,12.43,11.6,11.9,11.74,0.27,2.2998,16.1616,10214129,121946631.94,4856246454.46,759032000.0
57,2007-02-15,sz002083,孚日股份,12.14,12.3,11.82,12.05,12.01,0.13,1.0824,10.8166,6836100,82175065.18,4908811986.44,767248000.0
58,2007-02-16,sz002083,孚日股份,12.2,12.38,11.94,12.1,12.14,0.06,0.4942,8.6375,5458872,66228263.95,4933073001.2,771040000.0
59,2007-02-26,sz002083,孚日股份,12.47,12.75,12.1,12.31,12.2,0.27,2.2131,12.0186,9494673,118021417.86,5042247567.62,985130000.0
60,2007-02-27,sz002083,孚日股份,11.51,12.5,11.35,12.49,12.47,-0.96,-7.6985,13.1051,10353062,122894756.2,4654071331.46,909290000.0
61,2007-02-28,sz002083,孚日股份,12.66,12.66,11.53,11.75,11.51,1.15,9.9913,16.723,13211148,163994531.23,5119074114.36,1000140000.0
62,2007-03-01,sz002083,孚日股份,13.3,13.85,12.66,12.85,12.66,0.64,5.0553,13.4064,10591056,139497287.82,5377858271.8,1050700000.0
63,2007-03-02,sz002083,孚日股份,12.98,13.27,12.71,13.18,13.3,-0.32,-2.406,7.6779,6065546,78489769.88,5248466193.08,1025420000.0
64,2007-03-05,sz002083,孚日股份,12.7,13.08,11.88,13.0,12.98,-0.28,-2.1572,7.9661,6293185,78461671.26,5135248124.2,1003300000.0
65,2007-03-06,sz002083,孚日股份,13.1,13.5,12.26,12.5,12.7,0.4,3.1496,7.6696,6058951,78711885.3,5296988222.6,1034900000.0
66,2007-03-07,sz002083,孚日股份,13.13,13.28,12.9,13.03,13.1,0.03,0.229,4.1226,3256849,42661945.79,5309118729.98,1037270000.0
67,2007-03-08,sz002083,孚日股份,13.18,13.29,12.83,13.2,13.13,0.05,0.3808,3.2885,2597952,33861019.5,5329336242.28,1041220000.0
68,2007-03-09,sz002083,孚日股份,13.24,13.38,12.85,13.16,13.18,0.06,0.4552,4.3157,3409401,44738270.04,5353597257.04,1045960000.0
69,2007-03-12,sz002083,孚日股份,13.29,13.34,12.98,13.01,13.24,0.05,0.3776,4.1195,3254374,42943519.06,5373814769.34,1049910000.0
70,2007-03-13,sz002083,孚日股份,12.98,13.37,12.78,13.32,13.29,-0.31,-2.3326,5.4123,4275750,55649505.77,5248466193.08,1025420000.0
71,2007-03-14,sz002083,孚日股份,12.7,12.88,12.5,12.86,12.98,-0.28,-2.1572,4.5441,3589821,45400864.77,5135248124.2,1003300000.0
72,2007-03-15,sz002083,孚日股份,12.85,12.97,12.55,12.6,12.7,0.15,1.1811,2.9118,2300346,29327218.72,5195900661.1,1015150000.0
73,2007-03-16,sz002083,孚日股份,12.73,13.23,12.52,12.86,12.85,-0.12,-0.9339,3.2209,2544542,32763239.77,5147378631.58,1005670000.0
74,2007-03-19,sz002083,孚日股份,13.05,13.1,12.19,12.2,12.73,0.32,2.5137,3.5971,2841686,36241650.79,5276770710.3,1030950000.0
75,2007-03-20,sz002083,孚日股份,13.5,13.82,12.9,13.08,13.05,0.45,3.4483,5.2386,4138490,55877724.76,5458728321.0,1066500000.0
76,2007-03-21,sz002083,孚日股份,13.45,13.54,13.2,13.5,13.5,-0.05,-0.3704,2.2779,1799570,24040146.66,5438510808.7,1062550000.0
77,2007-03-22,sz002083,孚日股份,13.88,14.6,13.5,13.5,13.45,0.43,3.197,6.675,5273276,74471652.15,5612381414.48,1096520000.0
78,2007-03-23,sz002083,孚日股份,13.85,14.15,13.52,13.84,13.88,-0.03,-0.2161,4.0059,3164665,43625939.53,5600250907.1,1094150000.0
79,2007-03-26,sz002083,孚日股份,14.36,14.85,13.9,14.1,13.85,0.51,3.6823,5.6933,4497728,64411941.39,5806469532.56,1134440000.0
80,2007-03-27,sz002083,孚日股份,14.41,14.7,14.16,14.5,14.36,0.05,0.3482,3.7872,2991885,42876670.07,5826687044.86,1138390000.0
81,2007-03-28,sz002083,孚日股份,14.31,14.55,13.55,14.4,14.41,-0.1,-0.694,5.9477,4698704,66145593.05,5786252020.26,1130490000.0
82,2007-03-29,sz002083,孚日股份,13.9,14.29,13.6,14.1,14.31,-0.41,-2.8651,4.1743,3297703,45901322.02,5620468419.4,1098100000.0
83,2007-03-30,sz002083,孚日股份,13.9,14.15,13.61,13.61,13.9,0.0,0.0,1.6975,1341020,18674612.97,5620468419.4,1098100000.0
84,2007-04-02,sz002083,孚日股份,14.06,14.1,13.75,13.8,13.9,0.16,1.1511,2.3454,1852861,25832376.74,5685164458.76,1110740000.0
85,2007-04-03,sz002083,孚日股份,14.08,14.28,13.96,14.05,14.06,0.02,0.1422,2.3167,1830173,25800975.56,5693251463.68,1112320000.0
86,2007-04-04,sz002083,孚日股份,14.85,15.49,14.15,14.15,14.08,0.77,5.4688,6.1445,4854128,71915186.01,6004601153.1,1173150000.0
87,2007-04-05,sz002083,孚日股份,14.8,14.96,14.5,14.76,14.85,-0.05,-0.3367,2.3634,1867110,27461853.76,5984383640.8,1169200000.0
88,2007-04-06,sz002083,孚日股份,14.85,15.06,14.5,14.65,14.8,0.05,0.3378,3.2044,2531494,37667515.36,6004601153.1,1173150000.0
